"code","iso","country","TBN.ind.1995","TBN.ind.1996","TBN.ind.1997","TBN.ind.1998","TBN.ind.1999","TBN.ind.2000","TBN.ind.2001","TBN.ind.2002","TBN.ind.2003","TBN.ind.2004","TBN.ind.2005","TBN.ind.2006","TBN.ind.2007","TBN.ind.2008","TBN.ind.2009","TBN.ind.2010","TBN.ind.2011","TBN.ind.2012","TBN.ind.2013","TBN.ind.2014","TBN.ind.2015","TBN.ind.2016","TBN.ind.2017","TBN.ind.2018","TBN.ind.2019","TBN.ind.2020"
31,"AZE","Azerbaijan",28.6102036134172,28.6102036134172,28.6102036134172,28.6102036134172,28.6102036134172,28.6102036134172,28.6102036134172,31.8456196646523,31.8456196646523,38.7774257597206,42.5671302121716,42.7246154399057,49.0261827926861,49.0261827926861,50.5545861293278,50.5864497986184,50.5864497986184,50.5864497986184,50.5864497986184,50.5864497986184,50.5864497986184,50.5864497986184,50.5864497986184,50.5864497986184,50.7402113677622,50.7402113677622
44,"BHS","Bahamas",4.488359646674,4.488359646674,4.488359646674,37.3991796343758,37.3991796343758,37.3991796343758,37.3991796343758,37.3991796343758,49.9386319425405,49.9386319425405,49.9386319425405,49.9386319425405,49.9386319425405,49.9386319425405,49.9386319425405,49.9430850083608,49.9430850083608,49.9430850083608,99.9993894777135,99.9993894777135,99.9993894777135,99.9993894777135,99.9993894777135,99.9993894777135,99.9993894777135,99.9993894777135
48,"BHR","Bahrain",4.75371906009386,4.75371906009386,4.75371906009386,12.0657802003005,12.0657802003005,12.0657802003005,12.0657802003005,12.0657802003005,12.0657802003005,12.0657800663487,12.0657800663487,12.0657800663487,14.6690146123036,14.6690147802346,14.6690147802346,14.6690147802346,14.6690147802346,14.6690147802346,14.6690147802346,14.6690147802346,14.6690147802346,14.6690147802346,14.6690147802346,14.6690147802346,14.6690147802346,14.6690147802346
50,"BGD","Bangladesh",16.0884140170606,16.0884140170606,16.1398420498679,16.1398420498679,16.1398420498679,16.3816009297474,16.7681027389408,16.7695147006144,16.7695147006144,16.7695147006144,16.7853917903504,16.7956308047946,16.8284563896818,16.9155414802272,16.9155414802272,17.3951567676045,18.1375389261093,18.1512666914266,18.1512666913879,18.1752029841555,18.1752029841555,18.1752029841555,18.1752029841555,18.1752029841555,18.1752029841555,18.1752029841555
52,"BRB","Barbados",2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201,2.8058042594201
112,"BLR","Belarus",39.0057259962993,40.8964153026968,41.2019676363682,41.2019676363682,41.2019676363682,41.4136000867085,41.4136000867085,46.0833899327789,46.4976977022211,46.4976977022211,46.4976977022211,46.6309442728854,46.6309442728854,46.6309442728854,46.6309442728854,46.6309442728854,47.8700444685831,47.8700444685831,49.1433106623854,50.9169478625168,53.1890406493288,54.1394569984781,54.1394569984781,54.1394569984781,54.1394569984781,54.1394569984781
56,"BEL","Belgium",45.4856214663729,45.5439158235991,51.0066066859059,55.8774172500699,58.3919678709529,59.1784651677159,62.5734285802776,92.7319580362247,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
84,"BLZ","Belize",95.1158754582512,95.1158754582512,96.63920366921,96.63920366921,97.6657834866241,97.6657834866241,97.6657834866353,98.5410432290677,98.6832807574347,98.6832807574041,98.6832807574041,98.6896105781388,98.6896991481323,98.7994830136971,98.7994830136971,98.7996434326547,98.9701360591306,98.9701360591306,99.3427384302024,99.3488283501965,99.3488283501965,99.3488283501965,99.3488283501965,99.3488283501965,99.3488283501965,99.3488283501965
204,"BEN","Benin",98.8576161460941,98.8576161460941,98.8576161460941,98.8576161460941,98.8576161460941,98.8576161460941,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
60,"BMU","Bermuda",9.92154143281265,9.92154143281265,9.92154143281265,9.92154143281265,9.92154143281265,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789,13.3265026221789
64,"BTN","Bhutan",78.2740770501265,91.6759247029971,91.6759247029971,91.6759247029971,95.9226205313353,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
68,"BOL","Bolivia",59.4562743131341,75.164469529417,75.2047961811406,88.2170690301571,90.3500320787765,90.3516574588141,91.7274243902283,91.8031165619312,97.0408664971282,97.0408664971282,97.0412531629676,97.04125316297,97.0800270008388,97.1203779645559,97.1203779645559,97.1203779645559,97.1203779645559,97.1203779645559,97.1203779645559,97.1203779645559,97.1203779645559,97.1203779645559,97.1203779645559,97.1203779645559,97.1203779645559,97.1203779645559
70,"BIH","Bosnia and Herzegovina",2.28265133964967,2.28265133964967,2.28265133964967,2.28265133964967,2.28265133964967,2.28265133964967,2.28265133964967,2.28265133964967,2.28265133964967,2.28265133964967,2.28265133964967,2.28265133964967,2.28265133964967,2.62496921232476,7.91652676663629,7.91652676663629,7.91652676663629,8.08159888515371,8.08820301469276,8.09320456788641,8.09320456788641,8.09768200622447,8.09768200622447,8.09768200622447,8.09768200622447,8.09768200622447
72,"BWA","Botswana",93.8487686935188,93.8487686935188,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
76,"BRA","Brazil",50.3455072102937,53.127173845401,55.8560043138603,62.2709273277341,70.3675472614659,76.3178857495482,77.7353900488977,80.2750253077441,82.0343486407565,82.13549892741,82.4672609560623,82.9407460935729,85.8182156312588,85.9085181415806,86.1712439192465,86.3344568560376,86.4189871349741,86.4287035952482,86.4437701677741,86.4465722646035,86.4735602282012,86.5504842727806,86.5564252309506,86.5665899139453,87.2898056422965,87.2900402341506
92,"VGB","British Virgin Islands",9.69203437624753,12.5694271630909,12.5694271630909,12.5694271630909,13.3263908776708,55.9860509360542,55.9860509360542,55.9860509360542,55.9860509360542,56.4094020859064,56.4094020859064,56.4094020859064,56.4094020859064,56.4094020859064,56.5497152733242,56.5497152733242,56.5497152733242,56.5497152733242,56.5497152733242,56.5497152733242,56.5497152733242,56.5497152733242,56.5497152733242,56.5497152733242,56.5497152733242,56.5497152733242
96,"BRN","Brunei Darussalam",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,"BGR","Bulgaria",19.7090362348965,25.2334878081748,25.252572594131,25.2725055844651,25.2725055844651,25.2811614082962,26.4491333472092,27.0032906809854,85.3837319953629,85.49592156282,85.5047412580859,85.5792702550277,85.6451583477477,100,100,100,100,100,100,100,100,100,100,100,100,100
854,"BFA","Burkina Faso",80.5550378007976,80.5550378007976,81.5062009385212,81.5062009385212,81.5062009385212,81.5062009385212,81.5062009385212,81.5062009385212,81.5062009385212,83.8437316948806,83.8437316948806,83.8437316948806,83.8437316948806,83.89368110131,83.89368110131,86.3118096351888,86.3118096351888,86.3118096351888,86.3118096351888,86.3118096351888,86.3118096351888,86.3118096351888,86.8121023142553,87.1920512681106,87.1920512681106,87.1920512681106
108,"BDI","Burundi",33.3462927079357,33.3462927079357,33.3462927079357,33.3462927079357,33.3462927079357,33.3462927079357,35.0971286573851,35.0971286573851,35.8907049357892,35.8907049357892,35.8907049357892,35.8907049357892,35.8907049357892,35.8907049357892,35.8907049357892,35.8907049357892,35.8907049357892,35.9288046916469,35.9288046916469,46.6518003632118,46.6518003632118,46.6518003632118,46.6518003632118,46.6518003632118,46.6518003632118,46.6518003632118
132,"CPV","Cabo Verde",14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,14.6428440988081,16.6283828943901,16.6283828943901,16.6283828943901,16.6283828943901,16.6283828943901,16.6283828943901,16.6283828943901,16.6283828943901,16.8781569453545,16.8781569453545,16.8781569453545,16.8781569453545,16.8781569453545,16.8781569453545,16.8781569453545
116,"KHM","Cambodia",91.86471177569,91.8647117756724,91.8647117756724,91.9421074931235,91.9421074931235,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
120,"CMR","Cameroon",20.685865076749,20.685865076749,21.5311094735522,21.5311094735522,21.5311094735522,21.5311094735522,26.9898675427504,29.7325013333491,29.7325013333491,29.7325013333491,30.9725366123066,34.9588673170652,34.9640789841762,42.1728323071456,43.2000401913454,43.9406265588132,44.8919719885439,44.8919719885439,52.0954012929457,52.9705339993119,55.0689475420173,56.3224768170867,56.3224768170867,56.3224768170867,57.5258944764757,57.5258944764757
124,"CAN","Canada",34.8393100613255,36.7504212097589,37.8254023010673,38.5308416926687,40.3094111854404,41.6629916878539,42.1984356169061,43.5723561188244,43.7944786977838,47.2372625770532,47.8292463913284,49.4011384297511,49.8080685875942,50.7490147838011,52.4047212921208,54.0271010710433,54.4511213008462,55.7379310814283,56.7461949128411,58.8176132905886,58.9385698758947,60.3410103588035,60.6990221914353,60.8103781578229,62.60071440753,62.7818730080365
