,country,year,DMT
762,Djibouti,2000,-21.8873881843233
763,Dominica,2000,-22.6039236772693
764,Dominican Republic,2000,-23.2196391247925
765,Ecuador,2000,-22.8811061062296
766,Egypt,2000,-23.292144730631
767,El Salvador,2000,-23.188103937069
768,Equatorial Guinea,2000,-20.7596367689936
769,Eritrea,2000,-21.3416741154353
770,Estonia,2000,-23.0713923162455
771,Ethiopia,2000,-20.6442526631561
772,Faeroe Islands,2000,
773,Falkland Islands,2000,
774,Fiji,2000,-22.826449011638
775,Finland,2000,-24.1771582569695
776,France,2000,-24.2515372366162
777,French Guiana,2000,
778,French Polynesia,2000,
779,Gabon,2000,-23.8980858727492
780,Gambia,2000,-19.8318988306608
781,Georgia,2000,-21.5438777636816
782,Germany,2000,-24.4148101179628
783,Ghana,2000,-22.4138356047716
784,Gibraltar,2000,
785,Greece,2000,-23.9862339701392
786,Greenland,2000,
787,Grenada,2000,-20.2560720389171
788,Guadeloupe,2000,
789,Guam,2000,
790,Guatemala,2000,-23.026145131702
791,Guinea,2000,-21.141392444347
792,Guinea-Bissau,2000,-21.3967416730749
793,Guyana,2000,-21.8186750380833
794,Haiti,2000,-22.1957752854208
795,Holy See,2000,
796,Honduras,2000,-21.9036988201914
797,Hong Kong,2000,
798,Hungary,2000,-23.7623277754588
799,Iceland,2000,-23.7904002847903
800,India,2000,-22.3399046780363
801,Indonesia,2000,-22.5599652668862
802,Iran,2000,-23.0522767556161
803,Iraq,2000,-21.714826075737
804,Ireland,2000,-23.1278109509392
805,Isle of Man,2000,
806,Israel,2000,-23.6449182406836
807,Italy,2000,-24.4786862457147
808,Jamaica,2000,-23.8170436881592
809,Japan,2000,-25.9128596249005
810,Jordan,2000,-23.2052403942615
811,Kazakhstan,2000,-22.1854215311374
812,Kenya,2000,-22.0588406539575
813,Kiribati,2000,-23.2503382083933
814,Kosovo,2000,
815,Kuwait,2000,-21.2321450235689
816,Kyrgyzstan,2000,-21.9414245105412
817,Laos,2000,-21.4249620849097
818,Latvia,2000,-23.2529905112221
819,Lebanon,2000,-23.7951972772177
820,Lesotho,2000,-21.7534409248687
821,Liberia,2000,-22.1226820136875
822,Libya,2000,-21.4163865477874
823,Liechtenstein,2000,
824,Lithuania,2000,-23.1247275505086
825,Luxembourg,2000,-25.0158993526031
826,Macao,2000,
827,Macedonia,2000,-22.9276263741594
828,Madagascar,2000,-21.1513919102209
829,Malawi,2000,-21.5730114343512
830,Malaysia,2000,-22.6651400752876
831,Maldives,2000,
832,Mali,2000,-21.0787334960734
833,Malta,2000,-24.44187837623
834,Marshall Islands,2000,-22.4764920599075
835,Martinique,2000,
836,Mauritania,2000,-21.2554411079301
837,Mauritius,2000,-23.1298735383097
838,Mayotte,2000,
839,Mexico,2000,-23.0215910274647
840,Micronesia,2000,-22.9036072879856
841,Moldova,2000,-21.6381434309929
842,Monaco,2000,
843,Mongolia,2000,-20.7584305904692
844,Montenegro,2000,-23.3050825099913
845,Montserrat,2000,
846,Morocco,2000,-23.3143821272196
847,Mozambique,2000,-20.8312713374366
848,Myanmar,2000,-20.8096450820098
849,Namibia,2000,-21.62808586796
850,Nauru,2000,
851,Nepal,2000,-21.3787893568648
852,Netherlands,2000,-24.1906738817221
853,Netherlands Antilles,2000,
854,New Caledonia,2000,
855,New Zealand,2000,-22.1654763514466
856,Nicaragua,2000,-21.8332051897971
857,Niger,2000,-20.5980193685107
858,Nigeria,2000,-21.6470965206204
859,Niue,2000,
860,Norfolk Island,2000,
861,North Korea,2000,
862,Northern Mariana Islands,2000,
863,Norway,2000,-24.7354754703346
864,Oman,2000,-21.6298783816412
865,Pakistan,2000,-22.5330658688358
866,Palau,2000,-23.6976063527903
867,Panama,2000,-22.8849853168744
868,Papua New Guinea,2000,-20.9958824161318
869,Paraguay,2000,-21.3305979716938
870,Peru,2000,-22.7909966329806
871,Philippines,2000,-22.6465245553956
872,Pitcairn,2000,
873,Poland,2000,-23.3890434722292
874,Portugal,2000,-23.8965015363562
875,Puerto Rico,2000,
876,Qatar,2000,-23.9682220549074
877,Republic of Congo,2000,-22.9267269672111
878,Reunion,2000,
879,Romania,2000,-22.8735740876693
880,Russia,2000,-22.2025094733457
881,Rwanda,2000,-21.5466917264111
882,Saint Helena,2000,
883,Saint Kitts and Nevis,2000,-23.349109807032
884,Saint Lucia,2000,-21.5879272632449
885,Saint Pierre and Miquelon,2000,
886,Saint Vincent and the Grenadines,2000,-23.3206907078779
887,Samoa,2000,-22.0706850800759
888,San Marino,2000,
889,Sao Tome and Principe,2000,-22.6115108555911
890,Saudi Arabia,2000,-24.034009083241
891,Senegal,2000,-21.5117208138196
892,Serbia,2000,-22.5339063998768
893,Seychelles,2000,-24.0260134508126
894,Sierra Leone,2000,-21.209971756501
895,Singapore,2000,-25.6256584789923
896,Sint Maarten,2000,
897,Slovakia,2000,-23.6266902681603
898,Slovenia,2000,-23.8264445589967
899,Solomon Islands,2000,-21.7929945749844
900,Somalia,2000,-18.471338783578
901,South Africa,2000,-23.0400944548228
902,South Korea,2000,-24.4668375316834
903,South Sudan,2000,
904,Spain,2000,-24.2592370970598
905,Sri Lanka,2000,-22.5526808830794
906,State of Palestine,2000,
907,Sudan,2000,-20.4081237179253
908,Suriname,2000,-22.413013195427
909,Svalbard and Jan Mayen Islands,2000,
910,Swaziland,2000,-22.3878422207253
911,Sweden,2000,-24.6372347034966
912,Switzerland,2000,-25.1234719344867
913,Syria,2000,-21.3960360053477
914,Taiwan,2000,-24.070519923092
915,Tajikistan,2000,-21.8615548308617
916,Tanzania,2000,-21.09561276068
917,Thailand,2000,-22.9737957033799
918,Timor-Leste,2000,
919,Togo,2000,-21.8269614168466
920,Tokelau,2000,
921,Tonga,2000,-22.1531685748578
922,Trinidad and Tobago,2000,-24.3145377775852
923,Tunisia,2000,-23.5939433642377
924,Turkey,2000,-23.5004632485548
925,Turkmenistan,2000,-20.6508813572388
926,Turks and Caicos Islands,2000,
927,Tuvalu,2000,-21.7879859400054
928,Uganda,2000,-21.795287852498
929,Ukraine,2000,-21.750766989085
930,United Arab Emirates,2000,-23.5282484595764
931,United Kingdom,2000,-23.9944182191712
932,United States of America,2000,-23.7458383104473
933,United States Virgin Islands,2000,
934,Uruguay,2000,-21.6521809803892
935,Uzbekistan,2000,-20.4273143603392
936,Vanuatu,2000,-21.2266825903398
937,Venezuela,2000,-22.3309545917749
938,Viet Nam,2000,-21.9697970143771
939,Wallis and Futuna Islands,2000,
940,Western Sahara,2000,
941,Yemen,2000,-23.654394269942
942,Zambia,2000,-19.4649372977228
943,Zimbabwe,2000,-21.858146419162
944,Afghanistan,2001,
945,Albania,2001,-22.5685756154992
946,Algeria,2001,-22.9831117341979
947,American Samoa,2001,
948,Andorra,2001,
949,Angola,2001,-20.7262869534171
950,Anguilla,2001,
951,Antigua and Barbuda,2001,-22.9643975478168
952,Argentina,2001,-22.4300077909664
953,Armenia,2001,-22.6034802196634
954,Aruba,2001,
955,Australia,2001,-22.2886675865824
956,Austria,2001,-24.49040551181
957,Azerbaijan,2001,-21.7952163803592
958,Bahamas,2001,-24.3392018785683
959,Bahrain,2001,-22.9122308856979
960,Bangladesh,2001,-22.039023606756
961,Barbados,2001,-21.4105319304097
962,Belarus,2001,-22.4492030123823
963,Belgium,2001,-24.5065478604739
964,Belize,2001,-19.4133041308786
965,Benin,2001,-22.0924531157602
966,Bermuda,2001,
967,Bhutan,2001,-22.2861385859404
968,Bolivia,2001,-21.7276260680451
969,Bosnia and Herzegovina,2001,-22.5953833606523
970,Botswana,2001,-21.2425748488341
971,Brazil,2001,-22.6873612220075
972,British Virgin Islands,2001,
973,Brunei Darussalam,2001,-21.6677039304459
974,Bulgaria,2001,-22.767225948646
975,Burkina Faso,2001,-21.2584740386164
976,Burundi,2001,-22.1522828885106
977,Cambodia,2001,-21.0692797611037
978,Cameroon,2001,-22.0586177290687
979,Canada,2001,-23.2136740161035
980,Cape Verde,2001,-23.8749824251271
981,Cayman Islands,2001,
982,Central African Republic,2001,-19.1987922906811
983,Chad,2001,-20.4498572402665
984,Chile,2001,-23.7441490620402
985,China,2001,-22.6758760837241
986,Colombia,2001,-22.5805575105602
987,Comoros,2001,-22.4069308214999
988,Cook Islands,2001,
989,Costa Rica,2001,-23.2434865454497
990,Cote d'Ivoire,2001,-21.9273668841581
991,Croatia,2001,-23.8245159539396
992,Cuba,2001,-23.2193947518642
993,Curacao,2001,
994,Cyprus,2001,-24.6589054625027
995,Czech Republic,2001,-23.6552384024139
996,Dem. Rep. Congo,2001,-20.461537293563
997,Denmark,2001,-24.1384811351255
998,Djibouti,2001,-21.9103127765505
999,Dominica,2001,-22.6056615390601
1000,Dominican Republic,2001,-23.1885264171384
1001,Ecuador,2001,-22.8842929152387
1002,Egypt,2001,-23.3064747439283
1003,El Salvador,2001,-23.1392253729688
1004,Equatorial Guinea,2001,-21.0218817907012
1005,Eritrea,2001,-21.4622971215408
1006,Estonia,2001,-23.1425523319571
1007,Ethiopia,2001,-20.7171918027571
1008,Faeroe Islands,2001,
1009,Falkland Islands,2001,
1010,Fiji,2001,-22.8270185774518
1011,Finland,2001,-24.2419798272136
1012,France,2001,-24.2717628405546
1013,French Guiana,2001,
1014,French Polynesia,2001,
1015,Gabon,2001,-23.9330715035873
1016,Gambia,2001,-19.8721456888853
1017,Georgia,2001,-21.6222080801485
1018,Germany,2001,-24.4708177795778
1019,Ghana,2001,-22.4627177546715
1020,Gibraltar,2001,
1021,Greece,2001,-24.0504841544128
1022,Greenland,2001,
1023,Grenada,2001,-20.2297640931114
1024,Guadeloupe,2001,
1025,Guam,2001,
1026,Guatemala,2001,-23.1809547649867
1027,Guinea,2001,-21.2054464047865
1028,Guinea-Bissau,2001,-21.5639317341738
1029,Guyana,2001,-21.9416288827459
1030,Haiti,2001,-22.1737132276128
1031,Holy See,2001,
1032,Honduras,2001,-21.9636186934015
1033,Hong Kong,2001,
1034,Hungary,2001,-23.8148241727031
1035,Iceland,2001,-23.8347251664655
1036,India,2001,-22.375993936473
1037,Indonesia,2001,-22.5930263825296
1038,Iran,2001,-23.0541895635579
1039,Iraq,2001,-21.7866861200968
1040,Ireland,2001,-23.189676054338
1041,Isle of Man,2001,
1042,Israel,2001,-23.7022062026341
1043,Italy,2001,-24.5566649258587
1044,Jamaica,2001,-23.8398839742314
1045,Japan,2001,-25.9530291899371
1046,Jordan,2001,-23.2533049834287
1047,Kazakhstan,2001,-22.2950076913302
1048,Kenya,2001,-22.102453665491
1049,Kiribati,2001,-23.2146031088707
1050,Kosovo,2001,
1051,Kuwait,2001,-21.197107362685
1052,Kyrgyzstan,2001,-21.9884892227875
1053,Laos,2001,-21.6293982553888
1054,Latvia,2001,-23.320900181859
1055,Lebanon,2001,-23.8301034363207
1056,Lesotho,2001,-21.7504523286564
1057,Liberia,2001,-22.1517340378435
1058,Libya,2001,-21.361073175327
1059,Liechtenstein,2001,
1060,Lithuania,2001,-23.2683164448483
1061,Luxembourg,2001,-25.060070886221
1062,Macao,2001,
1063,Macedonia,2001,-22.9230089530795
1064,Madagascar,2001,-21.2094320965812
1065,Malawi,2001,-21.5643074469923
1066,Malaysia,2001,-22.666922527729
1067,Maldives,2001,-24.2405141864361
1068,Mali,2001,-21.1728571530678
1069,Malta,2001,-24.4400368523196
1070,Marshall Islands,2001,-22.5092724503454
1071,Martinique,2001,
1072,Mauritania,2001,-21.2572844101768
1073,Mauritius,2001,-23.147367726539
1074,Mayotte,2001,
1075,Mexico,2001,-22.9896063594693
1076,Micronesia,2001,-22.8993850667206
1077,Moldova,2001,-21.7377735586952
1078,Monaco,2001,
1079,Mongolia,2001,-21.021343486773
1080,Montenegro,2001,-23.3691914537033
1081,Montserrat,2001,
1082,Morocco,2001,-23.3816213505124
1083,Mozambique,2001,-20.8539299262626
1084,Myanmar,2001,-20.9444663808282
1085,Namibia,2001,-21.7342440888455
1086,Nauru,2001,
1087,Nepal,2001,-21.4335368828892
1088,Netherlands,2001,-24.2344238264436
1089,Netherlands Antilles,2001,
1090,New Caledonia,2001,
1091,New Zealand,2001,-22.1939267129026
1092,Nicaragua,2001,-21.8768850141847
1093,Niger,2001,-20.6307972596955
1094,Nigeria,2001,-21.6341214858339
1095,Niue,2001,
1096,Norfolk Island,2001,
1097,North Korea,2001,
1098,Northern Mariana Islands,2001,
1099,Norway,2001,-24.7688274511613
1100,Oman,2001,-21.6939441320107
1101,Pakistan,2001,-22.5369435469893
1102,Palau,2001,-23.731373632752
1103,Panama,2001,-22.8217043543681
1104,Papua New Guinea,2001,-21.0863835429513
1105,Paraguay,2001,-21.3088224541653
1106,Peru,2001,-22.7908454732581
1107,Philippines,2001,-22.6662892559644
1108,Pitcairn,2001,
1109,Poland,2001,-23.4197236897625
1110,Portugal,2001,-23.9061822967828
1111,Puerto Rico,2001,
1112,Qatar,2001,-23.970362556904
1113,Republic of Congo,2001,-23.0825772268132
1114,Reunion,2001,
1115,Romania,2001,-22.9489194160144
1116,Russia,2001,-22.2384184719339
1117,Rwanda,2001,-21.6023887365433
1118,Saint Helena,2001,
1119,Saint Kitts and Nevis,2001,-23.3908838971487
1120,Saint Lucia,2001,-21.5498664910161
1121,Saint Pierre and Miquelon,2001,
1122,Saint Vincent and the Grenadines,2001,-23.3442431375205
1123,Samoa,2001,-22.0846752425949
1124,San Marino,2001,
1125,Sao Tome and Principe,2001,-22.6451101906425
1126,Saudi Arabia,2001,-24.0104219493572
1127,Senegal,2001,-21.5676410445828
1128,Serbia,2001,-22.6096927266083
1129,Seychelles,2001,-23.9953662781197
1130,Sierra Leone,2001,-21.0968196099913
1131,Singapore,2001,-25.5749101934181
1132,Sint Maarten,2001,
1133,Slovakia,2001,-23.6552480921465
1134,Slovenia,2001,-23.8378653991834
1135,Solomon Islands,2001,-21.6906048867516
1136,Somalia,2001,-18.6231412014192
1137,South Africa,2001,-23.0563725882496
1138,South Korea,2001,-24.4926801438886
1139,South Sudan,2001,
1140,Spain,2001,-24.2822634807784
1141,Sri Lanka,2001,-22.5395687189512
1142,State of Palestine,2001,
1143,Sudan,2001,-20.6193125375213
1144,Suriname,2001,-22.4653760573365
1145,Svalbard and Jan Mayen Islands,2001,
1146,Swaziland,2001,-22.4641933519807
1147,Sweden,2001,-24.6764752356321
1148,Switzerland,2001,-25.1337917985507
1149,Syria,2001,-21.4656112077184
1150,Taiwan,2001,-24.1292615629301
1151,Tajikistan,2001,-21.9471898735402
1152,Tanzania,2001,-20.9740946542408
1153,Thailand,2001,-22.996452970703
1154,Timor-Leste,2001,
1155,Togo,2001,-21.8030982439254
1156,Tokelau,2001,
1157,Tonga,2001,-22.1773066681209
1158,Trinidad and Tobago,2001,-24.3606247262095
1159,Tunisia,2001,-23.6251925662697
1160,Turkey,2001,-23.4554721664506
1161,Turkmenistan,2001,-20.6365291507548
1162,Turks and Caicos Islands,2001,
1163,Tuvalu,2001,-21.799426200923
1164,Uganda,2001,-21.9136795330125
1165,Ukraine,2001,-21.8609820130856
1166,United Arab Emirates,2001,-23.5122239487933
1167,United Kingdom,2001,-24.0963434721879
1168,United States of America,2001,-23.7681469528147
1169,United States Virgin Islands,2001,
1170,Uruguay,2001,-21.614573765117
1171,Uzbekistan,2001,-20.4558528794658
1172,Vanuatu,2001,-21.2273144062127
1173,Venezuela,2001,-22.3631957508761
1174,Viet Nam,2001,-22.032874683854
1175,Wallis and Futuna Islands,2001,
1176,Western Sahara,2001,
1177,Yemen,2001,-23.6500191730435
1178,Zambia,2001,-19.575783516729
1179,Zimbabwe,2001,-21.8604954892432
1180,Afghanistan,2002,-21.3282001996303
1181,Albania,2002,-22.6266416314389
1182,Algeria,2002,-23.0071561850375
1183,American Samoa,2002,
1184,Andorra,2002,
1185,Angola,2002,-20.5283123643137
1186,Anguilla,2002,
1187,Antigua and Barbuda,2002,-22.9783566517715
1188,Argentina,2002,-22.2881568438813
1189,Armenia,2002,-22.7058708613817
1190,Aruba,2002,
1191,Australia,2002,-22.3486527001534
1192,Austria,2002,-24.5253372318798
1193,Azerbaijan,2002,-21.8415199287179
1194,Bahamas,2002,-24.3644898761167
1195,Bahrain,2002,-22.9266376085944
1196,Bangladesh,2002,-22.0628945181254
1197,Barbados,2002,-21.4173758471381
1198,Belarus,2002,-22.4116805808877
1199,Belgium,2002,-24.5760271502397
1200,Belize,2002,-19.4443101719763
1201,Benin,2002,-21.9854033656082
1202,Bermuda,2002,
1203,Bhutan,2002,-22.4342347208783
1204,Bolivia,2002,-21.6074630808035
1205,Bosnia and Herzegovina,2002,-22.6496488305893
1206,Botswana,2002,-20.44939298276
1207,Brazil,2002,-22.6608143451856
1208,British Virgin Islands,2002,
1209,Brunei Darussalam,2002,-21.6955596446504
1210,Bulgaria,2002,-22.8687963044596
1211,Burkina Faso,2002,-21.2273935860494
1212,Burundi,2002,-22.2915852630181
1213,Cambodia,2002,-21.1064232520249
1214,Cameroon,2002,-22.1046483725405
1215,Canada,2002,-23.0544437200995
1216,Cape Verde,2002,-23.9099948034685
1217,Cayman Islands,2002,
1218,Central African Republic,2002,-19.2995802695803
1219,Chad,2002,-20.3671252310921
1220,Chile,2002,-23.7525706322673
1221,China,2002,-22.7300750979448
1222,Colombia,2002,-22.5954737884863
1223,Comoros,2002,-22.3610667628233
1224,Cook Islands,2002,
1225,Costa Rica,2002,-23.3029591827847
1226,Cote d'Ivoire,2002,-21.8637028744783
1227,Croatia,2002,-23.8622058435965
1228,Cuba,2002,-23.2276110414902
1229,Curacao,2002,
1230,Cyprus,2002,-24.6464192854635
1231,Czech Republic,2002,-23.6820177692119
1232,Dem. Rep. Congo,2002,-20.4695599124086
1233,Denmark,2002,-24.1617498871841
1234,Djibouti,2002,-21.9372243778867
1235,Dominica,2002,-22.5859138525066
1236,Dominican Republic,2002,-23.21751059499
1237,Ecuador,2002,-22.899490767706
1238,Egypt,2002,-23.2836838166994
1239,El Salvador,2002,-23.1278145722812
1240,Equatorial Guinea,2002,-21.0137409622884
1241,Eritrea,2002,-21.4988433458311
1242,Estonia,2002,-23.1824332533583
1243,Ethiopia,2002,-20.6200969525264
1244,Faeroe Islands,2002,
1245,Falkland Islands,2002,
1246,Fiji,2002,-22.8998464071624
1247,Finland,2002,-24.2919356814974
1248,France,2002,-24.296406190979
1249,French Guiana,2002,
1250,French Polynesia,2002,
1251,Gabon,2002,-23.9169648930944
1252,Gambia,2002,-19.8264258324112
1253,Georgia,2002,-21.7116532209068
1254,Germany,2002,-24.5157527091657
1255,Ghana,2002,-22.5153942044666
1256,Gibraltar,2002,
1257,Greece,2002,-24.1198726085382
1258,Greenland,2002,
1259,Grenada,2002,-20.2577519186696
1260,Guadeloupe,2002,
1261,Guam,2002,
1262,Guatemala,2002,-23.1918698210151
1263,Guinea,2002,-21.1655941801273
1264,Guinea-Bissau,2002,-21.5463189162482
1265,Guyana,2002,-22.0353255826349
1266,Haiti,2002,-22.1578701877099
1267,Holy See,2002,
1268,Honduras,2002,-21.9374659664541
1269,Hong Kong,2002,
1270,Hungary,2002,-23.8671759069022
1271,Iceland,2002,-23.8556069167007
1272,India,2002,-22.4183687471339
1273,Indonesia,2002,-22.3179843825663
1274,Iran,2002,-23.1103278659288
1275,Iraq,2002,-21.765569060926
1276,Ireland,2002,-23.2553076211344
1277,Isle of Man,2002,
1278,Israel,2002,-23.7622670506766
1279,Italy,2002,-24.5502941397203
1280,Jamaica,2002,-23.8593656443663
1281,Japan,2002,-25.977768959126
1282,Jordan,2002,-23.2842583421275
1283,Kazakhstan,2002,-22.2946779038528
1284,Kenya,2002,-22.0729982129141
1285,Kiribati,2002,-23.2108202378943
1286,Kosovo,2002,
1287,Kuwait,2002,-21.1858820019668
1288,Kyrgyzstan,2002,-21.9801921333865
1289,Laos,2002,-21.5345942277098
1290,Latvia,2002,-23.3598657306468
1291,Lebanon,2002,-23.8555303092253
1292,Lesotho,2002,-21.896348824506
1293,Liberia,2002,-22.1794853647812
1294,Libya,2002,-21.3157203693978
1295,Liechtenstein,2002,
1296,Lithuania,2002,-23.3242689604227
1297,Luxembourg,2002,-25.1175403371961
1298,Macao,2002,
1299,Macedonia,2002,-22.9440176418802
1300,Madagascar,2002,-21.1917740292804
1301,Malawi,2002,-21.5789398210967
1302,Malaysia,2002,-22.6757160085881
1303,Maldives,2002,-24.2697099811585
1304,Mali,2002,-21.2272213128476
1305,Malta,2002,-24.4569981440845
1306,Marshall Islands,2002,-22.5160019208129
1307,Martinique,2002,
1308,Mauritania,2002,-21.2591263829447
1309,Mauritius,2002,-23.1541948482313
1310,Mayotte,2002,
1311,Mexico,2002,-22.9409822653033
1312,Micronesia,2002,-22.9027238819165
1313,Moldova,2002,-21.8056676476084
1314,Monaco,2002,
1315,Mongolia,2002,-21.1962029314272
1316,Montenegro,2002,-23.4014155204335
1317,Montserrat,2002,
1318,Morocco,2002,-23.4115347798734
1319,Mozambique,2002,-20.9978687784381
1320,Myanmar,2002,-21.0438755409068
1321,Namibia,2002,-21.8479261126489
1322,Nauru,2002,
1323,Nepal,2002,-21.4271698939173
1324,Netherlands,2002,-24.2813605031748
1325,Netherlands Antilles,2002,
1326,New Caledonia,2002,
1327,New Zealand,2002,-22.2210784352338
1328,Nicaragua,2002,-21.8658112543861
1329,Niger,2002,-20.6235704259165
1330,Nigeria,2002,-21.6812030421227
1331,Niue,2002,
1332,Norfolk Island,2002,
1333,North Korea,2002,
1334,Northern Mariana Islands,2002,
1335,Norway,2002,-24.8000580553346
1336,Oman,2002,-21.7037902476563
1337,Pakistan,2002,-22.5388050737769
1338,Palau,2002,-23.7868537621148
1339,Panama,2002,-22.8356225403774
1340,Papua New Guinea,2002,-20.6515146402017
1341,Paraguay,2002,-21.3064282325845
1342,Peru,2002,-22.8272987940717
1343,Philippines,2002,-22.6960602202871
1344,Pitcairn,2002,
1345,Poland,2002,-23.4500154409852
1346,Portugal,2002,-23.8989619512086
1347,Puerto Rico,2002,
1348,Qatar,2002,-23.9914273245161
1349,Republic of Congo,2002,-23.2714274327184
1350,Reunion,2002,
1351,Romania,2002,-23.0130743206352
1352,Russia,2002,-22.2386207625592
1353,Rwanda,2002,-21.6703264115577
1354,Saint Helena,2002,
1355,Saint Kitts and Nevis,2002,-23.4010201540193
1356,Saint Lucia,2002,-21.5445878025513
1357,Saint Pierre and Miquelon,2002,
1358,Saint Vincent and the Grenadines,2002,-23.4142178510209
1359,Samoa,2002,-22.1231071372408
1360,San Marino,2002,
1361,Sao Tome and Principe,2002,-22.6673273916495
1362,Saudi Arabia,2002,-23.9843375069186
1363,Senegal,2002,-21.6779986499373
1364,Serbia,2002,-22.689697083589
1365,Seychelles,2002,-24.003242486173
1366,Sierra Leone,2002,-21.2458359590404
1367,Singapore,2002,-25.5618274510537
1368,Sint Maarten,2002,
1369,Slovakia,2002,-23.6939713545364
1370,Slovenia,2002,-23.8868109217065
1371,Solomon Islands,2002,-21.6349338691663
1372,Somalia,2002,-18.7531521264689
1373,South Africa,2002,-23.0806651734845
1374,South Korea,2002,-24.5466778943996
1375,South Sudan,2002,
1376,Spain,2002,-24.2961792012895
1377,Sri Lanka,2002,-22.5649163575103
1378,State of Palestine,2002,
1379,Sudan,2002,-20.5150987710272
1380,Suriname,2002,-22.5676321845808
1381,Svalbard and Jan Mayen Islands,2002,
1382,Swaziland,2002,-22.4913580805674
1383,Sweden,2002,-24.7150796629741
1384,Switzerland,2002,-25.1482431059341
1385,Syria,2002,-21.5784692181367
1386,Taiwan,2002,-24.2762490540753
1387,Tajikistan,2002,-22.0199009828725
1388,Tanzania,2002,-21.1410360613387
1389,Thailand,2002,-23.0601269158708
1390,Timor-Leste,2002,
1391,Togo,2002,-21.7786161321033
1392,Tokelau,2002,
1393,Tonga,2002,-22.1998471046043
1394,Trinidad and Tobago,2002,-24.4290974035416
1395,Tunisia,2002,-23.6340454883926
1396,Turkey,2002,-23.5297676790061
1397,Turkmenistan,2002,-20.5739604869001
1398,Turks and Caicos Islands,2002,
1399,Tuvalu,2002,-21.8609590852261
1400,Uganda,2002,-21.9196429028872
1401,Ukraine,2002,-21.9029683405573
1402,United Arab Emirates,2002,-23.5072178637818
1403,United Kingdom,2002,-24.1798148962439
1404,United States of America,2002,-23.7914335466009
1405,United States Virgin Islands,2002,
1406,Uruguay,2002,-21.4987167037921
1407,Uzbekistan,2002,-20.4777688717406
1408,Vanuatu,2002,-21.1598904060404
1409,Venezuela,2002,-22.3159654671627
1410,Viet Nam,2002,-22.0565191916899
1411,Wallis and Futuna Islands,2002,
1412,Western Sahara,2002,
1413,Yemen,2002,-23.6737659692583
1414,Zambia,2002,-19.6402678661645
1415,Zimbabwe,2002,-21.8850827899091
1416,Afghanistan,2003,-21.3792561579528
1417,Albania,2003,-22.6688296901237
1418,Algeria,2003,-23.0442887753914
1419,American Samoa,2003,
1420,Andorra,2003,
1421,Angola,2003,-20.4974462797326
1422,Anguilla,2003,
1423,Antigua and Barbuda,2003,-23.0209591705803
1424,Argentina,2003,-22.314369075495
1425,Armenia,2003,-22.8165206345608
1426,Aruba,2003,
1427,Australia,2003,-22.5762379403711
1428,Austria,2003,-24.5554740386715
1429,Azerbaijan,2003,-21.8926947009598
1430,Bahamas,2003,-24.4688583891315
1431,Bahrain,2003,-22.966604118031
1432,Bangladesh,2003,-22.100617870515
1433,Barbados,2003,-21.4376137226332
1434,Belarus,2003,-22.5429799169264
1435,Belgium,2003,-24.6392735219178
1436,Belize,2003,-19.4573435172014
1437,Benin,2003,-22.0709735995596
1438,Bermuda,2003,
1439,Bhutan,2003,-22.4878895914017
1440,Bolivia,2003,-21.589674335567
1441,Bosnia and Herzegovina,2003,-22.6258386595146
1442,Botswana,2003,-21.3126263385077
1443,Brazil,2003,-22.6313261302166
1444,British Virgin Islands,2003,
1445,Brunei Darussalam,2003,-21.7159093442758
1446,Bulgaria,2003,-22.9181476575885
1447,Burkina Faso,2003,-21.155809073019
1448,Burundi,2003,-22.313352703158
1449,Cambodia,2003,-21.1184513856478
1450,Cameroon,2003,-22.050912713191
1451,Canada,2003,-23.0912308828956
1452,Cape Verde,2003,-23.9386471465631
1453,Cayman Islands,2003,
1454,Central African Republic,2003,-19.0679163629992
1455,Chad,2003,-20.4003264259953
1456,Chile,2003,-23.7805812165665
1457,China,2003,-22.7890828577986
1458,Colombia,2003,-22.606374423626
1459,Comoros,2003,-22.3905437105677
1460,Cook Islands,2003,
1461,Costa Rica,2003,-23.3579083326504
1462,Cote d'Ivoire,2003,-21.82554707316
1463,Croatia,2003,-23.8936201587663
1464,Cuba,2003,-23.2520824093016
1465,Curacao,2003,
1466,Cyprus,2003,-24.6331239906343
1467,Czech Republic,2003,-23.728393851996
1468,Dem. Rep. Congo,2003,-20.4638471176725
1469,Denmark,2003,-24.1779606543353
1470,Djibouti,2003,-21.963362326252
1471,Dominica,2003,-22.6570303237797
1472,Dominican Republic,2003,-23.2271195865381
1473,Ecuador,2003,-22.929158867963
1474,Egypt,2003,-23.291325669448
1475,El Salvador,2003,-23.1695956572755
1476,Equatorial Guinea,2003,-20.9876186196016
1477,Eritrea,2003,-21.4443794457034
1478,Estonia,2003,-23.2712210841412
1479,Ethiopia,2003,-20.5962270457195
1480,Faeroe Islands,2003,
1481,Falkland Islands,2003,
1482,Fiji,2003,-22.9184806934348
1483,Finland,2003,-24.3497954987681
1484,France,2003,-24.3227039146648
1485,French Guiana,2003,
1486,French Polynesia,2003,
1487,Gabon,2003,-23.912973367756
1488,Gambia,2003,-19.8670447574772
1489,Georgia,2003,-21.8498983873441
1490,Germany,2003,-24.5607995233671
1491,Ghana,2003,-22.4935790825573
1492,Gibraltar,2003,
1493,Greece,2003,-24.19005925897
1494,Greenland,2003,
1495,Grenada,2003,-20.342361585341
1496,Guadeloupe,2003,
1497,Guam,2003,
