,country,year,DMT
1498,Guatemala,2003,-22.9672841401687
1499,Guinea,2003,-21.181170177162
1500,Guinea-Bissau,2003,-21.5267180639167
1501,Guyana,2003,-20.960354011133
1502,Haiti,2003,-22.1498771640891
1503,Holy See,2003,
1504,Honduras,2003,-21.8064769862615
1505,Hong Kong,2003,
1506,Hungary,2003,-23.905514197186
1507,Iceland,2003,-23.8858046742614
1508,India,2003,-22.4750848101836
1509,Indonesia,2003,-22.6152309271466
1510,Iran,2003,-23.1705776833568
1511,Iraq,2003,-21.423888856024
1512,Ireland,2003,-23.2934221314964
1513,Isle of Man,2003,
1514,Israel,2003,-23.8350001864032
1515,Italy,2003,-24.5781980194335
1516,Jamaica,2003,-23.8535276062629
1517,Japan,2003,-26.020007239659
1518,Jordan,2003,-23.3074606337552
1519,Kazakhstan,2003,-22.4255284066553
1520,Kenya,2003,-22.0420861858132
1521,Kiribati,2003,-23.2185129448856
1522,Kosovo,2003,
1523,Kuwait,2003,-21.3065283356495
1524,Kyrgyzstan,2003,-22.043338936321
1525,Laos,2003,-21.6523391531679
1526,Latvia,2003,-23.4428640288322
1527,Lebanon,2003,-23.8811394228048
1528,Lesotho,2003,-21.8702976822059
1529,Liberia,2003,-21.7720936960946
1530,Libya,2003,-21.4026502873155
1531,Liechtenstein,2003,
1532,Lithuania,2003,-23.4121654794165
1533,Luxembourg,2003,-25.1537266098699
1534,Macao,2003,
1535,Macedonia,2003,-22.9669826179579
1536,Madagascar,2003,-21.2038407892469
1537,Malawi,2003,-21.542716790368
1538,Malaysia,2003,-22.7276455470038
1539,Maldives,2003,-24.3827497646831
1540,Mali,2003,-21.3340617080767
1541,Malta,2003,-24.4705078216566
1542,Marshall Islands,2003,-22.4989667752144
1543,Martinique,2003,
1544,Mauritania,2003,-21.2975133481924
1545,Mauritius,2003,-23.1741748438449
1546,Mayotte,2003,
1547,Mexico,2003,-22.8993243984376
1548,Micronesia,2003,-22.9153306365819
1549,Moldova,2003,-21.8734514577252
1550,Monaco,2003,
1551,Mongolia,2003,-21.3703203328818
1552,Montenegro,2003,-23.4400659318472
1553,Montserrat,2003,
1554,Morocco,2003,-23.4541297200996
1555,Mozambique,2003,-20.8618851641055
1556,Myanmar,2003,-21.110548271245
1557,Namibia,2003,-21.9264590533652
1558,Nauru,2003,
1559,Nepal,2003,-21.4342705073373
1560,Netherlands,2003,-24.3168717925346
1561,Netherlands Antilles,2003,
1562,New Caledonia,2003,
1563,New Zealand,2003,-22.2560242113093
1564,Nicaragua,2003,-21.7972238492975
1565,Niger,2003,-20.6402858476309
1566,Nigeria,2003,-21.7491203489003
1567,Niue,2003,
1568,Norfolk Island,2003,
1569,North Korea,2003,
1570,Northern Mariana Islands,2003,
1571,Norway,2003,-24.8188439953039
1572,Oman,2003,-21.6976677310269
1573,Pakistan,2003,-22.5514733146108
1574,Palau,2003,-23.7129069006199
1575,Panama,2003,-22.8795241576232
1576,Papua New Guinea,2003,-20.9504907650066
1577,Paraguay,2003,-21.2799434368684
1578,Peru,2003,-22.8487836983946
1579,Philippines,2003,-22.7434806532546
1580,Pitcairn,2003,
1581,Poland,2003,-23.4889911479465
1582,Portugal,2003,-23.8611423927842
1583,Puerto Rico,2003,
1584,Qatar,2003,-23.9820677865217
1585,Republic of Congo,2003,-22.9734972207191
1586,Reunion,2003,
1587,Romania,2003,-23.061500150314
1588,Russia,2003,-22.2475816295392
1589,Rwanda,2003,-21.6362270376252
1590,Saint Helena,2003,
1591,Saint Kitts and Nevis,2003,-23.3665588023389
1592,Saint Lucia,2003,-21.5861866335646
1593,Saint Pierre and Miquelon,2003,
1594,Saint Vincent and the Grenadines,2003,-23.5024462994562
1595,Samoa,2003,-22.1476214661624
1596,San Marino,2003,
1597,Sao Tome and Principe,2003,-22.7305337495737
1598,Saudi Arabia,2003,-24.0309414706187
1599,Senegal,2003,-21.8019866921735
1600,Serbia,2003,-22.7410405546622
1601,Seychelles,2003,-23.9326620355535
1602,Sierra Leone,2003,-21.2936388638099
1603,Singapore,2003,-25.567686931497
1604,Sint Maarten,2003,
1605,Slovakia,2003,-23.7421485839012
1606,Slovenia,2003,-23.9079374301787
1607,Solomon Islands,2003,-21.670928083828
1608,Somalia,2003,-18.8615435974181
1609,South Africa,2003,-23.1115717615675
1610,South Korea,2003,-24.5575551387266
1611,South Sudan,2003,
1612,Spain,2003,-24.3146031155912
1613,Sri Lanka,2003,-22.6003369066646
1614,State of Palestine,2003,
1615,Sudan,2003,-20.731286679101
1616,Suriname,2003,-22.1813819258143
1617,Svalbard and Jan Mayen Islands,2003,
1618,Swaziland,2003,-22.501578669499
1619,Sweden,2003,-24.7621887618289
1620,Switzerland,2003,-25.1724013437963
1621,Syria,2003,-21.6191178557898
1622,Taiwan,2003,-24.414740393581
1623,Tajikistan,2003,-22.0858595068483
1624,Tanzania,2003,-21.027759217781
1625,Thailand,2003,-23.0909370108081
1626,Timor-Leste,2003,
1627,Togo,2003,-21.8051349576193
1628,Tokelau,2003,
1629,Tonga,2003,-22.2097688999994
1630,Trinidad and Tobago,2003,-24.5702285283935
1631,Tunisia,2003,-23.690822923974
1632,Turkey,2003,-23.5941842667161
1633,Turkmenistan,2003,-20.540102161332
1634,Turks and Caicos Islands,2003,
1635,Tuvalu,2003,-21.8223769982689
1636,Uganda,2003,-21.8718695398195
1637,Ukraine,2003,-21.9952340264457
1638,United Arab Emirates,2003,-23.5633379000019
1639,United Kingdom,2003,-24.2653534910687
1640,United States of America,2003,-23.8237197275274
1641,United States Virgin Islands,2003,
1642,Uruguay,2003,-21.4836947569731
1643,Uzbekistan,2003,-20.4945605214595
1644,Vanuatu,2003,-21.1745451268746
1645,Venezuela,2003,-22.2047037638453
1646,Viet Nam,2003,-22.101873753461
1647,Wallis and Futuna Islands,2003,
1648,Western Sahara,2003,
1649,Yemen,2003,-23.6249664856541
1650,Zambia,2003,-19.6453318878926
1651,Zimbabwe,2003,-21.7172967292512
1652,Afghanistan,2004,-21.3870498121599
1653,Albania,2004,-22.7498348536704
1654,Algeria,2004,-23.0519496323176
1655,American Samoa,2004,
1656,Andorra,2004,
1657,Angola,2004,-20.5076117342167
1658,Anguilla,2004,
1659,Antigua and Barbuda,2004,-23.0584313117931
1660,Argentina,2004,-22.3826796781758
1661,Armenia,2004,-22.8917565444707
1662,Aruba,2004,
1663,Australia,2004,-22.5421533460794
1664,Austria,2004,-24.6038711910943
1665,Azerbaijan,2004,-21.9400600408784
1666,Bahamas,2004,-24.0018959874316
1667,Bahrain,2004,-23.0155048173146
1668,Bangladesh,2004,-22.1581496242145
1669,Barbados,2004,-21.4502796119195
1670,Belarus,2004,-22.6407077323731
1671,Belgium,2004,-24.7137759619782
1672,Belize,2004,-19.5262775690483
1673,Benin,2004,-22.1206872494923
1674,Bermuda,2004,
1675,Bhutan,2004,-22.5324361417591
1676,Bolivia,2004,-21.1269979032789
1677,Bosnia and Herzegovina,2004,-22.6781271691294
1678,Botswana,2004,-21.78355063859
1679,Brazil,2004,-22.637970368882
1680,British Virgin Islands,2004,
1681,Brunei Darussalam,2004,-21.7144076805292
1682,Bulgaria,2004,-22.9919362087565
1683,Burkina Faso,2004,-21.2040702726885
1684,Burundi,2004,-22.4221754503635
1685,Cambodia,2004,-21.1814320594972
1686,Cameroon,2004,-22.1713962284444
1687,Canada,2004,-23.165109376488
1688,Cape Verde,2004,-23.9842749147312
1689,Cayman Islands,2004,
1690,Central African Republic,2004,-19.2580007964939
1691,Chad,2004,-20.6164363431182
1692,Chile,2004,-23.8179315429544
1693,China,2004,-22.8347098103979
1694,Colombia,2004,-22.6479167594281
1695,Comoros,2004,-22.4007810772121
1696,Cook Islands,2004,
1697,Costa Rica,2004,-23.4063437320482
1698,Cote d'Ivoire,2004,-21.8383219051806
1699,Croatia,2004,-23.894562840711
1700,Cuba,2004,-23.3397337039282
1701,Curacao,2004,
1702,Cyprus,2004,-24.6858613932843
1703,Czech Republic,2004,-23.7876704032136
1704,Dem. Rep. Congo,2004,-20.4525049513306
1705,Denmark,2004,-24.2192503681907
1706,Djibouti,2004,-21.9914932912619
1707,Dominica,2004,-22.689454653708
1708,Dominican Republic,2004,-23.1728982498669
1709,Ecuador,2004,-22.9650487850215
1710,Egypt,2004,-23.3039719835604
1711,El Salvador,2004,-23.1823818816938
1712,Equatorial Guinea,2004,-21.1742123383827
1713,Eritrea,2004,-21.4495855867481
1714,Estonia,2004,-23.3240424061992
1715,Ethiopia,2004,-20.7070404771293
1716,Faeroe Islands,2004,
1717,Falkland Islands,2004,
1718,Fiji,2004,-22.9651272889224
1719,Finland,2004,-24.4363413885738
1720,France,2004,-24.3658818095465
1721,French Guiana,2004,
1722,French Polynesia,2004,
1723,Gabon,2004,-23.8869327628442
1724,Gambia,2004,-19.8889054580054
1725,Georgia,2004,-21.9446299573194
1726,Germany,2004,-24.6269146985478
1727,Ghana,2004,-22.6018605103386
1728,Gibraltar,2004,
1729,Greece,2004,-24.2398924118304
1730,Greenland,2004,
1731,Grenada,2004,-20.3301407799037
1732,Guadeloupe,2004,
1733,Guam,2004,
1734,Guatemala,2004,-23.2454175518461
1735,Guinea,2004,-21.1831179182907
1736,Guinea-Bissau,2004,-21.6330948245001
1737,Guyana,2004,-21.8083123963437
1738,Haiti,2004,-22.1099960687545
1739,Holy See,2004,
1740,Honduras,2004,-21.9431758033242
1741,Hong Kong,2004,
1742,Hungary,2004,-23.9624637370751
1743,Iceland,2004,-23.9753070773085
1744,India,2004,-22.5348038779902
1745,Indonesia,2004,-22.4924914316943
1746,Iran,2004,-23.1864704922928
1747,Iraq,2004,-21.9114566267038
1748,Ireland,2004,-23.3349826457666
1749,Isle of Man,2004,
1750,Israel,2004,-23.9512434698836
1751,Italy,2004,-24.6061116322614
1752,Jamaica,2004,-23.924333866022
1753,Japan,2004,-26.0599887534708
1754,Jordan,2004,-23.3689383593426
1755,Kazakhstan,2004,-22.4708434240874
1756,Kenya,2004,-22.0408770415411
1757,Kiribati,2004,-23.1854874895492
1758,Kosovo,2004,
1759,Kuwait,2004,-21.3713089456029
1760,Kyrgyzstan,2004,-22.1167449403212
1761,Laos,2004,-21.331931093728
1762,Latvia,2004,-23.5393513905347
1763,Lebanon,2004,-23.9355635194368
1764,Lesotho,2004,-21.9721873868292
1765,Liberia,2004,-21.7983859176378
1766,Libya,2004,-21.411989413945
1767,Liechtenstein,2004,
1768,Lithuania,2004,-23.4608457564846
1769,Luxembourg,2004,-25.2050428649271
1770,Macao,2004,
1771,Macedonia,2004,-23.0002453221802
1772,Madagascar,2004,-21.2914668698526
1773,Malawi,2004,-21.6738071838891
1774,Malaysia,2004,-22.7579897628533
1775,Maldives,2004,-24.4840883335938
1776,Mali,2004,-21.2258015599407
1777,Malta,2004,-24.4744843439863
1778,Marshall Islands,2004,-22.4800219425797
1779,Martinique,2004,
1780,Mauritania,2004,-21.3213929667998
1781,Mauritius,2004,-23.2155290536704
1782,Mayotte,2004,
1783,Mexico,2004,-22.9190834351249
1784,Micronesia,2004,-22.8859024783935
1785,Moldova,2004,-21.9810626289062
1786,Monaco,2004,
1787,Mongolia,2004,-21.4862321486982
1788,Montenegro,2004,-23.4951938902115
1789,Montserrat,2004,
1790,Morocco,2004,-23.4842764997848
1791,Mozambique,2004,-21.0255754066049
1792,Myanmar,2004,-21.1009374848832
1793,Namibia,2004,-22.0160260773987
1794,Nauru,2004,
1795,Nepal,2004,-21.4656022975123
1796,Netherlands,2004,-24.3614385138693
1797,Netherlands Antilles,2004,
1798,New Caledonia,2004,
1799,New Zealand,2004,-22.2959865669262
1800,Nicaragua,2004,-21.9170328077909
1801,Niger,2004,-20.6053923780721
1802,Nigeria,2004,-22.0077370310314
1803,Niue,2004,
1804,Norfolk Island,2004,
1805,North Korea,2004,
1806,Northern Mariana Islands,2004,
1807,Norway,2004,-24.8732308983322
1808,Oman,2004,-21.7320285817179
1809,Pakistan,2004,-22.5956814228149
1810,Palau,2004,-23.7717788439637
1811,Panama,2004,-22.9507156585773
1812,Papua New Guinea,2004,-20.4047930328731
1813,Paraguay,2004,-21.3800235960206
1814,Peru,2004,-22.8959278317902
1815,Philippines,2004,-22.7846486028226
1816,Pitcairn,2004,
1817,Poland,2004,-23.5546484483912
1818,Portugal,2004,-23.8799724619623
1819,Puerto Rico,2004,
1820,Qatar,2004,-24.1138717071683
1821,Republic of Congo,2004,-22.810996511985
1822,Reunion,2004,
1823,Romania,2004,-23.1466959060698
1824,Russia,2004,-22.4023315342434
1825,Rwanda,2004,-21.6952803356131
1826,Saint Helena,2004,
1827,Saint Kitts and Nevis,2004,-23.4034811352917
1828,Saint Lucia,2004,-21.6595998371816
1829,Saint Pierre and Miquelon,2004,
1830,Saint Vincent and the Grenadines,2004,-23.5458930362823
1831,Samoa,2004,-22.192143589899
1832,San Marino,2004,
1833,Sao Tome and Principe,2004,-22.785202520503
1834,Saudi Arabia,2004,-24.0889174767283
1835,Senegal,2004,-21.7723890316078
1836,Serbia,2004,-22.8335833787809
1837,Seychelles,2004,-23.8965623154017
1838,Sierra Leone,2004,-21.2856082796991
1839,Singapore,2004,-25.6227851549167
1840,Sint Maarten,2004,
1841,Slovakia,2004,-23.7910853320207
1842,Slovenia,2004,-23.9767953785045
1843,Solomon Islands,2004,-21.6871957776697
1844,Somalia,2004,-18.960928841973
1845,South Africa,2004,-23.1540405036951
1846,South Korea,2004,-24.5797629762306
1847,South Sudan,2004,
1848,Spain,2004,-24.3328387888208
1849,Sri Lanka,2004,-22.6684844118701
1850,State of Palestine,2004,
1851,Sudan,2004,-20.6624000085228
1852,Suriname,2004,-22.460805174178
1853,Svalbard and Jan Mayen Islands,2004,
1854,Swaziland,2004,-22.5067094904818
1855,Sweden,2004,-24.8157130770255
1856,Switzerland,2004,-25.2025242070855
1857,Syria,2004,-21.7354508976126
1858,Taiwan,2004,-24.5875117634812
1859,Tajikistan,2004,-22.1359018991722
1860,Tanzania,2004,-21.137892817567
1861,Thailand,2004,-23.1198843279287
1862,Timor-Leste,2004,
1863,Togo,2004,-21.8826851034036
1864,Tokelau,2004,
1865,Tonga,2004,-22.1954009614562
1866,Trinidad and Tobago,2004,-24.6438132129529
1867,Tunisia,2004,-23.7409394670244
1868,Turkey,2004,-23.693805509294
1869,Turkmenistan,2004,-20.5393769801934
1870,Turks and Caicos Islands,2004,
1871,Tuvalu,2004,-21.8041061898618
1872,Uganda,2004,-21.9179365514048
1873,Ukraine,2004,-22.138044982317
1874,United Arab Emirates,2004,-23.6284527850404
1875,United Kingdom,2004,-24.3492227306483
1876,United States of America,2004,-23.8538961064277
1877,United States Virgin Islands,2004,
1878,Uruguay,2004,-21.5066344673082
1879,Uzbekistan,2004,-20.5512117819166
1880,Vanuatu,2004,-21.190844435964
1881,Venezuela,2004,-22.4201754352199
1882,Viet Nam,2004,-22.1409495034174
1883,Wallis and Futuna Islands,2004,
1884,Western Sahara,2004,
1885,Yemen,2004,-23.6494320526588
1886,Zambia,2004,-19.6318946907798
1887,Zimbabwe,2004,-21.6374331288067
1888,Afghanistan,2005,-21.4726910152155
1889,Albania,2005,-22.8068124744241
1890,Algeria,2005,-23.0789833813373
1891,American Samoa,2005,
1892,Andorra,2005,
1893,Angola,2005,-20.6222045340187
1894,Anguilla,2005,
1895,Antigua and Barbuda,2005,-23.1069747865825
1896,Argentina,2005,-22.4794819985416
1897,Armenia,2005,-23.013339302263
1898,Aruba,2005,
1899,Australia,2005,-22.686625572658
1900,Austria,2005,-24.6439015750461
1901,Azerbaijan,2005,-22.1275989188512
1902,Bahamas,2005,-24.185550306285
1903,Bahrain,2005,-23.0623753168924
1904,Bangladesh,2005,-22.2031576664595
1905,Barbados,2005,-21.4880921429685
1906,Belarus,2005,-22.7035733495066
1907,Belgium,2005,-24.7717699982125
1908,Belize,2005,-19.4907161435756
1909,Benin,2005,-21.9941299157784
1910,Bermuda,2005,
1911,Bhutan,2005,-22.5072276527139
1912,Bolivia,2005,-21.3531483033488
1913,Bosnia and Herzegovina,2005,-22.739647233701
1914,Botswana,2005,-21.322783600563
1915,Brazil,2005,-22.6290748656999
1916,British Virgin Islands,2005,
1917,Brunei Darussalam,2005,-21.707511745017
1918,Bulgaria,2005,-23.0862062720038
1919,Burkina Faso,2005,-21.2338180348312
1920,Burundi,2005,-22.6100097911791
1921,Cambodia,2005,-21.2645459729909
1922,Cameroon,2005,-22.08421805359
1923,Canada,2005,-23.1902551009944
1924,Cape Verde,2005,-23.9835397364693
1925,Cayman Islands,2005,
1926,Central African Republic,2005,-19.1900430237844
1927,Chad,2005,-20.6747562745595
1928,Chile,2005,-23.8547330697514
1929,China,2005,-22.9004044649736
1930,Colombia,2005,-22.6753895917647
1931,Comoros,2005,-22.5164962285413
1932,Cook Islands,2005,
1933,Costa Rica,2005,-23.4147892128051
1934,Cote d'Ivoire,2005,-21.7879498213009
1935,Croatia,2005,-23.9278398503267
1936,Cuba,2005,-23.4872403356756
1937,Curacao,2005,
1938,Cyprus,2005,-24.7145241363824
1939,Czech Republic,2005,-23.8590115471802
1940,Dem. Rep. Congo,2005,-20.5247135138619
1941,Denmark,2005,-24.2554738853431
1942,Djibouti,2005,-22.0216398630472
1943,Dominica,2005,-22.6899738008105
1944,Dominican Republic,2005,-23.2708123503809
1945,Ecuador,2005,-23.0396681848132
1946,Egypt,2005,-23.3270651481385
1947,El Salvador,2005,-23.213845502621
1948,Equatorial Guinea,2005,-21.2097701755074
1949,Eritrea,2005,-21.4619581743787
1950,Estonia,2005,-23.4135228470078
1951,Ethiopia,2005,-20.7998265689886
1952,Faeroe Islands,2005,
1953,Falkland Islands,2005,
1954,Fiji,2005,-22.9780079827931
1955,Finland,2005,-24.5031575010893
1956,France,2005,-24.3888064285196
1957,French Guiana,2005,
1958,French Polynesia,2005,
1959,Gabon,2005,-23.9311409123301
1960,Gambia,2005,-19.8541023915037
1961,Georgia,2005,-22.0919612167526
1962,Germany,2005,-24.6803538977102
1963,Ghana,2005,-22.4982601389784
1964,Gibraltar,2005,
1965,Greece,2005,-24.2692716428463
1966,Greenland,2005,
1967,Grenada,2005,-20.4490830572736
1968,Guadeloupe,2005,
1969,Guam,2005,
1970,Guatemala,2005,-22.9770737229186
1971,Guinea,2005,-21.1708034958082
1972,Guinea-Bissau,2005,-21.6843555360295
1973,Guyana,2005,-21.2338366729841
1974,Haiti,2005,-22.1166300740372
1975,Holy See,2005,
1976,Honduras,2005,-21.9079552137073
1977,Hong Kong,2005,
1978,Hungary,2005,-24.0200769240625
1979,Iceland,2005,-24.0330269018025
1980,India,2005,-22.5986945689604
1981,Indonesia,2005,-22.671183429218
1982,Iran,2005,-23.2013077020512
1983,Iraq,2005,-22.010567866002
1984,Ireland,2005,-23.4040095727783
1985,Isle of Man,2005,
1986,Israel,2005,-24.0632138553425
1987,Italy,2005,-24.6424334324886
1988,Jamaica,2005,-23.950087100765
1989,Japan,2005,-26.1033248898829
1990,Jordan,2005,-23.4171599921904
1991,Kazakhstan,2005,-22.5391107017671
1992,Kenya,2005,-22.1043876907395
1993,Kiribati,2005,-23.2174901675885
1994,Kosovo,2005,
1995,Kuwait,2005,-21.4312037560746
1996,Kyrgyzstan,2005,-22.1002310550401
1997,Laos,2005,-21.5624699905765
1998,Latvia,2005,-23.6424492681068
1999,Lebanon,2005,-23.9538932948904
2000,Lesotho,2005,-21.8977173371409
2001,Liberia,2005,-21.7919941892261
2002,Libya,2005,-21.4913396546008
2003,Liechtenstein,2005,
2004,Lithuania,2005,-23.5463699671148
2005,Luxembourg,2005,-25.2378023297135
2006,Macao,2005,
2007,Macedonia,2005,-23.0691359184885
2008,Madagascar,2005,-21.1923675582094
2009,Malawi,2005,-21.6414564372792
2010,Malaysia,2005,-22.7884777377836
2011,Maldives,2005,-24.3775427746822
2012,Mali,2005,-21.2776572830006
2013,Malta,2005,-24.4830156808214
2014,Marshall Islands,2005,-22.4890942801447
2015,Martinique,2005,
2016,Mauritania,2005,-21.3964231685908
2017,Mauritius,2005,-23.2136964639629
2018,Mayotte,2005,
2019,Mexico,2005,-22.9032236677529
2020,Micronesia,2005,-22.9051940050256
2021,Moldova,2005,-22.0941986135046
2022,Monaco,2005,
2023,Mongolia,2005,-21.4868529210088
2024,Montenegro,2005,-23.6009630516765
2025,Montserrat,2005,
2026,Morocco,2005,-23.5108005914494
2027,Mozambique,2005,-20.9873241635318
2028,Myanmar,2005,-21.2616389169679
2029,Namibia,2005,-21.9086053553403
2030,Nauru,2005,
2031,Nepal,2005,-21.492116779655
2032,Netherlands,2005,-24.4017624700787
2033,Netherlands Antilles,2005,
2034,New Caledonia,2005,
2035,New Zealand,2005,-22.3321912731134
2036,Nicaragua,2005,-21.8958669911119
2037,Niger,2005,-20.6118004551095
2038,Nigeria,2005,-22.0082161748199
2039,Niue,2005,
2040,Norfolk Island,2005,
2041,North Korea,2005,
2042,Northern Mariana Islands,2005,
2043,Norway,2005,-24.9163338994645
2044,Oman,2005,-21.778139488316
2045,Pakistan,2005,-22.6406267190415
2046,Palau,2005,-23.7760513875476
2047,Panama,2005,-22.9925105111276
2048,Papua New Guinea,2005,-21.2826193323835
2049,Paraguay,2005,-21.3503888083986
2050,Peru,2005,-22.8910332322653
2051,Philippines,2005,-22.8363057867874
2052,Pitcairn,2005,
2053,Poland,2005,-23.5868231292837
2054,Portugal,2005,-23.8492731468647
2055,Puerto Rico,2005,
2056,Qatar,2005,-24.1541451636979
2057,Republic of Congo,2005,-22.7975077036826
2058,Reunion,2005,
2059,Romania,2005,-23.1925697753786
2060,Russia,2005,-22.4411384506545
2061,Rwanda,2005,-21.741691270912
2062,Saint Helena,2005,
2063,Saint Kitts and Nevis,2005,-23.4756451809613
2064,Saint Lucia,2005,-21.646640095439
2065,Saint Pierre and Miquelon,2005,
2066,Saint Vincent and the Grenadines,2005,-23.5725763013838
2067,Samoa,2005,-22.2292769396692
2068,San Marino,2005,
2069,Sao Tome and Principe,2005,-22.8652049745125
2070,Saudi Arabia,2005,-24.1325448684415
2071,Senegal,2005,-21.7908884247437
2072,Serbia,2005,-22.932164380877
2073,Seychelles,2005,-23.9746930904305
2074,Sierra Leone,2005,-21.273400067618
2075,Singapore,2005,-25.660124220076
2076,Sint Maarten,2005,
2077,Slovakia,2005,-23.8683037045921
2078,Slovenia,2005,-24.0185946864205
2079,Solomon Islands,2005,-21.7120138343877
2080,Somalia,2005,-19.0453414013858
2081,South Africa,2005,-23.1635650030298
2082,South Korea,2005,-24.595657405048
2083,South Sudan,2005,
2084,Spain,2005,-24.3692752729737
2085,Sri Lanka,2005,-22.6937242303062
2086,State of Palestine,2005,
2087,Sudan,2005,-20.7461550246558
2088,Suriname,2005,-22.7081827688633
2089,Svalbard and Jan Mayen Islands,2005,
2090,Swaziland,2005,-22.5624924856479
2091,Sweden,2005,-24.8666733861399
2092,Switzerland,2005,-25.2491219854114
2093,Syria,2005,-21.8614149102115
2094,Taiwan,2005,-24.7460427617419
2095,Tajikistan,2005,-22.1371295005382
2096,Tanzania,2005,-21.1207460646759
2097,Thailand,2005,-23.1454678699803
2098,Timor-Leste,2005,-21.4310887971615
2099,Togo,2005,-21.7193683513272
2100,Tokelau,2005,
2101,Tonga,2005,-22.2004842043852
2102,Trinidad and Tobago,2005,-24.7134321937276
2103,Tunisia,2005,-23.7551156646246
2104,Turkey,2005,-23.7725304277653
2105,Turkmenistan,2005,-20.6179112818753
2106,Turks and Caicos Islands,2005,
2107,Tuvalu,2005,-21.7609409835908
2108,Uganda,2005,-21.9371131614686
2109,Ukraine,2005,-22.1810193163276
2110,United Arab Emirates,2005,-23.646593700607
2111,United Kingdom,2005,-24.4402807452043
2112,United States of America,2005,-23.9014378928052
2113,United States Virgin Islands,2005,
2114,Uruguay,2005,-21.5712348705518
2115,Uzbekistan,2005,-20.6000725742942
2116,Vanuatu,2005,-21.2202958504603
2117,Venezuela,2005,-22.5169692724589
2118,Viet Nam,2005,-22.1844645989973
2119,Wallis and Futuna Islands,2005,
2120,Western Sahara,2005,
2121,Yemen,2005,-23.6893900684908
2122,Zambia,2005,-19.5606889017861
2123,Zimbabwe,2005,-21.6170147386444
2124,Afghanistan,2006,-21.5036836077259
2125,Albania,2006,-22.870673870153
2126,Algeria,2006,-23.0802723640305
2127,American Samoa,2006,
2128,Andorra,2006,
2129,Angola,2006,-20.8001733409559
2130,Anguilla,2006,
2131,Antigua and Barbuda,2006,-23.2207994595193
2132,Argentina,2006,-22.5244917899107
2133,Armenia,2006,-23.0962788081462
2134,Aruba,2006,
2135,Australia,2006,-22.565949967987
2136,Austria,2006,-24.6963022949252
2137,Azerbaijan,2006,-22.275951109044
2138,Bahamas,2006,-24.3150384813364
2139,Bahrain,2006,-23.1059270656425
2140,Bangladesh,2006,-22.254014857693
2141,Barbados,2006,-21.5403222225378
2142,Belarus,2006,-22.7715160018964
2143,Belgium,2006,-24.8158810555536
2144,Belize,2006,-19.5378553101773
2145,Benin,2006,-22.1136977812447
2146,Bermuda,2006,
2147,Bhutan,2006,-22.6024431297707
2148,Bolivia,2006,-21.5524339686065
2149,Bosnia and Herzegovina,2006,-22.7569985847567
2150,Botswana,2006,-21.6055073299191
2151,Brazil,2006,-22.7056470994034
2152,British Virgin Islands,2006,
2153,Brunei Darussalam,2006,-21.7594167551149
2154,Bulgaria,2006,-23.1693615048652
2155,Burkina Faso,2006,-21.3404842619414
2156,Burundi,2006,-22.7190072285025
2157,Cambodia,2006,-21.3384544299984
2158,Cameroon,2006,-22.1556740956086
2159,Canada,2006,-23.1739994548707
2160,Cape Verde,2006,-23.9774102293236
2161,Cayman Islands,2006,
2162,Central African Republic,2006,-19.2589014090043
2163,Chad,2006,-20.6960922568392
2164,Chile,2006,-23.9158973225677
2165,China,2006,-23.001448152889
2166,Colombia,2006,-22.7306159024358
2167,Comoros,2006,-22.4990446177557
2168,Cook Islands,2006,
2169,Costa Rica,2006,-23.4888223551239
2170,Cote d'Ivoire,2006,-21.7834914310231
2171,Croatia,2006,-23.9661093433689
2172,Cuba,2006,-23.5866133377324
2173,Curacao,2006,
2174,Cyprus,2006,-24.7710621003262
2175,Czech Republic,2006,-23.931336939077
2176,Dem. Rep. Congo,2006,-20.5022016990393
2177,Denmark,2006,-24.3075387225695
2178,Djibouti,2006,-22.0773589860582
2179,Dominica,2006,-22.710369996063
2180,Dominican Republic,2006,-23.377698723265
2181,Ecuador,2006,-23.0789609611447
2182,Egypt,2006,-23.368362389869
2183,El Salvador,2006,-23.2255503182772
2184,Equatorial Guinea,2006,-21.2789288532178
2185,Eritrea,2006,-21.4450513858405
2186,Estonia,2006,-23.5059556056107
2187,Ethiopia,2006,-20.8537048037122
2188,Faeroe Islands,2006,
2189,Falkland Islands,2006,
2190,Fiji,2006,-22.9952544121462
2191,Finland,2006,-24.551680233477
2192,France,2006,-24.4096863443931
2193,French Guiana,2006,
2194,French Polynesia,2006,
2195,Gabon,2006,-23.8742456069793
2196,Gambia,2006,-19.8216807916626
2197,Georgia,2006,-22.1919627989711
2198,Germany,2006,-24.7595705809834
2199,Ghana,2006,-22.5815187822141
2200,Gibraltar,2006,
2201,Greece,2006,-24.3453724869937
2202,Greenland,2006,
2203,Grenada,2006,-20.401933581849
2204,Guadeloupe,2006,
2205,Guam,2006,
2206,Guatemala,2006,-23.2832725506469
2207,Guinea,2006,-21.1432713261693
2208,Guinea-Bissau,2006,-21.5633038779122
2209,Guyana,2006,-21.6700729053657
2210,Haiti,2006,-22.1361515410512
2211,Holy See,2006,
2212,Honduras,2006,-22.0189170858118
2213,Hong Kong,2006,
2214,Hungary,2006,-24.0799737877534
2215,Iceland,2006,-24.0419451327658
2216,India,2006,-22.6694253935574
2217,Indonesia,2006,-22.443366882336
2218,Iran,2006,-23.2484726291844
2219,Iraq,2006,-22.0495704772147
