,country,year,GPD
2324,Suriname,2006,6340174067.50348
2325,Svalbard and Jan Mayen Islands,2006,
2326,Swaziland,2006,7985613148.57361
2327,Sweden,2006,389717206697.339
2328,Switzerland,2006,404954734992.921
2329,Syria,2006,
2330,Taiwan,2006,781041000000.0
2331,Tajikistan,2006,12517772528.4093
2332,Tanzania,2006,72922035020.5017
2333,Thailand,2006,791544163882.491
2334,Timor-Leste,2006,1294970266.47054
2335,Togo,2006,6980482743.28204
2336,Tokelau,2006,
2337,Tonga,2006,495778104.806674
2338,Trinidad and Tobago,2006,38804457830.8424
2339,Tunisia,2006,93595319776.6466
2340,Turkey,2006,1128142192696.13
2341,Turkmenistan,2006,34270126251.2263
2342,Turks and Caicos Islands,2006,
2343,Tuvalu,2006,29658542.0943354
2344,Uganda,2006,39227911623.9711
2345,Ukraine,2006,366258305176.147
2346,United Arab Emirates,2006,466297553229.818
2347,United Kingdom,2006,2286300611664.18
2348,United States of America,2006,15097709758825.3
2349,United States Virgin Islands,2006,
2350,Uruguay,2006,44920963140.1066
2351,Uzbekistan,2006,86172132712.7193
2352,Vanuatu,2006,592609554.748395
2353,Venezuela,2006,439898408032.37
2354,Viet Nam,2006,307164706021.427
2355,Wallis and Futuna Islands,2006,
2356,Western Sahara,2006,
2357,Yemen,2006,88241442321.8446
2358,Zambia,2006,32285287958.3258
2359,Zimbabwe,2006,20728971039.501
2360,Afghanistan,2007,34196594611.8752
2361,Albania,2007,25090457121.7218
2362,Algeria,2007,431161464955.46
2363,American Samoa,2007,
2364,Andorra,2007,
2365,Angola,2007,114293060567.375
2366,Anguilla,2007,
2367,Antigua and Barbuda,2007,2194982379.88446
2368,Argentina,2007,715495242296.696
2369,Armenia,2007,20562561750.2571
2370,Aruba,2007,
2371,Australia,2007,845954836306.757
2372,Austria,2007,362636354303.012
2373,Azerbaijan,2007,113643982480.432
2374,Bahamas,2007,8692234987.92507
2375,Bahrain,2007,44290140880.7705
2376,Bangladesh,2007,316124725281.398
2377,Barbados,2007,4441442185.1278
2378,Belarus,2007,125262909765.141
2379,Belgium,2007,442798760773.129
2380,Belize,2007,2359348070.95975
2381,Benin,2007,15266161439.334
2382,Bermuda,2007,3900901738.61185
2383,Bhutan,2007,3741422280.73992
2384,Bolivia,2007,46948266347.7921
2385,Bosnia and Herzegovina,2007,35031839744.3309
2386,Botswana,2007,25222748318.6472
2387,Brazil,2007,2535123486323.38
2388,British Virgin Islands,2007,
2389,Brunei Darussalam,2007,31677334517.9262
2390,Bulgaria,2007,111639739620.16
2391,Burkina Faso,2007,18802381624.0919
2392,Burundi,2007,5936231951.16376
2393,Cambodia,2007,31903988921.579
2394,Cameroon,2007,48957148496.5673
2395,Canada,2007,1369696291657.46
2396,Cape Verde,2007,2740559154.5434
2397,Cayman Islands,2007,
2398,Central African Republic,2007,3693241773.58928
2399,Chad,2007,18765755998.1717
2400,Chile,2007,304678843193.086
2401,China,2007,9601154535985.61
2402,Colombia,2007,457366383419.6
2403,Comoros,2007,931261134.00651
2404,Cook Islands,2007,
2405,Costa Rica,2007,54326488841.1258
2406,Cote d'Ivoire,2007,50813094564.8564
2407,Croatia,2007,95659919250.6538
2408,Cuba,2007,192740287731.436
2409,Curacao,2007,
2410,Cyprus,2007,27235322508.418
2411,Czech Republic,2007,296375957679.086
2412,Dem. Rep. Congo,2007,33609493564.9503
2413,Denmark,2007,253266086094.534
2414,Djibouti,2007,1950034181.26287
2415,Dominica,2007,683536398.737506
2416,Dominican Republic,2007,97562538220.1724
2417,Ecuador,2007,126139263988.069
2418,Egypt,2007,702734749195.364
2419,El Salvador,2007,45254213323.704
2420,Equatorial Guinea,2007,29499762713.0689
2421,Eritrea,2007,6493506315.0
2422,Estonia,2007,36712471044.4219
2423,Ethiopia,2007,69416932546.6472
2424,Faeroe Islands,2007,
2425,Falkland Islands,2007,
2426,Fiji,2007,6163637421.43783
2427,Finland,2007,224597452575.821
2428,France,2007,2418025903541.57
2429,French Guiana,2007,
2430,French Polynesia,2007,
2431,Gabon,2007,24292314885.7641
2432,Gambia,2007,2336789485.34106
2433,Georgia,2007,25272514514.7928
2434,Germany,2007,3329610265344.83
2435,Ghana,2007,60732981409.8618
2436,Gibraltar,2007,
2437,Greece,2007,354368285438.423
2438,Greenland,2007,
2439,Grenada,2007,1247547303.17912
2440,Guadeloupe,2007,
2441,Guam,2007,
2442,Guatemala,2007,91971923394.366
2443,Guinea,2007,12086895082.6893
2444,Guinea-Bissau,2007,1946874625.24453
2445,Guyana,2007,3961912737.93338
2446,Haiti,2007,15289133971.0025
2447,Holy See,2007,
2448,Honduras,2007,30848885361.3642
2449,Hong Kong,2007,317717133765.076
2450,Hungary,2007,234732723001.289
2451,Iceland,2007,13549848051.407
2452,India,2007,4363233799306.5
2453,Indonesia,2007,1735909396809.55
2454,Iran,2007,1181926327464.0
2455,Iraq,2007,328627420735.618
2456,Ireland,2007,223615036318.379
2457,Isle of Man,2007,
2458,Israel,2007,204910186165.563
2459,Italy,2007,2256420756935.67
2460,Jamaica,2007,24095065994.4899
2461,Japan,2007,4697292837736.4
2462,Jordan,2007,58795192030.3421
2463,Kazakhstan,2007,292422732234.684
2464,Kenya,2007,91206288418.4869
2465,Kiribati,2007,183518804.787114
2466,Kosovo,2007,12844818884.1281
2467,Kuwait,2007,242506397704.744
2468,Kyrgyzstan,2007,13693656983.311
2469,Laos,2007,19779438397.1638
2470,Latvia,2007,48186364401.7625
2471,Lebanon,2007,54338516802.1746
2472,Lesotho,2007,4174032358.09321
2473,Liberia,2007,2307545832.5839
2474,Libya,2007,170882000000.0
2475,Liechtenstein,2007,
2476,Lithuania,2007,73440256110.3158
2477,Luxembourg,2007,46769517790.766
2478,Macao,2007,40176449449.3248
2479,Macedonia,2007,21647179203.148
2480,Madagascar,2007,28428490862.2468
2481,Malawi,2007,12571902301.8889
2482,Malaysia,2007,550744285231.357
2483,Maldives,2007,3375469668.67914
2484,Mali,2007,24409294915.3806
2485,Malta,2007,11267010092.2424
2486,Marshall Islands,2007,175826283.379876
2487,Martinique,2007,
2488,Mauritania,2007,11424217877.5457
2489,Mauritius,2007,17536299872.3465
2490,Mayotte,2007,
2491,Mexico,2007,1794330587585.39
2492,Micronesia,2007,342818889.843944
2493,Moldova,2007,12836175477.441
2494,Monaco,2007,
2495,Mongolia,2007,18284589742.0481
2496,Montenegro,2007,8410847008.41499
2497,Montserrat,2007,
2498,Morocco,2007,184869264267.082
2499,Mozambique,2007,18331217003.1052
2500,Myanmar,2007,139669333592.17
2501,Namibia,2007,16842217483.7141
2502,Nauru,2007,39848289.2758004
2503,Nepal,2007,46162922314.0009
2504,Netherlands,2007,762201299999.9
2505,Netherlands Antilles,2007,
2506,New Caledonia,2007,
2507,New Zealand,2007,140737476959.387
2508,Nicaragua,2007,22372726808.5859
2509,Niger,2007,11338913487.1794
2510,Nigeria,2007,666432522053.348
2511,Niue,2007,
2512,Norfolk Island,2007,
2513,North Korea,2007,
2514,Northern Mariana Islands,2007,
2515,Norway,2007,306436034900.086
2516,Oman,2007,114591048422.467
2517,Pakistan,2007,687560936960.628
2518,Palau,2007,286471892.79647
2519,Panama,2007,48132315530.0233
2520,Papua New Guinea,2007,12175851359.899
2521,Paraguay,2007,39187243129.5966
2522,Peru,2007,244706052052.742
2523,Philippines,2007,462629876187.425
2524,Pitcairn,2007,
2525,Poland,2007,745763538890.811
2526,Portugal,2007,290724726932.707
2527,Puerto Rico,2007,137314061530.999
2528,Qatar,2007,141366058696.533
2529,Republic of Congo,2007,18438703722.81
2530,Reunion,2007,
2531,Romania,2007,360796743834.357
2532,Russia,2007,3255809035565.88
2533,Rwanda,2007,10788069485.6552
2534,Saint Helena,2007,
2535,Saint Kitts and Nevis,2007,1093204762.96945
2536,Saint Lucia,2007,1833622360.14914
2537,Saint Pierre and Miquelon,2007,
2538,Saint Vincent and the Grenadines,2007,1117620962.50302
2539,Samoa,2007,1040736668.85208
2540,San Marino,2007,
2541,Sao Tome and Principe,2007,390572055.056224
2542,Saudi Arabia,2007,1074558799222.58
2543,Senegal,2007,25458012735.4106
2544,Serbia,2007,90099513251.7431
2545,Seychelles,2007,1782990368.6188
2546,Sierra Leone,2007,6764595182.87379
2547,Singapore,2007,313583729815.882
2548,Sint Maarten,2007,
2549,Slovakia,2007,129259569729.464
2550,Slovenia,2007,60928563587.6141
2551,Solomon Islands,2007,862736688.39363
2552,Somalia,2007,
2553,South Africa,2007,585743043329.055
2554,South Korea,2007,1363808940935.67
2555,South Sudan,2007,
2556,Spain,2007,1552620197204.08
2557,Sri Lanka,2007,145395264501.448
2558,State of Palestine,2007,14022503110.9328
2559,Sudan,2007,129937654974.458
2560,Suriname,2007,6664251291.97361
2561,Svalbard and Jan Mayen Islands,2007,
2562,Swaziland,2007,8309337681.95373
2563,Sweden,2007,402986878421.322
2564,Switzerland,2007,421721271757.333
2565,Syria,2007,
2566,Taiwan,2007,831938000000.0
2567,Tajikistan,2007,13494158953.9223
2568,Tanzania,2007,79094434073.7384
2569,Thailand,2007,834565321921.129
2570,Timor-Leste,2007,1443216020.88131
2571,Togo,2007,7140367481.75561
2572,Tokelau,2007,
2573,Tonga,2007,475125100.882479
2574,Trinidad and Tobago,2007,40649295468.1803
2575,Tunisia,2007,99875210438.1939
2576,Turkey,2007,1180810401007.19
2577,Turkmenistan,2007,38060162142.2507
2578,Turks and Caicos Islands,2007,
2579,Tuvalu,2007,31542027.051028
2580,Uganda,2007,42527930647.1515
2581,Ukraine,2007,395192714090.521
2582,United Arab Emirates,2007,481146286697.324
2583,United Kingdom,2007,2344734319648.09
2584,United States of America,2007,15366233131464.9
2585,United States Virgin Islands,2007,
2586,Uruguay,2007,47859472816.8147
2587,Uzbekistan,2007,94721402573.4454
2588,Vanuatu,2007,623268288.630118
2589,Venezuela,2007,478405261853.999
2590,Viet Nam,2007,329064027510.377
2591,Wallis and Futuna Islands,2007,
2592,Western Sahara,2007,
2593,Yemen,2007,91187319301.1396
2594,Zambia,2007,34981896044.8707
2595,Zimbabwe,2007,19971673934.6972
2596,Afghanistan,2008,35431559620.9183
2597,Albania,2008,26979768540.3481
2598,Algeria,2008,441337456994.146
2599,American Samoa,2008,
2600,Andorra,2008,
2601,Angola,2008,130085099395.258
2602,Anguilla,2008,
2603,Antigua and Barbuda,2008,2196543254.2552
2604,Argentina,2008,744524552113.103
2605,Armenia,2008,21981378511.3708
2606,Aruba,2008,
2607,Australia,2008,877311840045.512
2608,Austria,2008,368247295481.329
2609,Azerbaijan,2008,125886190467.364
2610,Bahamas,2008,8490232901.36651
2611,Bahrain,2008,47056117021.3547
2612,Bangladesh,2008,335135801636.774
2613,Barbados,2008,4459031281.17029
2614,Belarus,2008,138039726561.309
2615,Belgium,2008,446107725869.705
2616,Belize,2008,2435519504.93029
2617,Benin,2008,16013194854.7505
2618,Bermuda,2008,3960503378.69618
2619,Bhutan,2008,3919826548.16105
2620,Bolivia,2008,49835212749.9105
2621,Bosnia and Herzegovina,2008,36952112796.7628
2622,Botswana,2008,26798019287.2298
2623,Brazil,2008,2664271353689.57
2624,British Virgin Islands,2008,
2625,Brunei Darussalam,2008,31062884664.7256
2626,Bulgaria,2008,117944041706.587
2627,Burkina Faso,2008,19892920710.6491
2628,Burundi,2008,6235899991.3093
2629,Cambodia,2008,34038869057.7897
2630,Cameroon,2008,50369095293.9879
2631,Canada,2008,1383398198807.27
2632,Cape Verde,2008,2922820602.93138
2633,Cayman Islands,2008,
2634,Central African Republic,2008,3769105796.36228
2635,Chad,2008,19338616642.4378
2636,Chile,2008,314710256686.816
2637,China,2008,10528077778000.1
2638,Colombia,2008,473588276652.646
2639,Comoros,2008,934988663.661623
2640,Cook Islands,2008,
2641,Costa Rica,2008,56852452553.0517
2642,Cote d'Ivoire,2008,52105191008.8138
2643,Croatia,2008,97624167029.8086
2644,Cuba,2008,200675073944.315
2645,Curacao,2008,
2646,Cyprus,2008,28287686126.0066
2647,Czech Republic,2008,304410578215.636
2648,Dem. Rep. Congo,2008,35701987120.9681
2649,Denmark,2008,251969299855.45
2650,Djibouti,2008,2063135434.82544
2651,Dominica,2008,732209261.493306
2652,Dominican Republic,2008,100693812042.054
2653,Ecuador,2008,134158101737.554
2654,Egypt,2008,752994697089.094
2655,El Salvador,2008,45830854864.7791
2656,Equatorial Guinea,2008,34750457672.4565
2657,Eritrea,2008,5858510177.0
2658,Estonia,2008,34722842748.1363
2659,Ethiopia,2008,76905993365.0393
2660,Faeroe Islands,2008,
2661,Falkland Islands,2008,
2662,Fiji,2008,6227295116.44708
2663,Finland,2008,226216055640.06
2664,France,2008,2422748181561.9
2665,French Guiana,2008,
2666,French Polynesia,2008,
2667,Gabon,2008,23488620494.7835
2668,Gambia,2008,2470795995.35312
2669,Georgia,2008,25857332487.2569
2670,Germany,2008,3365647150137.13
2671,Ghana,2008,66289927192.524
2672,Gibraltar,2008,
2673,Greece,2008,353180540193.816
2674,Greenland,2008,
2675,Grenada,2008,1259387162.6998
2676,Guadeloupe,2008,
2677,Guam,2008,
2678,Guatemala,2008,94989595608.8326
2679,Guinea,2008,12683616959.4914
2680,Guinea-Bissau,2008,2009318238.14905
2681,Guyana,2008,4040225768.57751
2682,Haiti,2008,15418165750.1478
2683,Holy See,2008,
2684,Honduras,2008,32154286828.2783
2685,Hong Kong,2008,324477927792.722
2686,Hungary,2008,236819976997.372
2687,Iceland,2008,13755719769.6419
2688,India,2008,4533005352970.26
2689,Indonesia,2008,1840301842699.8
2690,Iran,2008,1192843731216.87
2691,Iraq,2008,355667236886.308
2692,Ireland,2008,213835273940.643
2693,Isle of Man,2008,
2694,Israel,2008,211179222843.592
2695,Italy,2008,2232719194069.09
2696,Jamaica,2008,23899232640.4237
2697,Japan,2008,4645928926811.14
2698,Jordan,2008,63047500484.7869
2699,Kazakhstan,2008,302072682399.046
2700,Kenya,2008,91418144889.4453
2701,Kiribati,2008,180128410.00158
2702,Kosovo,2008,13184541049.9003
2703,Kuwait,2008,248520177652.617
2704,Kyrgyzstan,2008,14844145453.5681
2705,Laos,2008,21327160218.7222
2706,Latvia,2008,46447359198.4599
2707,Lebanon,2008,59297539586.1074
2708,Lesotho,2008,4455050084.94172
2709,Liberia,2008,2472464732.21384
2710,Libya,2008,175438000000.0
2711,Liechtenstein,2008,
2712,Lithuania,2008,75370323295.3596
2713,Luxembourg,2008,46375236864.5062
2714,Macao,2008,41539942910.0426
2715,Macedonia,2008,22831650456.4173
2716,Madagascar,2008,30455019682.2432
2717,Malawi,2008,13532362545.2508
2718,Malaysia,2008,569026760887.717
2719,Maldives,2008,3803200939.67207
2720,Mali,2008,25574443982.5958
2721,Malta,2008,11644062019.416
2722,Marshall Islands,2008,172949989.510665
2723,Martinique,2008,
2724,Mauritania,2008,11547595679.6955
2725,Mauritius,2008,18480973780.4615
2726,Mayotte,2008,
2727,Mexico,2008,1819456426013.5
2728,Micronesia,2008,334043946.109188
2729,Moldova,2008,13837397177.5482
2730,Monaco,2008,
2731,Mongolia,2008,19911985506.5294
2732,Montenegro,2008,8993096276.61619
2733,Montserrat,2008,
2734,Morocco,2008,195818979327.396
2735,Mozambique,2008,19591709145.1517
2736,Myanmar,2008,153992850292.438
2737,Namibia,2008,17288504578.0913
2738,Nauru,2008,53563787.7839201
2739,Nepal,2008,48981002138.8187
2740,Netherlands,2008,775151563338.64
2741,Netherlands Antilles,2008,
2742,New Caledonia,2008,
2743,New Zealand,2008,138894801146.486
2744,Nicaragua,2008,23010732305.3705
2745,Niger,2008,12426051457.8366
2746,Nigeria,2008,708219598550.843
2747,Niue,2008,
2748,Norfolk Island,2008,
2749,North Korea,2008,
2750,Northern Mariana Islands,2008,
2751,Norway,2008,307613687096.148
2752,Oman,2008,123987165822.532
2753,Pakistan,2008,699259136320.384
2754,Palau,2008,270463617.786555
2755,Panama,2008,52277300164.0442
2756,Papua New Guinea,2008,12980791818.9572
2757,Paraguay,2008,41679205776.947
2758,Peru,2008,267039317031.152
2759,Philippines,2008,481841771428.006
2760,Pitcairn,2008,
2761,Poland,2008,777455844036.244
2762,Portugal,2008,291304060640.11
2763,Puerto Rico,2008,134844044733.146
2764,Qatar,2008,166336332183.597
2765,Republic of Congo,2008,19466157004.2768
2766,Reunion,2008,
2767,Romania,2008,391316482741.424
2768,Russia,2008,3426672380850.65
2769,Rwanda,2008,11992283427.5307
2770,Saint Helena,2008,
2771,Saint Kitts and Nevis,2008,1161988279.80985
2772,Saint Lucia,2008,1910217378.81829
2773,Saint Pierre and Miquelon,2008,
2774,Saint Vincent and the Grenadines,2008,1145578638.88971
2775,Samoa,2008,1051238603.71866
2776,San Marino,2008,
2777,Sao Tome and Principe,2008,422544954.559275
2778,Saudi Arabia,2008,1165113638371.54
2779,Senegal,2008,26395510267.0267
2780,Serbia,2008,94934868894.5271
2781,Seychelles,2008,1744711479.34902
2782,Sierra Leone,2008,7129861455.62975
2783,Singapore,2008,319189416002.053
2784,Sint Maarten,2008,
2785,Slovakia,2008,136536597873.784
2786,Slovenia,2008,62939285575.3855
2787,Solomon Islands,2008,923943500.846637
2788,Somalia,2008,
2789,South Africa,2008,604434360911.322
2790,South Korea,2008,1402394020663.7
2791,South Sudan,2008,34431181839.3547
2792,Spain,2008,1569947015589.59
2793,Sri Lanka,2008,154046410898.054
2794,State of Palestine,2008,12817945457.3714
2795,Sudan,2008,140075343173.136
2796,Suriname,2008,6940378314.86397
2797,Svalbard and Jan Mayen Islands,2008,
2798,Swaziland,2008,8676893980.87679
2799,Sweden,2008,400742049575.134
2800,Switzerland,2008,431324877605.285
2801,Syria,2008,
2802,Taiwan,2008,837796000000.0
2803,Tajikistan,2008,14560197218.6095
2804,Tanzania,2008,83497301398.9383
2805,Thailand,2008,848967147855.654
2806,Timor-Leste,2008,1648143975.50796
2807,Togo,2008,7299274948.58694
2808,Tokelau,2008,
2809,Tonga,2008,489828361.67974
2810,Trinidad and Tobago,2008,42027477868.3266
2811,Tunisia,2008,104107698970.785
2812,Turkey,2008,1188590040925.5
2813,Turkmenistan,2008,43655005977.1616
2814,Turks and Caicos Islands,2008,
2815,Tuvalu,2008,34060109.3650969
2816,Uganda,2008,46231582616.0196
2817,Ukraine,2008,404282146479.787
2818,United Arab Emirates,2008,496503688390.757
2819,United Kingdom,2008,2330028024040.39
2820,United States of America,2008,15321421898260.6
2821,United States Virgin Islands,2008,
2822,Uruguay,2008,51293937820.6379
2823,Uzbekistan,2008,103246328805.335
2824,Vanuatu,2008,663459877.341069
2825,Venezuela,2008,503654793696.135
2826,Viet Nam,2008,347694879875.925
2827,Wallis and Futuna Islands,2008,
2828,Western Sahara,2008,
2829,Yemen,2008,94513440120.5946
2830,Zambia,2008,37701352196.3412
2831,Zimbabwe,2008,16442889532.5251
2832,Afghanistan,2009,42879503310.6483
2833,Albania,2009,27883590788.8437
2834,Algeria,2009,448541160440.946
2835,American Samoa,2009,
2836,Andorra,2009,
2837,Angola,2009,133223883333.083
2838,Anguilla,2009,
2839,Antigua and Barbuda,2009,1932166977.42596
2840,Argentina,2009,700459679766.917
2841,Armenia,2009,18871015949.0773
2842,Aruba,2009,
2843,Australia,2009,893276092878.632
2844,Austria,2009,354257304362.332
2845,Azerbaijan,2009,137732903988.907
2846,Bahamas,2009,8135743673.15397
2847,Bahrain,2009,48251235326.6764
2848,Bangladesh,2009,352043821059.316
2849,Barbados,2009,4279231632.736
2850,Belarus,2009,138315806014.492
2851,Belgium,2009,435913661112.36
2852,Belize,2009,2454976338.60754
2853,Benin,2009,16384577181.2719
2854,Bermuda,2009,3751223364.15495
2855,Bhutan,2009,4180778173.88848
2856,Bolivia,2009,51507469046.6907
2857,Bosnia and Herzegovina,2009,35891631029.6309
2858,Botswana,2009,24747351726.8781
2859,Brazil,2009,2660917753768.96
2860,British Virgin Islands,2009,
2861,Brunei Darussalam,2009,30514768967.7201
2862,Bulgaria,2009,112967125135.167
2863,Burkina Faso,2009,20482124801.1665
2864,Burundi,2009,6452187532.08544
2865,Cambodia,2009,34068379722.2329
2866,Cameroon,2009,51342150958.969
2867,Canada,2009,1342593656484.99
2868,Cape Verde,2009,2885688330.37981
2869,Cayman Islands,2009,
2870,Central African Republic,2009,3833528830.87626
2871,Chad,2009,20154260616.3641
2872,Chile,2009,311448499574.963
2873,China,2009,11517697419673.4
2874,Colombia,2009,481409820261.487
2875,Comoros,2009,953220942.395523
2876,Cook Islands,2009,
2877,Costa Rica,2009,56300671879.0411
2878,Cote d'Ivoire,2009,53799367179.4931
2879,Croatia,2009,90415810380.8887
2880,Cuba,2009,203587482190.612
2881,Curacao,2009,
2882,Cyprus,2009,27786300820.9255
2883,Czech Republic,2009,289671671600.137
2884,Dem. Rep. Congo,2009,36721300312.6956
2885,Denmark,2009,239606361759.484
2886,Djibouti,2009,2166965346.95801
2887,Dominica,2009,723644191.273398
2888,Dominican Republic,2009,101646531748.335
2889,Ecuador,2009,134918096104.018
2890,Egypt,2009,788275850890.055
2891,El Salvador,2009,44394952970.58
2892,Equatorial Guinea,2009,35217280130.7294
2893,Eritrea,2009,6086062390.0
2894,Estonia,2009,29610118152.3968
2895,Ethiopia,2009,83675684346.8224
2896,Faeroe Islands,2009,
2897,Falkland Islands,2009,
2898,Fiji,2009,6140982470.69355
2899,Finland,2009,207510167298.505
2900,France,2009,2351486894647.41
2901,French Guiana,2009,
2902,French Polynesia,2009,
2903,Gabon,2009,23519233476.9038
2904,Gambia,2009,2630154822.31586
2905,Georgia,2009,24881017906.0395
2906,Germany,2009,3176536134047.86
2907,Ghana,2009,69502175404.3601
2908,Gibraltar,2009,
2909,Greece,2009,337991185797.721
2910,Greenland,2009,
2911,Grenada,2009,1176092442.35576
2912,Guadeloupe,2009,
2913,Guam,2009,
2914,Guatemala,2009,95489281744.1183
2915,Guinea,2009,12648078443.1445
2916,Guinea-Bissau,2009,2075860381.47003
2917,Guyana,2009,4174305678.02968
2918,Haiti,2009,15893545989.104
2919,Holy See,2009,
2920,Honduras,2009,31372414225.1852
2921,Hong Kong,2009,316498566534.049
2922,Hungary,2009,221275979817.109
2923,Iceland,2009,12800530678.6293
2924,India,2009,4917394410937.57
2925,Indonesia,2009,1925487044368.68
2926,Iran,2009,1220454611735.15
2927,Iraq,2009,367686296601.583
2928,Ireland,2009,204073439470.297
2929,Isle of Man,2009,
2930,Israel,2009,213858373193.833
2931,Italy,2009,2110320323140.07
2932,Jamaica,2009,22863720930.3497
2933,Japan,2009,4394253393700.04
2934,Jordan,2009,66500347948.6717
2935,Kazakhstan,2009,305697554586.109
2936,Kenya,2009,94441287921.2466
2937,Kiribati,2009,180650105.021671
2938,Kosovo,2009,13625124313.8555
2939,Kuwait,2009,230934634860.825
2940,Kyrgyzstan,2009,15272591237.1255
2941,Laos,2009,22927075773.5951
2942,Latvia,2009,39790410341.9978
2943,Lebanon,2009,65407588036.0923
2944,Lesotho,2009,4551696078.53131
2945,Liberia,2009,2603507812.60831
2946,Libya,2009,174051000000.0
2947,Liechtenstein,2009,
2948,Lithuania,2009,64204840510.3269
2949,Luxembourg,2009,43881667116.3459
2950,Macao,2009,42088734412.839
2951,Macedonia,2009,22749772540.9581
2952,Madagascar,2009,29232597651.7321
2953,Malawi,2009,14659352621.0006
2954,Malaysia,2009,554654136772.771
2955,Maldives,2009,3600727974.4314
2956,Mali,2009,26771089018.8461
2957,Malta,2009,11357352874.4149
2958,Marshall Islands,2009,169993406.949076
2959,Martinique,2009,
2960,Mauritania,2009,11427260297.8526
2961,Mauritius,2009,19093632289.7162
2962,Mayotte,2009,
2963,Mexico,2009,1733935808528.95
2964,Micronesia,2009,337257299.733675
2965,Moldova,2009,13007153311.0369
2966,Monaco,2009,
2967,Mongolia,2009,19659382269.2722
2968,Montenegro,2009,8484364339.61558
2969,Montserrat,2009,
2970,Morocco,2009,204129061598.184
2971,Mozambique,2009,20836069044.5552
2972,Myanmar,2009,170239110005.696
2973,Namibia,2009,17339673542.8735
2974,Nauru,2009,58202247.6220389
2975,Nepal,2009,51201349523.8087
2976,Netherlands,2009,745947080653.357
2977,Netherlands Antilles,2009,
2978,New Caledonia,2009,
2979,New Zealand,2009,138148058745.11
2980,Nicaragua,2009,22375817844.6117
2981,Niger,2009,12337494571.0586
2982,Nigeria,2009,757330491735.703
2983,Niue,2009,
2984,Norfolk Island,2009,
2985,North Korea,2009,
2986,Northern Mariana Islands,2009,
2987,Norway,2009,302622552683.249
2988,Oman,2009,131565824002.747
2989,Pakistan,2009,719059767225.284
2990,Palau,2009,245917596.104686
2991,Panama,2009,53112879035.6646
2992,Papua New Guinea,2009,13778004849.6085
2993,Paraguay,2009,40026335228.2801
2994,Peru,2009,269965597046.66
2995,Philippines,2009,487374907008.677
2996,Pitcairn,2009,
2997,Poland,2009,799381824258.012
2998,Portugal,2009,282628721932.129
2999,Puerto Rico,2009,131660223766.556
3000,Qatar,2009,186224437444.793
3001,Republic of Congo,2009,20920060528.5036
3002,Reunion,2009,
3003,Romania,2009,363662819694.969
3004,Russia,2009,3158676273694.51
3005,Rwanda,2009,12743958372.1409
3006,Saint Helena,2009,
3007,Saint Kitts and Nevis,2009,1126895750.78125
3008,Saint Lucia,2009,1903374544.17894
3009,Saint Pierre and Miquelon,2009,
3010,Saint Vincent and the Grenadines,2009,1121532241.48905
3011,Samoa,2009,1000692190.18202
3012,San Marino,2009,
3013,Sao Tome and Principe,2009,432797083.968039
3014,Saudi Arabia,2009,1186425618565.74
3015,Senegal,2009,27035119914.6308
3016,Serbia,2009,91976725254.1983
3017,Seychelles,2009,1725428129.11537
3018,Sierra Leone,2009,7461365284.71649
3019,Singapore,2009,317263464416.269
3020,Sint Maarten,2009,
3021,Slovakia,2009,129132843080.898
3022,Slovenia,2009,58031735404.3469
3023,Solomon Islands,2009,880260630.548226
3024,Somalia,2009,
3025,South Africa,2009,595137621679.304
3026,South Korea,2009,1412316217558.88
3027,South Sudan,2009,36167078722.6892
3028,Spain,2009,1513840060274.32
3029,Sri Lanka,2009,159497977900.526
3030,State of Palestine,2009,15502124219.2051
3031,Sudan,2009,144616372285.105
3032,Suriname,2009,7149540401.06534
3033,Svalbard and Jan Mayen Islands,2009,
3034,Swaziland,2009,8899871717.04085
3035,Sweden,2009,379964940714.511
3036,Switzerland,2009,422139303169.674
3037,Syria,2009,
3038,Taiwan,2009,824671000000.0
3039,Tajikistan,2009,15113484857.4058
3040,Tanzania,2009,87991415201.5312
3041,Thailand,2009,842699394988.661
3042,Timor-Leste,2009,1861792268.62936
3043,Togo,2009,7555501154.42276
3044,Tokelau,2009,
3045,Tonga,2009,501093436.291282
3046,Trinidad and Tobago,2009,40182222585.8277
3047,Tunisia,2009,107276163647.022
3048,Turkey,2009,1131230162980.57
3049,Turkmenistan,2009,46317961391.909
3050,Turks and Caicos Islands,2009,
3051,Tuvalu,2009,32550275.3324274
3052,Uganda,2009,49358938406.3144
3053,Ukraine,2009,344448388739.992
3054,United Arab Emirates,2009,470472387748.485
3055,United Kingdom,2009,2229190524953.86
3056,United States of America,2009,14896171302291.4
3057,United States Virgin Islands,2009,
3058,Uruguay,2009,53470593085.6858
3059,Uzbekistan,2009,111609281434.231
3060,Vanuatu,2009,685439080.994646
3061,Venezuela,2009,487526242853.028
3062,Viet Nam,2009,366463093253.073
3063,Wallis and Futuna Islands,2009,
3064,Western Sahara,2009,
3065,Yemen,2009,98167546639.0082
3066,Zambia,2009,41177548236.8522
3067,Zimbabwe,2009,17426896293.3226
3068,Afghanistan,2010,46495656381.9102
3069,Albania,2010,28918072005.3812
3070,Algeria,2010,464841798178.117
3071,American Samoa,2010,
3072,Andorra,2010,
3073,Angola,2010,137763693380.123
3074,Anguilla,2010,
3075,Antigua and Barbuda,2010,1794152457.65239
3076,Argentina,2010,771384011298.036
