,country,year,GPD
801,Indonesia,2000,1228163264451.19
802,Iran,2000,783923368746.811
803,Iraq,2000,286951665491.182
804,Ireland,2000,155308257914.598
805,Isle of Man,2000,
806,Israel,2000,164081088701.531
807,Italy,2000,2080426553203.84
808,Jamaica,2000,21073549531.6345
809,Japan,2000,4296406250729.25
810,Jordan,2000,36912136042.6717
811,Kazakhstan,2000,148115355285.36
812,Kenya,2000,67055109891.187
813,Kiribati,2000,169413855.616892
814,Kosovo,2000,7880084840.46801
815,Kuwait,2000,143388170990.257
816,Kyrgyzstan,2000,10161756699.5565
817,Laos,2000,12504871915.3201
818,Latvia,2000,26417374769.713
819,Lebanon,2000,40557421332.3742
820,Lesotho,2000,3305002568.67841
821,Liberia,2000,2419245542.63296
822,Libya,2000,117407000000.0
823,Liechtenstein,2000,
824,Lithuania,2000,42656588762.9953
825,Luxembourg,2000,34662916906.4934
826,Macao,2000,16102015655.085
827,Macedonia,2000,17541371635.4455
828,Madagascar,2000,22767731871.9076
829,Malawi,2000,9851281441.75432
830,Malaysia,2000,378156961471.04
831,Maldives,2000,1833141294.0
832,Mali,2000,16044850498.0007
833,Malta,2000,9607340125.46799
834,Marshall Islands,2000,149780543.393345
835,Martinique,2000,
836,Mauritania,2000,7453868047.39767
837,Mauritius,2000,13147167425.829
838,Mayotte,2000,
839,Mexico,2000,1527336382154.9
840,Micronesia,2000,340264795.877069
841,Moldova,2000,8447594196.36651
842,Monaco,2000,
843,Mongolia,2000,11160118751.3512
844,Montenegro,2000,6095007889.73992
845,Montserrat,2000,
846,Morocco,2000,130764618088.936
847,Mozambique,2000,10147043443.1955
848,Myanmar,2000,60221104519.1272
849,Namibia,2000,11597068672.6808
850,Nauru,2000,
851,Nepal,2000,36554323947.7626
852,Netherlands,2000,664439380911.065
853,Netherlands Antilles,2000,
854,New Caledonia,2000,
855,New Zealand,2000,109103334532.478
856,Nicaragua,2000,17467779132.5188
857,Niger,2000,8550896465.0998
858,Nigeria,2000,348476938056.296
859,Niue,2000,
860,Norfolk Island,2000,
861,North Korea,2000,
862,Northern Mariana Islands,2000,
863,Norway,2000,260775114733.024
864,Oman,2000,99714423105.748
865,Pakistan,2000,484126640027.63
866,Palau,2000,261316032.066604
867,Panama,2000,32035526366.7639
868,Papua New Guinea,2000,9981390482.79595
869,Paraguay,2000,32265822175.3373
870,Peru,2000,170086294377.68
871,Philippines,2000,329445207189.109
872,Pitcairn,2000,
873,Poland,2000,563644319418.359
874,Portugal,2000,267532108899.111
875,Puerto Rico,2000,123782567145.197
876,Qatar,2000,64156673607.27
877,Republic of Congo,2000,14451736788.5294
878,Reunion,2000,
879,Romania,2000,236176762306.1
880,Russia,2000,2059806428655.08
881,Rwanda,2000,6413937213.59927
882,Saint Helena,2000,
883,Saint Kitts and Nevis,2000,868411743.164318
884,Saint Lucia,2000,1558336929.25128
885,Saint Pierre and Miquelon,2000,
886,Saint Vincent and the Grenadines,2000,815130043.169074
887,Samoa,2000,755333286.736156
888,San Marino,2000,
889,Sao Tome and Principe,2000,276900797.389447
890,Saudi Arabia,2000,756049323715.856
891,Senegal,2000,18854396726.0598
892,Serbia,2000,60016573262.6008
893,Seychelles,2000,1497119248.82187
894,Sierra Leone,2000,4166028117.63157
895,Singapore,2000,207984851215.768
896,Sint Maarten,2000,
897,Slovakia,2000,84092032397.8966
898,Slovenia,2000,45194993242.3199
899,Solomon Islands,2000,713557324.401916
900,Somalia,2000,
901,South Africa,2000,436291847455.43
902,South Korea,2000,975736820161.216
903,South Sudan,2000,
904,Spain,2000,1215703925587.05
905,Sri Lanka,2000,104087790607.568
906,State of Palestine,2000,12281582870.7516
907,Sudan,2000,77634785973.4331
908,Suriname,2000,4622785018.04806
909,Svalbard and Jan Mayen Islands,2000,
910,Swaziland,2000,6370040844.92386
911,Sweden,2000,326980412839.039
912,Switzerland,2000,361468885784.461
913,Syria,2000,
914,Taiwan,2000,606795000000.0
915,Tajikistan,2000,7334305858.05441
916,Tanzania,2000,49199068982.4716
917,Thailand,2000,578547150354.831
918,Timor-Leste,2000,1212127050.7704
919,Togo,2000,6347110652.51017
920,Tokelau,2000,
921,Tonga,2000,451347743.528355
922,Trinidad and Tobago,2000,23234485891.6293
923,Tunisia,2000,73461031524.7235
924,Turkey,2000,844738235242.349
925,Turkmenistan,2000,24084929649.3187
926,Turks and Caicos Islands,2000,
927,Tuvalu,2000,28861792.4202024
928,Uganda,2000,25603499391.3384
929,Ukraine,2000,235915243299.818
930,United Arab Emirates,2000,326993427459.775
931,United Kingdom,2000,1941187217333.24
932,United States of America,2000,12975535505116.0
933,United States Virgin Islands,2000,
934,Uruguay,2000,42760248090.9754
935,Uzbekistan,2000,61716155048.0215
936,Vanuatu,2000,522417511.133698
937,Venezuela,2000,352951994981.059
938,Viet Nam,2000,205700102991.85
939,Wallis and Futuna Islands,2000,
940,Western Sahara,2000,
941,Yemen,2000,69601011053.782
942,Zambia,2000,22146980494.3683
943,Zimbabwe,2000,31516796013.3415
944,Afghanistan,2001,
945,Albania,2001,18238712381.9377
946,Algeria,2001,327985786401.807
947,American Samoa,2001,
948,Andorra,2001,
949,Angola,2001,60124702190.7584
950,Anguilla,2001,
951,Antigua and Barbuda,2001,1452144313.3616
952,Argentina,2001,527807756970.741
953,Armenia,2001,9835742701.57703
954,Aruba,2001,
955,Australia,2001,688062052105.557
956,Austria,2001,315144674296.455
957,Azerbaijan,2001,39441675483.6899
958,Bahamas,2001,7901662072.30342
959,Bahrain,2001,30613506815.652
960,Bangladesh,2001,227020505484.482
961,Barbados,2001,3804326039.58892
962,Belarus,2001,76483551805.4746
963,Belgium,2001,384994226724.687
964,Belize,2001,1808670828.82158
965,Benin,2001,12051783371.8559
966,Bermuda,2001,3390538833.08688
967,Bhutan,2001,2195659522.64461
968,Bolivia,2001,37416240699.3979
969,Bosnia and Herzegovina,2001,24881621276.7271
970,Botswana,2001,18038320196.4525
971,Brazil,2001,2020849834473.26
972,British Virgin Islands,2001,
973,Brunei Darussalam,2001,28092567740.198
974,Bulgaria,2001,76298223332.2755
975,Burkina Faso,2001,13308689515.0954
976,Burundi,2001,4925977225.89982
977,Cambodia,2001,18065308983.7304
978,Cameroon,2001,40016480154.9579
979,Canada,2001,1172164598599.54
980,Cape Verde,2001,1705869873.02925
981,Cayman Islands,2001,
982,Central African Republic,2001,3214105605.58152
983,Chad,2001,9251644246.96025
984,Chile,2001,233417217583.514
985,China,2001,5062426937156.05
986,Colombia,2001,341317545585.573
987,Comoros,2001,821923887.585284
988,Cook Islands,2001,
989,Costa Rica,2001,40130146638.0437
990,Cote d'Ivoire,2001,49245114163.9515
991,Croatia,2001,72081990163.1038
992,Cuba,2001,129498732765.967
993,Curacao,2001,
994,Cyprus,2001,21632139219.356
995,Czech Republic,2001,223377695424.752
996,Dem. Rep. Congo,2001,24389897744.7965
997,Denmark,2001,227928007106.851
998,Djibouti,2001,1560677662.41147
999,Dominica,2001,572284419.84921
1000,Dominican Republic,2001,69423918598.275
1001,Ecuador,2001,97041606943.7538
1002,Egypt,2001,534642499847.67
1003,El Salvador,2001,37978514292.1164
1004,Equatorial Guinea,2001,10832451921.842
1005,Eritrea,2001,5844391904.0
1006,Estonia,2001,23325224277.1421
1007,Ethiopia,2001,44551028045.6176
1008,Faeroe Islands,2001,
1009,Falkland Islands,2001,
1010,Fiji,2001,5522258015.04976
1011,Finland,2001,185243809125.451
1012,France,2001,2167170480666.48
1013,French Guiana,2001,
1014,French Polynesia,2001,
1015,Gabon,2001,22359891187.7121
1016,Gambia,2001,2033717835.24994
1017,Georgia,2001,15132914623.5531
1018,Germany,2001,3073715277871.83
1019,Ghana,2001,44495100561.1693
1020,Gibraltar,2001,
1021,Greece,2001,279495791631.05
1022,Greenland,2001,
1023,Grenada,2001,960924743.519871
1024,Guadeloupe,2001,
1025,Guam,2001,
1026,Guatemala,2001,72378110681.4466
1027,Guinea,2001,10325408938.5449
1028,Guinea-Bissau,2001,1728173944.49607
1029,Guyana,2001,3475914721.08293
1030,Haiti,2001,14715111690.1481
1031,Holy See,2001,
1032,Honduras,2001,22307517649.2782
1033,Hong Kong,2001,227993304191.915
1034,Hungary,2001,189198170492.194
1035,Iceland,2001,9955922154.7111
1036,India,2001,2784321234664.67
1037,Indonesia,2001,1272910980908.5
1038,Iran,2001,802676169657.596
1039,Iraq,2001,293566810971.545
1040,Ireland,2001,164707371246.794
1041,Isle of Man,2001,
1042,Israel,2001,164477475203.071
1043,Italy,2001,2117295580692.52
1044,Jamaica,2001,21356973929.4627
1045,Japan,2001,4313860377277.76
1046,Jordan,2001,38857911544.4942
1047,Kazakhstan,2001,168110928246.566
1048,Kenya,2001,69589730346.0583
1049,Kiribati,2001,166922475.387232
1050,Kosovo,2001,10005652450.7363
1051,Kuwait,2001,144433508630.689
1052,Kyrgyzstan,2001,10702523147.6749
1053,Laos,2001,13224078729.5351
1054,Latvia,2001,28124284185.6852
1055,Lebanon,2001,42127504190.8706
1056,Lesotho,2001,3434420830.24992
1057,Liberia,2001,2489856480.77696
1058,Libya,2001,115336000000.0
1059,Liechtenstein,2001,
1060,Lithuania,2001,45439688410.6447
1061,Luxembourg,2001,36252196929.9234
1062,Macao,2001,18593544988.8941
1063,Macedonia,2001,17003334674.9016
1064,Madagascar,2001,24137853996.5255
1065,Malawi,2001,9361183752.14529
1066,Malaysia,2001,380114586679.68
1067,Maldives,2001,2036041101.57392
1068,Mali,2001,18511945131.2382
1069,Malta,2001,9665786737.99774
1070,Marshall Islands,2001,157813815.405418
1071,Martinique,2001,
1072,Mauritania,2001,7603601119.49972
1073,Mauritius,2001,13485519020.4726
1074,Mayotte,2001,
1075,Mexico,2001,1518088476589.92
1076,Micronesia,2001,346209879.708204
1077,Moldova,2001,8962897466.07473
1078,Monaco,2001,
1079,Mongolia,2001,11489644754.4779
1080,Montenegro,2001,6162053039.4389
1081,Montserrat,2001,
1082,Morocco,2001,140336545574.664
1083,Mozambique,2001,11437845371.1583
1084,Myanmar,2001,67052584851.1821
1085,Namibia,2001,11733676210.683
1086,Nauru,2001,
1087,Nepal,2001,38308844733.3331
1088,Netherlands,2001,678553829772.888
1089,Netherlands Antilles,2001,
1090,New Caledonia,2001,
1091,New Zealand,2001,112851981516.807
1092,Nicaragua,2001,17984972740.6234
1093,Niger,2001,9158381275.36573
1094,Nigeria,2001,363848482985.796
1095,Niue,2001,
1096,Norfolk Island,2001,
1097,North Korea,2001,
1098,Northern Mariana Islands,2001,
1099,Norway,2001,266213131315.914
1100,Oman,2001,104184076348.643
1101,Pakistan,2001,493724373362.681
1102,Palau,2001,272598054.454544
1103,Panama,2001,32219497720.9882
1104,Papua New Guinea,2001,9969284178.29171
1105,Paraguay,2001,31996706533.9344
1106,Peru,2001,171137244537.578
1107,Philippines,2001,338979326483.167
1108,Pitcairn,2001,
1109,Poland,2001,570678631177.838
1110,Portugal,2001,272731071143.289
1111,Puerto Rico,2001,135974471720.56
1112,Qatar,2001,66657620462.8021
1113,Republic of Congo,2001,15001278806.2564
1114,Reunion,2001,
1115,Romania,2001,249383772387.206
1116,Russia,2001,2164691447196.98
1117,Rwanda,2001,6969958493.20551
1118,Saint Helena,2001,
1119,Saint Kitts and Nevis,2001,911642633.911935
1120,Saint Lucia,2001,1508021920.26034
1121,Saint Pierre and Miquelon,2001,
1122,Saint Vincent and the Grenadines,2001,829063995.230257
1123,Samoa,2001,807751648.070909
1124,San Marino,2001,
1125,Sao Tome and Principe,2001,285733748.179649
1126,Saudi Arabia,2001,760189789608.814
1127,Senegal,2001,19718100881.4342
1128,Serbia,2001,63013029137.0788
1129,Seychelles,2001,1463117233.94719
1130,Sierra Leone,2001,3868560390.62523
1131,Singapore,2001,206004232139.003
1132,Sint Maarten,2001,
1133,Slovakia,2001,86880917906.687
1134,Slovenia,2001,46527958795.7851
1135,Solomon Islands,2001,656625693.512172
1136,Somalia,2001,
1137,South Africa,2001,448071727348.241
1138,South Korea,2001,1019892028728.14
1139,South Sudan,2001,
1140,Spain,2001,1264345081226.11
1141,Sri Lanka,2001,102479209424.869
1142,State of Palestine,2001,11488843298.6773
1143,Sudan,2001,82681326873.5433
1144,Suriname,2001,4833263998.66489
1145,Svalbard and Jan Mayen Islands,2001,
1146,Swaziland,2001,6490915517.08247
1147,Sweden,2001,332092458224.36
1148,Switzerland,2001,366697875895.764
1149,Syria,2001,
1150,Taiwan,2001,599151000000.0
1151,Tajikistan,2001,8082405132.74631
1152,Tanzania,2001,52149944939.5634
1153,Thailand,2001,598473724512.5
1154,Timor-Leste,2001,1410514751.52599
1155,Togo,2001,6243855458.3497
1156,Tokelau,2001,
1157,Tonga,2001,467604335.348736
1158,Trinidad and Tobago,2001,24203021031.0831
1159,Tunisia,2001,76249747322.6908
1160,Turkey,2001,796609472858.572
1161,Turkmenistan,2001,25131141833.6894
1162,Turks and Caicos Islands,2001,
1163,Tuvalu,2001,29333425.1762044
1164,Uganda,2001,26930698036.2569
1165,Ukraine,2001,257619445701.624
1166,United Arab Emirates,2001,331568343545.314
1167,United Kingdom,2001,1994106064500.39
1168,United States of America,2001,13102174374501.4
1169,United States Virgin Islands,2001,
1170,Uruguay,2001,41116488580.2307
1171,Uzbekistan,2001,64308233565.0629
1172,Vanuatu,2001,504192935.72488
1173,Venezuela,2001,364932019037.874
1174,Viet Nam,2001,218438890912.423
1175,Wallis and Futuna Islands,2001,
1176,Western Sahara,2001,
1177,Yemen,2001,72248387037.5168
1178,Zambia,2001,23324506283.799
1179,Zimbabwe,2001,31970516559.7366
1180,Afghanistan,2002,23378628008.9566
1181,Albania,2002,19010459970.624
1182,Algeria,2002,346383569171.663
1183,American Samoa,2002,
1184,Andorra,2002,
1185,Angola,2002,55951770351.3937
1186,Anguilla,2002,
1187,Antigua and Barbuda,2002,1494608664.21308
1188,Argentina,2002,470305820963.441
1189,Armenia,2002,11132713293.7678
1190,Aruba,2002,
1191,Australia,2002,714598449899.921
1192,Austria,2002,320363012962.194
1193,Azerbaijan,2002,43622492770.0479
1194,Bahamas,2002,8115372756.69145
1195,Bahrain,2002,31719924348.4593
1196,Bangladesh,2002,235722482829.044
1197,Barbados,2002,3834422937.26161
1198,Belarus,2002,80342351448.0742
1199,Belgium,2002,391848098755.09
1200,Belize,2002,1901248720.32149
1201,Benin,2002,12611524838.1216
1202,Bermuda,2002,3340433776.56587
1203,Bhutan,2002,2431206376.61147
1204,Bolivia,2002,38346245958.6093
1205,Bosnia and Herzegovina,2002,26200347270.8874
1206,Botswana,2002,19133161608.7818
1207,Brazil,2002,2082552517871.61
1208,British Virgin Islands,2002,
1209,Brunei Darussalam,2002,29180339282.9184
1210,Bulgaria,2002,80889943697.9166
1211,Burkina Faso,2002,13888017345.0156
1212,Burundi,2002,5145011759.82077
1213,Cambodia,2002,19273495323.3548
1214,Cameroon,2002,41620758680.2332
1215,Canada,2002,1207446944169.26
1216,Cape Verde,2002,1795443244.86261
1217,Cayman Islands,2002,
1218,Central African Republic,2002,3330345090.88693
1219,Chad,2002,10037220771.6753
1220,Chile,2002,238475155424.315
1221,China,2002,5524659216993.5
1222,Colombia,2002,349864070252.355
1223,Comoros,2002,841031803.649804
1224,Cook Islands,2002,
1225,Costa Rica,2002,41451132022.8744
1226,Cote d'Ivoire,2002,48423881889.2812
1227,Croatia,2002,75863753417.3018
1228,Cuba,2002,131343858243.677
1229,Curacao,2002,
1230,Cyprus,2002,22367438209.4651
1231,Czech Republic,2002,227056613576.065
1232,Dem. Rep. Congo,2002,25108854658.8327
1233,Denmark,2002,228990937808.589
1234,Djibouti,2002,1601544979.1486
1235,Dominica,2002,562251356.857741
1236,Dominican Republic,2002,73442318933.8205
1237,Ecuador,2002,101017184846.402
1238,Egypt,2002,547316142070.947
1239,El Salvador,2002,38867523993.8771
1240,Equatorial Guinea,2002,12940754061.1474
1241,Eritrea,2002,6356172914.0
1242,Estonia,2002,24742542789.8712
1243,Ethiopia,2002,45225853914.0142
1244,Faeroe Islands,2002,
1245,Falkland Islands,2002,
1246,Fiji,2002,5698970304.18316
1247,Finland,2002,188356507325.911
1248,France,2002,2191409348259.14
1249,French Guiana,2002,
1250,French Polynesia,2002,
1251,Gabon,2002,22304207642.2044
1252,Gambia,2002,1967621999.35537
1253,Georgia,2002,15961265867.5446
1254,Germany,2002,3073715277871.83
1255,Ghana,2002,46497379952.6225
1256,Gibraltar,2002,
1257,Greece,2002,290460053341.344
1258,Greenland,2002,
1259,Grenada,2002,993954835.830066
1260,Guadeloupe,2002,
1261,Guam,2002,
1262,Guatemala,2002,75176701892.9217
1263,Guinea,2002,10858675985.9656
1264,Guinea-Bissau,2002,1711148363.20213
1265,Guyana,2002,3512446611.50847
1266,Haiti,2002,14678108403.0387
1267,Holy See,2002,
1268,Honduras,2002,23145017230.2788
1269,Hong Kong,2002,231770406721.783
1270,Hungary,2002,197717884973.615
1271,Iceland,2002,9987253632.08672
1272,India,2002,2890236127295.24
1273,Indonesia,2002,1330185297241.99
1274,Iran,2002,867523007073.474
1275,Iraq,2002,273310171938.368
1276,Ireland,2002,173893050993.188
1277,Isle of Man,2002,
1278,Israel,2002,164365178572.355
1279,Italy,2002,2122558040655.3
1280,Jamaica,2002,21783534835.6835
1281,Japan,2002,4318955080207.51
1282,Jordan,2002,41108711581.9824
1283,Kazakhstan,2002,184585799217.267
1284,Kenya,2002,69970288418.3532
1285,Kiribati,2002,173244601.858018
1286,Kosovo,2002,9935518001.08941
1287,Kuwait,2002,148766513903.242
1288,Kyrgyzstan,2002,10700665921.0999
1289,Laos,2002,14006778053.8165
1290,Latvia,2002,30121959367.5493
1291,Lebanon,2002,43566202592.1444
1292,Lesotho,2002,3486178765.70842
1293,Liberia,2002,2583543928.96426
1294,Libya,2002,114230000000.0
1295,Liechtenstein,2002,
1296,Lithuania,2002,48511751932.7505
1297,Luxembourg,2002,37564787666.7194
1298,Macao,2002,20257154959.7253
1299,Macedonia,2002,17257369371.2572
1300,Madagascar,2002,21078673520.3615
1301,Malawi,2002,9520323876.55785
1302,Malaysia,2002,400606519723.561
1303,Maldives,2002,2145845534.80517
1304,Mali,2002,19086983210.4661
1305,Malta,2002,9954099601.02554
1306,Marshall Islands,2002,161941993.71857
1307,Martinique,2002,
1308,Mauritania,2002,7654165382.97104
1309,Mauritius,2002,13770510286.2159
1310,Mayotte,2002,
1311,Mexico,2002,1520091095925.72
1312,Micronesia,2002,348286791.163235
1313,Moldova,2002,9662003449.33921
1314,Monaco,2002,
1315,Mongolia,2002,12033447166.2907
1316,Montenegro,2002,6279131976.84136
1317,Montserrat,2002,
1318,Morocco,2002,144717080193.755
1319,Mozambique,2002,12443696079.1552
1320,Myanmar,2002,75116002450.104
1321,Namibia,2002,12295562223.4441
1322,Nauru,2002,
1323,Nepal,2002,38354917592.3182
1324,Netherlands,2002,679257014978.114
1325,Netherlands Antilles,2002,
1326,New Caledonia,2002,
1327,New Zealand,2002,118352272765.509
1328,Nicaragua,2002,18120568453.6353
1329,Niger,2002,9433052306.30259
1330,Nigeria,2002,377618867985.563
1331,Niue,2002,
1332,Norfolk Island,2002,
1333,North Korea,2002,
1334,Northern Mariana Islands,2002,
1335,Norway,2002,270040500944.3
1336,Oman,2002,103037462607.99
1337,Pakistan,2002,509644170039.429
1338,Palau,2002,290588306.370448
1339,Panama,2002,32937718507.0895
1340,Papua New Guinea,2002,9953442950.05745
1341,Paraguay,2002,31989858606.8284
1342,Peru,2002,180470263692.452
1343,Philippines,2002,351338167446.152
1344,Pitcairn,2002,
1345,Poland,2002,582329628335.469
1346,Portugal,2002,274827819009.739
1347,Puerto Rico,2002,138385663002.035
1348,Qatar,2002,71445071925.4044
1349,Republic of Congo,2002,15688617908.716
1350,Reunion,2002,
1351,Romania,2002,262312306509.326
1352,Russia,2002,2267377263737.19
1353,Rwanda,2002,7911636818.63661
1354,Saint Helena,2002,
1355,Saint Kitts and Nevis,2002,928404006.018547
1356,Saint Lucia,2002,1508706659.49967
1357,Saint Pierre and Miquelon,2002,
1358,Saint Vincent and the Grenadines,2002,881488285.24682
1359,Samoa,2002,842840344.085509
1360,San Marino,2002,
1361,Sao Tome and Principe,2002,292525289.270739
1362,Saudi Arabia,2002,761160575032.432
1363,Senegal,2002,19847215734.0664
1364,Serbia,2002,67496902757.7085
1365,Seychelles,2002,1480862377.23571
1366,Sierra Leone,2002,4884776140.3685
1367,Singapore,2002,214680484680.627
1368,Sint Maarten,2002,
1369,Slovakia,2002,90810361317.6689
1370,Slovenia,2002,48312913334.4512
1371,Solomon Islands,2002,638240157.534976
1372,Somalia,2002,
1373,South Africa,2002,464652058855.399
1374,South Korea,2002,1095694826694.76
1375,South Sudan,2002,
1376,Spain,2002,1300755211954.71
1377,Sri Lanka,2002,106542177723.794
1378,State of Palestine,2002,11325996821.7719
1379,Sudan,2002,87995482216.9944
1380,Suriname,2002,5041091663.82541
1381,Svalbard and Jan Mayen Islands,2002,
1382,Swaziland,2002,6701469058.78522
1383,Sweden,2002,338978651763.079
1384,Switzerland,2002,367223700022.667
1385,Syria,2002,
1386,Taiwan,2002,632552000000.0
1387,Tajikistan,2002,8955304880.51523
1388,Tanzania,2002,55885734164.5553
1389,Thailand,2002,635273154571.686
1390,Timor-Leste,2002,1316771112.70742
1391,Togo,2002,6186277681.45619
1392,Tokelau,2002,
1393,Tonga,2002,483591150.777377
1394,Trinidad and Tobago,2002,26123944534.76
1395,Tunisia,2002,77258198739.4427
1396,Turkey,2002,845711203059.452
1397,Turkmenistan,2002,25195774085.4105
1398,Turks and Caicos Islands,2002,
1399,Tuvalu,2002,31646710.2311008
1400,Uganda,2002,29282471269.8191
1401,Ukraine,2002,271015656803.621
1402,United Arab Emirates,2002,339636915994.235
1403,United Kingdom,2002,2041909737913.92
1404,United States of America,2002,13336195938663.0
1405,United States Virgin Islands,2002,
1406,Uruguay,2002,37937358718.0211
1407,Uzbekistan,2002,66880562905.6512
1408,Vanuatu,2002,478422532.772211
1409,Venezuela,2002,332614926354.18
1410,Viet Nam,2002,232246022174.538
1411,Wallis and Futuna Islands,2002,
1412,Western Sahara,2002,
1413,Yemen,2002,75091528326.2722
1414,Zambia,2002,24375511897.7183
1415,Zimbabwe,2002,29127051330.2943
1416,Afghanistan,2003,25352757518.2174
1417,Albania,2003,20108027084.2809
1418,Algeria,2003,371329671295.825
1419,American Samoa,2003,
1420,Andorra,2003,
1421,Angola,2003,58887836445.9306
1422,Anguilla,2003,
1423,Antigua and Barbuda,2003,1582994311.85634
1424,Argentina,2003,511866938226.858
1425,Armenia,2003,12695834751.5139
1426,Aruba,2003,
1427,Australia,2003,736542329963.106
1428,Austria,2003,322785458951.728
1429,Azerbaijan,2003,48508212063.743
1430,Bahamas,2003,8012734015.64502
1431,Bahrain,2003,33630717110.6169
1432,Bangladesh,2003,246894708777.71
1433,Barbados,2003,3917677991.86271
1434,Belarus,2003,86001018060.3157
1435,Belgium,2003,394882955332.968
1436,Belize,2003,2078569401.98954
1437,Benin,2003,13045871409.6567
1438,Bermuda,2003,3454366158.62813
1439,Bhutan,2003,2617542154.5688
1440,Bolivia,2003,39385943001.2816
1441,Bosnia and Herzegovina,2003,27248361178.8457
1442,Botswana,2003,20018241535.1712
1443,Brazil,2003,2106314588150.41
1444,British Virgin Islands,2003,
1445,Brunei Darussalam,2003,30027723243.4145
1446,Bulgaria,2003,84997148584.1066
1447,Burkina Faso,2003,14971621550.9076
1448,Burundi,2003,5082050812.40968
1449,Cambodia,2003,20912879328.6811
1450,Cameroon,2003,43298488680.5562
1451,Canada,2003,1229208438201.3
1452,Cape Verde,2003,1870425610.38387
1453,Cayman Islands,2003,
1454,Central African Republic,2003,3150590206.87931
1455,Chad,2003,11514866990.951
1456,Chile,2003,247911017515.03
1457,China,2003,6079092084564.5
1458,Colombia,2003,363572695817.874
1459,Comoros,2003,858727970.255286
1460,Cook Islands,2003,
1461,Costa Rica,2003,43215075103.2104
1462,Cote d'Ivoire,2003,47765541810.0138
1463,Croatia,2003,80080190305.828
1464,Cuba,2003,136325389585.782
1465,Curacao,2003,
1466,Cyprus,2003,22921226792.3935
1467,Czech Republic,2003,235234835285.616
1468,Dem. Rep. Congo,2003,26509381956.1412
1469,Denmark,2003,229884171610.316
1470,Djibouti,2003,1652793767.69241
1471,Dominica,2003,605472816.531616
1472,Dominican Republic,2003,73256246348.6454
1473,Ecuador,2003,103767758879.014
1474,Egypt,2003,564794435315.826
1475,El Salvador,2003,39761491920.4106
1476,Equatorial Guinea,2003,14746668683.529
1477,Eritrea,2003,6546359151.0
1478,Estonia,2003,26577489429.8159
1479,Ethiopia,2003,44248360523.8487
1480,Faeroe Islands,2003,
1481,Falkland Islands,2003,
1482,Fiji,2003,5755959948.40373
1483,Finland,2003,192112306108.705
1484,France,2003,2209368641878.62
1485,French Guiana,2003,
1486,French Polynesia,2003,
1487,Gabon,2003,22805456794.376
1488,Gambia,2003,2102797626.8322
1489,Georgia,2003,17726278946.6513
1490,Germany,2003,3051894783408.17
1491,Ghana,2003,48915243702.691
1492,Gibraltar,2003,
1493,Greece,2003,307290851942.921
1494,Greenland,2003,
1495,Grenada,2003,1088022457.40683
1496,Guadeloupe,2003,
1497,Guam,2003,
1498,Guatemala,2003,77079266307.4623
1499,Guinea,2003,10994257551.1354
1500,Guinea-Bissau,2003,1720876415.77491
1501,Guyana,2003,3477137557.55997
1502,Haiti,2003,14731507410.8008
1503,Holy See,2003,
1504,Honduras,2003,24197429970.8015
1505,Hong Kong,2003,238854035798.026
1506,Hungary,2003,205286025679.894
1507,Iceland,2003,10230956621.8626
1508,India,2003,3117419712436.41
1509,Indonesia,2003,1393773064452.42
1510,Iran,2003,942470908318.929
1511,Iraq,2003,182842214621.587
1512,Ireland,2003,180280338428.971
1513,Isle of Man,2003,
1514,Israel,2003,166299977402.485
1515,Italy,2003,2125769978153.56
1516,Jamaica,2003,22582188405.6958
1517,Japan,2003,4384959166693.24
1518,Jordan,2003,42820376271.0044
1519,Kazakhstan,2003,201752278544.799
1520,Kenya,2003,72022150015.8219
1521,Kiribati,2003,176720450.985428
1522,Kosovo,2003,10529676443.222
1523,Kuwait,2003,174532874678.65
1524,Kyrgyzstan,2003,11452954424.2289
1525,Laos,2003,14856569601.0301
1526,Latvia,2003,32661451305.851
1527,Lebanon,2003,44970112129.3459
1528,Lesotho,2003,3664470626.47785
1529,Liberia,2003,1804728862.57029
1530,Libya,2003,129099000000.0
1531,Liechtenstein,2003,
1532,Lithuania,2003,53624194332.4381
1533,Luxembourg,2003,38089810018.0407
1534,Macao,2003,22617864655.1761
1535,Macedonia,2003,17640866468.3963
1536,Madagascar,2003,23141198987.0447
1537,Malawi,2003,10063519230.4623
1538,Malaysia,2003,423795625222.545
1539,Maldives,2003,2458078632.53832
1540,Mali,2003,20827533225.0689
1541,Malta,2003,10207308858.3571
1542,Marshall Islands,2003,162217510.636813
1543,Martinique,2003,
1544,Mauritania,2003,8111750781.24257
1545,Mauritius,2003,14274078072.6099
1546,Mayotte,2003,
1547,Mexico,2003,1541716994805.78
1548,Micronesia,2003,354646025.292101
1549,Moldova,2003,10299695667.9255
1550,Monaco,2003,
1551,Mongolia,2003,12876346167.225
1552,Montenegro,2003,6436110176.17538
1553,Montserrat,2003,
1554,Morocco,2003,153343900009.771
1555,Mozambique,2003,13252611816.187
1556,Myanmar,2003,85515059493.5204
1557,Namibia,2003,12816868771.6469
1558,Nauru,2003,
1559,Nepal,2003,39868033576.9544
1560,Netherlands,2003,681185579026.989
1561,Netherlands Antilles,2003,
1562,New Caledonia,2003,
1563,New Zealand,2003,123839762801.657
1564,Nicaragua,2003,18577339590.8537
1565,Niger,2003,9933004078.37751
1566,Nigeria,2003,416718222527.213
1567,Niue,2003,
1568,Norfolk Island,2003,
