,country,year,population,GPD,DCT,DNT,DBT
2263,Mozambique,2006,21547463.0,17064031608.4163,-22.9076801783038,-21.3029616838251,-20.9188744699054
2264,Myanmar,2006,48846474.0,124714299172.241,-23.2094754731255,-22.6915394763048,-21.9479507515567
2265,Namibia,2006,2055734.0,15796920343.8673,-22.5667901111617,-22.0394907943874,-23.6469954144124
2266,Nauru,2006,10101.0,30218461045.59405,-23.05771281090595,-22.38387951884375,-22.5979953341881
2267,Nepal,2006,25940618.0,44640001747.3208,-23.5486355106502,-22.7282682433001,-21.5489952539638
2268,Netherlands,2006,16346101.0,735016897712.313,-22.2223975783423,-24.7451343641998,-25.490138839244
2269,Netherlands Antilles,2006,8290550.5,535617313829.0439,-22.1833046792738,-24.12749044025973,-25.1984857786768
2270,New Caledonia,2006,235000.0,336217729945.775,-22.1442117802053,-23.50984651631967,-24.9068327181096
2271,New Zealand,2006,4184600.0,136818146062.506,-22.1051188811368,-22.8922025923796,-24.6151796575424
2272,Nicaragua,2006,5450211.0,21249122414.6622,-22.2746581721762,-22.7950440797045,-22.4835339493206
2273,Niger,2006,14132064.0,10993010667.9179,-23.3958680328287,-21.0828740012211,-21.0269571084597
2274,Nigeria,2006,142614094.0,623834609859.568,-22.6373836754913,-23.4762137236171,-21.9756139215208
2275,Niue,2006,103096428.3333333,558610431776.3188,-22.66950315314404,-23.71866945548044,-22.52897424881148
2276,Norfolk Island,2006,63578762.66666667,493386253693.0696,-22.70162263079678,-23.96112518734378,-23.08233457610216
2277,North Korea,2006,24061097.0,428162075609.8204,-22.73374210844952,-24.20358091920712,-23.63569490339284
2278,Northern Mariana Islands,2006,61688.0,362937897526.5712,-22.76586158610226,-24.44603665107046,-24.18905523068352
2279,Norway,2006,4660677.0,297713719443.322,-22.797981063755,-24.6884923829338,-24.7424155579742
2280,Oman,2006,2582991.0,109706168123.624,-21.8170548260035,-25.9869713783212,-25.2053554028302
2281,Pakistan,2006,157093993.0,655864217731.327,-22.2921467425688,-23.3186339679505,-22.7252024429489
2282,Palau,2006,20012.0,286624352.558469,-20.8062167534487,-26.7728851442567,-23.19091540826745
2283,Panama,2006,3391905.0,42981427517.5447,-22.4462022042212,-24.2532471420054,-23.656628373586
2284,Papua New Guinea,2006,6470272.0,11363183472.4337,-21.6938208518223,-21.4220204146658,-22.4916944043206
2285,Paraguay,2006,5882796.0,37171921863.8843,-22.9777281062907,-22.3352287332962,-22.2503840704029
2286,Peru,2006,27949944.0,225497316246.004,-22.6915333014849,-23.9233709616867,-23.921525544204
2287,Philippines,2006,87809419.0,433918900933.804,-22.5207463859242,-24.2774897883606,-23.1906502815687
2288,Pitcairn,2006,62975343.0,565333775940.9725,-22.01786980569595,-24.1540617744995,-23.6424813500232
2289,Poland,2006,38141267.0,696748650948.141,-21.5149932254677,-24.0306337606384,-24.0943124184777
2290,Portugal,2006,10522288.0,283656013692.769,-22.2669811800512,-25.0278602460587,-24.5510128732065
2291,Puerto Rico,2006,3805214.0,142037815704.817,-21.98262723459015,-25.73111711715075,-29.8171578032513
2292,Qatar,2006,1010382.0,119816308666.494,-21.6982732891291,-26.4343739882428,-25.7786532162169
2293,Republic of Congo,2006,3842365.0,18735135295.7855,-22.0531746083504,-23.5588112234621,-22.9716269041165
2294,Reunion,2006,12518062.5,178179123910.4612,-21.9994533251102,-23.83391695927855,-23.5238900495676
2295,Romania,2006,21193760.0,337623112525.137,-21.94573204187,-24.109022695095,-24.0761531950187
2296,Russia,2006,143049528.0,2999775767691.79,-21.3564625754438,-24.5536611429527,-25.0941327621656
2297,Rwanda,2006,9206580.0,10024889312.301,-23.6677233015054,-22.672317522395,-21.5179407017189
2298,Saint Helena,2006,4627895.0,5559887171.830775,-23.04175257447725,-23.83798881749895,-23.176948129194
2299,Saint Kitts and Nevis,2006,49210.0,1094885031.36055,-22.4157818474491,-25.0036601126029,-24.8359555566691
2300,Saint Lucia,2006,165407.0,1836846401.3989,-22.3353456720382,-25.2635724023372,-24.5403329062187
2301,Saint Pierre and Miquelon,2006,137157.0,1463905246.12811,-22.33026428563535,-25.4255498202928,-24.4055461599536
2302,Saint Vincent and the Grenadines,2006,108907.0,1090964090.85732,-22.3251828992325,-25.5875272382484,-24.2707594136885
2303,Samoa,2006,181094.0,978847639.215345,-22.5044239017897,-23.7742127910632,-23.2758657245448
2304,San Marino,2006,29614.0,678556225.875488,-22.3646172942995,-23.67501992850885,-22.88316164687395
2305,Sao Tome and Principe,2006,159328.0,378264812.535631,-22.2248106868093,-23.5758270659545,-22.4904575692031
2306,Saudi Arabia,2006,24578301.0,1013808267972.3,-21.8451486484937,-25.9528785307661,-24.9546581315907
2307,Senegal,2006,11556763.0,24259939254.1622,-22.1411669664642,-21.8372058965248,-22.6161822646073
2308,Serbia,2006,7411569.0,85088835854.735,-21.1921096091031,-23.6736265983733,-23.4036353437437
2309,Seychelles,2006,84600.0,1614713982.5559,-21.5133061429745,-26.3706461994491,-22.7558204149362
2310,Sierra Leone,2006,5848692.0,6260133495.47595,-22.8683498126092,-22.8224681081595,-21.1013105351983
2311,Singapore,2006,4401365.0,287397434545.84,-22.7392043175431,-26.251813051357,-25.3759315966935
2312,Sint Maarten,2006,38270.0,202029070678.8105,-22.2885166176666,-25.3644235195828,-25.19975409701525
2313,Slovakia,2006,5373054.0,116660706811.781,-21.8378289177901,-24.4770339878086,-25.023576597337
2314,Slovenia,2006,2006868.0,56973654376.1001,-21.9659019089926,-24.8855838308929,-24.3775368643571
2315,Solomon Islands,2006,481422.0,803891798.578851,-22.3075125816046,-24.4104604625797,-22.6115750540286
2316,Somalia,2006,10718317.0,278372906353.0284,-22.4459780405956,-19.966195493175,-19.84665844188
2317,South Africa,2006,48233804.4849866,555941920907.478,-21.1030593323198,-23.9994842345637,-23.2875565167401
2318,South Korea,2006,48438292.0,1293158443794.78,-21.6907612400708,-25.0430594215295,-24.3252553144005
2319,South Sudan,2006,8468152.0,1394693670483.985,-21.93071564569195,-24.9539250540717,-24.4619702556224
2320,Spain,2006,44397319.0,1496228897173.19,-22.1706700513131,-24.8647906866139,-24.5986851968443
2321,Sri Lanka,2006,19520000.0,136141933974.233,-23.1049547693768,-24.4564239701956,-22.9782669513691
2322,State of Palestine,2006,3406334.0,14268928054.2385,-23.0339041314703,-22.99257227229935,-22.61612878573325
2323,Sudan,2006,31607064.0,116513118306.148,-22.9628534935638,-21.5287205744031,-22.2539906200974
2324,Suriname,2006,504307.0,6340174067.50348,-22.142961116271,-23.5201681908362,-24.3830379781579
2325,Svalbard and Jan Mayen Islands,2006,812410.5,7162893608.038546,-22.4645254227338,-23.58951616161035,-23.69724562929285
2326,Swaziland,2006,1120514.0,7985613148.57361,-22.7860897291966,-23.6588641323845,-23.0114532804278
2327,Sweden,2006,9080505.0,389717206697.339,-22.815836219728,-24.9862829265547,-25.3545817137754
2328,Switzerland,2006,7483934.0,404954734992.921,-22.9095148456825,-25.7995596100112,-25.8839586450206
2329,Syria,2006,18914977.0,592997867496.4604,-21.1883519645134,-23.5895170693928,-23.7418557664524
2330,Taiwan,2006,22877000.0,781041000000.0,-21.5800247963083,-25.6278390183879,-24.5700023836544
2331,Tajikistan,2006,7000557.0,12517772528.4093,-22.261159622732,-22.7880242469485,-25.6961764286964
2332,Tanzania,2006,40634948.0,72922035020.5017,-23.2073974014313,-21.830893541645,-21.4107673706163
2333,Thailand,2006,65824164.0,791544163882.491,-21.9977079728374,-24.4671269842147,-23.1367402201447
2334,Timor-Leste,2006,1048621.0,1294970266.47054,-22.6983146633622,-22.5376935616057,-22.2928602108858
2335,Togo,2006,5837792.0,6980482743.28204,-22.4122255318452,-22.3343305760404,-21.1844156568085
2336,Tokelau,2006,2969740.5,3738130424.044357,-22.24385815888715,-22.59505496994045,-24.38169514979705
2337,Tonga,2006,101689.0,495778104.806674,-22.0754907859291,-22.8557793638405,-27.5789746427856
2338,Trinidad and Tobago,2006,1303144.0,38804457830.8424,-21.2753559291959,-25.6472191813766,-25.1311383467626
2339,Tunisia,2006,10196136.0,93595319776.6466,-22.0661989110181,-24.2550197134489,-23.8126508652841
2340,Turkey,2006,68763405.0,1128142192696.13,-22.1786988668788,-24.4627114457359,-24.2357251529146
2341,Turkmenistan,2006,4810105.0,34270126251.2263,-20.3490807947219,-22.955322685924,-24.936209924814
2342,Turks and Caicos Islands,2006,27642.0,17149892396.66032,-21.2351970929324,-23.39437716501225,-23.66454619240653
2343,Tuvalu,2006,10137.0,29658542.0943354,-22.1213133911429,-23.8334316441005,-22.39288245999907
2344,Uganda,2006,29550662.0,39227911623.9711,-23.4622682381452,-22.1544883001286,-21.1212187275916
2345,Ukraine,2006,46787750.0,366258305176.147,-20.895322628404,-23.5900740005136,-24.1624210709765
2346,United Arab Emirates,2006,5242032.0,466297553229.818,-22.0538866212581,-25.0792838948153,-25.6299948005403
2347,United Kingdom,2006,60846820.0,2286300611664.18,-22.1643694659232,-25.0228146081253,-25.4883050076151
2348,United States of America,2006,298379912.0,15097709758825.3,-21.7046282344957,-24.7381438957326,-25.0408067348937
2349,United States Virgin Islands,2006,107700.0,7571315360982.704,-22.189206239162,-23.5787068034741,-24.50805272576905
2350,Uruguay,2006,3331043.0,44920963140.1066,-22.6737842438283,-22.4192697112156,-23.9752987166444
2351,Uzbekistan,2006,26488250.0,86172132712.7193,-20.4583533325544,-22.7698055311346,-25.1352753421702
2352,Vanuatu,2006,214634.0,592609554.748395,-23.2442967911188,-22.2022958880644,-23.64062872797
2353,Venezuela,2006,27239168.0,439898408032.37,-21.8307279680206,-24.2399106225823,-24.4523238945945
2354,Viet Nam,2006,83311200.0,307164706021.427,-21.8542933085763,-23.4004201705983,-21.937045159296
2355,Wallis and Futuna Islands,2006,62594311.33333333,234190284788.2328,-21.97841233962647,-23.59823654744337,-22.9072279781236
2356,Western Sahara,2006,41877422.66666666,161215863555.0387,-22.10253137067663,-23.79605292428843,-23.8774107969512
2357,Yemen,2006,21160534.0,88241442321.8446,-22.2266504017268,-23.9938693011335,-24.8475936157788
2358,Zambia,2006,12383446.0,32285287958.3258,-23.3937257436427,-20.5405226070467,-21.6150162902112
2359,Zimbabwe,2006,13124267.0,20728971039.501,-21.4614475399843,-22.0294755477808,-21.1914421363611
2360,Afghanistan,2007,26616792.0,34196594611.8752,-23.4364864627907,-22.901052731495,-23.3168848160642
2361,Albania,2007,2970017.0,25090457121.7218,-22.5051261851253,-23.629141067624,-23.8334350121093
2362,Algeria,2007,34300076.0,431161464955.46,-22.1705975542386,-25.0954775133488,-25.0978603350525
2363,American Samoa,2007,57903.0,325538663492.765,-22.21357159634643,-24.1966647273816,-24.29475748188317
2364,Andorra,2007,82683.0,219915862030.07,-22.25654563845427,-23.2978519414144,-23.49165462871383
2365,Angola,2007,20997687.0,114293060567.375,-22.2995196805621,-22.3990391554472,-22.6885517755445
2366,Anguilla,2007,10544534.0,58244021473.62973,-22.2830645524333,-23.96903694993995,-23.71536119239765
2367,Antigua and Barbuda,2007,91381.0,2194982379.88446,-22.2666094243045,-25.5390347444327,-24.7421706092508
2368,Argentina,2007,39970224.0,715495242296.696,-22.1494036727357,-23.3981285326307,-24.2011925247453
2369,Armenia,2007,2933056.0,20562561750.2571,-22.1059811501613,-24.1715763310147,-27.0924391449997
2370,Aruba,2007,101220.0,433258699028.507,-21.79876416096905,-23.65741884979515,-25.73764353862275
2371,Australia,2007,20827600.0,845954836306.757,-21.4915471717768,-23.1432613685756,-24.3828479322458
2372,Austria,2007,8295487.0,362636354303.012,-22.3389714673669,-25.2086063302316,-24.9667741343775
2373,Azerbaijan,2007,8581300.0,113643982480.432,-22.1409613224431,-24.3001878308946,-26.0476841969287
2374,Bahamas,2007,342328.0,8692234987.92507,-22.3614977231148,-26.1702496487812,-24.1960568879229
2375,Bahrain,2007,1035891.0,44290140880.7705,-21.3760214000771,-27.4125190042179,-26.0298477239747
2376,Bangladesh,2007,147139191.0,316124725281.398,-22.7944605599678,-23.2522003168254,-22.9164803825253
2377,Barbados,2007,276150.0,4441442185.1278,-21.9045509550164,-25.4053092777747,-24.4265623705031
2378,Belarus,2007,9560953.0,125262909765.141,-21.4997192832698,-23.0487782895451,-24.2490152052401
2379,Belgium,2007,10625700.0,442798760773.129,-22.1670934264199,-24.6980461121078,-25.2091395194064
2380,Belize,2007,298407.0,2359348070.95975,-22.3233165584182,-22.9671054268156,-22.9580205964023
2381,Benin,2007,8454791.0,15266161439.334,-21.9309014516491,-22.4579280358342,-21.9465984794418
2382,Bermuda,2007,64888.0,3900901738.61185,-22.45500205720335,-23.2034171543776,-25.4671590131968
2383,Bhutan,2007,686958.0,3741422280.73992,-22.9791026627576,-23.948906272921,-21.8562655003177
2384,Bolivia,2007,9441444.0,46948266347.7921,-22.0930965191607,-22.2972355533921,-23.0631877573754
2385,Bosnia and Herzegovina,2007,3774000.0,35031839744.3309,-21.3320605779855,-23.6413738871023,-23.3094802565179
2386,Botswana,2007,1914414.0,25222748318.6472,-22.4877567330666,-22.485406815038,-23.4515576994525
2387,Brazil,2007,191026637.0,2535123486323.38,-22.6852302030139,-23.3769885767479,-23.3944446333746
2388,British Virgin Islands,2007,24731.0,1283400410420.653,-22.4634750849732,-24.88352154792135,-24.45184975378145
2389,Brunei Darussalam,2007,374864.0,31677334517.9262,-22.2417199669325,-26.3900545190948,-25.5092548741883
2390,Bulgaria,2007,7545338.0,111639739620.16,-21.4647025858356,-24.0506544414451,-23.9275942612471
2391,Burkina Faso,2007,14252021.0,18802381624.0919,-23.1594263253194,-21.5085440672547,-21.0972916929171
2392,Burundi,2007,7939573.0,5936231951.16376,-24.1622965309677,-22.2441014728817,-20.5361853903057
2393,Cambodia,2007,13676693.0,31903988921.579,-22.8956717192719,-22.5423971266527,-21.6369885548345
2394,Cameroon,2007,18395389.0,48957148496.5673,-22.5042990062378,-20.4314246337013,-22.4113084157646
2395,Canada,2007,32887928.0,1369696291657.46,-21.6048957309999,-23.9279293201048,-24.5075229127791
2396,Cape Verde,2007,486438.0,2740559154.5434,-22.413373954541,-23.9652127262667,-23.7445009414325
2397,Cayman Islands,2007,51483.0,3216900464.06634,-22.90911886042985,-21.26148528983765,-22.53190996944695
2398,Central African Republic,2007,4275800.0,3693241773.58928,-23.4048637663187,-18.5577578534086,-21.3193189974614
2399,Chad,2007,10775708.0,18765755998.1717,-24.428217481613,-21.3612480682537,-21.8676933349858
2400,Chile,2007,16491687.0,304678843193.086,-22.2589286337983,-24.4620892207221,-23.5284733172653
2401,China,2007,1317885000.0,9601154535985.61,-21.0184780496122,-23.8779697958845,-22.6884278700619
2402,Colombia,2007,44374572.0,457366383419.6,-22.7408091393437,-23.7165610445051,-24.054340938856
2403,Comoros,2007,641620.0,931261134.00651,-22.9290456055618,-23.7116846088479,-22.1208108400494
2404,Cook Islands,2007,2505544.5,27628874987.56616,-22.79552200853805,-23.97024129435355,-22.8953492246036
2405,Costa Rica,2007,4369469.0,54326488841.1258,-22.6619984115143,-24.2287979798592,-23.6698876091578
2406,Cote d'Ivoire,2007,19085941.0,50813094564.8564,-22.896238690356,-23.5073976302323,-22.0883923498924
2407,Croatia,2007,4436000.0,95659919250.6538,-22.1482218587113,-24.1583127928407,-23.9168012206816
2408,Cuba,2007,11303687.0,192740287731.436,-22.6750961738892,-24.6768924985458,-24.7685054114933
2409,Curacao,2007,144056.0,109987805119.927,-22.2900489964729,-25.0050422598548,-24.68467153504925
2410,Cyprus,2007,1063712.0,27235322508.418,-21.9050018190566,-25.3331920211638,-24.6008376586052
2411,Czech Republic,2007,10298828.0,296375957679.086,-21.5972760736111,-24.6748881011432,-24.2514144128716
2412,Dem. Rep. Congo,2007,58417562.0,33609493564.9503,-23.6481744247616,-21.4284387622354,-20.4187575949634
2413,Denmark,2007,5461438.0,253266086094.534,-22.2805101716553,-24.6497477390701,-25.1258314367547
2414,Djibouti,2007,809402.0,1950034181.26287,-22.16403066344,-22.7394603011191,-21.6139873658425
2415,Dominica,2007,70950.0,683536398.737506,-22.2143206800537,-24.3374612194412,-23.9945574612597
2416,Dominican Republic,2007,9504353.0,97562538220.1724,-22.2792204786142,-24.1160251526062,-23.6835618394532
2417,Ecuador,2007,14205453.0,126139263988.069,-22.1580334548597,-24.037632689913,-23.6744584868983
2418,Egypt,2007,79537253.0,702734749195.364,-22.0566913044451,-24.5056664670738,-24.5118227287901
2419,El Salvador,2007,6083475.0,45254213323.704,-22.5115630181259,-23.9989099147987,-23.2018849345113
2420,Equatorial Guinea,2007,829327.0,29499762713.0689,-22.4429692119989,-28.149652306784,-24.8351398519661
2421,Eritrea,2007,5210000.0,6493506315.0,-23.2635580612939,-21.5825794374559,-22.3312805375407
2422,Estonia,2007,1340680.0,36712471044.4219,-21.340431352348,-23.5723411923078,-23.914384269252
2423,Ethiopia,2007,81000409.0,69416932546.6472,-23.1388886586457,-21.2962536436466,-20.8321315710603
2424,Faeroe Islands,2007,48448.0,48332500838.24408,-22.8910559555296,-22.0628636515291,-21.74697858579207
2425,Falkland Islands,2007,441630.0,27248069129.84095,-22.6432232524135,-22.8294736594116,-22.66182560052383
2426,Fiji,2007,834812.0,6163637421.43783,-22.3953905492974,-23.5960836672941,-23.5766726152556
2427,Finland,2007,5288720.0,224597452575.821,-21.9604479023969,-23.9477584645245,-24.3531150516867
2428,France,2007,64016229.0,2418025903541.57,-22.6168931335749,-24.6632195252402,-25.0957965967443
2429,French Guiana,2007,32138411.5,1620114707322.968,-22.5805571733237,-24.74993577705724,-24.4445533410368
2430,French Polynesia,2007,260594.0,822203511104.366,-22.5442212130725,-24.83665202887427,-23.7933100853293
2431,Gabon,2007,1489193.0,24292314885.7641,-22.5078852528213,-24.9233682806913,-23.1420668296218
2432,Gambia,2007,1539116.0,2336789485.34106,-22.6168954501328,-22.3161822163208,-21.9457875797991
2433,Georgia,2007,4082000.0,25272514514.7928,-22.217176343043,-23.3780529600177,-23.8767063943032
2434,Germany,2007,82266372.0,3329610265344.83,-22.1674437409112,-24.9169934525633,-25.6460305134524
2435,Ghana,2007,22700212.0,60732981409.8618,-22.6010639477743,-23.2311663510872,-22.1508178980206
2436,Gibraltar,2007,32510.0,207550633424.1424,-22.2643592082639,-24.02186161912635,-23.482081067626
2437,Greece,2007,11048473.0,354368285438.423,-21.9276544687535,-24.8125568871655,-24.8133442372314
2438,Greenland,2007,56555.0,177807916370.8011,-22.1534561671396,-25.36010068976255,-24.10299630485975
2439,Grenada,2007,103586.0,1247547303.17912,-22.3792578655257,-25.9076444923596,-23.3926483724881
2440,Guadeloupe,2007,131220.5,31489006000.24141,-22.48680758298767,-25.20538573521084,-23.28730071205233
2441,Guam,2007,158855.0,61730464697.3037,-22.59435730044963,-24.50312697806207,-23.18195305161657
2442,Guatemala,2007,13700286.0,91971923394.366,-22.7019070179116,-23.8008682209133,-23.0766053911808
2443,Guinea,2007,10096727.0,12086895082.6893,-22.5385893892695,-21.8532766967649,-21.0515691242766
2444,Guinea-Bissau,2007,1445958.0,1946874625.24453,-22.855556273228,-21.9298964715081,-21.8741397996641
2445,Guyana,2007,747869.0,3961912737.93338,-21.6547532461293,-22.3137350670534,-23.0761712629985
2446,Haiti,2007,9556889.0,15289133971.0025,-22.5490703217431,-22.9278607160982,-22.0272535837456
2447,Holy See,2007,8632430.5,23069009666.18335,-22.2517346824996,-23.03087126555535,-22.35203997280315
2448,Honduras,2007,7707972.0,30848885361.3642,-21.9543990432561,-23.1338818150125,-22.6768263618607
2449,Hong Kong,2007,6916300.0,317717133765.076,-22.0707662408893,-23.69258084240105,-25.2522792172128
2450,Hungary,2007,10055780.0,234732723001.289,-22.1871334385225,-24.2512798697896,-24.8355977631564
2451,Iceland,2007,311566.0,13549848051.407,-22.4585084867123,-24.5544696399631,-25.0829204544266
2452,India,2007,1179681239.0,4363233799306.5,-21.8955359055605,-23.643475397583,-22.6306462216312
2453,Indonesia,2007,232989141.0,1735909396809.55,-22.25022570074,-23.7960640563472,-23.0294391349772
2454,Iran,2007,72031103.0,1181926327464.0,-21.526836407781,-24.5249178621022,-24.6038846795637
2455,Iraq,2007,28390433.0,328627420735.618,-22.163252868225,-25.3334641060904,-24.2202727127456
2456,Ireland,2007,4398942.0,223615036318.379,-22.2874946197501,-23.9591510611589,-25.2632556363564
2457,Isle of Man,2007,77727.0,214262611241.971,-22.06578153847235,-24.8143083372559,-25.5076416556987
2458,Israel,2007,7180100.0,204910186165.563,-21.8440684571946,-25.6694656133529,-25.752027675041
2459,Italy,2007,58438310.0,2256420756935.67,-22.3026959561096,-25.1683036978906,-25.0382496023227
2460,Jamaica,2007,2775467.0,24095065994.4899,-21.4164751896148,-24.6007422506146,-23.1099677999649
2461,Japan,2007,128001000.0,4697292837736.4,-22.0550060430151,-26.1410714129817,-25.5445127938524
2462,Jordan,2007,6193191.0,58795192030.3421,-21.7315333984581,-25.0174047327441,-24.9384301581516
2463,Kazakhstan,2007,15484192.0,292422732234.684,-21.1542864559206,-24.1769051881698,-23.2554968267726
2464,Kenya,2007,38085909.0,91206288418.4869,-22.9696655779706,-22.3810438897607,-21.8334438999551
2465,Kiribati,2007,96311.0,183518804.787114,-21.9979702011672,-24.6330368687059,-23.4490725067361
2466,Kosovo,2007,1733404.0,12844818884.1281,-21.9889108025242,-26.0927781246235,-24.733793293651
2467,Kuwait,2007,2503410.0,242506397704.744,-21.9798514038812,-27.5525193805411,-26.0185140805659
2468,Kyrgyzstan,2007,5268400.0,13693656983.311,-21.4573974106133,-22.9311061033605,-23.7158605835199
2469,Laos,2007,5949787.0,19779438397.1638,-23.8036798562843,-22.459668341352,-22.4205475916052
2470,Latvia,2007,2200325.0,48186364401.7625,-22.4570736575383,-23.8088296829669,-23.6750035951988
2471,Lebanon,2007,4086466.0,54338516802.1746,-22.0810453869333,-25.3701999725542,-25.1047715617333
2472,Lesotho,2007,1982287.0,4174032358.09321,-21.4227541518368,-22.3593912271247,-21.7598001480615
2473,Liberia,2007,3512932.0,2307545832.5839,-21.964643531679,-23.1523887384944,-20.1385130303415
2474,Libya,2007,5970362.0,170882000000.0,-22.0209060987303,-25.3662314038469,-24.3437641151723
2475,Liechtenstein,2007,35322.0,122161128055.1579,-22.23479520240105,-24.4504386893512,-24.27250890704185
2476,Lithuania,2007,3231294.0,73440256110.3158,-22.4486843060718,-23.5346459748555,-24.2012536989114
2477,Luxembourg,2007,479993.0,46769517790.766,-22.1500326910338,-25.5825763005207,-24.4441293392737
2478,Macao,2007,503823.0,40176449449.3248,-21.83225035101055,-24.871696960324,-26.1293594231079
2479,Macedonia,2007,2065458.0,21647179203.148,-21.5144680109873,-24.1608176201273,-23.8520272092109
2480,Madagascar,2007,19433523.0,28428490862.2468,-23.4773219936026,-21.8790123956413,-21.689526034117
2481,Malawi,2007,13840969.0,12571902301.8889,-23.3791330834437,-22.313394513691,-21.5235384175962
2482,Malaysia,2007,26625845.0,550744285231.357,-21.7868124648587,-24.5814572333464,-24.1663116785591
2483,Maldives,2007,349000.0,3375469668.67914,-22.1877079791398,-27.3622406699936,-23.7077999492451
2484,Mali,2007,13675606.0,24409294915.3806,-23.9106585703653,-21.5073022940948,-22.1949871301627
2485,Malta,2007,406724.0,11267010092.2424,-22.1335439201842,-26.0777766803437,-25.082355724328
2486,Marshall Islands,2007,52137.0,175826283.379876,-21.2983700054865,-26.668619594187,-24.12051994758503
2487,Martinique,2007,1682401.0,5800022080.462789,-21.9229904909164,-24.3836573099661,-23.15868417084206
2488,Mauritania,2007,3312665.0,11424217877.5457,-22.5476109763463,-22.0986950257452,-22.1968483940991
2489,Mauritius,2007,1239630.0,17536299872.3465,-22.3667089265582,-24.8596415426673,-23.5277883380755
2490,Mayotte,2007,56537988.0,905933443728.8683,-22.2243313053572,-24.60899468957785,-24.11224529209435
2491,Mexico,2007,111836346.0,1794330587585.39,-22.0819536841562,-24.3583478364884,-24.6967022461132
2492,Micronesia,2007,105078.0,342818889.843944,-21.6243265201758,-23.7373613292415,-27.8286512216067
2493,Moldova,2007,3576910.0,12836175477.441,-21.2253433785524,-23.451989044379,-24.0975080304082
2494,Monaco,2007,35111.0,15560382609.74455,-21.14455409862305,-22.4278949764329,-23.79279633555
2495,Mongolia,2007,2591670.0,18284589742.0481,-21.0637648186937,-21.4038009084868,-23.4880846406918
2496,Montenegro,2007,615875.0,8410847008.41499,-22.1061000728089,-24.6112037814151,-21.0806529253712
2497,Montserrat,2007,15920878.0,96640055637.7485,-22.09587861023125,-24.22176843306565,-22.6864350690242
2498,Morocco,2007,31225881.0,184869264267.082,-22.0856571476536,-23.8323330847162,-24.2922172126772
2499,Mozambique,2007,22188387.0,18331217003.1052,-22.7990665209888,-21.2818029557121,-20.9531503058577
2500,Myanmar,2007,49171586.0,139669333592.17,-23.2952732095853,-22.6150585897763,-22.0572189849725
2501,Namibia,2007,2079915.0,16842217483.7141,-22.5954966409356,-22.2391097349623,-23.6967196602249
2502,Nauru,2007,10075.0,39848289.2758004,-20.6248832155722,-24.8183833602504,-22.63185601904225
2503,Nepal,2007,26214847.0,46162922314.0009,-23.5510591083917,-22.7538708199744,-21.5669923778596
2504,Netherlands,2007,16381696.0,762201299999.9,-22.25380926971,-24.8785646429656,-25.5711753254348
2505,Netherlands Antilles,2007,8309848.0,555046692319.729,-22.2238370700192,-24.2284416487561,-25.26740813558977
2506,New Caledonia,2007,238000.0,347892084639.558,-22.1938648703284,-23.5783186545466,-24.96364094574473
2507,New Zealand,2007,4223800.0,140737476959.387,-22.1638926706376,-22.9281956603371,-24.6598737558997
2508,Nicaragua,2007,5522106.0,22372726808.5859,-22.2998898927826,-22.8456270337611,-22.7293476764019
2509,Niger,2007,14668338.0,11338913487.1794,-23.3475406670733,-21.0639152627374,-21.0270028795545
2510,Nigeria,2007,146417024.0,666432522053.348,-22.7197041421299,-23.5756150123508,-22.0218755572556
2511,Niue,2007,105679112.3333333,594433224622.6956,-22.73805628898778,-23.80893093032804,-22.56965905473296
2512,Norfolk Island,2007,64941200.66666667,522433927192.0432,-22.75640843584566,-24.04224684830528,-23.11744255221032
2513,North Korea,2007,24203289.0,450434629761.3908,-22.77476058270354,-24.27556276628252,-23.66522604968768
2514,Northern Mariana Islands,2007,59513.0,378435332330.7384,-22.79311272956142,-24.50887868425976,-24.21300954716504
2515,Norway,2007,4709153.0,306436034900.086,-22.8114648764193,-24.742194602237,-24.7607930446424
2516,Oman,2007,2662762.0,114591048422.467,-21.7562870303143,-26.1842511646592,-25.2063051799905
2517,Pakistan,2007,160332974.0,687560936960.628,-22.2413397875271,-23.3673265384345,-22.7166877024756
2518,Palau,2007,20116.0,286471892.79647,-20.8196709390129,-26.7669364583357,-23.2274275617445
2519,Panama,2007,3453807.0,48132315530.0233,-22.5925080990696,-24.3918113996822,-23.7381674210134
2520,Papua New Guinea,2007,6627922.0,12175851359.899,-21.4119403388698,-21.5843149310016,-22.598017061114
2521,Paraguay,2007,5966159.0,39187243129.5966,-22.9977395643783,-22.2099319478536,-22.1861921823575
2522,Peru,2007,28292724.0,244706052052.742,-22.6790311870333,-23.9616319951745,-23.9313172895511
2523,Philippines,2007,89293490.0,462629876187.425,-22.5309537498902,-24.3033548887412,-23.2989609008332
2524,Pitcairn,2007,63707025.0,604196707539.118,-22.05787034983115,-24.1971899574773,-23.72408565142195
2525,Poland,2007,38120560.0,745763538890.811,-21.5847869497721,-24.0910250262134,-24.1492104020107
2526,Portugal,2007,10542964.0,290724726932.707,-22.2861673223106,-25.0566391419041,-24.5734191148858
2527,Puerto Rico,2007,3782995.0,137314061530.999,-22.0185523575853,-25.4297249463962,-29.8905672471765
2528,Qatar,2007,1189633.0,141366058696.533,-21.75093739286,-25.8028107508883,-25.8557599783933
2529,Republic of Congo,2007,3976246.0,18438703722.81,-21.9997151917981,-23.7833177305998,-22.9810388424162
