,country,year,DNT
1500,Guinea-Bissau,2003,-21.7203934749034
1501,Guyana,2003,-21.9408500653544
1502,Haiti,2003,-22.914463143936
1503,Holy See,2003,
1504,Honduras,2003,-22.8969634164896
1505,Hong Kong,2003,
1506,Hungary,2003,-24.0558392906073
1507,Iceland,2003,-24.3780903111404
1508,India,2003,-23.4780103284167
1509,Indonesia,2003,-23.6027512576435
1510,Iran,2003,-24.4112990901348
1511,Iraq,2003,-25.0933182013503
1512,Ireland,2003,-23.6418686082039
1513,Isle of Man,2003,
1514,Israel,2003,-25.5709302116889
1515,Italy,2003,-24.9955961312512
1516,Jamaica,2003,-24.3327331768675
1517,Japan,2003,-25.9763637927993
1518,Jordan,2003,-24.6548655202584
1519,Kazakhstan,2003,-23.9224919980122
1520,Kenya,2003,-22.5583586810304
1521,Kiribati,2003,-24.7030107650145
1522,Kosovo,2003,
1523,Kuwait,2003,-27.2123485348559
1524,Kyrgyzstan,2003,-22.7892286795588
1525,Laos,2003,-22.7157237066459
1526,Latvia,2003,-23.5099522035955
1527,Lebanon,2003,-25.174007648968
1528,Lesotho,2003,-22.2771763380918
1529,Liberia,2003,-23.054068608067
1530,Libya,2003,-25.4540487923495
1531,Liechtenstein,2003,
1532,Lithuania,2003,-23.1051666016854
1533,Luxembourg,2003,-25.3979135917006
1534,Macao,2003,
1535,Macedonia,2003,-24.0234436255517
1536,Madagascar,2003,-21.7621049394914
1537,Malawi,2003,-22.2546873041433
1538,Malaysia,2003,-24.5058296666888
1539,Maldives,2003,-27.5959031474499
1540,Mali,2003,-21.5617850983662
1541,Malta,2003,-25.9707205127654
1542,Marshall Islands,2003,-26.683628854468
1543,Martinique,2003,
1544,Mauritania,2003,-21.8224008015681
1545,Mauritius,2003,-24.6516544365944
1546,Mayotte,2003,
1547,Mexico,2003,-24.3199972033339
1548,Micronesia,2003,-23.7818844535163
1549,Moldova,2003,-23.2066543532318
1550,Monaco,2003,
1551,Mongolia,2003,-21.2982403203099
1552,Montenegro,2003,-24.1604848727948
1553,Montserrat,2003,
1554,Morocco,2003,-23.7091676382556
1555,Mozambique,2003,-20.9743415499829
1556,Myanmar,2003,-22.423379125021
1557,Namibia,2003,-22.1538738029934
1558,Nauru,2003,
1559,Nepal,2003,-22.6523711919571
1560,Netherlands,2003,-24.5885190594396
1561,Netherlands Antilles,2003,
1562,New Caledonia,2003,
1563,New Zealand,2003,-22.7607605682689
1564,Nicaragua,2003,-22.6451329713928
1565,Niger,2003,-21.0988643750033
1566,Nigeria,2003,-23.1602797687455
1567,Niue,2003,
1568,Norfolk Island,2003,
1569,North Korea,2003,
1570,Northern Mariana Islands,2003,
1571,Norway,2003,-24.5701934779093
1572,Oman,2003,-26.1592966110945
1573,Pakistan,2003,-23.2300018545448
1574,Palau,2003,-26.7429889958512
1575,Panama,2003,-24.0462935010503
1576,Papua New Guinea,2003,-21.3504164687624
1577,Paraguay,2003,-22.2090646169128
1578,Peru,2003,-23.7723025539589
1579,Philippines,2003,-24.0816235234311
1580,Pitcairn,2003,
1581,Poland,2003,-23.9003106444217
1582,Portugal,2003,-24.8693691168496
1583,Puerto Rico,2003,
1584,Qatar,2003,-26.1928426364524
1585,Republic of Congo,2003,-23.6398649802604
1586,Reunion,2003,
1587,Romania,2003,-23.9545840562249
1588,Russia,2003,-24.1102844612514
1589,Rwanda,2003,-22.5991594481419
1590,Saint Helena,2003,
1591,Saint Kitts and Nevis,2003,-24.7569995579869
1592,Saint Lucia,2003,-25.1302401738764
1593,Saint Pierre and Miquelon,2003,
1594,Saint Vincent and the Grenadines,2003,-25.4671528946206
1595,Samoa,2003,-23.6686140660955
1596,San Marino,2003,
1597,Sao Tome and Principe,2003,-23.4552138323614
1598,Saudi Arabia,2003,-25.7575073483623
1599,Senegal,2003,-21.9153925517329
1600,Serbia,2003,-23.6203189852228
1601,Seychelles,2003,-26.0846725644511
1602,Sierra Leone,2003,-23.0489358786191
1603,Singapore,2003,-26.0709432965071
1604,Sint Maarten,2003,
1605,Slovakia,2003,-24.2405656563711
1606,Slovenia,2003,-24.6839541977574
1607,Solomon Islands,2003,-24.3116959905711
1608,Somalia,2003,-19.6352610515542
1609,South Africa,2003,-23.8380616142999
1610,South Korea,2003,-24.9575424555667
1611,South Sudan,2003,
1612,Spain,2003,-24.6728692186033
1613,Sri Lanka,2003,-24.3517060620128
1614,State of Palestine,2003,
1615,Sudan,2003,-21.3251511485367
1616,Suriname,2003,-23.2547684357376
1617,Svalbard and Jan Mayen Islands,2003,
1618,Swaziland,2003,-23.4918469925863
1619,Sweden,2003,-24.8164502147335
1620,Switzerland,2003,-25.7247728491461
1621,Syria,2003,-23.4408080580908
1622,Taiwan,2003,-25.4401400654993
1623,Tajikistan,2003,-22.9849599536492
1624,Tanzania,2003,-21.5710079417192
1625,Thailand,2003,-24.2863398593695
1626,Timor-Leste,2003,
1627,Togo,2003,-22.2632303784671
1628,Tokelau,2003,
1629,Tonga,2003,-22.5551603923282
1630,Trinidad and Tobago,2003,-25.3566280279607
1631,Tunisia,2003,-24.158997128749
1632,Turkey,2003,-24.2161361986549
1633,Turkmenistan,2003,-22.798137913429
1634,Turks and Caicos Islands,2003,
1635,Tuvalu,2003,-23.8693927124647
1636,Uganda,2003,-21.858612093779
1637,Ukraine,2003,-23.4386339961732
1638,United Arab Emirates,2003,-24.9972841630132
1639,United Kingdom,2003,-24.8702195067653
1640,United States of America,2003,-24.6215057503643
1641,United States Virgin Islands,2003,
1642,Uruguay,2003,-22.3574962133713
1643,Uzbekistan,2003,-23.0650262081393
1644,Vanuatu,2003,-22.1025051414873
1645,Venezuela,2003,-23.8003147143109
1646,Viet Nam,2003,-23.1750411494768
1647,Wallis and Futuna Islands,2003,
1648,Western Sahara,2003,
1649,Yemen,2003,-23.938885143437
1650,Zambia,2003,-20.3805427258332
1651,Zimbabwe,2003,-22.2136880584791
1652,Afghanistan,2004,-22.6056564218864
1653,Albania,2004,-23.4667407675091
1654,Algeria,2004,-24.9641740630985
1655,American Samoa,2004,
1656,Andorra,2004,
1657,Angola,2004,-21.7923259986393
1658,Anguilla,2004,
1659,Antigua and Barbuda,2004,-25.2904051421931
1660,Argentina,2004,-23.2160545755537
1661,Armenia,2004,-23.7852772452552
1662,Aruba,2004,
1663,Australia,2004,-22.9498902690989
1664,Austria,2004,-25.0623189938885
1665,Azerbaijan,2004,-23.6094270143301
1666,Bahamas,2004,-25.3993937830124
1667,Bahrain,2004,-27.4265222780539
1668,Bangladesh,2004,-23.1362010053153
1669,Barbados,2004,-25.0449295933825
1670,Belarus,2004,-22.8402455508014
1671,Belgium,2004,-24.5643538047634
1672,Belize,2004,-23.3098203103901
1673,Benin,2004,-22.4469382338284
1674,Bermuda,2004,
1675,Bhutan,2004,-23.8891181960119
1676,Bolivia,2004,-21.9271018963783
1677,Bosnia and Herzegovina,2004,-23.3753293435178
1678,Botswana,2004,-22.5848090316658
1679,Brazil,2004,-23.3500645803633
1680,British Virgin Islands,2004,
1681,Brunei Darussalam,2004,-26.3766881921153
1682,Bulgaria,2004,-23.7593989330901
1683,Burkina Faso,2004,-21.3475841622421
1684,Burundi,2004,-22.1937499042296
1685,Cambodia,2004,-22.2567279752616
1686,Cameroon,2004,-20.350009568998
1687,Canada,2004,-23.864912553305
1688,Cape Verde,2004,-23.8519309079668
1689,Cayman Islands,2004,
1690,Central African Republic,2004,-18.5439913709095
1691,Chad,2004,-21.1995640316928
1692,Chile,2004,-24.3539287498602
1693,China,2004,-23.5795749470487
1694,Colombia,2004,-23.6558658679611
1695,Comoros,2004,-23.6913117598395
1696,Cook Islands,2004,
1697,Costa Rica,2004,-24.1423575790046
1698,Cote d'Ivoire,2004,-23.6052671611242
1699,Croatia,2004,-24.140090947435
1700,Cuba,2004,-24.3970696437458
1701,Curacao,2004,
1702,Cyprus,2004,-25.0949554347646
1703,Czech Republic,2004,-24.4899939823173
1704,Dem. Rep. Congo,2004,-21.1013292588819
1705,Denmark,2004,-24.5442817251882
1706,Djibouti,2004,-22.6029599135785
1707,Dominica,2004,-24.3553087438522
1708,Dominican Republic,2004,-23.9760061290763
1709,Ecuador,2004,-23.8612523372101
1710,Egypt,2004,-24.261454604614
1711,El Salvador,2004,-24.0176807401958
1712,Equatorial Guinea,2004,-27.8179966719622
1713,Eritrea,2004,-21.5495124341306
1714,Estonia,2004,-23.3130088837136
1715,Ethiopia,2004,-21.1588739868858
1716,Faeroe Islands,2004,
1717,Falkland Islands,2004,
1718,Fiji,2004,-23.5112789823622
1719,Finland,2004,-23.7827849433698
1720,France,2004,-24.5594246435478
1721,French Guiana,2004,
1722,French Polynesia,2004,
1723,Gabon,2004,-24.9048217943498
1724,Gambia,2004,-22.3317203802159
1725,Georgia,2004,-23.016248279463
1726,Germany,2004,-24.8451059233184
1727,Ghana,2004,-23.2415556570492
1728,Gibraltar,2004,
1729,Greece,2004,-24.6220678917769
1730,Greenland,2004,
1731,Grenada,2004,-25.8172341321662
1732,Guadeloupe,2004,
1733,Guam,2004,
1734,Guatemala,2004,-23.7754333773848
1735,Guinea,2004,-21.8337703493242
1736,Guinea-Bissau,2004,-21.8803257480206
1737,Guyana,2004,-22.176524071048
1738,Haiti,2004,-22.8777995198486
1739,Holy See,2004,
1740,Honduras,2004,-23.0387749146545
1741,Hong Kong,2004,
1742,Hungary,2004,-24.0326714479486
1743,Iceland,2004,-24.468052230786
1744,India,2004,-23.519918603237
1745,Indonesia,2004,-23.5546439235641
1746,Iran,2004,-24.3605526202046
1747,Iraq,2004,-25.3095847473015
1748,Ireland,2004,-23.7238965826046
1749,Isle of Man,2004,
1750,Israel,2004,-25.6121614739375
1751,Italy,2004,-25.0002204934701
1752,Jamaica,2004,-24.368133287736
1753,Japan,2004,-26.0299196755975
1754,Jordan,2004,-25.0209232242029
1755,Kazakhstan,2004,-23.8649032165479
1756,Kenya,2004,-22.5756714706767
1757,Kiribati,2004,-24.6643622544359
1758,Kosovo,2004,
1759,Kuwait,2004,-27.3255611799199
1760,Kyrgyzstan,2004,-22.8702917102123
1761,Laos,2004,-22.3121482487692
1762,Latvia,2004,-23.5441483358084
1763,Lebanon,2004,-25.1979579306143
1764,Lesotho,2004,-22.4426438470369
1765,Liberia,2004,-23.1033938707048
1766,Libya,2004,-25.36041052816
1767,Liechtenstein,2004,
1768,Lithuania,2004,-23.1145630023256
1769,Luxembourg,2004,-25.3647763025707
1770,Macao,2004,
1771,Macedonia,2004,-23.9966994478262
1772,Madagascar,2004,-21.9439993734598
1773,Malawi,2004,-22.3340356418608
1774,Malaysia,2004,-24.4544077734741
1775,Maldives,2004,-27.678506322823
1776,Mali,2004,-21.3401051464358
1777,Malta,2004,-25.9944630227098
1778,Marshall Islands,2004,-26.65734904393
1779,Martinique,2004,
1780,Mauritania,2004,-21.8264824619036
1781,Mauritius,2004,-24.7164408842536
1782,Mayotte,2004,
1783,Mexico,2004,-24.3556506465494
1784,Micronesia,2004,-23.7497922819805
1785,Moldova,2004,-23.1942425104935
1786,Monaco,2004,
1787,Mongolia,2004,-21.410206573961
1788,Montenegro,2004,-23.9287737404171
1789,Montserrat,2004,
1790,Morocco,2004,-23.7187989303234
1791,Mozambique,2004,-21.1387729520476
1792,Myanmar,2004,-22.3318712288178
1793,Namibia,2004,-22.2071607015606
1794,Nauru,2004,
1795,Nepal,2004,-22.6769196024289
1796,Netherlands,2004,-24.606373894898
1797,Netherlands Antilles,2004,
1798,New Caledonia,2004,
1799,New Zealand,2004,-22.8243028452194
1800,Nicaragua,2004,-22.7877990510789
1801,Niger,2004,-21.0722720339595
1802,Nigeria,2004,-23.4331705180455
1803,Niue,2004,
1804,Norfolk Island,2004,
1805,North Korea,2004,
1806,Northern Mariana Islands,2004,
1807,Norway,2004,-24.6078333518335
1808,Oman,2004,-26.1124858096989
1809,Pakistan,2004,-23.2695784311468
1810,Palau,2004,-26.8018612565223
1811,Panama,2004,-24.140257080266
1812,Papua New Guinea,2004,-21.168064818582
1813,Paraguay,2004,-22.3395334663516
1814,Peru,2004,-23.8156804441805
1815,Philippines,2004,-24.1038811659835
1816,Pitcairn,2004,
1817,Poland,2004,-23.947049064394
1818,Portugal,2004,-24.9029640493428
1819,Puerto Rico,2004,
1820,Qatar,2004,-25.6121145366502
1821,Republic of Congo,2004,-23.6536122581764
1822,Reunion,2004,
1823,Romania,2004,-23.9638319772665
1824,Russia,2004,-24.4992451215784
1825,Rwanda,2004,-22.613282074068
1826,Saint Helena,2004,
1827,Saint Kitts and Nevis,2004,-24.8649143763387
1828,Saint Lucia,2004,-25.1874650154426
1829,Saint Pierre and Miquelon,2004,
1830,Saint Vincent and the Grenadines,2004,-25.5078651688436
1831,Samoa,2004,-23.7173913802799
1832,San Marino,2004,
1833,Sao Tome and Principe,2004,-23.4675994822304
1834,Saudi Arabia,2004,-25.8376767253082
1835,Senegal,2004,-21.8465388256082
1836,Serbia,2004,-23.4615948325383
1837,Seychelles,2004,-26.1832265463851
1838,Sierra Leone,2004,-23.0448860782208
1839,Singapore,2004,-26.135839930846
1840,Sint Maarten,2004,
1841,Slovakia,2004,-24.241778559638
1842,Slovenia,2004,-24.7738577318793
1843,Solomon Islands,2004,-24.3272797171752
1844,Somalia,2004,-19.7318042215795
1845,South Africa,2004,-23.9000664464605
1846,South Korea,2004,-24.9717159909232
1847,South Sudan,2004,
1848,Spain,2004,-24.7309145674439
1849,Sri Lanka,2004,-24.3800501242154
1850,State of Palestine,2004,
1851,Sudan,2004,-21.3306363409702
1852,Suriname,2004,-23.4167093437565
1853,Svalbard and Jan Mayen Islands,2004,
1854,Swaziland,2004,-23.4739313894946
1855,Sweden,2004,-24.8644541332413
1856,Switzerland,2004,-25.7423896447543
1857,Syria,2004,-23.5255995592637
1858,Taiwan,2004,-25.5096279807802
1859,Tajikistan,2004,-22.879714019297
1860,Tanzania,2004,-21.6701593019275
1861,Thailand,2004,-24.3379679435562
1862,Timor-Leste,2004,
1863,Togo,2004,-22.4129002050096
1864,Tokelau,2004,
1865,Tonga,2004,-22.8210245012161
1866,Trinidad and Tobago,2004,-25.4620129285016
1867,Tunisia,2004,-24.21605676272
1868,Turkey,2004,-24.3145198609348
1869,Turkmenistan,2004,-22.8172830044765
1870,Turks and Caicos Islands,2004,
1871,Tuvalu,2004,-23.8553539701389
1872,Uganda,2004,-21.9481468216904
1873,Ukraine,2004,-23.5236625091416
1874,United Arab Emirates,2004,-25.0626853787171
1875,United Kingdom,2004,-24.9239357737163
1876,United States of America,2004,-24.6628705023229
1877,United States Virgin Islands,2004,
1878,Uruguay,2004,-22.3676479098422
1879,Uzbekistan,2004,-23.0986367797205
1880,Vanuatu,2004,-22.1143629677753
1881,Venezuela,2004,-24.0467332284135
1882,Viet Nam,2004,-23.1402008208421
1883,Wallis and Futuna Islands,2004,
1884,Western Sahara,2004,
1885,Yemen,2004,-23.9361566059222
1886,Zambia,2004,-20.3864644188102
1887,Zimbabwe,2004,-22.0906132742662
1888,Afghanistan,2005,-22.6688893710972
1889,Albania,2005,-23.5186573109918
1890,Algeria,2005,-25.1430911199419
1891,American Samoa,2005,
1892,Andorra,2005,
1893,Angola,2005,-21.9591307711202
1894,Anguilla,2005,
1895,Antigua and Barbuda,2005,-25.342502224174
1896,Argentina,2005,-23.3235712554211
1897,Armenia,2005,-23.9506789460605
1898,Aruba,2005,
1899,Australia,2005,-23.2299548803726
1900,Austria,2005,-25.1122532524545
1901,Azerbaijan,2005,-23.8290269218661
1902,Bahamas,2005,-25.8120691423865
1903,Bahrain,2005,-26.990402084181
1904,Bangladesh,2005,-23.1671051052727
1905,Barbados,2005,-25.2991804099249
1906,Belarus,2005,-22.8987117313098
1907,Belgium,2005,-24.6204053998228
1908,Belize,2005,-22.9757090813489
1909,Benin,2005,-22.2449748477905
1910,Bermuda,2005,
1911,Bhutan,2005,-23.8884160181263
1912,Bolivia,2005,-22.1529585604682
1913,Bosnia and Herzegovina,2005,-23.4971088468732
1914,Botswana,2005,-22.4226039794828
1915,Brazil,2005,-23.3506189330014
1916,British Virgin Islands,2005,
1917,Brunei Darussalam,2005,-26.3409856680276
1918,Bulgaria,2005,-23.9373716894218
1919,Burkina Faso,2005,-21.3793785283702
1920,Burundi,2005,-22.184129709377
1921,Cambodia,2005,-22.5068110675985
1922,Cameroon,2005,-20.3583960267419
1923,Canada,2005,-23.8765620309328
1924,Cape Verde,2005,-23.8730822678506
1925,Cayman Islands,2005,
1926,Central African Republic,2005,-18.4933470487586
1927,Chad,2005,-21.3093626982664
1928,Chile,2005,-24.4431055097775
1929,China,2005,-23.6641527650535
1930,Colombia,2005,-23.6598908325366
1931,Comoros,2005,-23.6539937434436
1932,Cook Islands,2005,
1933,Costa Rica,2005,-24.0434896016581
1934,Cote d'Ivoire,2005,-23.4239637739207
1935,Croatia,2005,-24.245215124702
1936,Cuba,2005,-24.5593736944493
1937,Curacao,2005,
1938,Cyprus,2005,-25.1828419348487
1939,Czech Republic,2005,-24.55498209128
1940,Dem. Rep. Congo,2005,-21.1899888652412
1941,Denmark,2005,-24.6099900695269
1942,Djibouti,2005,-22.6320622336247
1943,Dominica,2005,-24.3364372442121
1944,Dominican Republic,2005,-24.0409030415371
1945,Ecuador,2005,-23.9530972107041
1946,Egypt,2005,-24.2585152285698
1947,El Salvador,2005,-23.9573409177603
1948,Equatorial Guinea,2005,-27.9605609209694
1949,Eritrea,2005,-21.5707882406544
1950,Estonia,2005,-23.4172416933586
1951,Ethiopia,2005,-21.2217713257651
1952,Faeroe Islands,2005,
1953,Falkland Islands,2005,
1954,Fiji,2005,-23.5541459051342
1955,Finland,2005,-23.8340962022624
1956,France,2005,-24.6151681558943
1957,French Guiana,2005,
1958,French Polynesia,2005,
1959,Gabon,2005,-25.0098002664868
1960,Gambia,2005,-22.3480285123592
1961,Georgia,2005,-23.0868536391488
1962,Germany,2005,-24.8562215370353
1963,Ghana,2005,-22.9905516912869
1964,Gibraltar,2005,
1965,Greece,2005,-24.6600410006534
1966,Greenland,2005,
1967,Grenada,2005,-25.9463395265951
1968,Guadeloupe,2005,
1969,Guam,2005,
1970,Guatemala,2005,-23.5737562144464
1971,Guinea,2005,-21.7999077719427
1972,Guinea-Bissau,2005,-22.0096617995988
1973,Guyana,2005,-22.0870201362177
1974,Haiti,2005,-22.8867456150417
1975,Holy See,2005,
1976,Honduras,2005,-22.9594297891994
1977,Hong Kong,2005,
1978,Hungary,2005,-24.1149310883436
1979,Iceland,2005,-24.5217087079156
1980,India,2005,-23.5617837855649
1981,Indonesia,2005,-23.6581302534979
1982,Iran,2005,-24.4103947382885
1983,Iraq,2005,-25.1813401202519
1984,Ireland,2005,-23.8128211290942
1985,Isle of Man,2005,
1986,Israel,2005,-25.6533154029352
1987,Italy,2005,-25.0361777958908
1988,Jamaica,2005,-24.3990600095825
1989,Japan,2005,-26.0913670108957
1990,Jordan,2005,-25.0314543700934
1991,Kazakhstan,2005,-23.9390334380635
1992,Kenya,2005,-22.6150791074361
1993,Kiribati,2005,-24.6914466727249
1994,Kosovo,2005,
1995,Kuwait,2005,-26.6516558158811
1996,Kyrgyzstan,2005,-22.8414687057222
1997,Laos,2005,-22.5546965335433
1998,Latvia,2005,-23.632051166064
1999,Lebanon,2005,-25.3327541263749
2000,Lesotho,2005,-22.3003262953038
2001,Liberia,2005,-23.0796126802196
2002,Libya,2005,-25.3058121152228
2003,Liechtenstein,2005,
2004,Lithuania,2005,-23.2224622363428
2005,Luxembourg,2005,-25.4176451188301
2006,Macao,2005,
2007,Macedonia,2005,-24.0568037829849
2008,Madagascar,2005,-21.7649000135209
2009,Malawi,2005,-22.2980681696177
2010,Malaysia,2005,-24.4556589842652
2011,Maldives,2005,-27.5394277629629
2012,Mali,2005,-21.4653735800846
2013,Malta,2005,-26.0170101950692
2014,Marshall Islands,2005,-26.659397255269
2015,Martinique,2005,
2016,Mauritania,2005,-21.9125846772303
2017,Mauritius,2005,-24.7424391983475
2018,Mayotte,2005,
2019,Mexico,2005,-24.2963691662749
2020,Micronesia,2005,-23.7705339605201
2021,Moldova,2005,-23.2845124869279
2022,Monaco,2005,
2023,Mongolia,2005,-21.4355203547686
2024,Montenegro,2005,-24.0506163953448
2025,Montserrat,2005,
2026,Morocco,2005,-23.7032992867581
2027,Mozambique,2005,-21.1148098361479
2028,Myanmar,2005,-22.5988582300494
2029,Namibia,2005,-22.1478081005363
2030,Nauru,2005,
2031,Nepal,2005,-22.7097321968075
2032,Netherlands,2005,-24.6376634233248
2033,Netherlands Antilles,2005,
2034,New Caledonia,2005,
2035,New Zealand,2005,-22.8518619612255
2036,Nicaragua,2005,-22.7535454642407
2037,Niger,2005,-21.0609129064392
2038,Nigeria,2005,-23.3855074339291
2039,Niue,2005,
2040,Norfolk Island,2005,
2041,North Korea,2005,
2042,Northern Mariana Islands,2005,
2043,Norway,2005,-24.6352947107394
2044,Oman,2005,-25.7863900942416
2045,Pakistan,2005,-23.2912207121964
2046,Palau,2005,-26.8061326968885
2047,Panama,2005,-24.1820401084415
2048,Papua New Guinea,2005,-21.4917390913091
2049,Paraguay,2005,-22.3014515837382
2050,Peru,2005,-23.8521238513316
2051,Philippines,2005,-24.1861661364703
2052,Pitcairn,2005,
2053,Poland,2005,-23.9568133806822
2054,Portugal,2005,-24.8881087464934
2055,Puerto Rico,2005,
2056,Qatar,2005,-26.1531713272968
2057,Republic of Congo,2005,-23.5850027802377
2058,Reunion,2005,
2059,Romania,2005,-24.0024463536147
2060,Russia,2005,-24.5444737457504
2061,Rwanda,2005,-22.6489591882905
2062,Saint Helena,2005,
2063,Saint Kitts and Nevis,2005,-24.9250544509349
2064,Saint Lucia,2005,-25.1646350950196
2065,Saint Pierre and Miquelon,2005,
2066,Saint Vincent and the Grenadines,2005,-25.5220170767751
2067,Samoa,2005,-23.756376138558
2068,San Marino,2005,
2069,Sao Tome and Principe,2005,-23.5049731718062
2070,Saudi Arabia,2005,-25.9487433815794
2071,Senegal,2005,-21.8580462526975
2072,Serbia,2005,-23.5745282991366
2073,Seychelles,2005,-26.2649538988186
2074,Sierra Leone,2005,-23.0714598370387
2075,Singapore,2005,-26.1974923969445
2076,Sint Maarten,2005,
2077,Slovakia,2005,-24.3128632156978
2078,Slovenia,2005,-24.8328978278008
2079,Solomon Islands,2005,-24.3688359360506
2080,Somalia,2005,-19.8097159494084
2081,South Africa,2005,-23.9148584429888
2082,South Korea,2005,-24.9890887591132
2083,South Sudan,2005,
2084,Spain,2005,-24.8419831270719
2085,Sri Lanka,2005,-24.3755811334513
2086,State of Palestine,2005,
2087,Sudan,2005,-21.3714442415088
2088,Suriname,2005,-23.5879060205972
2089,Svalbard and Jan Mayen Islands,2005,
2090,Swaziland,2005,-23.5138386316053
2091,Sweden,2005,-24.9243894186778
2092,Switzerland,2005,-25.7635335834445
2093,Syria,2005,-23.5425178963682
2094,Taiwan,2005,-25.610845248453
2095,Tajikistan,2005,-22.8823831749363
2096,Tanzania,2005,-21.6859173696041
2097,Thailand,2005,-24.4212009095787
2098,Timor-Leste,2005,-22.612881681937
2099,Togo,2005,-22.0804316896053
2100,Tokelau,2005,
2101,Tonga,2005,-22.8512947175108
2102,Trinidad and Tobago,2005,-25.5059246168164
2103,Tunisia,2005,-24.2032703480718
2104,Turkey,2005,-24.4011526576856
2105,Turkmenistan,2005,-22.9114716911806
2106,Turks and Caicos Islands,2005,
2107,Tuvalu,2005,-23.8151102307013
2108,Uganda,2005,-21.8913579630895
2109,Ukraine,2005,-23.5664204100601
2110,United Arab Emirates,2005,-25.0697042969984
2111,United Kingdom,2005,-24.9866852415477
2112,United States of America,2005,-24.7236352186407
2113,United States Virgin Islands,2005,
2114,Uruguay,2005,-22.4346591968133
2115,Uzbekistan,2005,-23.1207132576022
2116,Vanuatu,2005,-22.1386732218815
2117,Venezuela,2005,-24.1106175387644
2118,Viet Nam,2005,-23.3256231281934
2119,Wallis and Futuna Islands,2005,
2120,Western Sahara,2005,
2121,Yemen,2005,-23.999898116554
2122,Zambia,2005,-20.380123738643
2123,Zimbabwe,2005,-22.084862867579
2124,Afghanistan,2006,-22.7283029870701
2125,Albania,2006,-23.6125470525978
2126,Algeria,2006,-25.0866246038887
2127,American Samoa,2006,
2128,Andorra,2006,
2129,Angola,2006,-22.272797276026
2130,Anguilla,2006,
2131,Antigua and Barbuda,2006,-25.4631320977527
2132,Argentina,2006,-23.3565417540352
2133,Armenia,2006,-24.0363347983339
2134,Aruba,2006,
2135,Australia,2006,-23.0053857981293
2136,Austria,2006,-25.1543555270238
2137,Azerbaijan,2006,-24.0817725552883
2138,Bahamas,2006,-26.1181370609059
2139,Bahrain,2006,-26.4340035956413
2140,Bangladesh,2006,-23.1877429456556
2141,Barbados,2006,-25.3738856825397
2142,Belarus,2006,-22.9538580964247
2143,Belgium,2006,-24.6574733985375
2144,Belize,2006,-23.2941743478134
2145,Benin,2006,-22.4311942667888
2146,Bermuda,2006,
2147,Bhutan,2006,-23.9975277402122
2148,Bolivia,2006,-22.3750881218317
2149,Bosnia and Herzegovina,2006,-23.5702545623491
2150,Botswana,2006,-22.2726326342304
2151,Brazil,2006,-23.4243657503876
2152,British Virgin Islands,2006,
2153,Brunei Darussalam,2006,-26.4489083782162
2154,Bulgaria,2006,-24.0701545131305
2155,Burkina Faso,2006,-21.4839696728832
2156,Burundi,2006,-22.2101887351598
2157,Cambodia,2006,-22.5633585555248
2158,Cameroon,2006,-20.3965310810122
2159,Canada,2006,-23.9272232311602
2160,Cape Verde,2006,-23.8836375728368
2161,Cayman Islands,2006,
2162,Central African Republic,2006,-18.5359971787901
2163,Chad,2006,-21.35158131713
2164,Chile,2006,-24.4685836491188
2165,China,2006,-23.7620414503641
2166,Colombia,2006,-23.6974177332044
2167,Comoros,2006,-23.705990751762
2168,Cook Islands,2006,
2169,Costa Rica,2006,-24.1820897428552
2170,Cote d'Ivoire,2006,-23.4756906933944
2171,Croatia,2006,-24.1355418829126
2172,Cuba,2006,-24.6264181122462
2173,Curacao,2006,
2174,Cyprus,2006,-25.3033290174722
2175,Czech Republic,2006,-24.6358620724598
2176,Dem. Rep. Congo,2006,-21.1596940611373
2177,Denmark,2006,-24.6485305622421
2178,Djibouti,2006,-22.6899085363883
2179,Dominica,2006,-24.4542854685906
2180,Dominican Republic,2006,-24.0971090359243
2181,Ecuador,2006,-23.9536210108357
2182,Egypt,2006,-24.4832902318542
2183,El Salvador,2006,-24.0276376636076
2184,Equatorial Guinea,2006,-28.0212938222338
2185,Eritrea,2006,-21.5792620495398
2186,Estonia,2006,-23.5086658644458
2187,Ethiopia,2006,-21.2860191540774
2188,Faeroe Islands,2006,
2189,Falkland Islands,2006,
2190,Fiji,2006,-23.6123247307284
2191,Finland,2006,-23.9079770416387
2192,France,2006,-24.6530937458269
2193,French Guiana,2006,
2194,French Polynesia,2006,
2195,Gabon,2006,-24.9247418569311
2196,Gambia,2006,-22.2078045187728
2197,Georgia,2006,-23.1986861471258
2198,Germany,2006,-24.9168666505497
2199,Ghana,2006,-23.0895569638384
2200,Gibraltar,2006,
2201,Greece,2006,-24.7578487705407
2202,Greenland,2006,
2203,Grenada,2006,-25.8560067376063
2204,Guadeloupe,2006,
2205,Guam,2006,
2206,Guatemala,2006,-23.811785088481
2207,Guinea,2006,-21.7873814787569
2208,Guinea-Bissau,2006,-21.7977203112874
2209,Guyana,2006,-22.2563440469806
2210,Haiti,2006,-22.9083596564125
2211,Holy See,2006,
2212,Honduras,2006,-23.0597398995264
2213,Hong Kong,2006,
2214,Hungary,2006,-24.1893393773671
2215,Iceland,2006,-24.4975841088179
2216,India,2006,-23.6035998781509
2217,Indonesia,2006,-23.5609359152016
2218,Iran,2006,-24.3943823442435
2219,Iraq,2006,-25.2939303969062
2220,Ireland,2006,-23.8941830414454
