,country,year,DNT
764,Dominican Republic,2000,-24.1259565804639
765,Ecuador,2000,-23.78785382212
766,Egypt,2000,-24.3185685832729
767,El Salvador,2000,-24.0392873408585
768,Equatorial Guinea,2000,-26.746559113948
769,Eritrea,2000,-21.3781482892801
770,Estonia,2000,-23.0417779977271
771,Ethiopia,2000,-21.1063595691413
772,Faeroe Islands,2000,
773,Falkland Islands,2000,
774,Fiji,2000,-23.4652496513215
775,Finland,2000,-23.5338566029389
776,France,2000,-24.4322388121967
777,French Guiana,2000,
778,French Polynesia,2000,
779,Gabon,2000,-25.004283553219
780,Gambia,2000,-22.2467335078478
781,Georgia,2000,-22.7703019993537
782,Germany,2000,-24.8093677952952
783,Ghana,2000,-22.8715906333841
784,Gibraltar,2000,
785,Greece,2000,-24.3554547432281
786,Greenland,2000,
787,Grenada,2000,-25.7822612678763
788,Guadeloupe,2000,
789,Guam,2000,
790,Guatemala,2000,-23.6628616942473
791,Guinea,2000,-21.8265375572336
792,Guinea-Bissau,2000,-21.7313956475044
793,Guyana,2000,-22.2514742830431
794,Haiti,2000,-22.9112355726052
795,Holy See,2000,
796,Honduras,2000,-22.8018991971606
797,Hong Kong,2000,
798,Hungary,2000,-23.9259223401895
799,Iceland,2000,-24.2539623365041
800,India,2000,-23.3493986562366
801,Indonesia,2000,-23.5492987196534
802,Iran,2000,-24.2847727933589
803,Iraq,2000,-25.0396099211215
804,Ireland,2000,-23.4524959096418
805,Isle of Man,2000,
806,Israel,2000,-25.5853566225612
807,Italy,2000,-24.9373813584705
808,Jamaica,2000,-24.2968753577754
809,Japan,2000,-25.8585820705994
810,Jordan,2000,-24.9444805186228
811,Kazakhstan,2000,-23.7988684730127
812,Kenya,2000,-22.6067996388818
813,Kiribati,2000,-24.811831004145
814,Kosovo,2000,
815,Kuwait,2000,-27.197379484254
816,Kyrgyzstan,2000,-22.7196669401159
817,Laos,2000,-22.4629648813906
818,Latvia,2000,-23.2973659232118
819,Lebanon,2000,-25.0178241229666
820,Lesotho,2000,-22.1633424560324
821,Liberia,2000,-23.3351158648339
822,Libya,2000,-25.4807243240168
823,Liechtenstein,2000,
824,Lithuania,2000,-22.8813306981325
825,Luxembourg,2000,-25.6196898127956
826,Macao,2000,
827,Macedonia,2000,-23.8753079354779
828,Madagascar,2000,-21.7625156845468
829,Malawi,2000,-22.4260653121938
830,Malaysia,2000,-24.4814135275494
831,Maldives,2000,
832,Mali,2000,-21.2954598330666
833,Malta,2000,-25.9370931543179
834,Marshall Islands,2000,-26.685269851411
835,Martinique,2000,
836,Mauritania,2000,-21.7211882633438
837,Mauritius,2000,-24.5071133587913
838,Mayotte,2000,
839,Mexico,2000,-24.3435402494004
840,Micronesia,2000,-23.7443602167318
841,Moldova,2000,-23.0392413900068
842,Monaco,2000,
843,Mongolia,2000,-20.9063357003654
844,Montenegro,2000,-24.0803038837887
845,Montserrat,2000,
846,Morocco,2000,-23.6123086540953
847,Mozambique,2000,-20.9269285554504
848,Myanmar,2000,-22.0540178689374
849,Namibia,2000,-21.796713643832
850,Nauru,2000,
851,Nepal,2000,-22.5541703434813
852,Netherlands,2000,-24.5165463180865
853,Netherlands Antilles,2000,
854,New Caledonia,2000,
855,New Zealand,2000,-22.6975700373143
856,Nicaragua,2000,-22.7462756876863
857,Niger,2000,-21.0852413100263
858,Nigeria,2000,-23.0724684567043
859,Niue,2000,
860,Norfolk Island,2000,
861,North Korea,2000,
862,Northern Mariana Islands,2000,
863,Norway,2000,-24.5254423478872
864,Oman,2000,-26.2314454404246
865,Pakistan,2000,-23.1994958744466
866,Palau,2000,-26.7276889392945
867,Panama,2000,-24.0618024828356
868,Papua New Guinea,2000,-21.3910030152697
869,Paraguay,2000,-22.3334792620995
870,Peru,2000,-23.7101447503766
871,Philippines,2000,-24.043746922111
872,Pitcairn,2000,
873,Poland,2000,-23.845013302894
874,Portugal,2000,-24.868284693289
875,Puerto Rico,2000,
876,Qatar,2000,-26.347429667585
877,Republic of Congo,2000,-23.7160330011616
878,Reunion,2000,
879,Romania,2000,-23.7863141895216
880,Russia,2000,-24.1813650892711
881,Rwanda,2000,-22.562302147568
882,Saint Helena,2000,
883,Saint Kitts and Nevis,2000,-24.517091047091
884,Saint Lucia,2000,-24.6280023872242
885,Saint Pierre and Miquelon,2000,
886,Saint Vincent and the Grenadines,2000,-24.5676333998514
887,Samoa,2000,-23.2246791681142
888,San Marino,2000,
889,Sao Tome and Principe,2000,-23.4986310904968
890,Saudi Arabia,2000,-25.7714454285475
891,Senegal,2000,-21.6653406512857
892,Serbia,2000,-23.4883120497471
893,Seychelles,2000,-25.7837165979556
894,Sierra Leone,2000,-22.8629572122284
895,Singapore,2000,-26.0805769899947
896,Sint Maarten,2000,
897,Slovakia,2000,-24.1818829130435
898,Slovenia,2000,-24.5941561405191
899,Solomon Islands,2000,-24.3881521028415
900,Somalia,2000,-19.2474783019295
901,South Africa,2000,-23.7160853630302
902,South Korea,2000,-24.7951044860429
903,South Sudan,2000,
904,Spain,2000,-24.5836572468355
905,Sri Lanka,2000,-24.2855460392926
906,State of Palestine,2000,
907,Sudan,2000,-21.0604538044221
908,Suriname,2000,-23.2521173711934
909,Svalbard and Jan Mayen Islands,2000,
910,Swaziland,2000,-23.3587784364477
911,Sweden,2000,-24.7083609519499
912,Switzerland,2000,-25.6651810199881
913,Syria,2000,-23.3564334919441
914,Taiwan,2000,-25.3332658397256
915,Tajikistan,2000,-22.7527298111532
916,Tanzania,2000,-21.6123106070095
917,Thailand,2000,-24.2700375855889
918,Timor-Leste,2000,
919,Togo,2000,-22.2944025299021
920,Tokelau,2000,
921,Tonga,2000,-22.8690301635253
922,Trinidad and Tobago,2000,-25.1267136962597
923,Tunisia,2000,-24.0546015132505
924,Turkey,2000,-24.050581442529
925,Turkmenistan,2000,-22.8948203424395
926,Turks and Caicos Islands,2000,
927,Tuvalu,2000,-23.846583360319
928,Uganda,2000,-21.8146212881671
929,Ukraine,2000,-23.1792862990706
930,United Arab Emirates,2000,-25.1268562460395
931,United Kingdom,2000,-24.6986737320196
932,United States of America,2000,-24.5489161609479
933,United States Virgin Islands,2000,
934,Uruguay,2000,-22.5444988953568
935,Uzbekistan,2000,-22.5509433010905
936,Vanuatu,2000,-22.1457496836465
937,Venezuela,2000,-24.0856077748523
938,Viet Nam,2000,-23.0056037714496
939,Wallis and Futuna Islands,2000,
940,Western Sahara,2000,
941,Yemen,2000,-23.9488615443676
942,Zambia,2000,-20.307211056358
943,Zimbabwe,2000,-22.362013159826
944,Afghanistan,2001,
945,Albania,2001,-23.410836135681
946,Algeria,2001,-24.9369089371575
947,American Samoa,2001,
948,Andorra,2001,
949,Angola,2001,-21.9044383350399
950,Anguilla,2001,
951,Antigua and Barbuda,2001,-25.1976968589545
952,Argentina,2001,-23.2148004587076
953,Armenia,2001,-23.6377578837746
954,Aruba,2001,
955,Australia,2001,-22.6125401990345
956,Austria,2001,-24.8862862277904
957,Azerbaijan,2001,-23.421353810229
958,Bahamas,2001,-26.1609250481335
959,Bahrain,2001,-27.3997524215873
960,Bangladesh,2001,-23.0107174957996
961,Barbados,2001,-25.1330109605375
962,Belarus,2001,-22.6309544133588
963,Belgium,2001,-24.5338633102371
964,Belize,2001,-23.1330866816352
965,Benin,2001,-22.3432930021169
966,Bermuda,2001,
967,Bhutan,2001,-23.6975221685806
968,Bolivia,2001,-22.5519302973929
969,Bosnia and Herzegovina,2001,-23.2595857686931
970,Botswana,2001,-21.7787422548091
971,Brazil,2001,-23.4188905895244
972,British Virgin Islands,2001,
973,Brunei Darussalam,2001,-26.4332665984723
974,Bulgaria,2001,-23.7035736966814
975,Burkina Faso,2001,-21.4045497770756
976,Burundi,2001,-22.1416340155394
977,Cambodia,2001,-22.2971763137133
978,Cameroon,2001,-20.2307277684367
979,Canada,2001,-23.9145318345796
980,Cape Verde,2001,-23.7035056928717
981,Cayman Islands,2001,
982,Central African Republic,2001,-18.549673647566
983,Chad,2001,-20.7809811254357
984,Chile,2001,-24.3302668534098
985,China,2001,-23.3517576546677
986,Colombia,2001,-23.5681999054551
987,Comoros,2001,-23.5689377708039
988,Cook Islands,2001,
989,Costa Rica,2001,-24.0245892314617
990,Cote d'Ivoire,2001,-23.4955987891396
991,Croatia,2001,-24.1213830536585
992,Cuba,2001,-24.1573077119781
993,Curacao,2001,
994,Cyprus,2001,-25.071514084436
995,Czech Republic,2001,-24.2917904558635
996,Dem. Rep. Congo,2001,-21.0980954014539
997,Denmark,2001,-24.3438063301116
998,Djibouti,2001,-22.5201119508181
999,Dominica,2001,-24.0369507039549
1000,Dominican Republic,2001,-24.0777618920524
1001,Ecuador,2001,-23.5930088465469
1002,Egypt,2001,-24.3271720511695
1003,El Salvador,2001,-23.9970204958931
1004,Equatorial Guinea,2001,-27.2205691565871
1005,Eritrea,2001,-21.5004784696433
1006,Estonia,2001,-23.1254345846472
1007,Ethiopia,2001,-21.1729786166995
1008,Faeroe Islands,2001,
1009,Falkland Islands,2001,
1010,Fiji,2001,-23.4298842429733
1011,Finland,2001,-23.5996388184544
1012,France,2001,-24.4609091625569
1013,French Guiana,2001,
1014,French Polynesia,2001,
1015,Gabon,2001,-25.1056637582535
1016,Gambia,2001,-22.3064788353924
1017,Georgia,2001,-22.8265030361531
1018,Germany,2001,-24.8289231263402
1019,Ghana,2001,-22.9093117323575
1020,Gibraltar,2001,
1021,Greece,2001,-24.4289157691902
1022,Greenland,2001,
1023,Grenada,2001,-25.7494035059346
1024,Guadeloupe,2001,
1025,Guam,2001,
1026,Guatemala,2001,-23.7966739767163
1027,Guinea,2001,-21.8524940479299
1028,Guinea-Bissau,2001,-21.7674542402028
1029,Guyana,2001,-22.3046735168193
1030,Haiti,2001,-22.8997384160151
1031,Holy See,2001,
1032,Honduras,2001,-22.9510159505418
1033,Hong Kong,2001,
1034,Hungary,2001,-23.9084052257831
1035,Iceland,2001,-24.3840687269253
1036,India,2001,-23.3751393501208
1037,Indonesia,2001,-23.5754641953504
1038,Iran,2001,-24.2915674186276
1039,Iraq,2001,-24.7011786748619
1040,Ireland,2001,-23.5304772905004
1041,Isle of Man,2001,
1042,Israel,2001,-25.5865773903901
1043,Italy,2001,-25.0061615947422
1044,Jamaica,2001,-24.3181446659414
1045,Japan,2001,-25.9006453789822
1046,Jordan,2001,-25.0530087177952
1047,Kazakhstan,2001,-23.8416542554371
1048,Kenya,2001,-22.6361214154743
1049,Kiribati,2001,-24.7414013392765
1050,Kosovo,2001,
1051,Kuwait,2001,-27.0817743269588
1052,Kyrgyzstan,2001,-22.7511271190465
1053,Laos,2001,-22.7062593690463
1054,Latvia,2001,-23.3246759040873
1055,Lebanon,2001,-24.989452515446
1056,Lesotho,2001,-22.1041832618871
1057,Liberia,2001,-23.399387479702
1058,Libya,2001,-25.4978115151663
1059,Liechtenstein,2001,
1060,Lithuania,2001,-22.9335287885114
1061,Luxembourg,2001,-25.6409414506668
1062,Macao,2001,
1063,Macedonia,2001,-23.9500432297643
1064,Madagascar,2001,-21.8451285753392
1065,Malawi,2001,-22.4762086482699
1066,Malaysia,2001,-24.4986768311216
1067,Maldives,2001,-27.4882187889939
1068,Mali,2001,-21.371944541041
1069,Malta,2001,-25.928897425112
1070,Marshall Islands,2001,-26.7096374558297
1071,Martinique,2001,
1072,Mauritania,2001,-21.7225342284666
1073,Mauritius,2001,-24.6542716718064
1074,Mayotte,2001,
1075,Mexico,2001,-24.3309472882352
1076,Micronesia,2001,-23.7578273496732
1077,Moldova,2001,-22.9122695683002
1078,Monaco,2001,
1079,Mongolia,2001,-21.0824041289791
1080,Montenegro,2001,-23.9917252770222
1081,Montserrat,2001,
1082,Morocco,2001,-23.6681906701804
1083,Mozambique,2001,-20.9394750734505
1084,Myanmar,2001,-22.2703380848121
1085,Namibia,2001,-21.9232691784133
1086,Nauru,2001,
1087,Nepal,2001,-22.611405725766
1088,Netherlands,2001,-24.5471866539133
1089,Netherlands Antilles,2001,
1090,New Caledonia,2001,
1091,New Zealand,2001,-22.7209056883559
1092,Nicaragua,2001,-22.8029911680348
1093,Niger,2001,-21.0970765685198
1094,Nigeria,2001,-23.0244762355763
1095,Niue,2001,
1096,Norfolk Island,2001,
1097,North Korea,2001,
1098,Northern Mariana Islands,2001,
1099,Norway,2001,-24.5487068596349
1100,Oman,2001,-26.2164704863739
1101,Pakistan,2001,-23.2080421965361
1102,Palau,2001,-26.7614550029312
1103,Panama,2001,-23.9791158288142
1104,Papua New Guinea,2001,-21.3992658748704
1105,Paraguay,2001,-22.2849759520757
1106,Peru,2001,-23.7166664185108
1107,Philippines,2001,-24.055500333952
1108,Pitcairn,2001,
1109,Poland,2001,-23.8661152507488
1110,Portugal,2001,-24.9226402244423
1111,Puerto Rico,2001,
1112,Qatar,2001,-26.314862660462
1113,Republic of Congo,2001,-24.021318881283
1114,Reunion,2001,
1115,Romania,2001,-23.8040413908351
1116,Russia,2001,-24.2116045051598
1117,Rwanda,2001,-22.6014018092116
1118,Saint Helena,2001,
1119,Saint Kitts and Nevis,2001,-24.5608799183968
1120,Saint Lucia,2001,-24.5938367639561
1121,Saint Pierre and Miquelon,2001,
1122,Saint Vincent and the Grenadines,2001,-24.5900276829099
1123,Samoa,2001,-23.2138877374828
1124,San Marino,2001,
1125,Sao Tome and Principe,2001,-23.4737437913817
1126,Saudi Arabia,2001,-25.7500156894483
1127,Senegal,2001,-21.6618329028169
1128,Serbia,2001,-23.4234273562567
1129,Seychelles,2001,-25.8064117297858
1130,Sierra Leone,2001,-22.9143639159852
1131,Singapore,2001,-26.0591973072751
1132,Sint Maarten,2001,
1133,Slovakia,2001,-24.1653311452326
1134,Slovenia,2001,-24.6055917031878
1135,Solomon Islands,2001,-24.2948385341535
1136,Somalia,2001,-19.3986269036791
1137,South Africa,2001,-23.7549943554774
1138,South Korea,2001,-24.8512823206197
1139,South Sudan,2001,
1140,Spain,2001,-24.6423305086305
1141,Sri Lanka,2001,-24.2686674581076
1142,State of Palestine,2001,
1143,Sudan,2001,-21.2634455348784
1144,Suriname,2001,-23.32825241407
1145,Svalbard and Jan Mayen Islands,2001,
1146,Swaziland,2001,-23.4707531634887
1147,Sweden,2001,-24.745443804596
1148,Switzerland,2001,-25.6636848914471
1149,Syria,2001,-23.4584002786818
1150,Taiwan,2001,-25.283312670467
1151,Tajikistan,2001,-22.811668582345
1152,Tanzania,2001,-21.5321839623552
1153,Thailand,2001,-24.2881306494804
1154,Timor-Leste,2001,
1155,Togo,2001,-22.2726788855684
1156,Tokelau,2001,
1157,Tonga,2001,-22.8916146925472
1158,Trinidad and Tobago,2001,-25.2571560306852
1159,Tunisia,2001,-24.0990467267397
1160,Turkey,2001,-24.0839255517935
1161,Turkmenistan,2001,-22.8504259138512
1162,Turks and Caicos Islands,2001,
1163,Tuvalu,2001,-23.8610163111727
1164,Uganda,2001,-21.8558617582545
1165,Ukraine,2001,-23.2421513774651
1166,United Arab Emirates,2001,-25.0638931290739
1167,United Kingdom,2001,-24.7624509035994
1168,United States of America,2001,-24.573132460626
1169,United States Virgin Islands,2001,
1170,Uruguay,2001,-22.4865939234706
1171,Uzbekistan,2001,-22.6071213419715
1172,Vanuatu,2001,-22.1626102293306
1173,Venezuela,2001,-24.1014558824212
1174,Viet Nam,2001,-23.1584548727362
1175,Wallis and Futuna Islands,2001,
1176,Western Sahara,2001,
1177,Yemen,2001,-23.9352965498357
1178,Zambia,2001,-20.3275098403137
1179,Zimbabwe,2001,-22.3400821773926
1180,Afghanistan,2002,-22.5447973375384
1181,Albania,2002,-23.3367058238197
1182,Algeria,2002,-25.0225333680048
1183,American Samoa,2002,
1184,Andorra,2002,
1185,Angola,2002,-21.7908616968943
1186,Anguilla,2002,
1187,Antigua and Barbuda,2002,-25.2085218123441
1188,Argentina,2002,-23.1271316548715
1189,Armenia,2002,-23.6093648019975
1190,Aruba,2002,
1191,Australia,2002,-22.6993546748578
1192,Austria,2002,-24.8701656036512
1193,Azerbaijan,2002,-23.4780539310521
1194,Bahamas,2002,-26.2990715973326
1195,Bahrain,2002,-26.0250102294261
1196,Bangladesh,2002,-23.0235544201074
1197,Barbados,2002,-25.3652271427522
1198,Belarus,2002,-22.6780930414283
1199,Belgium,2002,-24.4583308686567
1200,Belize,2002,-22.8823369809103
1201,Benin,2002,-22.1909029588784
1202,Bermuda,2002,
1203,Bhutan,2002,-23.8076751993788
1204,Bolivia,2002,-22.4204277070886
1205,Bosnia and Herzegovina,2002,-23.3316902845434
1206,Botswana,2002,-21.6084889523895
1207,Brazil,2002,-23.3795073962682
1208,British Virgin Islands,2002,
1209,Brunei Darussalam,2002,-26.4486248357104
1210,Bulgaria,2002,-23.6160056533124
1211,Burkina Faso,2002,-21.3720175571143
1212,Burundi,2002,-22.2063416964894
1213,Cambodia,2002,-22.2919301915526
1214,Cameroon,2002,-20.2729362612508
1215,Canada,2002,-23.7993164779666
1216,Cape Verde,2002,-23.7717260760744
1217,Cayman Islands,2002,
1218,Central African Republic,2002,-18.6111777616465
1219,Chad,2002,-20.7712648159007
1220,Chile,2002,-24.3233162973858
1221,China,2002,-23.4381315953962
1222,Colombia,2002,-23.581392027288
1223,Comoros,2002,-23.5795297369962
1224,Cook Islands,2002,
1225,Costa Rica,2002,-24.1491183605269
1226,Cote d'Ivoire,2002,-23.3648457458648
1227,Croatia,2002,-24.0886503707251
1228,Cuba,2002,-24.249742025229
1229,Curacao,2002,
1230,Cyprus,2002,-25.0267738035606
1231,Czech Republic,2002,-24.4489069276588
1232,Dem. Rep. Congo,2002,-21.152935804555
1233,Denmark,2002,-24.456886391592
1234,Djibouti,2002,-22.546810334295
1235,Dominica,2002,-24.3211037930823
1236,Dominican Republic,2002,-24.0142374261266
1237,Ecuador,2002,-23.7729096607485
1238,Egypt,2002,-24.336857855745
1239,El Salvador,2002,-24.0425031585764
1240,Equatorial Guinea,2002,-27.3889439145129
1241,Eritrea,2002,-21.5547705162654
1242,Estonia,2002,-23.1941429915126
1243,Ethiopia,2002,-21.049980379585
1244,Faeroe Islands,2002,
1245,Falkland Islands,2002,
1246,Fiji,2002,-23.4214865339973
1247,Finland,2002,-23.6414935785282
1248,France,2002,-24.5027040469721
1249,French Guiana,2002,
1250,French Polynesia,2002,
1251,Gabon,2002,-25.0193099248377
1252,Gambia,2002,-22.3621630078094
1253,Georgia,2002,-22.881532970051
1254,Germany,2002,-24.8391077080498
1255,Ghana,2002,-23.0392118339805
1256,Gibraltar,2002,
1257,Greece,2002,-24.4762040803194
1258,Greenland,2002,
1259,Grenada,2002,-25.7468492011505
1260,Guadeloupe,2002,
1261,Guam,2002,
1262,Guatemala,2002,-23.8459382311723
1263,Guinea,2002,-21.7285861875192
1264,Guinea-Bissau,2002,-21.7547820234873
1265,Guyana,2002,-22.2817840468196
1266,Haiti,2002,-22.9192605594349
1267,Holy See,2002,
1268,Honduras,2002,-23.1375808642163
1269,Hong Kong,2002,
1270,Hungary,2002,-23.9939514286452
1271,Iceland,2002,-24.339867279589
1272,India,2002,-23.4436056835333
1273,Indonesia,2002,-23.4409236423893
1274,Iran,2002,-24.3522815894179
1275,Iraq,2002,-25.415705215306
1276,Ireland,2002,-23.5416841081967
1277,Isle of Man,2002,
1278,Israel,2002,-25.6068083112275
1279,Italy,2002,-24.9782243858914
1280,Jamaica,2002,-24.3460599867831
1281,Japan,2002,-25.9247774460558
1282,Jordan,2002,-24.3953596277124
1283,Kazakhstan,2002,-23.5194933908005
1284,Kenya,2002,-22.6100411538415
1285,Kiribati,2002,-24.6869426398826
1286,Kosovo,2002,
1287,Kuwait,2002,-26.6784947765093
1288,Kyrgyzstan,2002,-22.8318489071002
1289,Laos,2002,-22.5808237102056
1290,Latvia,2002,-23.3904471553389
1291,Lebanon,2002,-25.1195776901111
1292,Lesotho,2002,-22.3677889535278
1293,Liberia,2002,-23.4602746770476
1294,Libya,2002,-25.1614186962509
1295,Liechtenstein,2002,
1296,Lithuania,2002,-23.0763767990086
1297,Luxembourg,2002,-25.1763477834704
1298,Macao,2002,
1299,Macedonia,2002,-24.0117407782919
1300,Madagascar,2002,-21.8342984048655
1301,Malawi,2002,-22.3376879974332
1302,Malaysia,2002,-24.4378317689315
1303,Maldives,2002,-27.492806883764
1304,Mali,2002,-21.4606588051689
1305,Malta,2002,-25.9605234198087
1306,Marshall Islands,2002,-26.7083361892434
1307,Martinique,2002,
1308,Mauritania,2002,-21.7747043731676
1309,Mauritius,2002,-24.6090616229023
1310,Mayotte,2002,
1311,Mexico,2002,-24.3727001690208
1312,Micronesia,2002,-23.7641238246279
1313,Moldova,2002,-23.0738383358962
1314,Monaco,2002,
1315,Mongolia,2002,-21.2060605377439
1316,Montenegro,2002,-24.041299073884
1317,Montserrat,2002,
1318,Morocco,2002,-23.6555046895577
1319,Mozambique,2002,-21.1167718679627
1320,Myanmar,2002,-22.3932098897336
1321,Namibia,2002,-22.078728974212
1322,Nauru,2002,
1323,Nepal,2002,-22.6348299399457
1324,Netherlands,2002,-24.5688089023793
1325,Netherlands Antilles,2002,
1326,New Caledonia,2002,
1327,New Zealand,2002,-22.7372317725774
1328,Nicaragua,2002,-22.7263477979068
1329,Niger,2002,-21.0886594551499
1330,Nigeria,2002,-23.106357768228
1331,Niue,2002,
1332,Norfolk Island,2002,
1333,North Korea,2002,
1334,Northern Mariana Islands,2002,
1335,Norway,2002,-24.5669226480899
1336,Oman,2002,-26.21403013435
1337,Pakistan,2002,-23.2105898612407
1338,Palau,2002,-26.816935534692
1339,Panama,2002,-24.0057914348723
1340,Papua New Guinea,2002,-21.2564780061692
1341,Paraguay,2002,-22.2606671253298
1342,Peru,2002,-23.7496561539631
1343,Philippines,2002,-24.1090731278128
1344,Pitcairn,2002,
1345,Poland,2002,-23.8955648941349
1346,Portugal,2002,-24.8368090597793
1347,Puerto Rico,2002,
1348,Qatar,2002,-26.2683132429747
1349,Republic of Congo,2002,-23.9692096672919
1350,Reunion,2002,
1351,Romania,2002,-23.9109518617034
1352,Russia,2002,-24.1368788675652
1353,Rwanda,2002,-22.6703597116432
1354,Saint Helena,2002,
1355,Saint Kitts and Nevis,2002,-24.8750669846597
1356,Saint Lucia,2002,-25.1083911090919
1357,Saint Pierre and Miquelon,2002,
1358,Saint Vincent and the Grenadines,2002,-25.3401653738414
1359,Samoa,2002,-23.6639591387957
1360,San Marino,2002,
1361,Sao Tome and Principe,2002,-23.4382296428323
1362,Saudi Arabia,2002,-25.90653053152
1363,Senegal,2002,-21.7734074939231
1364,Serbia,2002,-23.5112707601883
1365,Seychelles,2002,-26.2137245128098
1366,Sierra Leone,2002,-23.0468430722274
1367,Singapore,2002,-26.0753918467016
1368,Sint Maarten,2002,
1369,Slovakia,2002,-24.1900425121256
1370,Slovenia,2002,-24.6600753829337
1371,Solomon Islands,2002,-24.2563817022804
1372,Somalia,2002,-19.530064053875
1373,South Africa,2002,-23.7533756854964
1374,South Korea,2002,-24.9230892875409
1375,South Sudan,2002,
1376,Spain,2002,-24.6826085866032
1377,Sri Lanka,2002,-24.2343157851273
1378,State of Palestine,2002,
1379,Sudan,2002,-21.2003343987772
1380,Suriname,2002,-23.396067094655
1381,Svalbard and Jan Mayen Islands,2002,
1382,Swaziland,2002,-23.5211917829741
1383,Sweden,2002,-24.7771449050849
1384,Switzerland,2002,-25.711005745983
1385,Syria,2002,-23.4935671260465
1386,Taiwan,2002,-25.3533144565225
1387,Tajikistan,2002,-22.9453685202112
1388,Tanzania,2002,-21.646635473468
1389,Thailand,2002,-24.3143128089834
1390,Timor-Leste,2002,
1391,Togo,2002,-22.2634079614296
1392,Tokelau,2002,
1393,Tonga,2002,-22.9096734294939
1394,Trinidad and Tobago,2002,-24.8332099231224
1395,Tunisia,2002,-24.1866250476703
1396,Turkey,2002,-24.1658779628015
1397,Turkmenistan,2002,-22.9435013464205
1398,Turks and Caicos Islands,2002,
1399,Tuvalu,2002,-23.903720465379
1400,Uganda,2002,-21.9133037812456
1401,Ukraine,2002,-23.2570234728987
1402,United Arab Emirates,2002,-24.993905462421
1403,United Kingdom,2002,-24.8058165471452
1404,United States of America,2002,-24.6028623468674
1405,United States Virgin Islands,2002,
1406,Uruguay,2002,-22.4090021292966
1407,Uzbekistan,2002,-23.0804826251758
1408,Vanuatu,2002,-22.1001081261196
1409,Venezuela,2002,-23.9978412893741
1410,Viet Nam,2002,-23.1593157948498
1411,Wallis and Futuna Islands,2002,
1412,Western Sahara,2002,
1413,Yemen,2002,-23.9745666200352
1414,Zambia,2002,-20.3852522742662
1415,Zimbabwe,2002,-22.4029092626747
1416,Afghanistan,2003,-22.5737028043317
1417,Albania,2003,-23.3802311085836
1418,Algeria,2003,-25.0511723204087
1419,American Samoa,2003,
1420,Andorra,2003,
1421,Angola,2003,-21.7493711729148
1422,Anguilla,2003,
1423,Antigua and Barbuda,2003,-25.241080091642
1424,Argentina,2003,-23.1105375547002
1425,Armenia,2003,-23.7707634003197
1426,Aruba,2003,
1427,Australia,2003,-23.1103277139713
1428,Austria,2003,-24.7559007813465
1429,Azerbaijan,2003,-23.5571076429052
1430,Bahamas,2003,-26.7266731206275
1431,Bahrain,2003,-27.3784727776849
1432,Bangladesh,2003,-23.0910837702996
1433,Barbados,2003,-25.3760849024634
1434,Belarus,2003,-22.7534074953086
1435,Belgium,2003,-24.5071115525132
1436,Belize,2003,-22.4543056450492
1437,Benin,2003,-22.3610840609498
1438,Bermuda,2003,
1439,Bhutan,2003,-23.8680129108135
1440,Bolivia,2003,-22.4159136298005
1441,Bosnia and Herzegovina,2003,-23.3910243045917
1442,Botswana,2003,-22.4398984203635
1443,Brazil,2003,-23.3341716934535
1444,British Virgin Islands,2003,
1445,Brunei Darussalam,2003,-26.393900611071
1446,Bulgaria,2003,-23.6441985555453
1447,Burkina Faso,2003,-21.3016315319448
1448,Burundi,2003,-22.178940394206
1449,Cambodia,2003,-22.3487463763085
1450,Cameroon,2003,-20.3011800111912
1451,Canada,2003,-23.8243305692736
1452,Cape Verde,2003,-23.8054549728622
1453,Cayman Islands,2003,
1454,Central African Republic,2003,-18.4217302896932
1455,Chad,2003,-20.8758600354727
1456,Chile,2003,-24.3895307860997
1457,China,2003,-23.5210468945049
1458,Colombia,2003,-23.590535905644
1459,Comoros,2003,-23.659467982724
1460,Cook Islands,2003,
1461,Costa Rica,2003,-24.0745735394626
1462,Cote d'Ivoire,2003,-23.4285263628061
1463,Croatia,2003,-24.1801216060232
1464,Cuba,2003,-24.3511800431004
1465,Curacao,2003,
1466,Cyprus,2003,-24.9763691879898
1467,Czech Republic,2003,-24.465292146114
1468,Dem. Rep. Congo,2003,-21.1224209558568
1469,Denmark,2003,-24.4306764708761
1470,Djibouti,2003,-22.5741998961185
1471,Dominica,2003,-24.3583614964931
1472,Dominican Republic,2003,-24.0454203282706
1473,Ecuador,2003,-23.8204491962638
1474,Egypt,2003,-24.1509541866819
1475,El Salvador,2003,-24.0635626171947
1476,Equatorial Guinea,2003,-27.507896811576
1477,Eritrea,2003,-21.5238589148204
1478,Estonia,2003,-23.2565365535713
1479,Ethiopia,2003,-21.06095306078
1480,Faeroe Islands,2003,
1481,Falkland Islands,2003,
1482,Fiji,2003,-23.5636926661924
1483,Finland,2003,-23.7092240279537
1484,France,2003,-24.5254970428097
1485,French Guiana,2003,
1486,French Polynesia,2003,
1487,Gabon,2003,-25.0078229569625
1488,Gambia,2003,-22.4275631266657
1489,Georgia,2003,-22.9907363060814
1490,Germany,2003,-24.8359646799259
1491,Ghana,2003,-22.9870667630496
1492,Gibraltar,2003,
1493,Greece,2003,-24.5206193458051
1494,Greenland,2003,
1495,Grenada,2003,-25.82010145934
1496,Guadeloupe,2003,
1497,Guam,2003,
1498,Guatemala,2003,-23.5844844170378
1499,Guinea,2003,-21.8284318102849
