,country,year,DCT
764,Dominican Republic,2000,-21.9736444651364
765,Ecuador,2000,-22.1988590065227
766,Egypt,2000,-22.2398590491293
767,El Salvador,2000,-22.6026507289917
768,Equatorial Guinea,2000,-21.8666303952271
769,Eritrea,2000,-22.9220988842401
770,Estonia,2000,-21.1252986035614
771,Ethiopia,2000,-23.1482582711106
772,Faeroe Islands,2000,
773,Falkland Islands,2000,
774,Fiji,2000,-22.587727886914
775,Finland,2000,-21.9074603840722
776,France,2000,-22.4592669488356
777,French Guiana,2000,
778,French Polynesia,2000,
779,Gabon,2000,-22.2651401805039
780,Gambia,2000,-22.7812582779981
781,Georgia,2000,-21.8241265640073
782,Germany,2000,-22.0125874557301
783,Ghana,2000,-22.6958716560742
784,Gibraltar,2000,
785,Greece,2000,-21.7547020157056
786,Greenland,2000,
787,Grenada,2000,-22.3618093818908
788,Guadeloupe,2000,
789,Guam,2000,
790,Guatemala,2000,-22.7247032659466
791,Guinea,2000,-22.526350006223
792,Guinea-Bissau,2000,-23.1689986006398
793,Guyana,2000,-21.4715733274505
794,Haiti,2000,-23.1005559721689
795,Holy See,2000,
796,Honduras,2000,-22.1659822823312
797,Hong Kong,2000,
798,Hungary,2000,-21.9226613618212
799,Iceland,2000,-22.1803412318239
800,India,2000,-21.7597427490374
801,Indonesia,2000,-22.2094068860583
802,Iran,2000,-21.5489216703939
803,Iraq,2000,-22.0621566585628
804,Ireland,2000,-22.0278136101958
805,Isle of Man,2000,
806,Israel,2000,-21.7688328819656
807,Italy,2000,-22.2774849750312
808,Jamaica,2000,-21.4636975515835
809,Japan,2000,-22.0141327710728
810,Jordan,2000,-21.5752594891009
811,Kazakhstan,2000,-20.9782878425666
812,Kenya,2000,-22.8087270597658
813,Kiribati,2000,-22.4776134196353
814,Kosovo,2000,
815,Kuwait,2000,-21.8215881786014
816,Kyrgyzstan,2000,-21.4945151007449
817,Laos,2000,-23.3134065462369
818,Latvia,2000,-22.0745000342046
819,Lebanon,2000,-21.6922895419958
820,Lesotho,2000,-21.3033444903545
821,Liberia,2000,-22.4709892730724
822,Libya,2000,-21.7957954180118
823,Liechtenstein,2000,
824,Lithuania,2000,-22.1245208593056
825,Luxembourg,2000,-22.1366973710211
826,Macao,2000,
827,Macedonia,2000,-21.4104524722939
828,Madagascar,2000,-23.2233992081439
829,Malawi,2000,-23.1520070703134
830,Malaysia,2000,-21.8649783861063
831,Maldives,2000,
832,Mali,2000,-23.696207574111
833,Malta,2000,-22.2296712599469
834,Marshall Islands,2000,-21.389359131169
835,Martinique,2000,
836,Mauritania,2000,-22.5728777719691
837,Mauritius,2000,-22.4115809101348
838,Mayotte,2000,
839,Mexico,2000,-22.0977948031882
840,Micronesia,2000,-21.7280739914155
841,Moldova,2000,-20.9625427027684
842,Monaco,2000,
843,Mongolia,2000,-20.9353223385941
844,Montenegro,2000,
845,Montserrat,2000,
846,Morocco,2000,-22.0828017454301
847,Mozambique,2000,-22.6650520111648
848,Myanmar,2000,-22.5555427116766
849,Namibia,2000,-22.5321643163212
850,Nauru,2000,
851,Nepal,2000,-23.1433414013659
852,Netherlands,2000,-22.1258415933042
853,Netherlands Antilles,2000,
854,New Caledonia,2000,
855,New Zealand,2000,-22.0291510149679
856,Nicaragua,2000,-22.247621158147
857,Niger,2000,-23.2722901423513
858,Nigeria,2000,-22.2421915140064
859,Niue,2000,
860,Norfolk Island,2000,
861,North Korea,2000,
862,Northern Mariana Islands,2000,
863,Norway,2000,-22.7574424773607
864,Oman,2000,-22.2046769872971
865,Pakistan,2000,-22.2915642619634
866,Palau,2000,-20.7709332106224
867,Panama,2000,-22.5125184365762
868,Papua New Guinea,2000,-22.0442615991349
869,Paraguay,2000,-22.9156651970337
870,Peru,2000,-22.5058463044046
871,Philippines,2000,-22.2156968324912
872,Pitcairn,2000,
873,Poland,2000,-21.363430166061
874,Portugal,2000,-22.1694461343715
875,Puerto Rico,2000,
876,Qatar,2000,-21.8001843584676
877,Republic of Congo,2000,-22.3420781575777
878,Reunion,2000,
879,Romania,2000,-21.6963025748728
880,Russia,2000,-21.0468577423628
881,Rwanda,2000,-23.221125681802
882,Saint Helena,2000,
883,Saint Kitts and Nevis,2000,-22.3412287490966
884,Saint Lucia,2000,-22.2762751803972
885,Saint Pierre and Miquelon,2000,
886,Saint Vincent and the Grenadines,2000,-22.4391785987034
887,Samoa,2000,-22.3883078352338
888,San Marino,2000,
889,Sao Tome and Principe,2000,-22.4834203425476
890,Saudi Arabia,2000,-21.8516098155597
891,Senegal,2000,-22.2280637881733
892,Serbia,2000,-21.0324424626204
893,Seychelles,2000,-21.6861524226637
894,Sierra Leone,2000,-23.0058385701378
895,Singapore,2000,-22.3067292785122
896,Sint Maarten,2000,
897,Slovakia,2000,-21.5072010368233
898,Slovenia,2000,-21.8458246870488
899,Solomon Islands,2000,-22.2814010996593
900,Somalia,2000,-21.9272719751612
901,South Africa,2000,-21.149754883803
902,South Korea,2000,-21.4812246341531
903,South Sudan,2000,
904,Spain,2000,-22.1307873290964
905,Sri Lanka,2000,-22.9686101482865
906,State of Palestine,2000,
907,Sudan,2000,-23.3608926923619
908,Suriname,2000,-21.8559489098238
909,Svalbard and Jan Mayen Islands,2000,
910,Swaziland,2000,-22.4033280349638
911,Sweden,2000,-22.5373666702262
912,Switzerland,2000,-22.8333598689482
913,Syria,2000,-21.0711346723327
914,Taiwan,2000,-21.2470385148665
915,Tajikistan,2000,-21.9248072665749
916,Tanzania,2000,-23.5125494968733
917,Thailand,2000,-21.9778600959032
918,Timor-Leste,2000,
919,Togo,2000,-22.3103792812828
920,Tokelau,2000,
921,Tonga,2000,-22.2788519444614
922,Trinidad and Tobago,2000,-21.1748243698753
923,Tunisia,2000,-21.9679648984357
924,Turkey,2000,-22.0718071352418
925,Turkmenistan,2000,-20.2970877510698
926,Turks and Caicos Islands,2000,
927,Tuvalu,2000,-22.0940818684138
928,Uganda,2000,-23.6090479671107
929,Ukraine,2000,-20.4908355669414
930,United Arab Emirates,2000,-22.0679286124657
931,United Kingdom,2000,-22.0201137643679
932,United States of America,2000,-21.5472119542388
933,United States Virgin Islands,2000,
934,Uruguay,2000,-22.7854486676339
935,Uzbekistan,2000,-20.0946808104273
936,Vanuatu,2000,-22.5476832721527
937,Venezuela,2000,-21.7238572559275
938,Viet Nam,2000,-22.1069513172389
939,Wallis and Futuna Islands,2000,
940,Western Sahara,2000,
941,Yemen,2000,-22.324408073901
942,Zambia,2000,-23.2109145163705
943,Zimbabwe,2000,-21.5499657508771
944,Afghanistan,2001,
945,Albania,2001,-22.4574308664489
946,Algeria,2001,-22.1970983004785
947,American Samoa,2001,
948,Andorra,2001,
949,Angola,2001,-22.2575308971642
950,Anguilla,2001,
951,Antigua and Barbuda,2001,-22.1516300783474
952,Argentina,2001,-22.1036696971312
953,Armenia,2001,-21.7255189818295
954,Aruba,2001,
955,Australia,2001,-21.4130066125839
956,Austria,2001,-22.2548170725095
957,Azerbaijan,2001,-20.7429555090694
958,Bahamas,2001,-22.3404155997784
959,Bahrain,2001,-21.3477936854258
960,Bangladesh,2001,-22.8401315192577
961,Barbados,2001,-21.8604620298176
962,Belarus,2001,-21.1129961849647
963,Belgium,2001,-21.9039039780635
964,Belize,2001,-22.1210368511777
965,Benin,2001,-22.5948223850925
966,Bermuda,2001,
967,Bhutan,2001,-22.4555090422982
968,Bolivia,2001,-22.3133856026866
969,Bosnia and Herzegovina,2001,-21.3089841212663
970,Botswana,2001,-22.2625097247077
971,Brazil,2001,-22.5568042790411
972,British Virgin Islands,2001,
973,Brunei Darussalam,2001,-22.5718206578213
974,Bulgaria,2001,-21.2277410080915
975,Burkina Faso,2001,-23.3150807717098
976,Burundi,2001,-23.8839370777257
977,Cambodia,2001,-22.8517914632585
978,Cameroon,2001,-22.5523597492642
979,Canada,2001,-21.5385575319935
980,Cape Verde,2001,-22.7076577558501
981,Cayman Islands,2001,
982,Central African Republic,2001,-23.2953221744917
983,Chad,2001,-24.7071193595623
984,Chile,2001,-22.2929737870356
985,China,2001,-21.0719589449014
986,Colombia,2001,-22.481011550874
987,Comoros,2001,-22.8041536765499
988,Cook Islands,2001,
989,Costa Rica,2001,-22.7093315377005
990,Cote d'Ivoire,2001,-22.7356717129371
991,Croatia,2001,-22.0375601972857
992,Cuba,2001,-22.280649677288
993,Curacao,2001,
994,Cyprus,2001,-21.8700629674652
995,Czech Republic,2001,-21.3202731201655
996,Dem. Rep. Congo,2001,-24.1294802213084
997,Denmark,2001,-22.1742359040102
998,Djibouti,2001,-22.1724156090478
999,Dominica,2001,-22.3731491137692
1000,Dominican Republic,2001,-22.0087603627952
1001,Ecuador,2001,-22.1831173467615
1002,Egypt,2001,-22.1709066211104
1003,El Salvador,2001,-22.5526142357129
1004,Equatorial Guinea,2001,-22.2156487024323
1005,Eritrea,2001,-22.9153315891401
1006,Estonia,2001,-21.1533812128454
1007,Ethiopia,2001,-23.0187149568966
1008,Faeroe Islands,2001,
1009,Falkland Islands,2001,
1010,Fiji,2001,-22.3748258183481
1011,Finland,2001,-21.8312896552984
1012,France,2001,-22.4696406591375
1013,French Guiana,2001,
1014,French Polynesia,2001,
1015,Gabon,2001,-22.3023547744809
1016,Gambia,2001,-22.8082247284568
1017,Georgia,2001,-22.1736006063842
1018,Germany,2001,-22.008564897712
1019,Ghana,2001,-22.6583997303946
1020,Gibraltar,2001,
1021,Greece,2001,-21.7765754791529
1022,Greenland,2001,
1023,Grenada,2001,-22.322314571893
1024,Guadeloupe,2001,
1025,Guam,2001,
1026,Guatemala,2001,-22.7039247565062
1027,Guinea,2001,-22.5164706453719
1028,Guinea-Bissau,2001,-23.1659589300522
1029,Guyana,2001,-21.5029773114947
1030,Haiti,2001,-22.9342979865033
1031,Holy See,2001,
1032,Honduras,2001,-22.0448790288852
1033,Hong Kong,2001,
1034,Hungary,2001,-21.9287562819117
1035,Iceland,2001,-22.2502664821529
1036,India,2001,-21.7892284460478
1037,Indonesia,2001,-22.1717536562894
1038,Iran,2001,-21.5416606384988
1039,Iraq,2001,-21.9627146841111
1040,Ireland,2001,-22.0279457072566
1041,Isle of Man,2001,
1042,Israel,2001,-21.7576745404777
1043,Italy,2001,-22.2946286778474
1044,Jamaica,2001,-21.4714372894959
1045,Japan,2001,-22.0289452864159
1046,Jordan,2001,-21.6179377515598
1047,Kazakhstan,2001,-21.1269350086882
1048,Kenya,2001,-22.9200166971939
1049,Kiribati,2001,-22.5963297264747
1050,Kosovo,2001,
1051,Kuwait,2001,-21.7545304678797
1052,Kyrgyzstan,2001,-21.7088279452472
1053,Laos,2001,-23.4422343094803
1054,Latvia,2001,-22.0788977771049
1055,Lebanon,2001,-21.6551694596307
1056,Lesotho,2001,-21.3279893471657
1057,Liberia,2001,-22.346850939739
1058,Libya,2001,-21.7397398925952
1059,Liechtenstein,2001,
1060,Lithuania,2001,-22.1296655090394
1061,Luxembourg,2001,-22.1106987889099
1062,Macao,2001,
1063,Macedonia,2001,-21.3599948897989
1064,Madagascar,2001,-23.3550396609009
1065,Malawi,2001,-23.1094519067117
1066,Malaysia,2001,-21.8172052798013
1067,Maldives,2001,-22.2071910480632
1068,Mali,2001,-23.8303468763349
1069,Malta,2001,-22.0795756365413
1070,Marshall Islands,2001,-21.3950838914534
1071,Martinique,2001,
1072,Mauritania,2001,-22.5117628557525
1073,Mauritius,2001,-22.3848750230321
1074,Mayotte,2001,
1075,Mexico,2001,-22.0963283349117
1076,Micronesia,2001,-21.4431141735546
1077,Moldova,2001,-20.9792120938393
1078,Monaco,2001,
1079,Mongolia,2001,-20.9682681823426
1080,Montenegro,2001,
1081,Montserrat,2001,
1082,Morocco,2001,-22.0517255044277
1083,Mozambique,2001,-22.8011884362925
1084,Myanmar,2001,-22.7826966329841
1085,Namibia,2001,-22.2978375956043
1086,Nauru,2001,
1087,Nepal,2001,-23.1182154479092
1088,Netherlands,2001,-22.116509471915
1089,Netherlands Antilles,2001,
1090,New Caledonia,2001,
1091,New Zealand,2001,-21.9893100611529
1092,Nicaragua,2001,-22.2349233469014
1093,Niger,2001,-23.3504491758746
1094,Nigeria,2001,-22.1707618225429
1095,Niue,2001,
1096,Norfolk Island,2001,
1097,North Korea,2001,
1098,Northern Mariana Islands,2001,
1099,Norway,2001,-22.7597721014184
1100,Oman,2001,-22.1330191730474
1101,Pakistan,2001,-22.2955624775079
1102,Palau,2001,-20.798602267777
1103,Panama,2001,-22.3584090480399
1104,Papua New Guinea,2001,-21.8577505665917
1105,Paraguay,2001,-22.8718387817219
1106,Peru,2001,-22.5859074621288
1107,Philippines,2001,-22.2678740699346
1108,Pitcairn,2001,
1109,Poland,2001,-21.3843060856981
1110,Portugal,2001,-22.1917388982677
1111,Puerto Rico,2001,
1112,Qatar,2001,-21.7600522798499
1113,Republic of Congo,2001,-22.3386774132266
1114,Reunion,2001,
1115,Romania,2001,-21.6969984628049
1116,Russia,2001,-21.0953786729962
1117,Rwanda,2001,-23.3042616392316
1118,Saint Helena,2001,
1119,Saint Kitts and Nevis,2001,-22.3687574437274
1120,Saint Lucia,2001,-22.1481446244439
1121,Saint Pierre and Miquelon,2001,
1122,Saint Vincent and the Grenadines,2001,-22.2531874398737
1123,Samoa,2001,-22.4300855810461
1124,San Marino,2001,
1125,Sao Tome and Principe,2001,-22.4407134873148
1126,Saudi Arabia,2001,-21.8395905443215
1127,Senegal,2001,-22.1796652565307
1128,Serbia,2001,-21.0322117617398
1129,Seychelles,2001,-21.5597433260146
1130,Sierra Leone,2001,-22.6419229979464
1131,Singapore,2001,-22.3054197032274
1132,Sint Maarten,2001,
1133,Slovakia,2001,-21.5261963946897
1134,Slovenia,2001,-21.822766218278
1135,Solomon Islands,2001,-22.1506244098915
1136,Somalia,2001,-22.0476319795505
1137,South Africa,2001,-21.0573919596017
1138,South Korea,2001,-21.4945574700751
1139,South Sudan,2001,
1140,Spain,2001,-22.1620974867495
1141,Sri Lanka,2001,-22.9592882860352
1142,State of Palestine,2001,
1143,Sudan,2001,-23.3274716791986
1144,Suriname,2001,-21.8781215370809
1145,Svalbard and Jan Mayen Islands,2001,
1146,Swaziland,2001,-22.4630763435108
1147,Sweden,2001,-22.5684559743577
1148,Switzerland,2001,-22.8136681150519
1149,Syria,2001,-21.0689602675597
1150,Taiwan,2001,-21.2297413465704
1151,Tajikistan,2001,-22.044403875122
1152,Tanzania,2001,-23.5120505473326
1153,Thailand,2001,-21.9591189069078
1154,Timor-Leste,2001,
1155,Togo,2001,-22.3898782053976
1156,Tokelau,2001,
1157,Tonga,2001,-22.3942790608315
1158,Trinidad and Tobago,2001,-21.1301996508575
1159,Tunisia,2001,-21.9709002175662
1160,Turkey,2001,-22.1174435214691
1161,Turkmenistan,2001,-20.3068049695138
1162,Turks and Caicos Islands,2001,
1163,Tuvalu,2001,-22.1102908663867
1164,Uganda,2001,-23.6047091466504
1165,Ukraine,2001,-20.5681345364094
1166,United Arab Emirates,2001,-21.9542526779
1167,United Kingdom,2001,-22.0208285562866
1168,United States of America,2001,-21.5633834155575
1169,United States Virgin Islands,2001,
1170,Uruguay,2001,-22.8211521414907
1171,Uzbekistan,2001,-20.1209985605283
1172,Vanuatu,2001,-22.4696155635832
1173,Venezuela,2001,-21.7211335668714
1174,Viet Nam,2001,-22.0587529778978
1175,Wallis and Futuna Islands,2001,
1176,Western Sahara,2001,
1177,Yemen,2001,-22.2785477110681
1178,Zambia,2001,-23.2542088607436
1179,Zimbabwe,2001,-21.5512124523998
1180,Afghanistan,2002,-23.8075341389188
1181,Albania,2002,-22.3464993494171
1182,Algeria,2002,-22.1785790131369
1183,American Samoa,2002,
1184,Andorra,2002,
1185,Angola,2002,-22.1322199106419
1186,Anguilla,2002,
1187,Antigua and Barbuda,2002,-22.119209561784
1188,Argentina,2002,-22.0476072531123
1189,Armenia,2002,-22.0063194790938
1190,Aruba,2002,
1191,Australia,2002,-21.4279221866861
1192,Austria,2002,-22.2513519543104
1193,Azerbaijan,2002,-20.8592482779453
1194,Bahamas,2002,-22.3624405946218
1195,Bahrain,2002,-21.3339665423638
1196,Bangladesh,2002,-22.8175388935256
1197,Barbados,2002,-21.8623540881059
1198,Belarus,2002,-21.1609979854295
1199,Belgium,2002,-21.9848159003492
1200,Belize,2002,-22.2042919361699
1201,Benin,2002,-22.4949350386974
1202,Bermuda,2002,
1203,Bhutan,2002,-22.4846548061639
1204,Bolivia,2002,-22.2793405478377
1205,Bosnia and Herzegovina,2002,-21.3029383845679
1206,Botswana,2002,-22.2809225004542
1207,Brazil,2002,-22.5931918100968
1208,British Virgin Islands,2002,
1209,Brunei Darussalam,2002,-22.5969344100777
1210,Bulgaria,2002,-21.3423027386681
1211,Burkina Faso,2002,-23.3503639695669
1212,Burundi,2002,-23.9100503135331
1213,Cambodia,2002,-22.8890041741798
1214,Cameroon,2002,-22.6082266942687
1215,Canada,2002,-21.556602694799
1216,Cape Verde,2002,-22.6002294801087
1217,Cayman Islands,2002,
1218,Central African Republic,2002,-23.3308489792457
1219,Chad,2002,-24.8101245330005
1220,Chile,2002,-22.2996096492959
1221,China,2002,-21.0821906500845
1222,Colombia,2002,-22.5444328648033
1223,Comoros,2002,-22.8271353556855
1224,Cook Islands,2002,
1225,Costa Rica,2002,-22.7219420128346
1226,Cote d'Ivoire,2002,-22.7007885108298
1227,Croatia,2002,-22.0302311153578
1228,Cuba,2002,-22.3405433536669
1229,Curacao,2002,
1230,Cyprus,2002,-21.8766899594428
1231,Czech Republic,2002,-21.3708148136914
1232,Dem. Rep. Congo,2002,-24.0497335908647
1233,Denmark,2002,-22.1772868499546
1234,Djibouti,2002,-22.1120865621978
1235,Dominica,2002,-22.4244548840599
1236,Dominican Republic,2002,-21.9891224435372
1237,Ecuador,2002,-22.198713825541
1238,Egypt,2002,-22.1710317834798
1239,El Salvador,2002,-22.5605673408496
1240,Equatorial Guinea,2002,-22.2002552390867
1241,Eritrea,2002,-22.9594997376509
1242,Estonia,2002,-21.2371065837352
1243,Ethiopia,2002,-22.9965615676663
1244,Faeroe Islands,2002,
1245,Falkland Islands,2002,
1246,Fiji,2002,-22.5796897359088
1247,Finland,2002,-21.8110785783907
1248,France,2002,-22.4964464845619
1249,French Guiana,2002,
1250,French Polynesia,2002,
1251,Gabon,2002,-22.3571789815005
1252,Gambia,2002,-22.6398435233329
1253,Georgia,2002,-22.3974191644194
1254,Germany,2002,-22.0253717644761
1255,Ghana,2002,-22.5298780005716
1256,Gibraltar,2002,
1257,Greece,2002,-21.815336153343
1258,Greenland,2002,
1259,Grenada,2002,-22.301050468233
1260,Guadeloupe,2002,
1261,Guam,2002,
1262,Guatemala,2002,-22.6778658608741
1263,Guinea,2002,-22.51895134312
1264,Guinea-Bissau,2002,-23.1319607533822
1265,Guyana,2002,-21.5226704139867
1266,Haiti,2002,-22.7821371004253
1267,Holy See,2002,
1268,Honduras,2002,-22.0359541359512
1269,Hong Kong,2002,
1270,Hungary,2002,-21.9855463565373
1271,Iceland,2002,-22.2179639091644
1272,India,2002,-21.7903881095007
1273,Indonesia,2002,-22.1952466610427
1274,Iran,2002,-21.5693494691889
1275,Iraq,2002,-21.9485460992004
1276,Ireland,2002,-22.1035318094829
1277,Isle of Man,2002,
1278,Israel,2002,-21.7057882021826
1279,Italy,2002,-22.2791857813192
1280,Jamaica,2002,-21.4744363443957
1281,Japan,2002,-22.000195181007
1282,Jordan,2002,-21.6090189085851
1283,Kazakhstan,2002,-21.138254557684
1284,Kenya,2002,-22.9485796397784
1285,Kiribati,2002,-22.1815195968141
1286,Kosovo,2002,
1287,Kuwait,2002,-21.7317457675927
1288,Kyrgyzstan,2002,-21.4833725895305
1289,Laos,2002,-23.2258038377317
1290,Latvia,2002,-22.132699516096
1291,Lebanon,2002,-21.6928769642372
1292,Lesotho,2002,-21.3293680127746
1293,Liberia,2002,-22.3912786131588
1294,Libya,2002,-21.6791862268241
1295,Liechtenstein,2002,
1296,Lithuania,2002,-22.1864432523318
1297,Luxembourg,2002,-22.0748658899829
1298,Macao,2002,
1299,Macedonia,2002,-21.4384697113557
1300,Madagascar,2002,-23.5606445344785
1301,Malawi,2002,-23.1434768274663
1302,Malaysia,2002,-21.8014207499942
1303,Maldives,2002,-22.0084029973127
1304,Mali,2002,-23.8390545540103
1305,Malta,2002,-22.1796831377853
1306,Marshall Islands,2002,-21.3764543818521
1307,Martinique,2002,
1308,Mauritania,2002,-22.4596327251089
1309,Mauritius,2002,-22.3864449854883
1310,Mayotte,2002,
1311,Mexico,2002,-22.0818428399758
1312,Micronesia,2002,-21.6141749969231
1313,Moldova,2002,-21.0299331118376
1314,Monaco,2002,
1315,Mongolia,2002,-20.9457321032722
1316,Montenegro,2002,
1317,Montserrat,2002,
1318,Morocco,2002,-22.0496774245731
1319,Mozambique,2002,-22.7648429143866
1320,Myanmar,2002,-22.8977005211327
1321,Namibia,2002,-22.4810881506968
1322,Nauru,2002,
1323,Nepal,2002,-23.335934028185
1324,Netherlands,2002,-22.1178740645142
1325,Netherlands Antilles,2002,
1326,New Caledonia,2002,
1327,New Zealand,2002,-22.042730159696
1328,Nicaragua,2002,-22.208156488037
1329,Niger,2002,-23.3303970553398
1330,Nigeria,2002,-22.1967941609321
1331,Niue,2002,
1332,Norfolk Island,2002,
1333,North Korea,2002,
1334,Northern Mariana Islands,2002,
1335,Norway,2002,-22.7835620231304
1336,Oman,2002,-22.0567021292994
1337,Pakistan,2002,-22.3042443097183
1338,Palau,2002,-20.8771101956788
1339,Panama,2002,-22.5179243772744
1340,Papua New Guinea,2002,-21.7728701230203
1341,Paraguay,2002,-22.8501363194534
1342,Peru,2002,-22.5946682553008
1343,Philippines,2002,-22.2802356759973
1344,Pitcairn,2002,
1345,Poland,2002,-21.4269056666941
1346,Portugal,2002,-22.1415753749883
1347,Puerto Rico,2002,
1348,Qatar,2002,-21.6684576225227
1349,Republic of Congo,2002,-22.4474108101153
1350,Reunion,2002,
1351,Romania,2002,-21.7521848236654
1352,Russia,2002,-21.1409893081555
1353,Rwanda,2002,-23.4240666173639
1354,Saint Helena,2002,
1355,Saint Kitts and Nevis,2002,-22.2691933329317
1356,Saint Lucia,2002,-22.2550820663035
1357,Saint Pierre and Miquelon,2002,
1358,Saint Vincent and the Grenadines,2002,-22.274496469593
1359,Samoa,2002,-22.4726084859145
1360,San Marino,2002,
1361,Sao Tome and Principe,2002,-22.3306727898746
1362,Saudi Arabia,2002,-21.7697327885399
1363,Senegal,2002,-22.1543645937822
1364,Serbia,2002,-21.0264401116196
1365,Seychelles,2002,-21.734657687739
1366,Sierra Leone,2002,-22.8126436537383
1367,Singapore,2002,-22.3691616551651
1368,Sint Maarten,2002,
1369,Slovakia,2002,-21.58214614897
1370,Slovenia,2002,-21.8488185284442
1371,Solomon Islands,2002,-22.1222249094252
1372,Somalia,2002,-22.0341365934643
1373,South Africa,2002,-21.0612442397788
1374,South Korea,2002,-21.5838338851422
1375,South Sudan,2002,
1376,Spain,2002,-22.1309792995226
1377,Sri Lanka,2002,-22.9515809479773
1378,State of Palestine,2002,
1379,Sudan,2002,-23.1773373230913
1380,Suriname,2002,-22.2338509868221
1381,Svalbard and Jan Mayen Islands,2002,
1382,Swaziland,2002,-22.5079446863971
1383,Sweden,2002,-22.5593789781844
1384,Switzerland,2002,-22.8516685464416
1385,Syria,2002,-21.1526137455619
1386,Taiwan,2002,-21.2776859751725
1387,Tajikistan,2002,-22.1587816723271
1388,Tanzania,2002,-23.4483034180308
1389,Thailand,2002,-21.955914219081
1390,Timor-Leste,2002,
1391,Togo,2002,-22.3229551722226
1392,Tokelau,2002,
1393,Tonga,2002,-22.2737456998919
1394,Trinidad and Tobago,2002,-21.1601910468118
1395,Tunisia,2002,-21.9787776964673
1396,Turkey,2002,-22.1217380904391
1397,Turkmenistan,2002,-20.2624760666411
1398,Turks and Caicos Islands,2002,
1399,Tuvalu,2002,-21.7807323025089
1400,Uganda,2002,-23.6573655870154
1401,Ukraine,2002,-20.606581725701
1402,United Arab Emirates,2002,-21.9569990230753
1403,United Kingdom,2002,-22.0749227019369
1404,United States of America,2002,-21.5933315262571
1405,United States Virgin Islands,2002,
1406,Uruguay,2002,-22.8226997598014
1407,Uzbekistan,2002,-20.1248353287363
1408,Vanuatu,2002,-22.459710476009
1409,Venezuela,2002,-21.6238658501668
1410,Viet Nam,2002,-21.9464290148645
1411,Wallis and Futuna Islands,2002,
1412,Western Sahara,2002,
1413,Yemen,2002,-22.3117205013741
1414,Zambia,2002,-23.2523111631726
1415,Zimbabwe,2002,-21.565973918049
1416,Afghanistan,2003,-23.7784557897102
1417,Albania,2003,-22.311094270066
1418,Algeria,2003,-22.2063564105954
1419,American Samoa,2003,
1420,Andorra,2003,
1421,Angola,2003,-21.9043219414337
1422,Anguilla,2003,
1423,Antigua and Barbuda,2003,-22.0913034909484
1424,Argentina,2003,-22.0528343895484
1425,Armenia,2003,-22.0231186257112
1426,Aruba,2003,
1427,Australia,2003,-21.4467013232135
1428,Austria,2003,-22.1855081428082
1429,Azerbaijan,2003,-21.0701842929842
1430,Bahamas,2003,-22.3876317234324
1431,Bahrain,2003,-21.35022727492
1432,Bangladesh,2003,-22.821690176979
1433,Barbados,2003,-21.8486400184496
1434,Belarus,2003,-21.2148878629239
1435,Belgium,2003,-21.9517657923581
1436,Belize,2003,-22.2934609142249
1437,Benin,2003,-22.4143639649455
1438,Bermuda,2003,
1439,Bhutan,2003,-22.6599724494172
1440,Bolivia,2003,-22.2067001565845
1441,Bosnia and Herzegovina,2003,-21.3206528467312
1442,Botswana,2003,-22.3563723975724
1443,Brazil,2003,-22.6319961189574
1444,British Virgin Islands,2003,
1445,Brunei Darussalam,2003,-22.4450715995602
1446,Bulgaria,2003,-21.2993202735963
1447,Burkina Faso,2003,-23.3550424143772
1448,Burundi,2003,-24.1739909185528
1449,Cambodia,2003,-22.8965305542605
1450,Cameroon,2003,-22.6687733590053
1451,Canada,2003,-21.5370994861535
1452,Cape Verde,2003,-22.5278148743789
1453,Cayman Islands,2003,
1454,Central African Republic,2003,-23.3211723883068
1455,Chad,2003,-24.1317137522434
1456,Chile,2003,-22.3129678697392
1457,China,2003,-21.0280075639346
1458,Colombia,2003,-22.5882438292431
1459,Comoros,2003,-22.596643641617
1460,Cook Islands,2003,
1461,Costa Rica,2003,-22.7171749224357
1462,Cote d'Ivoire,2003,-22.8898472092748
1463,Croatia,2003,-22.0152060779064
1464,Cuba,2003,-22.4061381220644
1465,Curacao,2003,
1466,Cyprus,2003,-21.7964639571166
1467,Czech Republic,2003,-21.3706576537784
1468,Dem. Rep. Congo,2003,-23.9010278115759
1469,Denmark,2003,-22.0847120150927
1470,Djibouti,2003,-22.0900005893723
1471,Dominica,2003,-22.3649841550702
1472,Dominican Republic,2003,-22.1115705971364
1473,Ecuador,2003,-22.2300906588003
1474,Egypt,2003,-22.1752116217465
1475,El Salvador,2003,-22.5187169818221
1476,Equatorial Guinea,2003,-21.8184162691674
1477,Eritrea,2003,-22.9180289851678
1478,Estonia,2003,-21.1811889796907
1479,Ethiopia,2003,-22.8771492125456
1480,Faeroe Islands,2003,
1481,Falkland Islands,2003,
1482,Fiji,2003,-22.4267096890635
1483,Finland,2003,-21.7062951505053
1484,France,2003,-22.4889822104135
1485,French Guiana,2003,
1486,French Polynesia,2003,
1487,Gabon,2003,-22.364647987852
1488,Gambia,2003,-22.706286478037
1489,Georgia,2003,-22.4376012213489
1490,Germany,2003,-22.0139631708522
1491,Ghana,2003,-22.6179321437342
1492,Gibraltar,2003,
1493,Greece,2003,-21.8340109508146
1494,Greenland,2003,
1495,Grenada,2003,-22.3392900144306
1496,Guadeloupe,2003,
1497,Guam,2003,
1498,Guatemala,2003,-22.7037985257677
1499,Guinea,2003,-22.4895629196276
