,country,year,DCT
1500,Guinea-Bissau,2003,-22.9050074606716
1501,Guyana,2003,-21.521891070271
1502,Haiti,2003,-22.835015389768
1503,Holy See,2003,
1504,Honduras,2003,-21.9823178825751
1505,Hong Kong,2003,
1506,Hungary,2003,-21.9768871754646
1507,Iceland,2003,-22.2449045474995
1508,India,2003,-21.8428653655591
1509,Indonesia,2003,-22.1480488025607
1510,Iran,2003,-21.5937187408616
1511,Iraq,2003,-21.6507292857094
1512,Ireland,2003,-22.136344342524
1513,Isle of Man,2003,
1514,Israel,2003,-21.6892002987477
1515,Italy,2003,-22.2391546255112
1516,Jamaica,2003,-21.4810733000829
1517,Japan,2003,-22.0107301526743
1518,Jordan,2003,-21.6623956916157
1519,Kazakhstan,2003,-21.111906420208
1520,Kenya,2003,-23.1004630944128
1521,Kiribati,2003,-22.2013842284221
1522,Kosovo,2003,
1523,Kuwait,2003,-21.8541314874436
1524,Kyrgyzstan,2003,-21.4320920147627
1525,Laos,2003,-23.3271253592561
1526,Latvia,2003,-22.1804503274198
1527,Lebanon,2003,-21.6965259942009
1528,Lesotho,2003,-21.3639490052298
1529,Liberia,2003,-21.9670489773744
1530,Libya,2003,-21.7856245084063
1531,Liechtenstein,2003,
1532,Lithuania,2003,-22.2869638380202
1533,Luxembourg,2003,-22.0412752068691
1534,Macao,2003,
1535,Macedonia,2003,-21.3719944412097
1536,Madagascar,2003,-23.3341956517926
1537,Malawi,2003,-23.1199216788534
1538,Malaysia,2003,-21.798307427788
1539,Maldives,2003,-22.3045919850466
1540,Mali,2003,-23.9306621843091
1541,Malta,2003,-22.0870196340401
1542,Marshall Islands,2003,-21.3781542671301
1543,Martinique,2003,
1544,Mauritania,2003,-22.4882431881777
1545,Mauritius,2003,-22.3701100953696
1546,Mayotte,2003,
1547,Mexico,2003,-22.0537664476801
1548,Micronesia,2003,-21.6322689241803
1549,Moldova,2003,-21.0209046289323
1550,Monaco,2003,
1551,Mongolia,2003,-21.0432164667838
1552,Montenegro,2003,
1553,Montserrat,2003,
1554,Morocco,2003,-22.1120434296232
1555,Mozambique,2003,-22.6342874696037
1556,Myanmar,2003,-22.7805624370091
1557,Namibia,2003,-22.4675521471578
1558,Nauru,2003,
1559,Nepal,2003,-23.2948275910103
1560,Netherlands,2003,-22.104855209063
1561,Netherlands Antilles,2003,
1562,New Caledonia,2003,
1563,New Zealand,2003,-22.0288941941851
1564,Nicaragua,2003,-22.1651177050415
1565,Niger,2003,-23.2993084144657
1566,Nigeria,2003,-22.2682073979422
1567,Niue,2003,
1568,Norfolk Island,2003,
1569,North Korea,2003,
1570,Northern Mariana Islands,2003,
1571,Norway,2003,-22.7192772145285
1572,Oman,2003,-21.9925928602346
1573,Pakistan,2003,-22.315271257649
1574,Palau,2003,-20.7969230062572
1575,Panama,2003,-22.5286021858985
1576,Papua New Guinea,2003,-21.6707886276725
1577,Paraguay,2003,-22.8521825056936
1578,Peru,2003,-22.6567352672595
1579,Philippines,2003,-22.3040551780019
1580,Pitcairn,2003,
1581,Poland,2003,-21.4248388745163
1582,Portugal,2003,-22.2163913256447
1583,Puerto Rico,2003,
1584,Qatar,2003,-21.6582137559394
1585,Republic of Congo,2003,-22.4064812230091
1586,Reunion,2003,
1587,Romania,2003,-21.7415407261575
1588,Russia,2003,-21.1911357981321
1589,Rwanda,2003,-23.4593823453069
1590,Saint Helena,2003,
1591,Saint Kitts and Nevis,2003,-22.2433747199127
1592,Saint Lucia,2003,-22.2054767762215
1593,Saint Pierre and Miquelon,2003,
1594,Saint Vincent and the Grenadines,2003,-22.2914226605443
1595,Samoa,2003,-22.4679833219653
1596,San Marino,2003,
1597,Sao Tome and Principe,2003,-22.2765542000616
1598,Saudi Arabia,2003,-21.802416420074
1599,Senegal,2003,-22.2385713469728
1600,Serbia,2003,-21.0036836730818
1601,Seychelles,2003,-21.6537796273381
1602,Sierra Leone,2003,-22.8264852534523
1603,Singapore,2003,-22.49184660781
1604,Sint Maarten,2003,
1605,Slovakia,2003,-21.6217340427382
1606,Slovenia,2003,-21.8784221551408
1607,Solomon Islands,2003,-22.1622102075492
1608,Somalia,2003,-22.1458027434374
1609,South Africa,2003,-21.0270140375281
1610,South Korea,2003,-21.6031060007772
1611,South Sudan,2003,
1612,Spain,2003,-22.1419835932358
1613,Sri Lanka,2003,-22.9214730951569
1614,State of Palestine,2003,
1615,Sudan,2003,-23.2240653340686
1616,Suriname,2003,-22.1898224373787
1617,Svalbard and Jan Mayen Islands,2003,
1618,Swaziland,2003,-22.6268463527656
1619,Sweden,2003,-22.5615497758688
1620,Switzerland,2003,-22.8237600969534
1621,Syria,2003,-21.1764329856881
1622,Taiwan,2003,-21.3329118488199
1623,Tajikistan,2003,-22.2431780111622
1624,Tanzania,2003,-23.4573593500249
1625,Thailand,2003,-21.982402985001
1626,Timor-Leste,2003,
1627,Togo,2003,-22.1955979204913
1628,Tokelau,2003,
1629,Tonga,2003,-22.1610808944011
1630,Trinidad and Tobago,2003,-21.3679201365278
1631,Tunisia,2003,-22.0181386651737
1632,Turkey,2003,-22.1196267827469
1633,Turkmenistan,2003,-20.1878887009881
1634,Turks and Caicos Islands,2003,
1635,Tuvalu,2003,-21.7468286487702
1636,Uganda,2003,-23.6945361879367
1637,Ukraine,2003,-20.5970175934066
1638,United Arab Emirates,2003,-21.9862346207119
1639,United Kingdom,2003,-22.0863337477719
1640,United States of America,2003,-21.607672614624
1641,United States Virgin Islands,2003,
1642,Uruguay,2003,-22.8424821139765
1643,Uzbekistan,2003,-20.2025593130538
1644,Vanuatu,2003,-22.5017486699647
1645,Venezuela,2003,-21.5622123142654
1646,Viet Nam,2003,-21.9491194439911
1647,Wallis and Futuna Islands,2003,
1648,Western Sahara,2003,
1649,Yemen,2003,-22.2103273572942
1650,Zambia,2003,-23.2345220871967
1651,Zimbabwe,2003,-21.585505321463
1652,Afghanistan,2004,-24.0190253463061
1653,Albania,2004,-22.3222741059258
1654,Algeria,2004,-22.2345314910696
1655,American Samoa,2004,
1656,Andorra,2004,
1657,Angola,2004,-21.955267144506
1658,Anguilla,2004,
1659,Antigua and Barbuda,2004,-22.0983659897619
1660,Argentina,2004,-22.0289475248716
1661,Armenia,2004,-22.053290793989
1662,Aruba,2004,
1663,Australia,2004,-21.4496342252036
1664,Austria,2004,-22.1945211503628
1665,Azerbaijan,2004,-21.1735956429945
1666,Bahamas,2004,-22.2695550985409
1667,Bahrain,2004,-21.417045474728
1668,Bangladesh,2004,-22.8106620819826
1669,Barbados,2004,-21.8454663548783
1670,Belarus,2004,-21.263908062281
1671,Belgium,2004,-21.9978111999129
1672,Belize,2004,-22.4367724394996
1673,Benin,2004,-22.397194544924
1674,Bermuda,2004,
1675,Bhutan,2004,-22.9211757878699
1676,Bolivia,2004,-22.1877670296946
1677,Bosnia and Herzegovina,2004,-21.3331552891244
1678,Botswana,2004,-22.3678422930325
1679,Brazil,2004,-22.6340877381168
1680,British Virgin Islands,2004,
1681,Brunei Darussalam,2004,-22.5128303914896
1682,Bulgaria,2004,-21.3735972033345
1683,Burkina Faso,2004,-23.3753227940779
1684,Burundi,2004,-24.016401202092
1685,Cambodia,2004,-22.9949316679023
1686,Cameroon,2004,-22.6344346829551
1687,Canada,2004,-21.5826200106204
1688,Cape Verde,2004,-22.5559221489244
1689,Cayman Islands,2004,
1690,Central African Republic,2004,-23.379393033266
1691,Chad,2004,-24.4312755633014
1692,Chile,2004,-22.2806218321721
1693,China,2004,-20.9743277115773
1694,Colombia,2004,-22.6336200044563
1695,Comoros,2004,-22.5356150384712
1696,Cook Islands,2004,
1697,Costa Rica,2004,-22.7306171088348
1698,Cote d'Ivoire,2004,-22.8539300023279
1699,Croatia,2004,-22.0783533265376
1700,Cuba,2004,-22.4721843018583
1701,Curacao,2004,
1702,Cyprus,2004,-21.8519749226373
1703,Czech Republic,2004,-21.4134001703332
1704,Dem. Rep. Congo,2004,-23.8740993246638
1705,Denmark,2004,-22.2092326221382
1706,Djibouti,2004,-22.1629533370448
1707,Dominica,2004,-22.4287172961983
1708,Dominican Republic,2004,-22.2051593021612
1709,Ecuador,2004,-22.1939816037998
1710,Egypt,2004,-22.1305002592175
1711,El Salvador,2004,-22.5434786466264
1712,Equatorial Guinea,2004,-21.9952695796878
1713,Eritrea,2004,-22.9469986093976
1714,Estonia,2004,-21.235420141047
1715,Ethiopia,2004,-22.9436667519647
1716,Faeroe Islands,2004,
1717,Falkland Islands,2004,
1718,Fiji,2004,-22.223548098442
1719,Finland,2004,-21.8049928568759
1720,France,2004,-22.5126303221964
1721,French Guiana,2004,
1722,French Polynesia,2004,
1723,Gabon,2004,-22.3625060008517
1724,Gambia,2004,-22.7494110042665
1725,Georgia,2004,-22.4277874407157
1726,Germany,2004,-22.045719393613
1727,Ghana,2004,-22.7413616160865
1728,Gibraltar,2004,
1729,Greece,2004,-21.8849854051734
1730,Greenland,2004,
1731,Grenada,2004,-22.3849802139345
1732,Guadeloupe,2004,
1733,Guam,2004,
1734,Guatemala,2004,-22.6711918281372
1735,Guinea,2004,-22.4800933219435
1736,Guinea-Bissau,2004,-22.8952058185002
1737,Guyana,2004,-21.515258898159
1738,Haiti,2004,-22.6643304040518
1739,Holy See,2004,
1740,Honduras,2004,-21.9258326846461
1741,Hong Kong,2004,
1742,Hungary,2004,-22.0553378634158
1743,Iceland,2004,-22.2844427303511
1744,India,2004,-21.84574703973
1745,Indonesia,2004,-22.1808150953177
1746,Iran,2004,-21.5640899767244
1747,Iraq,2004,-22.0387429961815
1748,Ireland,2004,-22.1790599271789
1749,Isle of Man,2004,
1750,Israel,2004,-21.7367859957765
1751,Italy,2004,-22.2323370713605
1752,Jamaica,2004,-21.4877324155775
1753,Japan,2004,-22.036008485151
1754,Jordan,2004,-21.6293481848748
1755,Kazakhstan,2004,-21.1038059368807
1756,Kenya,2004,-23.0205131243678
1757,Kiribati,2004,-22.0979450489241
1758,Kosovo,2004,
1759,Kuwait,2004,-21.9043606810829
1760,Kyrgyzstan,2004,-21.5026731226646
1761,Laos,2004,-23.1523742941771
1762,Latvia,2004,-22.2583681296658
1763,Lebanon,2004,-21.7313372095569
1764,Lesotho,2004,-21.3552057056754
1765,Liberia,2004,-21.8247806131119
1766,Libya,2004,-21.8021949556869
1767,Liechtenstein,2004,
1768,Lithuania,2004,-22.2893424649519
1769,Luxembourg,2004,-21.9531603130188
1770,Macao,2004,
1771,Macedonia,2004,-21.4504548741235
1772,Madagascar,2004,-23.3248058568946
1773,Malawi,2004,-23.1568352361282
1774,Malaysia,2004,-21.7788687695064
1775,Maldives,2004,-22.1514709083302
1776,Mali,2004,-23.9077574989603
1777,Malta,2004,-22.0952827338855
1778,Marshall Islands,2004,-21.3350402949457
1779,Martinique,2004,
1780,Mauritania,2004,-22.4437917412917
1781,Mauritius,2004,-22.4187312945962
1782,Mayotte,2004,
1783,Mexico,2004,-22.0795396151297
1784,Micronesia,2004,-21.5994227234777
1785,Moldova,2004,-21.0842727444514
1786,Monaco,2004,
1787,Mongolia,2004,-21.1231683117147
1788,Montenegro,2004,
1789,Montserrat,2004,
1790,Morocco,2004,-22.0705935290512
1791,Mozambique,2004,-22.7072812635257
1792,Myanmar,2004,-22.9342496081524
1793,Namibia,2004,-22.5396095563851
1794,Nauru,2004,
1795,Nepal,2004,-23.4097801852985
1796,Netherlands,2004,-22.1154059985791
1797,Netherlands Antilles,2004,
1798,New Caledonia,2004,
1799,New Zealand,2004,-22.0823536442759
1800,Nicaragua,2004,-22.2244620949897
1801,Niger,2004,-23.2487266971068
1802,Nigeria,2004,-22.5557584440889
1803,Niue,2004,
1804,Norfolk Island,2004,
1805,North Korea,2004,
1806,Northern Mariana Islands,2004,
1807,Norway,2004,-22.7471883351295
1808,Oman,2004,-22.0126022114533
1809,Pakistan,2004,-22.2707694112547
1810,Palau,2004,-20.8640841357692
1811,Panama,2004,-22.5719748828871
1812,Papua New Guinea,2004,-21.568763002081
1813,Paraguay,2004,-22.8858401264236
1814,Peru,2004,-22.5548498509922
1815,Philippines,2004,-22.3475177344275
1816,Pitcairn,2004,
1817,Poland,2004,-21.4612869259489
1818,Portugal,2004,-22.2125271635306
1819,Puerto Rico,2004,
1820,Qatar,2004,-21.7355538395175
1821,Republic of Congo,2004,-22.4680560693309
1822,Reunion,2004,
1823,Romania,2004,-21.8534708620774
1824,Russia,2004,-21.2525970073932
1825,Rwanda,2004,-23.5125536018184
1826,Saint Helena,2004,
1827,Saint Kitts and Nevis,2004,-22.2169382987803
1828,Saint Lucia,2004,-22.2946857451468
1829,Saint Pierre and Miquelon,2004,
1830,Saint Vincent and the Grenadines,2004,-22.2267844636206
1831,Samoa,2004,-22.5372932349811
1832,San Marino,2004,
1833,Sao Tome and Principe,2004,-22.2087998938176
1834,Saudi Arabia,2004,-21.8332022159445
1835,Senegal,2004,-22.1048208481452
1836,Serbia,2004,-21.0088447791106
1837,Seychelles,2004,-21.3321913335239
1838,Sierra Leone,2004,-22.9056830256451
1839,Singapore,2004,-22.5476837786694
1840,Sint Maarten,2004,
1841,Slovakia,2004,-21.7039359671765
1842,Slovenia,2004,-21.9096860145797
1843,Solomon Islands,2004,-22.2100320072531
1844,Somalia,2004,-22.2561792941496
1845,South Africa,2004,-20.9957965136503
1846,South Korea,2004,-21.6088172019197
1847,South Sudan,2004,
1848,Spain,2004,-22.1219426150528
1849,Sri Lanka,2004,-22.9371088224165
1850,State of Palestine,2004,
1851,Sudan,2004,-23.1679337085219
1852,Suriname,2004,-22.1563345899062
1853,Svalbard and Jan Mayen Islands,2004,
1854,Swaziland,2004,-22.6716373204812
1855,Sweden,2004,-22.6339074328979
1856,Switzerland,2004,-22.8426967904609
1857,Syria,2004,-21.2320020155314
1858,Taiwan,2004,-21.4067702532634
1859,Tajikistan,2004,-22.1642174172538
1860,Tanzania,2004,-23.2344810655751
1861,Thailand,2004,-21.9532232819758
1862,Timor-Leste,2004,
1863,Togo,2004,-22.25768642893
1864,Tokelau,2004,
1865,Tonga,2004,-22.2220990261912
1866,Trinidad and Tobago,2004,-21.4167588536025
1867,Tunisia,2004,-22.0335639791066
1868,Turkey,2004,-22.1818967719041
1869,Turkmenistan,2004,-20.1836346944444
1870,Turks and Caicos Islands,2004,
1871,Tuvalu,2004,-21.7332145853871
1872,Uganda,2004,-23.6768265757779
1873,Ukraine,2004,-20.7866031985716
1874,United Arab Emirates,2004,-22.0157836731314
1875,United Kingdom,2004,-22.1099782029938
1876,United States of America,2004,-21.6306924032961
1877,United States Virgin Islands,2004,
1878,Uruguay,2004,-22.7098916437666
1879,Uzbekistan,2004,-20.3003576155552
1880,Vanuatu,2004,-22.9037282779017
1881,Venezuela,2004,-21.6920951453543
1882,Viet Nam,2004,-21.8443002694394
1883,Wallis and Futuna Islands,2004,
1884,Western Sahara,2004,
1885,Yemen,2004,-22.1940516444114
1886,Zambia,2004,-23.2891876773153
1887,Zimbabwe,2004,-21.5644981450632
1888,Afghanistan,2005,-23.7901469773628
1889,Albania,2005,-22.4330079194398
1890,Algeria,2005,-22.2435943050639
1891,American Samoa,2005,
1892,Andorra,2005,
1893,Angola,2005,-22.1603295586626
1894,Anguilla,2005,
1895,Antigua and Barbuda,2005,-22.1401779572508
1896,Argentina,2005,-22.0925749733807
1897,Armenia,2005,-22.0054429620011
1898,Aruba,2005,
1899,Australia,2005,-21.4666056632324
1900,Austria,2005,-22.2066456022705
1901,Azerbaijan,2005,-21.3344802643345
1902,Bahamas,2005,-22.2923622388206
1903,Bahrain,2005,-21.3387583471662
1904,Bangladesh,2005,-22.8058578172119
1905,Barbados,2005,-21.8400216397721
1906,Belarus,2005,-21.3403751599083
1907,Belgium,2005,-22.0481717108174
1908,Belize,2005,-22.3901296781956
1909,Benin,2005,-22.3207993883565
1910,Bermuda,2005,
1911,Bhutan,2005,-22.7386647698624
1912,Bolivia,2005,-22.1666689219093
1913,Bosnia and Herzegovina,2005,-21.3757970426119
1914,Botswana,2005,-22.3372141803977
1915,Brazil,2005,-22.6513588747784
1916,British Virgin Islands,2005,
1917,Brunei Darussalam,2005,-22.5345128408456
1918,Bulgaria,2005,-21.4217563769985
1919,Burkina Faso,2005,-23.4386559986122
1920,Burundi,2005,-24.2766753717728
1921,Cambodia,2005,-23.0119008494333
1922,Cameroon,2005,-22.6467382351094
1923,Canada,2005,-21.5974275378352
1924,Cape Verde,2005,-22.3350802404356
1925,Cayman Islands,2005,
1926,Central African Republic,2005,-23.3884341441204
1927,Chad,2005,-24.5344985554628
1928,Chile,2005,-22.3144552243748
1929,China,2005,-20.9589857441992
1930,Colombia,2005,-22.6337134096463
1931,Comoros,2005,-22.589569514473
1932,Cook Islands,2005,
1933,Costa Rica,2005,-22.7078836621035
1934,Cote d'Ivoire,2005,-22.805287424925
1935,Croatia,2005,-22.1124204648497
1936,Cuba,2005,-22.542700377239
1937,Curacao,2005,
1938,Cyprus,2005,-21.863705012478
1939,Czech Republic,2005,-21.503402118582
1940,Dem. Rep. Congo,2005,-23.6936422826036
1941,Denmark,2005,-22.3006878154079
1942,Djibouti,2005,-22.1762997809966
1943,Dominica,2005,-22.3960857845531
1944,Dominican Republic,2005,-22.1900585280307
1945,Ecuador,2005,-22.181347428388
1946,Egypt,2005,-22.0546502672036
1947,El Salvador,2005,-22.5404922141718
1948,Equatorial Guinea,2005,-22.2968308534672
1949,Eritrea,2005,-23.0971926254888
1950,Estonia,2005,-21.3100714567677
1951,Ethiopia,2005,-23.0899531599457
1952,Faeroe Islands,2005,
1953,Falkland Islands,2005,
1954,Fiji,2005,-22.4408767825136
1955,Finland,2005,-22.0312919335128
1956,France,2005,-22.5242989175525
1957,French Guiana,2005,
1958,French Polynesia,2005,
1959,Gabon,2005,-22.3589056864313
1960,Gambia,2005,-22.7399496271474
1961,Georgia,2005,-22.2921286626529
1962,Germany,2005,-22.0753619744997
1963,Ghana,2005,-22.7376117167203
1964,Gibraltar,2005,
1965,Greece,2005,-21.8739228405685
1966,Greenland,2005,
1967,Grenada,2005,-22.4574256728662
1968,Guadeloupe,2005,
1969,Guam,2005,
1970,Guatemala,2005,-22.6618908231178
1971,Guinea,2005,-22.5719025733704
1972,Guinea-Bissau,2005,-22.8838656204331
1973,Guyana,2005,-21.6200584989376
1974,Haiti,2005,-22.6390520106648
1975,Holy See,2005,
1976,Honduras,2005,-21.9683517269551
1977,Hong Kong,2005,
1978,Hungary,2005,-22.1063199192221
1979,Iceland,2005,-22.3603129424485
1980,India,2005,-21.8822896609419
1981,Indonesia,2005,-22.2276060769449
1982,Iran,2005,-21.5330329522428
1983,Iraq,2005,-21.9230672193362
1984,Ireland,2005,-22.1936423342009
1985,Isle of Man,2005,
1986,Israel,2005,-21.8130676567418
1987,Italy,2005,-22.2440761039594
1988,Jamaica,2005,-21.4921051488643
1989,Japan,2005,-22.0471691923105
1990,Jordan,2005,-21.6389415668583
1991,Kazakhstan,2005,-21.1176034921424
1992,Kenya,2005,-22.9627788362453
1993,Kiribati,2005,-21.7979677615165
1994,Kosovo,2005,
1995,Kuwait,2005,-21.8705711705233
1996,Kyrgyzstan,2005,-21.5461591719101
1997,Laos,2005,-23.2131740130646
1998,Latvia,2005,-22.3474364607977
1999,Lebanon,2005,-21.7950582498355
2000,Lesotho,2005,-21.3698044207847
2001,Liberia,2005,-21.711949609666
2002,Libya,2005,-21.840162984061
2003,Liechtenstein,2005,
2004,Lithuania,2005,-22.3028011119505
2005,Luxembourg,2005,-21.9650864402484
2006,Macao,2005,
2007,Macedonia,2005,-21.4506566405097
2008,Madagascar,2005,-23.4070013164933
2009,Malawi,2005,-23.2498703446193
2010,Malaysia,2005,-21.7681361404122
2011,Maldives,2005,-22.1708727748849
2012,Mali,2005,-23.9462639961742
2013,Malta,2005,-22.0873005782533
2014,Marshall Islands,2005,-21.4047306107221
2015,Martinique,2005,
2016,Mauritania,2005,-22.4968220609042
2017,Mauritius,2005,-22.3647268014876
2018,Mayotte,2005,
2019,Mexico,2005,-22.0658825652344
2020,Micronesia,2005,-21.787852279362
2021,Moldova,2005,-21.1173060478898
2022,Monaco,2005,
2023,Mongolia,2005,-21.046784773538
2024,Montenegro,2005,-21.9862275687304
2025,Montserrat,2005,
2026,Morocco,2005,-22.0425964820511
2027,Mozambique,2005,-22.903536568483
2028,Myanmar,2005,-23.0083387738138
2029,Namibia,2005,-22.502455835935
2030,Nauru,2005,
2031,Nepal,2005,-23.3216309822881
2032,Netherlands,2005,-22.1627893277501
2033,Netherlands Antilles,2005,
2034,New Caledonia,2005,
2035,New Zealand,2005,-22.0783142434512
2036,Nicaragua,2005,-22.2817255959459
2037,Niger,2005,-23.3394876993781
2038,Nigeria,2005,-22.489615100258
2039,Niue,2005,
2040,Norfolk Island,2005,
2041,North Korea,2005,
2042,Northern Mariana Islands,2005,
2043,Norway,2005,-22.8015304059012
2044,Oman,2005,-22.0455812171233
2045,Pakistan,2005,-22.3191956695721
2046,Palau,2005,-20.8480044188078
2047,Panama,2005,-22.414004216007
2048,Papua New Guinea,2005,-21.6542574228481
2049,Paraguay,2005,-22.971499788602
2050,Peru,2005,-22.6122407113544
2051,Philippines,2005,-22.3682217242982
2052,Pitcairn,2005,
2053,Poland,2005,-21.4967365373987
2054,Portugal,2005,-22.1724030301895
2055,Puerto Rico,2005,
2056,Qatar,2005,-21.5511431233936
2057,Republic of Congo,2005,-22.0182907644851
2058,Reunion,2005,
2059,Romania,2005,-21.901678281835
2060,Russia,2005,-21.3165062404142
2061,Rwanda,2005,-23.5793894952296
2062,Saint Helena,2005,
2063,Saint Kitts and Nevis,2005,-22.3769455370708
2064,Saint Lucia,2005,-22.2563252857085
2065,Saint Pierre and Miquelon,2005,
2066,Saint Vincent and the Grenadines,2005,-22.2513600435574
2067,Samoa,2005,-22.5073999817034
2068,San Marino,2005,
2069,Sao Tome and Principe,2005,-22.2285443537209
2070,Saudi Arabia,2005,-21.8497833755762
2071,Senegal,2005,-22.1080796334492
2072,Serbia,2005,-21.1890364073158
2073,Seychelles,2005,-21.4852848307375
2074,Sierra Leone,2005,-23.1089352726843
2075,Singapore,2005,-22.6653424698033
2076,Sint Maarten,2005,
2077,Slovakia,2005,-21.7379326645825
2078,Slovenia,2005,-21.9378148251952
2079,Solomon Islands,2005,-22.2628255114709
2080,Somalia,2005,-22.3555748702398
2081,South Africa,2005,-21.0539597824711
2082,South Korea,2005,-21.6573822216081
2083,South Sudan,2005,
2084,Spain,2005,-22.1105405402706
2085,Sri Lanka,2005,-22.9142511379931
2086,State of Palestine,2005,
2087,Sudan,2005,-23.0803050768738
2088,Suriname,2005,-22.0119067550675
2089,Svalbard and Jan Mayen Islands,2005,
2090,Swaziland,2005,-22.7365905605381
2091,Sweden,2005,-22.722119837213
2092,Switzerland,2005,-22.8611406987618
2093,Syria,2005,-21.1341592706413
2094,Taiwan,2005,-21.4932092354779
2095,Tajikistan,2005,-22.2766875393286
2096,Tanzania,2005,-23.218501230617
2097,Thailand,2005,-21.9593607363104
2098,Timor-Leste,2005,-22.7777744505879
2099,Togo,2005,-22.3196335883754
2100,Tokelau,2005,
2101,Tonga,2005,-22.2050070290144
2102,Trinidad and Tobago,2005,-21.2504220222336
2103,Tunisia,2005,-22.053476424559
2104,Turkey,2005,-22.2146948517263
2105,Turkmenistan,2005,-20.2737196820666
2106,Turks and Caicos Islands,2005,
2107,Tuvalu,2005,-21.6946844421348
2108,Uganda,2005,-23.51592866608
2109,Ukraine,2005,-20.8523595746623
2110,United Arab Emirates,2005,-22.0062945091212
2111,United Kingdom,2005,-22.1421346866663
2112,United States of America,2005,-21.6606890206132
2113,United States Virgin Islands,2005,
2114,Uruguay,2005,-22.7909609035758
2115,Uzbekistan,2005,-20.4117285437397
2116,Vanuatu,2005,-22.955398598147
2117,Venezuela,2005,-21.6742891991692
2118,Viet Nam,2005,-21.8282826762027
2119,Wallis and Futuna Islands,2005,
2120,Western Sahara,2005,
2121,Yemen,2005,-22.196442741227
2122,Zambia,2005,-23.2732931518102
2123,Zimbabwe,2005,-21.431964184979
2124,Afghanistan,2006,-23.6243776378167
2125,Albania,2006,-22.4896759136952
2126,Algeria,2006,-22.207873358544
2127,American Samoa,2006,
2128,Andorra,2006,
2129,Angola,2006,-22.2389669589061
2130,Anguilla,2006,
2131,Antigua and Barbuda,2006,-22.232104418856
2132,Argentina,2006,-22.1075909751363
2133,Armenia,2006,-22.1224404285737
2134,Aruba,2006,
2135,Australia,2006,-21.480996872642
2136,Austria,2006,-22.2730043747695
2137,Azerbaijan,2006,-21.7007703519329
2138,Bahamas,2006,-22.3624369691497
2139,Bahrain,2006,-21.3187227571426
2140,Bangladesh,2006,-22.7806660058561
2141,Barbados,2006,-21.8816999958273
2142,Belarus,2006,-21.3941437989645
2143,Belgium,2006,-22.0988812501382
2144,Belize,2006,-22.3840778851407
2145,Benin,2006,-22.0085287278584
2146,Bermuda,2006,
2147,Bhutan,2006,-22.8142170240957
2148,Bolivia,2006,-22.133707086555
2149,Bosnia and Herzegovina,2006,-21.3289056845769
2150,Botswana,2006,-22.462946774678
2151,Brazil,2006,-22.6784046324215
2152,British Virgin Islands,2006,
2153,Brunei Darussalam,2006,-22.1852227132502
2154,Bulgaria,2006,-21.4587716402167
2155,Burkina Faso,2006,-23.3099560330247
2156,Burundi,2006,-24.1349662313735
2157,Cambodia,2006,-23.003566829183
2158,Cameroon,2006,-22.6284616875496
2159,Canada,2006,-21.6428518465953
2160,Cape Verde,2006,-22.3395701498484
2161,Cayman Islands,2006,
2162,Central African Republic,2006,-23.3744171677535
2163,Chad,2006,-24.5227779347087
2164,Chile,2006,-22.3349103778632
2165,China,2006,-20.9758136731427
2166,Colombia,2006,-22.7011261524375
2167,Comoros,2006,-22.4690907963074
2168,Cook Islands,2006,
2169,Costa Rica,2006,-22.7427193592337
2170,Cote d'Ivoire,2006,-22.8744228108971
2171,Croatia,2006,-22.1536961074248
2172,Cuba,2006,-22.6390902033799
2173,Curacao,2006,
2174,Cyprus,2006,-21.9012138626486
2175,Czech Republic,2006,-21.5648386937097
2176,Dem. Rep. Congo,2006,-23.6764981079326
2177,Denmark,2006,-22.1845140168831
2178,Djibouti,2006,-22.2320710231165
2179,Dominica,2006,-22.4567104063696
2180,Dominican Republic,2006,-22.206016993637
2181,Ecuador,2006,-22.1641761650934
2182,Egypt,2006,-22.0649327457178
2183,El Salvador,2006,-22.5276714831511
2184,Equatorial Guinea,2006,-22.2679471159827
2185,Eritrea,2006,-23.2300471122246
2186,Estonia,2006,-21.4822115309329
2187,Ethiopia,2006,-23.1213278321002
2188,Faeroe Islands,2006,
2189,Falkland Islands,2006,
2190,Fiji,2006,-22.3545407171586
2191,Finland,2006,-21.8802609809831
2192,France,2006,-22.571307813257
2193,French Guiana,2006,
2194,French Polynesia,2006,
2195,Gabon,2006,-22.4567533615913
2196,Gambia,2006,-22.7147602695013
2197,Georgia,2006,-22.2798117506053
2198,Germany,2006,-22.09475453184
2199,Ghana,2006,-22.629911697052
2200,Gibraltar,2006,
2201,Greece,2006,-21.936792807872
2202,Greenland,2006,
2203,Grenada,2006,-22.3508219123481
2204,Guadeloupe,2006,
2205,Guam,2006,
2206,Guatemala,2006,-22.7134453214147
2207,Guinea,2006,-22.561056580594
2208,Guinea-Bissau,2006,-22.8896059786355
2209,Guyana,2006,-21.7777129408937
2210,Haiti,2006,-22.6460740838946
2211,Holy See,2006,
2212,Honduras,2006,-22.1138444408749
2213,Hong Kong,2006,
2214,Hungary,2006,-22.1515192027701
2215,Iceland,2006,-22.3902701620108
2216,India,2006,-21.9051907644843
2217,Indonesia,2006,-22.2251086799708
2218,Iran,2006,-21.5048316714549
2219,Iraq,2006,-22.0691694650915
2220,Ireland,2006,-22.2311956673372
2221,Isle of Man,2006,
2222,Israel,2006,-21.8182565991253
