,country,year,DBT
756,Cuba,2000,-23.2486690218441
757,Curacao,2000,
758,Cyprus,2000,-23.8910434791545
759,Czech Republic,2000,-24.0122834896446
760,Dem. Rep. Congo,2000,-20.3408661469913
761,Denmark,2000,-24.975933060151
762,Djibouti,2000,-21.7041151231792
763,Dominica,2000,-24.0378230568114
764,Dominican Republic,2000,-23.2843609876005
765,Ecuador,2000,-23.5131010125301
766,Egypt,2000,-24.0897221620964
767,El Salvador,2000,-23.0370204834586
768,Equatorial Guinea,2000,-23.2711501855812
769,Eritrea,2000,-22.2489478207
770,Estonia,2000,-23.4987678733032
771,Ethiopia,2000,-20.8316198670702
772,Faeroe Islands,2000,
773,Falkland Islands,2000,
774,Fiji,2000,-23.6964524060596
775,Finland,2000,-23.8165784084489
776,France,2000,-24.4401886039687
777,French Guiana,2000,
778,French Polynesia,2000,
779,Gabon,2000,-23.1853296095561
780,Gambia,2000,-21.8789698635255
781,Georgia,2000,-23.0011574821315
782,Germany,2000,-25.2829003329374
783,Ghana,2000,-22.014553996841
784,Gibraltar,2000,
785,Greece,2000,-24.3952585429775
786,Greenland,2000,
787,Grenada,2000,-23.2668530190158
788,Guadeloupe,2000,
789,Guam,2000,
790,Guatemala,2000,-22.9025509988939
791,Guinea,2000,-20.8917561255969
792,Guinea-Bissau,2000,-21.7963606000215
793,Guyana,2000,-22.7793198728484
794,Haiti,2000,-22.1935626835926
795,Holy See,2000,
796,Honduras,2000,-22.5905913479575
797,Hong Kong,2000,-24.1221185905083
798,Hungary,2000,-24.4634531781915
799,Iceland,2000,-24.8177402096709
800,India,2000,-22.227328506576
801,Indonesia,2000,-22.6933886846362
802,Iran,2000,-24.4480069532824
803,Iraq,2000,-24.4087636697326
804,Ireland,2000,-24.7034156586155
805,Isle of Man,2000,
806,Israel,2000,-25.1641297710067
807,Italy,2000,-24.7100618740796
808,Jamaica,2000,-23.2855626852609
809,Japan,2000,-24.9610376351461
810,Jordan,2000,-24.3740902714314
811,Kazakhstan,2000,-24.3861821881797
812,Kenya,2000,-21.7141772030495
813,Kiribati,2000,-23.5019005620098
814,Kosovo,2000,
815,Kuwait,2000,-26.0724867227184
816,Kyrgyzstan,2000,-23.7295594466222
817,Laos,2000,-22.0569743076098
818,Latvia,2000,-23.2987445236753
819,Lebanon,2000,-24.8554841890449
820,Lesotho,2000,-21.5175150612289
821,Liberia,2000,-20.4083958443339
822,Libya,2000,-24.165600960242
823,Liechtenstein,2000,
824,Lithuania,2000,-23.7818058075463
825,Luxembourg,2000,-24.2714985075499
826,Macao,2000,-25.0302181023125
827,Macedonia,2000,-23.6534938603931
828,Madagascar,2000,-21.6447826954822
829,Malawi,2000,-21.3144947424669
830,Malaysia,2000,-23.7324107319749
831,Maldives,2000,
832,Mali,2000,-21.9047131174591
833,Malta,2000,-24.661083536033
834,Marshall Islands,2000,
835,Martinique,2000,
836,Mauritania,2000,-21.8332993429908
837,Mauritius,2000,-23.4026240574652
838,Mayotte,2000,
839,Mexico,2000,-24.5237396169292
840,Micronesia,2000,-27.8258808557384
841,Moldova,2000,-24.0054174969736
842,Monaco,2000,
843,Mongolia,2000,-23.290705485064
844,Montenegro,2000,-21.2366932304306
845,Montserrat,2000,
846,Morocco,2000,-23.9238246103193
847,Mozambique,2000,-20.5102092123884
848,Myanmar,2000,-21.3638812775915
849,Namibia,2000,-23.5892188919562
850,Nauru,2000,
851,Nepal,2000,-21.4662560035614
852,Netherlands,2000,-25.105954039008
853,Netherlands Antilles,2000,
854,New Caledonia,2000,
855,New Zealand,2000,-24.1864863598013
856,Nicaragua,2000,-22.3864908413075
857,Niger,2000,-20.9248525410145
858,Nigeria,2000,-21.5203361463254
859,Niue,2000,
860,Norfolk Island,2000,
861,North Korea,2000,
862,Northern Mariana Islands,2000,
863,Norway,2000,-24.4568297591641
864,Oman,2000,-25.4150005126139
865,Pakistan,2000,-22.5121145132903
866,Palau,2000,
867,Panama,2000,-23.5112909372465
868,Papua New Guinea,2000,-22.4747876419042
869,Paraguay,2000,-22.3383717536035
870,Peru,2000,-23.7419218278278
871,Philippines,2000,-22.8141578233016
872,Pitcairn,2000,
873,Poland,2000,-24.0362799788122
874,Portugal,2000,-24.2680958604878
875,Puerto Rico,2000,-29.6468092034521
876,Qatar,2000,-25.8966910987022
877,Republic of Congo,2000,-22.9721790619611
878,Reunion,2000,
879,Romania,2000,-23.8845435985288
880,Russia,2000,-24.5149744596822
881,Rwanda,2000,-21.1266240425131
882,Saint Helena,2000,
883,Saint Kitts and Nevis,2000,-23.7986347509086
884,Saint Lucia,2000,-24.1103279408883
885,Saint Pierre and Miquelon,2000,
886,Saint Vincent and the Grenadines,2000,-23.8609337269626
887,Samoa,2000,-23.040959314957
888,San Marino,2000,
889,Sao Tome and Principe,2000,-21.7318140622843
890,Saudi Arabia,2000,-24.8487917993471
891,Senegal,2000,-22.4153310391641
892,Serbia,2000,-23.5238439181606
893,Seychelles,2000,-22.757211871587
894,Sierra Leone,2000,-20.752941335425
895,Singapore,2000,-24.8910380078071
896,Sint Maarten,2000,
897,Slovakia,2000,-24.5166916824638
898,Slovenia,2000,-23.9911330238816
899,Solomon Islands,2000,-22.5675824713792
900,Somalia,2000,-19.2788679353923
901,South Africa,2000,-22.8873757468079
902,South Korea,2000,-23.9320793864646
903,South Sudan,2000,
904,Spain,2000,-24.4254220422969
905,Sri Lanka,2000,-22.7535755861169
906,State of Palestine,2000,
907,Sudan,2000,-21.9104877879425
908,Suriname,2000,-23.8563507988203
909,Svalbard and Jan Mayen Islands,2000,
910,Swaziland,2000,-22.7893428744288
911,Sweden,2000,-24.8799445842198
912,Switzerland,2000,-25.7078492124989
913,Syria,2000,-23.5211104884273
914,Taiwan,2000,-23.8035992998009
915,Tajikistan,2000,-25.9029048038456
916,Tanzania,2000,-21.2748374623793
917,Thailand,2000,-22.8981052795866
918,Timor-Leste,2000,-22.6518793646391
919,Togo,2000,-21.2027008539871
920,Tokelau,2000,
921,Tonga,2000,-27.4600452092314
922,Trinidad and Tobago,2000,-24.6375467689185
923,Tunisia,2000,-23.642346727948
924,Turkey,2000,-23.9903461119336
925,Turkmenistan,2000,-24.9647797749051
926,Turks and Caicos Islands,2000,
927,Tuvalu,2000,
928,Uganda,2000,-20.7921193749006
929,Ukraine,2000,-24.0614066563358
930,United Arab Emirates,2000,-25.2248602521231
931,United Kingdom,2000,-25.1300753812701
932,United States of America,2000,-24.8138575831716
933,United States Virgin Islands,2000,
934,Uruguay,2000,-24.0065240282061
935,Uzbekistan,2000,-24.4948171541135
936,Vanuatu,2000,-23.3199486754342
937,Venezuela,2000,-24.6265298776852
938,Viet Nam,2000,-21.6869808238799
939,Wallis and Futuna Islands,2000,
940,Western Sahara,2000,
941,Yemen,2000,-24.6683045571594
942,Zambia,2000,-21.3419589017681
943,Zimbabwe,2000,-21.6331194414822
944,Afghanistan,2001,
945,Albania,2001,-23.4790423934905
946,Algeria,2001,-25.0759572342707
947,American Samoa,2001,
948,Andorra,2001,
949,Angola,2001,-22.3047956853659
950,Anguilla,2001,
951,Antigua and Barbuda,2001,-24.3186195572916
952,Argentina,2001,-23.9234617462061
953,Armenia,2001,-26.315557807359
954,Aruba,2001,
955,Australia,2001,-23.8605326047492
956,Austria,2001,-24.751675109019
957,Azerbaijan,2001,-24.7989982321763
958,Bahamas,2001,-24.1010764112373
959,Bahrain,2001,-25.9686291443135
960,Bangladesh,2001,-22.7096321212098
961,Barbados,2001,-24.1303659579454
962,Belarus,2001,-23.8698321846981
963,Belgium,2001,-24.6216483928829
964,Belize,2001,-22.6914841129826
965,Benin,2001,-22.0054627256879
966,Bermuda,2001,-24.9535949291363
967,Bhutan,2001,-21.3642799522533
968,Bolivia,2001,-23.1150142244575
969,Bosnia and Herzegovina,2001,-23.2016413311282
970,Botswana,2001,-23.1906408362276
971,Brazil,2001,-23.3984601497243
972,British Virgin Islands,2001,
973,Brunei Darussalam,2001,-25.4283342283226
974,Bulgaria,2001,-23.657870589389
975,Burkina Faso,2001,-21.375891252487
976,Burundi,2001,-20.5626884216051
977,Cambodia,2001,-21.2943098796586
978,Cameroon,2001,-22.0823901036319
979,Canada,2001,-24.2473368206821
980,Cape Verde,2001,-23.4456013564261
981,Cayman Islands,2001,
982,Central African Republic,2001,-21.2297992264003
983,Chad,2001,-21.3020838638769
984,Chile,2001,-23.429474664476
985,China,2001,-22.298146709478
986,Colombia,2001,-23.8555450085752
987,Comoros,2001,-22.1905407333436
988,Cook Islands,2001,
989,Costa Rica,2001,-24.0904051437334
990,Cote d'Ivoire,2001,-22.4346941732273
991,Croatia,2001,-24.0614370045229
992,Cuba,2001,-23.3309853615572
993,Curacao,2001,
994,Cyprus,2001,-23.9379363571883
995,Czech Republic,2001,-24.0895043671765
996,Dem. Rep. Congo,2001,-20.2861246113041
997,Denmark,2001,-24.9992471007045
998,Djibouti,2001,-21.4140010693946
999,Dominica,2001,-23.9286046784038
1000,Dominican Republic,2001,-23.2762885763781
1001,Ecuador,2001,-23.5070447316141
1002,Egypt,2001,-24.1942805609041
1003,El Salvador,2001,-23.062091191486
1004,Equatorial Guinea,2001,-23.7761951872673
1005,Eritrea,2001,-22.2773860363513
1006,Estonia,2001,-23.4863960139529
1007,Ethiopia,2001,-20.8744848667807
1008,Faeroe Islands,2001,
1009,Falkland Islands,2001,
1010,Fiji,2001,-23.7159967957345
1011,Finland,2001,-23.9037035726888
1012,France,2001,-24.517388560625
1013,French Guiana,2001,
1014,French Polynesia,2001,
1015,Gabon,2001,-23.1574478382697
1016,Gambia,2001,-21.906940209106
1017,Georgia,2001,-23.0995921669987
1018,Germany,2001,-25.3540075431319
1019,Ghana,2001,-22.0376184097486
1020,Gibraltar,2001,
1021,Greece,2001,-24.4252581093497
1022,Greenland,2001,
1023,Grenada,2001,-23.3148433614316
1024,Guadeloupe,2001,
1025,Guam,2001,
1026,Guatemala,2001,-22.9251907344067
1027,Guinea,2001,-20.9108641748859
1028,Guinea-Bissau,2001,-21.8284498574301
1029,Guyana,2001,-22.7828769855138
1030,Haiti,2001,-22.1595437973591
1031,Holy See,2001,
1032,Honduras,2001,-22.6289388831903
1033,Hong Kong,2001,-24.2755012846598
1034,Hungary,2001,-24.4826931583379
1035,Iceland,2001,-24.8228788394043
1036,India,2001,-22.2712522548299
1037,Indonesia,2001,-22.7162449362092
1038,Iran,2001,-24.435997250466
1039,Iraq,2001,-24.3159361839643
1040,Ireland,2001,-24.8835456852237
1041,Isle of Man,2001,
1042,Israel,2001,-25.1818321185719
1043,Italy,2001,-24.7528523489107
1044,Jamaica,2001,-23.2949876637048
1045,Japan,2001,-25.0357454790055
1046,Jordan,2001,-24.4604292452848
1047,Kazakhstan,2001,-24.3512750492972
1048,Kenya,2001,-21.7279690172705
1049,Kiribati,2001,-23.4095019790896
1050,Kosovo,2001,
1051,Kuwait,2001,-25.9638497960471
1052,Kyrgyzstan,2001,-23.8775280645234
1053,Laos,2001,-22.0794533735909
1054,Latvia,2001,-23.2333479309238
1055,Lebanon,2001,-24.8146296702079
1056,Lesotho,2001,-21.5428532982017
1057,Liberia,2001,-20.3968710603836
1058,Libya,2001,-24.1289125861228
1059,Liechtenstein,2001,
1060,Lithuania,2001,-23.8178869917261
1061,Luxembourg,2001,-24.2768821133872
1062,Macao,2001,-25.1245980246485
1063,Macedonia,2001,-23.763187789316
1064,Madagascar,2001,-21.6841933219035
1065,Malawi,2001,-21.277624246812
1066,Malaysia,2001,-23.7172542215025
1067,Maldives,2001,-23.5502850569264
1068,Mali,2001,-22.0127018363797
1069,Malta,2001,-24.6682921783677
1070,Marshall Islands,2001,
1071,Martinique,2001,
1072,Mauritania,2001,-21.8457539848279
1073,Mauritius,2001,-23.2855168382403
1074,Mayotte,2001,
1075,Mexico,2001,-24.5620393965019
1076,Micronesia,2001,-27.8387397501744
1077,Moldova,2001,-24.05458554381
1078,Monaco,2001,
1079,Mongolia,2001,-23.2953768392195
1080,Montenegro,2001,-20.9985618398492
1081,Montserrat,2001,
1082,Morocco,2001,-23.9693320383897
1083,Mozambique,2001,-20.6200415420713
1084,Myanmar,2001,-21.4606348049132
1085,Namibia,2001,-23.4747494355246
1086,Nauru,2001,
1087,Nepal,2001,-21.4954034179608
1088,Netherlands,2001,-25.1794624612555
1089,Netherlands Antilles,2001,
1090,New Caledonia,2001,
1091,New Zealand,2001,-24.2567485148618
1092,Nicaragua,2001,-22.4401582635269
1093,Niger,2001,-21.4286170010297
1094,Nigeria,2001,-21.5405178902152
1095,Niue,2001,
1096,Norfolk Island,2001,
1097,North Korea,2001,
1098,Northern Mariana Islands,2001,
1099,Norway,2001,-24.4935820893005
1100,Oman,2001,-25.3169374682304
1101,Pakistan,2001,-22.5240432436644
1102,Palau,2001,
1103,Panama,2001,-23.3764979624377
1104,Papua New Guinea,2001,-22.4322726529153
1105,Paraguay,2001,-22.2800723295892
1106,Peru,2001,-23.7717068209888
1107,Philippines,2001,-22.8135583567013
1108,Pitcairn,2001,
1109,Poland,2001,-24.0358238138887
1110,Portugal,2001,-24.308192663039
1111,Puerto Rico,2001,-29.8363532156195
1112,Qatar,2001,-25.8751125232357
1113,Republic of Congo,2001,-22.9529361800149
1114,Reunion,2001,
1115,Romania,2001,-23.948948368382
1116,Russia,2001,-24.5613552362757
1117,Rwanda,2001,-21.1943654085381
1118,Saint Helena,2001,
1119,Saint Kitts and Nevis,2001,-23.8899073038834
1120,Saint Lucia,2001,-24.1388083718543
1121,Saint Pierre and Miquelon,2001,
1122,Saint Vincent and the Grenadines,2001,-23.9232522795184
1123,Samoa,2001,-23.1102966812142
1124,San Marino,2001,
1125,Sao Tome and Principe,2001,-21.8977046519838
1126,Saudi Arabia,2001,-24.8038770260795
1127,Senegal,2001,-22.4391974695199
1128,Serbia,2001,-23.3234933489165
1129,Seychelles,2001,-22.7880990555382
1130,Sierra Leone,2001,-20.6659771748647
1131,Singapore,2001,-24.9035821784587
1132,Sint Maarten,2001,
1133,Slovakia,2001,-24.5654159023592
1134,Slovenia,2001,-24.0645894897221
1135,Solomon Islands,2001,-22.5107000699635
1136,Somalia,2001,-19.4112831743646
1137,South Africa,2001,-23.1631397268336
1138,South Korea,2001,-23.9306663187616
1139,South Sudan,2001,
1140,Spain,2001,-24.4478748156491
1141,Sri Lanka,2001,-22.7826442437179
1142,State of Palestine,2001,
1143,Sudan,2001,-21.9290512190863
1144,Suriname,2001,-23.8910853837755
1145,Svalbard and Jan Mayen Islands,2001,
1146,Swaziland,2001,-22.758184920829
1147,Sweden,2001,-25.0110855252406
1148,Switzerland,2001,-25.7335666552158
1149,Syria,2001,-23.4714614286993
1150,Taiwan,2001,-23.9027388275949
1151,Tajikistan,2001,-25.912165194724
1152,Tanzania,2001,-21.2782636245514
1153,Thailand,2001,-22.9514824681228
1154,Timor-Leste,2001,-22.685505492951
1155,Togo,2001,-21.1909003816411
1156,Tokelau,2001,
1157,Tonga,2001,-27.4174644630667
1158,Trinidad and Tobago,2001,-24.7534673911809
1159,Tunisia,2001,-23.662767042898
1160,Turkey,2001,-24.0256164894037
1161,Turkmenistan,2001,-24.9651811712625
1162,Turks and Caicos Islands,2001,
1163,Tuvalu,2001,
1164,Uganda,2001,-20.816329196881
1165,Ukraine,2001,-24.1388929552728
1166,United Arab Emirates,2001,-25.2710171779416
1167,United Kingdom,2001,-25.2183471766235
1168,United States of America,2001,-24.8953757678169
1169,United States Virgin Islands,2001,
1170,Uruguay,2001,-23.9786174861723
1171,Uzbekistan,2001,-24.5598463957383
1172,Vanuatu,2001,-23.3007496240755
1173,Venezuela,2001,-24.583154096198
1174,Viet Nam,2001,-21.7366615796927
1175,Wallis and Futuna Islands,2001,
1176,Western Sahara,2001,
1177,Yemen,2001,-24.6788933927807
1178,Zambia,2001,-21.3731212049509
1179,Zimbabwe,2001,-21.6539945338699
1180,Afghanistan,2002,-23.051594786804
1181,Albania,2002,-23.5639519714358
1182,Algeria,2002,-24.9936911747062
1183,American Samoa,2002,
1184,Andorra,2002,
1185,Angola,2002,-22.1976462092123
1186,Anguilla,2002,
1187,Antigua and Barbuda,2002,-24.3819891723758
1188,Argentina,2002,-23.879684108989
1189,Armenia,2002,-26.2088748311896
1190,Aruba,2002,
1191,Australia,2002,-23.9539700863758
1192,Austria,2002,-24.7657180739718
1193,Azerbaijan,2002,-24.8808363465459
1194,Bahamas,2002,-24.1404232044145
1195,Bahrain,2002,-25.8983631875099
1196,Bangladesh,2002,-22.7290791112416
1197,Barbados,2002,-24.1594429379454
1198,Belarus,2002,-23.9351914356863
1199,Belgium,2002,-24.7728076835249
1200,Belize,2002,-22.7146720019478
1201,Benin,2002,-22.0098345310602
1202,Bermuda,2002,-24.9487378410854
1203,Bhutan,2002,-21.4815568431233
1204,Bolivia,2002,-23.0968303038047
1205,Bosnia and Herzegovina,2002,-23.1885968103675
1206,Botswana,2002,-23.2879648553661
1207,Brazil,2002,-23.3983483596344
1208,British Virgin Islands,2002,
1209,Brunei Darussalam,2002,-25.4593073617837
1210,Bulgaria,2002,-23.676957896035
1211,Burkina Faso,2002,-21.5376279183113
1212,Burundi,2002,-20.5388177054272
1213,Cambodia,2002,-21.3532594734365
1214,Cameroon,2002,-22.0869788266301
1215,Canada,2002,-24.3048657170232
1216,Cape Verde,2002,-23.4642433775769
1217,Cayman Islands,2002,
1218,Central African Republic,2002,-21.2617101323234
1219,Chad,2002,-21.377853771462
1220,Chile,2002,-23.4292499106725
1221,China,2002,-22.3897244154265
1222,Colombia,2002,-23.893075104538
1223,Comoros,2002,-22.2819972676754
1224,Cook Islands,2002,
1225,Costa Rica,2002,-24.1351619347371
1226,Cote d'Ivoire,2002,-22.4068978883755
1227,Croatia,2002,-24.0030716425212
1228,Cuba,2002,-23.4591416684344
1229,Curacao,2002,
1230,Cyprus,2002,-24.018788878055
1231,Czech Republic,2002,-24.1143347900664
1232,Dem. Rep. Congo,2002,-20.2843483050943
1233,Denmark,2002,-25.0514838395224
1234,Djibouti,2002,-21.6875629584789
1235,Dominica,2002,-23.8804821561339
1236,Dominican Republic,2002,-23.3365546704998
1237,Ecuador,2002,-23.5242998921277
1238,Egypt,2002,-24.2112316321797
1239,El Salvador,2002,-23.1007220203797
1240,Equatorial Guinea,2002,-23.9562846536603
1241,Eritrea,2002,-22.285029422031
1242,Estonia,2002,-23.5045982198745
1243,Ethiopia,2002,-20.8708060420098
1244,Faeroe Islands,2002,
1245,Falkland Islands,2002,
1246,Fiji,2002,-23.5868202948801
1247,Finland,2002,-23.9632287581725
1248,France,2002,-24.6382754434286
1249,French Guiana,2002,
1250,French Polynesia,2002,
1251,Gabon,2002,-23.1447315650943
1252,Gambia,2002,-21.8749393901521
1253,Georgia,2002,-23.1542974047857
1254,Germany,2002,-25.4062578578503
1255,Ghana,2002,-22.0378912069306
1256,Gibraltar,2002,
1257,Greece,2002,-24.5099814613758
1258,Greenland,2002,
1259,Grenada,2002,-23.3028477318957
1260,Guadeloupe,2002,
1261,Guam,2002,
1262,Guatemala,2002,-22.9650823226547
1263,Guinea,2002,-20.9660533542269
1264,Guinea-Bissau,2002,-21.8265311598296
1265,Guyana,2002,-22.7914206487689
1266,Haiti,2002,-22.1213798237701
1267,Holy See,2002,
1268,Honduras,2002,-22.6098469542767
1269,Hong Kong,2002,-24.5122284766859
1270,Hungary,2002,-24.5569578929744
1271,Iceland,2002,-24.8226448928771
1272,India,2002,-22.3201198306348
1273,Indonesia,2002,-22.7611641579642
1274,Iran,2002,-24.4680384085797
1275,Iraq,2002,-24.2482231517105
1276,Ireland,2002,-24.9829914916959
1277,Isle of Man,2002,
1278,Israel,2002,-25.2026864262705
1279,Italy,2002,-24.7897884636983
1280,Jamaica,2002,-23.1637323244446
1281,Japan,2002,-25.1112125772232
1282,Jordan,2002,-24.5184380567204
1283,Kazakhstan,2002,-24.5981561126901
1284,Kenya,2002,-21.708548380815
1285,Kiribati,2002,-23.4031020514005
1286,Kosovo,2002,
1287,Kuwait,2002,-25.9210493706063
1288,Kyrgyzstan,2002,-23.9158478661011
1289,Laos,2002,-22.133649981989
1290,Latvia,2002,-23.3033690774431
1291,Lebanon,2002,-24.8671360469759
1292,Lesotho,2002,-21.5696589218307
1293,Liberia,2002,-20.4084767548268
1294,Libya,2002,-24.1042410188826
1295,Liechtenstein,2002,
1296,Lithuania,2002,-23.875385660113
1297,Luxembourg,2002,-24.3244633606443
1298,Macao,2002,-25.391856101925
1299,Macedonia,2002,-23.7644947582821
1300,Madagascar,2002,-21.5227515145599
1301,Malawi,2002,-21.3033264671613
1302,Malaysia,2002,-23.7505123510424
1303,Maldives,2002,-23.4245285313881
1304,Mali,2002,-22.032635109856
1305,Malta,2002,-25.1845924202769
1306,Marshall Islands,2002,
1307,Martinique,2002,
1308,Mauritania,2002,-21.881422321759
1309,Mauritius,2002,-23.4416140602232
1310,Mayotte,2002,
1311,Mexico,2002,-24.5846347711023
1312,Micronesia,2002,-27.8466637758373
1313,Moldova,2002,-23.9862095049381
1314,Monaco,2002,
1315,Mongolia,2002,-23.3129870350432
1316,Montenegro,2002,-20.9075124027592
1317,Montserrat,2002,
1318,Morocco,2002,-24.0105838236577
1319,Mozambique,2002,-20.6821516257853
1320,Myanmar,2002,-21.5527128993998
1321,Namibia,2002,-23.5149376664013
1322,Nauru,2002,
1323,Nepal,2002,-21.4709510681024
1324,Netherlands,2002,-25.2237294508248
1325,Netherlands Antilles,2002,
1326,New Caledonia,2002,
1327,New Zealand,2002,-24.2934626828802
1328,Nicaragua,2002,-22.4176138276677
1329,Niger,2002,-20.9582205889598
1330,Nigeria,2002,-21.5592769368484
1331,Niue,2002,
1332,Norfolk Island,2002,
1333,North Korea,2002,
1334,Northern Mariana Islands,2002,
1335,Norway,2002,-24.5395001409824
1336,Oman,2002,-25.1112026920848
1337,Pakistan,2002,-22.5390093779559
1338,Palau,2002,
1339,Panama,2002,-23.3921770828366
1340,Papua New Guinea,2002,-22.4360412226383
1341,Paraguay,2002,-22.2821661658477
1342,Peru,2002,-23.8269244789373
1343,Philippines,2002,-22.8749969551591
1344,Pitcairn,2002,
1345,Poland,2002,-24.097162399455
1346,Portugal,2002,-24.3387526614326
1347,Puerto Rico,2002,-29.8072789608384
1348,Qatar,2002,-25.7765995218954
1349,Republic of Congo,2002,-23.0119060139932
1350,Reunion,2002,
1351,Romania,2002,-24.0154668688154
1352,Russia,2002,-24.7071863313467
1353,Rwanda,2002,-21.3227677341349
1354,Saint Helena,2002,
1355,Saint Kitts and Nevis,2002,-23.9245556069123
1356,Saint Lucia,2002,-24.2086412392804
1357,Saint Pierre and Miquelon,2002,
1358,Saint Vincent and the Grenadines,2002,-24.0087563021855
1359,Samoa,2002,-23.2041453101984
1360,San Marino,2002,
1361,Sao Tome and Principe,2002,-21.903421634741
1362,Saudi Arabia,2002,-24.7265223217152
1363,Senegal,2002,-22.4263376928346
1364,Serbia,2002,-23.2823623638353
1365,Seychelles,2002,-22.6048483801706
1366,Sierra Leone,2002,-20.8979809058238
1367,Singapore,2002,-24.9905897591427
1368,Sint Maarten,2002,
1369,Slovakia,2002,-24.5233048495621
1370,Slovenia,2002,-24.1893208436921
1371,Solomon Islands,2002,-22.4174959687983
1372,Somalia,2002,-19.5322942103869
1373,South Africa,2002,-23.1708936483067
1374,South Korea,2002,-24.1523540860257
1375,South Sudan,2002,
1376,Spain,2002,-24.4760071091256
1377,Sri Lanka,2002,-22.8043207495304
1378,State of Palestine,2002,
1379,Sudan,2002,-21.9647404406828
1380,Suriname,2002,-23.9690342271659
1381,Svalbard and Jan Mayen Islands,2002,
1382,Swaziland,2002,-22.8452204752934
1383,Sweden,2002,-25.0845806168753
1384,Switzerland,2002,-25.7752958560978
1385,Syria,2002,-23.5948033905263
1386,Taiwan,2002,-23.9334193687585
1387,Tajikistan,2002,-25.7667795485359
1388,Tanzania,2002,-21.2933897892356
1389,Thailand,2002,-22.9913210654148
1390,Timor-Leste,2002,-22.585001130736
1391,Togo,2002,-21.1465413569415
1392,Tokelau,2002,
1393,Tonga,2002,-27.4351719786658
1394,Trinidad and Tobago,2002,-24.7847068982435
1395,Tunisia,2002,-23.6663876971472
1396,Turkey,2002,-24.0313804032955
1397,Turkmenistan,2002,-24.8443822157594
1398,Turks and Caicos Islands,2002,
1399,Tuvalu,2002,
1400,Uganda,2002,-20.8889816449779
1401,Ukraine,2002,-24.1596043589021
1402,United Arab Emirates,2002,-25.2642729251808
1403,United Kingdom,2002,-25.2902736860757
1404,United States of America,2002,-24.9450170524966
1405,United States Virgin Islands,2002,
1406,Uruguay,2002,-23.94568771146
1407,Uzbekistan,2002,-24.6350546890172
1408,Vanuatu,2002,-23.3656020183239
1409,Venezuela,2002,-24.5747934378471
1410,Viet Nam,2002,-21.7533961623917
1411,Wallis and Futuna Islands,2002,
1412,Western Sahara,2002,
1413,Yemen,2002,-24.8669959730011
1414,Zambia,2002,-21.3970404110274
1415,Zimbabwe,2002,-21.557065966409
1416,Afghanistan,2003,-23.0876965085967
1417,Albania,2003,-23.6809003075917
1418,Algeria,2003,-25.019718106911
1419,American Samoa,2003,
1420,Andorra,2003,
1421,Angola,2003,-22.1970732730179
1422,Anguilla,2003,
1423,Antigua and Barbuda,2003,-24.4239285423789
1424,Argentina,2003,-23.8323718124504
1425,Armenia,2003,-26.2482609099597
1426,Aruba,2003,
1427,Australia,2003,-24.1175145622237
1428,Austria,2003,-24.7790656056837
1429,Azerbaijan,2003,-25.0610434046202
1430,Bahamas,2003,-24.0985764953747
1431,Bahrain,2003,-25.9291639117853
1432,Bangladesh,2003,-22.7602258835859
1433,Barbados,2003,-24.2582906784364
1434,Belarus,2003,-24.0328803508973
1435,Belgium,2003,-24.8267124531811
1436,Belize,2003,-22.8537803886314
1437,Benin,2003,-22.0197743357518
1438,Bermuda,2003,-24.9821586765421
1439,Bhutan,2003,-21.5337897191266
1440,Bolivia,2003,-23.0746927367301
1441,Bosnia and Herzegovina,2003,-23.2047991649701
1442,Botswana,2003,-23.3467569985511
1443,Brazil,2003,-23.3554692628993
1444,British Virgin Islands,2003,
1445,Brunei Darussalam,2003,-25.4488855887587
1446,Bulgaria,2003,-23.7131032421509
1447,Burkina Faso,2003,-21.5719309189448
1448,Burundi,2003,-20.4879275818334
1449,Cambodia,2003,-21.3671889202766
1450,Cameroon,2003,-22.1043927476695
1451,Canada,2003,-24.3280553983517
1452,Cape Verde,2003,-23.4593730614313
1453,Cayman Islands,2003,
1454,Central African Republic,2003,-21.1904172864692
1455,Chad,2003,-21.4706583464542
1456,Chile,2003,-23.4929374562676
1457,China,2003,-22.4376156319244
1458,Colombia,2003,-23.8753321733026
1459,Comoros,2003,-22.4501088199849
1460,Cook Islands,2003,
1461,Costa Rica,2003,-24.2617040735083
1462,Cote d'Ivoire,2003,-22.3895236522105
1463,Croatia,2003,-23.8668745259806
1464,Cuba,2003,-23.7961724831916
1465,Curacao,2003,
1466,Cyprus,2003,-24.0300794657635
1467,Czech Republic,2003,-24.0628372662576
1468,Dem. Rep. Congo,2003,-20.307182246531
1469,Denmark,2003,-25.0548513025497
1470,Djibouti,2003,-21.6745238552984
1471,Dominica,2003,-23.9410280205972
1472,Dominican Republic,2003,-23.366796160965
1473,Ecuador,2003,-23.4924498928703
1474,Egypt,2003,-24.2065386081192
1475,El Salvador,2003,-23.152417604714
1476,Equatorial Guinea,2003,-24.1047740110684
1477,Eritrea,2003,-22.2291382688708
1478,Estonia,2003,-23.5807452474342
1479,Ethiopia,2003,-20.8197503145603
1480,Faeroe Islands,2003,
1481,Falkland Islands,2003,
1482,Fiji,2003,-23.5366863091165
1483,Finland,2003,-24.0351335558539
1484,France,2003,-24.7324748227977
1485,French Guiana,2003,
1486,French Polynesia,2003,
1487,Gabon,2003,-23.152675446339
