,country,year,DBT
1488,Gambia,2003,-21.911943998141
1489,Georgia,2003,-23.2551828293562
1490,Germany,2003,-25.4573439964255
1491,Ghana,2003,-22.022128634991
1492,Gibraltar,2003,
1493,Greece,2003,-24.566112317014
1494,Greenland,2003,
1495,Grenada,2003,-23.4184338266772
1496,Guadeloupe,2003,
1497,Guam,2003,
1498,Guatemala,2003,-22.9793828069829
1499,Guinea,2003,-20.963299460367
1500,Guinea-Bissau,2003,-21.8168585364595
1501,Guyana,2003,-22.8290671722793
1502,Haiti,2003,-22.1733110695316
1503,Holy See,2003,
1504,Honduras,2003,-22.6431717064797
1505,Hong Kong,2003,-24.5619867890258
1506,Hungary,2003,-24.6136011679501
1507,Iceland,2003,-24.9457711859282
1508,India,2003,-22.3786693367913
1509,Indonesia,2003,-22.7995446710695
1510,Iran,2003,-24.5464817848659
1511,Iraq,2003,-23.9874322146125
1512,Ireland,2003,-25.0539894799112
1513,Isle of Man,2003,
1514,Israel,2003,-25.2622866391118
1515,Italy,2003,-24.8445265778534
1516,Jamaica,2003,-23.1843152669556
1517,Japan,2003,-25.2009149831378
1518,Jordan,2003,-24.6021640450641
1519,Kazakhstan,2003,-24.5577512699323
1520,Kenya,2003,-21.7121665238332
1521,Kiribati,2003,-23.3304470635583
1522,Kosovo,2003,
1523,Kuwait,2003,-26.0500792368675
1524,Kyrgyzstan,2003,-23.8554898821012
1525,Laos,2003,-22.1839404709227
1526,Latvia,2003,-23.3372180998382
1527,Lebanon,2003,-24.7814215363633
1528,Lesotho,2003,-21.6160342648427
1529,Liberia,2003,-20.0072322976981
1530,Libya,2003,-24.193058213512
1531,Liechtenstein,2003,
1532,Lithuania,2003,-23.9743883400786
1533,Luxembourg,2003,-24.2869880864373
1534,Macao,2003,-25.4394252012649
1535,Macedonia,2003,-23.6796396807268
1536,Madagascar,2003,-21.5873095760946
1537,Malawi,2003,-21.3296390360107
1538,Malaysia,2003,-23.7926681834748
1539,Maldives,2003,-23.3941241681683
1540,Mali,2003,-22.0896151372333
1541,Malta,2003,-24.8437484952527
1542,Marshall Islands,2003,
1543,Martinique,2003,
1544,Mauritania,2003,-21.8688172640055
1545,Mauritius,2003,-23.4426282686621
1546,Mayotte,2003,
1547,Mexico,2003,-24.5872718483783
1548,Micronesia,2003,-27.8691225814612
1549,Moldova,2003,-23.9446487593312
1550,Monaco,2003,
1551,Mongolia,2003,-23.3446372178157
1552,Montenegro,2003,-20.861444612256
1553,Montserrat,2003,
1554,Morocco,2003,-24.0743970541238
1555,Mozambique,2003,-20.7164458639565
1556,Myanmar,2003,-21.6358786961216
1557,Namibia,2003,-23.529842166971
1558,Nauru,2003,
1559,Nepal,2003,-21.4891792945102
1560,Netherlands,2003,-25.2788223520788
1561,Netherlands Antilles,2003,
1562,New Caledonia,2003,
1563,New Zealand,2003,-24.3639916480683
1564,Nicaragua,2003,-22.3839390040388
1565,Niger,2003,-20.9798046583261
1566,Nigeria,2003,-21.6333168524575
1567,Niue,2003,
1568,Norfolk Island,2003,
1569,North Korea,2003,
1570,Northern Mariana Islands,2003,
1571,Norway,2003,-24.567586907966
1572,Oman,2003,-25.1003338266773
1573,Pakistan,2003,-22.5609221377372
1574,Palau,2003,
1575,Panama,2003,-23.2802299208562
1576,Papua New Guinea,2003,-22.4419079283004
1577,Paraguay,2003,-22.2506604097789
1578,Peru,2003,-23.7769873589319
1579,Philippines,2003,-22.9616873685818
1580,Pitcairn,2003,
1581,Poland,2003,-24.0996288101943
1582,Portugal,2003,-24.3355340224638
1583,Puerto Rico,2003,-29.8407559109195
1584,Qatar,2003,-25.733893277382
1585,Republic of Congo,2003,-22.9405378501153
1586,Reunion,2003,
1587,Romania,2003,-23.8782685162636
1588,Russia,2003,-24.8300970220416
1589,Rwanda,2003,-21.309516739622
1590,Saint Helena,2003,
1591,Saint Kitts and Nevis,2003,-23.9174960701908
1592,Saint Lucia,2003,-24.3148515513784
1593,Saint Pierre and Miquelon,2003,
1594,Saint Vincent and the Grenadines,2003,-24.1081029982125
1595,Samoa,2003,-23.1650043780347
1596,San Marino,2003,
1597,Sao Tome and Principe,2003,-21.8331246099599
1598,Saudi Arabia,2003,-24.7385857519319
1599,Senegal,2003,-22.4717459188334
1600,Serbia,2003,-23.2548090991011
1601,Seychelles,2003,-22.4904635903252
1602,Sierra Leone,2003,-20.968272357206
1603,Singapore,2003,-25.0955310521835
1604,Sint Maarten,2003,
1605,Slovakia,2003,-24.7616503026561
1606,Slovenia,2003,-24.2531907803374
1607,Solomon Islands,2003,-22.4089446588075
1608,Somalia,2003,-19.6236801824395
1609,South Africa,2003,-23.1790851525816
1610,South Korea,2003,-24.1607975518813
1611,South Sudan,2003,
1612,Spain,2003,-24.4826960060468
1613,Sri Lanka,2003,-22.850272686143
1614,State of Palestine,2003,
1615,Sudan,2003,-22.0404069585216
1616,Suriname,2003,-24.1094299607492
1617,Svalbard and Jan Mayen Islands,2003,
1618,Swaziland,2003,-22.9114643354024
1619,Sweden,2003,-25.1283251173104
1620,Switzerland,2003,-25.7604953910573
1621,Syria,2003,-23.6520801126895
1622,Taiwan,2003,-24.1906197035232
1623,Tajikistan,2003,-25.7732824436156
1624,Tanzania,2003,-21.3300869424534
1625,Thailand,2003,-23.0222064698077
1626,Timor-Leste,2003,-22.4201234233795
1627,Togo,2003,-21.1572561264903
1628,Tokelau,2003,
1629,Tonga,2003,-27.5822958907852
1630,Trinidad and Tobago,2003,-25.0437621007543
1631,Tunisia,2003,-23.6880004235926
1632,Turkey,2003,-24.0390614274231
1633,Turkmenistan,2003,-24.7332725803438
1634,Turks and Caicos Islands,2003,
1635,Tuvalu,2003,
1636,Uganda,2003,-20.9284495535644
1637,Ukraine,2003,-23.6318467536794
1638,United Arab Emirates,2003,-25.3046333551452
1639,United Kingdom,2003,-25.3334061778061
1640,United States of America,2003,-24.9135733253145
1641,United States Virgin Islands,2003,
1642,Uruguay,2003,-23.8595533743054
1643,Uzbekistan,2003,-24.7324775881276
1644,Vanuatu,2003,-23.3671668197102
1645,Venezuela,2003,-24.4938595519591
1646,Viet Nam,2003,-21.7950019609797
1647,Wallis and Futuna Islands,2003,
1648,Western Sahara,2003,
1649,Yemen,2003,-24.802594217404
1650,Zambia,2003,-21.4418718173549
1651,Zimbabwe,2003,-21.3635885694673
1652,Afghanistan,2004,-23.0597648632751
1653,Albania,2004,-23.7496297883341
1654,Algeria,2004,-25.0405997348898
1655,American Samoa,2004,
1656,Andorra,2004,
1657,Angola,2004,-22.2837376230883
1658,Anguilla,2004,
1659,Antigua and Barbuda,2004,-24.4741140957838
1660,Argentina,2004,-24.0224484507277
1661,Armenia,2004,-26.5935902149208
1662,Aruba,2004,
1663,Australia,2004,-24.2261705501827
1664,Austria,2004,-24.8230620931997
1665,Azerbaijan,2004,-24.8960986683355
1666,Bahamas,2004,-24.1208655874036
1667,Bahrain,2004,-25.9552665759477
1668,Bangladesh,2004,-22.816423824858
1669,Barbados,2004,-24.3196161835311
1670,Belarus,2004,-24.1354470386933
1671,Belgium,2004,-24.9537198118174
1672,Belize,2004,-22.8849709891256
1673,Benin,2004,-22.0345591689941
1674,Bermuda,2004,-25.0204272593081
1675,Bhutan,2004,-21.5492007022567
1676,Bolivia,2004,-23.0666571095355
1677,Bosnia and Herzegovina,2004,-23.1911259970816
1678,Botswana,2004,-23.3755247066257
1679,Brazil,2004,-23.3612720286229
1680,British Virgin Islands,2004,
1681,Brunei Darussalam,2004,-25.4425390100632
1682,Bulgaria,2004,-23.7074613198569
1683,Burkina Faso,2004,-21.469358818979
1684,Burundi,2004,-20.512344569332
1685,Cambodia,2004,-21.4759662608043
1686,Cameroon,2004,-22.1179570048033
1687,Canada,2004,-24.3333348514052
1688,Cape Verde,2004,-23.4826809915635
1689,Cayman Islands,2004,
1690,Central African Republic,2004,-21.2435875946502
1691,Chad,2004,-21.7439908822873
1692,Chile,2004,-23.5036514256952
1693,China,2004,-22.423127300867
1694,Colombia,2004,-23.9752250454682
1695,Comoros,2004,-22.4062840887602
1696,Cook Islands,2004,
1697,Costa Rica,2004,-24.2564642041235
1698,Cote d'Ivoire,2004,-22.1230569642144
1699,Croatia,2004,-23.8245409528576
1700,Cuba,2004,-23.875271837265
1701,Curacao,2004,
1702,Cyprus,2004,-24.1038589767671
1703,Czech Republic,2004,-24.0809175555462
1704,Dem. Rep. Congo,2004,-20.340895904838
1705,Denmark,2004,-25.1107942568084
1706,Djibouti,2004,-21.7239142601328
1707,Dominica,2004,-23.9662802894721
1708,Dominican Republic,2004,-23.3841750735723
1709,Ecuador,2004,-23.5709317998356
1710,Egypt,2004,-24.3075716114792
1711,El Salvador,2004,-23.1566366654832
1712,Equatorial Guinea,2004,-24.4705500822056
1713,Eritrea,2004,-22.3383533129154
1714,Estonia,2004,-23.6986609776153
1715,Ethiopia,2004,-20.9171196359636
1716,Faeroe Islands,2004,
1717,Falkland Islands,2004,
1718,Fiji,2004,-23.4860270635194
1719,Finland,2004,-24.1133861962157
1720,France,2004,-24.8546095139583
1721,French Guiana,2004,
1722,French Polynesia,2004,
1723,Gabon,2004,-23.1541385018506
1724,Gambia,2004,-21.9529732649426
1725,Georgia,2004,-23.3037427725747
1726,Germany,2004,-25.4925093830486
1727,Ghana,2004,-22.053399731264
1728,Gibraltar,2004,
1729,Greece,2004,-24.6628075337642
1730,Greenland,2004,
1731,Grenada,2004,-23.4318265721041
1732,Guadeloupe,2004,
1733,Guam,2004,
1734,Guatemala,2004,-22.9511947610805
1735,Guinea,2004,-20.9784209208273
1736,Guinea-Bissau,2004,-21.8282946613535
1737,Guyana,2004,-22.8906114863437
1738,Haiti,2004,-22.1430993436644
1739,Holy See,2004,
1740,Honduras,2004,-22.6878455085835
1741,Hong Kong,2004,-24.9518721642332
1742,Hungary,2004,-24.6978496377348
1743,Iceland,2004,-25.0512877199454
1744,India,2004,-22.4404357145536
1745,Indonesia,2004,-22.8657891862292
1746,Iran,2004,-24.5608549468049
1747,Iraq,2004,-24.1409505116837
1748,Ireland,2004,-25.1376597262645
1749,Isle of Man,2004,
1750,Israel,2004,-25.4737052850681
1751,Italy,2004,-24.888580853785
1752,Jamaica,2004,-23.170940284647
1753,Japan,2004,-25.2991700802714
1754,Jordan,2004,-24.5506279558449
1755,Kazakhstan,2004,-24.5516348167693
1756,Kenya,2004,-21.7351571750711
1757,Kiribati,2004,-23.2120924014172
1758,Kosovo,2004,
1759,Kuwait,2004,-26.1119424138251
1760,Kyrgyzstan,2004,-23.8282131676031
1761,Laos,2004,-22.2482839310292
1762,Latvia,2004,-23.3906550180173
1763,Lebanon,2004,-24.8478083037152
1764,Lesotho,2004,-21.6313224895769
1765,Liberia,2004,-19.9962945952998
1766,Libya,2004,-24.191646657946
1767,Liechtenstein,2004,
1768,Lithuania,2004,-23.9813919357878
1769,Luxembourg,2004,-24.1777004068155
1770,Macao,2004,-25.5037803565627
1771,Macedonia,2004,-23.7137844454339
1772,Madagascar,2004,-21.6086732784194
1773,Malawi,2004,-21.3750328509921
1774,Malaysia,2004,-23.8619179792876
1775,Maldives,2004,-23.4202748216037
1776,Mali,2004,-22.079809663442
1777,Malta,2004,-24.7933318715868
1778,Marshall Islands,2004,
1779,Martinique,2004,
1780,Mauritania,2004,-21.8902338997629
1781,Mauritius,2004,-23.4259975115949
1782,Mayotte,2004,
1783,Mexico,2004,-24.6245732786377
1784,Micronesia,2004,-27.8328089322043
1785,Moldova,2004,-24.0037512977045
1786,Monaco,2004,
1787,Mongolia,2004,-23.4140873829245
1788,Montenegro,2004,-20.8772743940695
1789,Montserrat,2004,
1790,Morocco,2004,-24.1345842317633
1791,Mozambique,2004,-20.7738714204499
1792,Myanmar,2004,-21.7438122669433
1793,Namibia,2004,-23.5972100132612
1794,Nauru,2004,
1795,Nepal,2004,-21.5146313538116
1796,Netherlands,2004,-25.3551248791182
1797,Netherlands Antilles,2004,
1798,New Caledonia,2004,
1799,New Zealand,2004,-24.4763408222664
1800,Nicaragua,2004,-22.4145028049671
1801,Niger,2004,-20.9757497461208
1802,Nigeria,2004,-21.9073565723708
1803,Niue,2004,
1804,Norfolk Island,2004,
1805,North Korea,2004,
1806,Northern Mariana Islands,2004,
1807,Norway,2004,-24.6512372201598
1808,Oman,2004,-25.2161971800885
1809,Pakistan,2004,-22.6027532825324
1810,Palau,2004,
1811,Panama,2004,-23.5169077629049
1812,Papua New Guinea,2004,-22.442696843702
1813,Paraguay,2004,-22.3280483472683
1814,Peru,2004,-23.7552610183419
1815,Philippines,2004,-23.014314616215
1816,Pitcairn,2004,
1817,Poland,2004,-24.0916203455327
1818,Portugal,2004,-24.4023641481722
1819,Puerto Rico,2004,-29.7968633443836
1820,Qatar,2004,-25.7571808197376
1821,Republic of Congo,2004,-22.9290254872734
1822,Reunion,2004,
1823,Romania,2004,-23.8600488177871
1824,Russia,2004,-24.9037767576251
1825,Rwanda,2004,-21.3866483198113
1826,Saint Helena,2004,
1827,Saint Kitts and Nevis,2004,-23.9324496786164
1828,Saint Lucia,2004,-24.4237597280666
1829,Saint Pierre and Miquelon,2004,
1830,Saint Vincent and the Grenadines,2004,-24.1700299280005
1831,Samoa,2004,-23.1844982508035
1832,San Marino,2004,
1833,Sao Tome and Principe,2004,-22.1706228248751
1834,Saudi Arabia,2004,-24.8195608230807
1835,Senegal,2004,-22.5139437184191
1836,Serbia,2004,-23.3141836879677
1837,Seychelles,2004,-22.5518724314678
1838,Sierra Leone,2004,-21.0125358900022
1839,Singapore,2004,-25.2175264605167
1840,Sint Maarten,2004,
1841,Slovakia,2004,-24.7809133564795
1842,Slovenia,2004,-24.2859687522186
1843,Solomon Islands,2004,-22.3660837622952
1844,Somalia,2004,-19.7002099956488
1845,South Africa,2004,-23.1998451457378
1846,South Korea,2004,-24.1872393735247
1847,South Sudan,2004,
1848,Spain,2004,-24.5037379219239
1849,Sri Lanka,2004,-22.8745930002474
1850,State of Palestine,2004,
1851,Sudan,2004,-22.0977201876921
1852,Suriname,2004,-24.2778014128463
1853,Svalbard and Jan Mayen Islands,2004,
1854,Swaziland,2004,-22.8205190473541
1855,Sweden,2004,-25.2109096453763
1856,Switzerland,2004,-25.8151910325236
1857,Syria,2004,-23.6991566810982
1858,Taiwan,2004,-24.3170467956952
1859,Tajikistan,2004,-25.6420554343727
1860,Tanzania,2004,-21.3593946676646
1861,Thailand,2004,-23.0470217453802
1862,Timor-Leste,2004,-22.352354191077
1863,Togo,2004,-21.1689685934112
1864,Tokelau,2004,
1865,Tonga,2004,-27.5724448458211
1866,Trinidad and Tobago,2004,-25.1988090229868
1867,Tunisia,2004,-23.73649074086
1868,Turkey,2004,-24.1231273082443
1869,Turkmenistan,2004,-24.7969601165866
1870,Turks and Caicos Islands,2004,
1871,Tuvalu,2004,
1872,Uganda,2004,-20.9763875327131
1873,Ukraine,2004,-24.0278594782971
1874,United Arab Emirates,2004,-25.414311726679
1875,United Kingdom,2004,-25.4165829090396
1876,United States of America,2004,-24.9522472101726
1877,United States Virgin Islands,2004,
1878,Uruguay,2004,-23.8683911724597
1879,Uzbekistan,2004,-24.8553295603602
1880,Vanuatu,2004,-23.3638913100005
1881,Venezuela,2004,-24.5411538935271
1882,Viet Nam,2004,-21.8155905168636
1883,Wallis and Futuna Islands,2004,
1884,Western Sahara,2004,
1885,Yemen,2004,-24.8337044402542
1886,Zambia,2004,-21.4904473392434
1887,Zimbabwe,2004,-21.3174869028944
1888,Afghanistan,2005,-23.1386312088399
1889,Albania,2005,-23.6285269971075
1890,Algeria,2005,-25.0812567729056
1891,American Samoa,2005,
1892,Andorra,2005,
1893,Angola,2005,-22.4428240236656
1894,Anguilla,2005,
1895,Antigua and Barbuda,2005,-24.540397299247
1896,Argentina,2005,-24.0944711679015
1897,Armenia,2005,-26.7852338456968
1898,Aruba,2005,
1899,Australia,2005,-24.3029978983446
1900,Austria,2005,-24.8223276836973
1901,Azerbaijan,2005,-24.7745769718979
1902,Bahamas,2005,-24.1982049592262
1903,Bahrain,2005,-25.8238266105358
1904,Bangladesh,2005,-22.8297198602795
1905,Barbados,2005,-24.3404981153294
1906,Belarus,2005,-24.1584382263156
1907,Belgium,2005,-25.0698350467732
1908,Belize,2005,-22.9433176728118
1909,Benin,2005,-22.026940532063
1910,Bermuda,2005,-25.0984724759357
1911,Bhutan,2005,-21.612918057312
1912,Bolivia,2005,-23.063487853949
1913,Bosnia and Herzegovina,2005,-23.2497474676795
1914,Botswana,2005,-23.4023357419793
1915,Brazil,2005,-23.3953893663418
1916,British Virgin Islands,2005,
1917,Brunei Darussalam,2005,-25.5186609772295
1918,Bulgaria,2005,-23.7462506542798
1919,Burkina Faso,2005,-21.2959490562359
1920,Burundi,2005,-20.4951016470613
1921,Cambodia,2005,-21.5067850423061
1922,Cameroon,2005,-22.1242320053742
1923,Canada,2005,-24.411405774081
1924,Cape Verde,2005,-23.4559532850704
1925,Cayman Islands,2005,
1926,Central African Republic,2005,-21.2512063639365
1927,Chad,2005,-21.8781289320475
1928,Chile,2005,-23.5270627001975
1929,China,2005,-22.4972290738848
1930,Colombia,2005,-24.0162561813132
1931,Comoros,2005,-22.4485403662074
1932,Cook Islands,2005,
1933,Costa Rica,2005,-23.8734494735021
1934,Cote d'Ivoire,2005,-22.1167776605303
1935,Croatia,2005,-23.8119971517038
1936,Cuba,2005,-24.3169531591075
1937,Curacao,2005,
1938,Cyprus,2005,-24.2644736868844
1939,Czech Republic,2005,-24.1286259757234
1940,Dem. Rep. Congo,2005,-20.3688500688155
1941,Denmark,2005,-25.1351927285827
1942,Djibouti,2005,-21.7358427811284
1943,Dominica,2005,-23.9975660424985
1944,Dominican Republic,2005,-23.5099477248026
1945,Ecuador,2005,-23.6629755953714
1946,Egypt,2005,-24.3931154614735
1947,El Salvador,2005,-23.194205641654
1948,Equatorial Guinea,2005,-24.6202023007216
1949,Eritrea,2005,-22.3555149142339
1950,Estonia,2005,-23.8500019342545
1951,Ethiopia,2005,-20.9884204305037
1952,Faeroe Islands,2005,
1953,Falkland Islands,2005,
1954,Fiji,2005,-23.4858249732936
1955,Finland,2005,-24.2601614069377
1956,France,2005,-24.9913122657108
1957,French Guiana,2005,
1958,French Polynesia,2005,
1959,Gabon,2005,-23.154042737231
1960,Gambia,2005,-21.9310904862643
1961,Georgia,2005,-23.8940947011895
1962,Germany,2005,-25.5706694800093
1963,Ghana,2005,-22.0898462397564
1964,Gibraltar,2005,
1965,Greece,2005,-24.7058357321728
1966,Greenland,2005,
1967,Grenada,2005,-23.4454067620262
1968,Guadeloupe,2005,
1969,Guam,2005,
1970,Guatemala,2005,-22.9379166821197
1971,Guinea,2005,-21.0098042555168
1972,Guinea-Bissau,2005,-21.8530501865565
1973,Guyana,2005,-22.9484718272183
1974,Haiti,2005,-22.0487237853755
1975,Holy See,2005,
1976,Honduras,2005,-22.7164898963033
1977,Hong Kong,2005,-25.0790082143321
1978,Hungary,2005,-24.7840633173592
1979,Iceland,2005,-25.2277090154711
1980,India,2005,-22.5120332575841
1981,Indonesia,2005,-22.9264642895165
1982,Iran,2005,-24.51550247743
1983,Iraq,2005,-24.1605553993179
1984,Ireland,2005,-25.1801217644941
1985,Isle of Man,2005,
1986,Israel,2005,-25.6737405916986
1987,Italy,2005,-24.9578018179354
1988,Jamaica,2005,-23.1358997894828
1989,Japan,2005,-25.3914976216264
1990,Jordan,2005,-24.5923895373741
1991,Kazakhstan,2005,-24.530986958383
1992,Kenya,2005,-21.7651985602657
1993,Kiribati,2005,-23.2829860429247
1994,Kosovo,2005,
1995,Kuwait,2005,-26.0348590261713
1996,Kyrgyzstan,2005,-23.9990940116696
1997,Laos,2005,-22.2815934298262
1998,Latvia,2005,-23.4814623455598
1999,Lebanon,2005,-24.8869558006366
2000,Lesotho,2005,-21.666827786614
2001,Liberia,2005,-20.0219300245063
2002,Libya,2005,-24.250608845373
2003,Liechtenstein,2005,
2004,Lithuania,2005,-24.0270912720147
2005,Luxembourg,2005,-24.1372129105598
2006,Macao,2005,-25.6514636451344
2007,Macedonia,2005,-23.7606676573508
2008,Madagascar,2005,-21.6290658763432
2009,Malawi,2005,-21.4065523436922
2010,Malaysia,2005,-23.9561059982431
2011,Maldives,2005,-23.347586951118
2012,Mali,2005,-22.1422504453891
2013,Malta,2005,-24.9719012432227
2014,Marshall Islands,2005,
2015,Martinique,2005,
2016,Mauritania,2005,-21.9596559125316
2017,Mauritius,2005,-23.403652590937
2018,Mayotte,2005,
2019,Mexico,2005,-24.6327662539114
2020,Micronesia,2005,-27.8511683708958
2021,Moldova,2005,-24.0636306617867
2022,Monaco,2005,
2023,Mongolia,2005,-23.4949280289041
2024,Montenegro,2005,-20.8346093646907
2025,Montserrat,2005,
2026,Morocco,2005,-24.1437616757998
2027,Mozambique,2005,-20.8498872708811
2028,Myanmar,2005,-21.8503114884018
2029,Namibia,2005,-23.6083586042926
2030,Nauru,2005,
2031,Nepal,2005,-21.52861090117
2032,Netherlands,2005,-25.4332718829397
2033,Netherlands Antilles,2005,
2034,New Caledonia,2005,
2035,New Zealand,2005,-24.5556974536378
2036,Nicaragua,2005,-22.4750428335848
2037,Niger,2005,-20.9929388643243
2038,Nigeria,2005,-21.9135525158686
2039,Niue,2005,
2040,Norfolk Island,2005,
2041,North Korea,2005,
2042,Northern Mariana Islands,2005,
2043,Norway,2005,-24.7163175192356
2044,Oman,2005,-25.2019106482797
2045,Pakistan,2005,-22.6800836523772
2046,Palau,2005,
2047,Panama,2005,-23.6721323188357
2048,Papua New Guinea,2005,-22.4757453976337
2049,Paraguay,2005,-22.3179449392999
2050,Peru,2005,-23.9035127470997
2051,Philippines,2005,-23.1051011562722
2052,Pitcairn,2005,
2053,Poland,2005,-24.1018219132132
2054,Portugal,2005,-24.484389258556
2055,Puerto Rico,2005,-29.8020332069314
2056,Qatar,2005,-25.6638443612818
2057,Republic of Congo,2005,-22.9840247656436
2058,Reunion,2005,
2059,Romania,2005,-23.9814342246046
2060,Russia,2005,-25.0340737567854
2061,Rwanda,2005,-21.443754899438
2062,Saint Helena,2005,
2063,Saint Kitts and Nevis,2005,-24.4744868847636
2064,Saint Lucia,2005,-24.4806945628319
2065,Saint Pierre and Miquelon,2005,
2066,Saint Vincent and the Grenadines,2005,-24.2110578157346
2067,Samoa,2005,-23.2479999749633
2068,San Marino,2005,
2069,Sao Tome and Principe,2005,-22.2000136243394
2070,Saudi Arabia,2005,-24.9219518263945
2071,Senegal,2005,-22.597480145227
2072,Serbia,2005,-23.2843678409167
2073,Seychelles,2005,-22.6457582047982
2074,Sierra Leone,2005,-21.0596478971774
2075,Singapore,2005,-25.3057638450926
2076,Sint Maarten,2005,
2077,Slovakia,2005,-24.9007599181834
2078,Slovenia,2005,-24.3380063951884
2079,Solomon Islands,2005,-22.5669597783753
2080,Somalia,2005,-19.7796284057573
2081,South Africa,2005,-23.2367135774538
2082,South Korea,2005,-24.2692873372058
2083,South Sudan,2005,
2084,Spain,2005,-24.5433832447904
2085,Sri Lanka,2005,-22.9016591749
2086,State of Palestine,2005,
2087,Sudan,2005,-22.1676285864945
2088,Suriname,2005,-24.3633223458915
2089,Svalbard and Jan Mayen Islands,2005,
2090,Swaziland,2005,-22.9738815414071
2091,Sweden,2005,-25.2838641521924
2092,Switzerland,2005,-25.8475728983838
2093,Syria,2005,-23.6098671860464
2094,Taiwan,2005,-24.4486265938445
2095,Tajikistan,2005,-25.7009515881429
2096,Tanzania,2005,-21.4022843153201
2097,Thailand,2005,-23.0834633421649
2098,Timor-Leste,2005,-22.3682588881472
2099,Togo,2005,-21.1651535347553
2100,Tokelau,2005,
2101,Tonga,2005,-27.5860902928922
2102,Trinidad and Tobago,2005,-25.2113025199778
2103,Tunisia,2005,-23.7557533890472
2104,Turkey,2005,-24.2182696714029
2105,Turkmenistan,2005,-24.9209760273863
2106,Turks and Caicos Islands,2005,
2107,Tuvalu,2005,
2108,Uganda,2005,-21.032172038184
2109,Ukraine,2005,-24.0933680832523
2110,United Arab Emirates,2005,-25.4991724093242
2111,United Kingdom,2005,-25.4885565780055
2112,United States of America,2005,-24.9775382634436
2113,United States Virgin Islands,2005,
2114,Uruguay,2005,-23.9771245070615
2115,Uzbekistan,2005,-25.0725069212043
2116,Vanuatu,2005,-23.4894297797745
2117,Venezuela,2005,-24.6034776294732
2118,Viet Nam,2005,-21.885981432612
2119,Wallis and Futuna Islands,2005,
2120,Western Sahara,2005,
2121,Yemen,2005,-24.8280192849057
2122,Zambia,2005,-21.5405156873399
2123,Zimbabwe,2005,-21.2316676217647
2124,Afghanistan,2006,-23.1907619419182
2125,Albania,2006,-23.8768738930592
2126,Algeria,2006,-25.0964357832924
2127,American Samoa,2006,
2128,Andorra,2006,
2129,Angola,2006,-22.5385686313921
2130,Anguilla,2006,
2131,Antigua and Barbuda,2006,-24.6563887262778
2132,Argentina,2006,-24.1169734775582
2133,Armenia,2006,-27.1947872508328
2134,Aruba,2006,
2135,Australia,2006,-24.3545731027982
2136,Austria,2006,-24.944820789565
2137,Azerbaijan,2006,-25.4059230261025
2138,Bahamas,2006,-24.1820165759376
2139,Bahrain,2006,-25.9333156703082
2140,Bangladesh,2006,-22.8771254166084
2141,Barbados,2006,-24.443384100781
2142,Belarus,2006,-24.1744220179787
2143,Belgium,2006,-25.1230098757922
2144,Belize,2006,-22.938299581232
2145,Benin,2006,-21.9632143829127
2146,Bermuda,2006,-25.1342739657368
2147,Bhutan,2006,-21.678525954003
2148,Bolivia,2006,-23.0546573880391
2149,Bosnia and Herzegovina,2006,-23.2644371974645
2150,Botswana,2006,-23.4647524431633
2151,Brazil,2006,-23.4057666002441
2152,British Virgin Islands,2006,
2153,Brunei Darussalam,2006,-25.46431603294
2154,Bulgaria,2006,-23.7912156535497
2155,Burkina Faso,2006,-21.205860391993
2156,Burundi,2006,-20.4998547526292
2157,Cambodia,2006,-21.582180457863
2158,Cameroon,2006,-22.229191202645
2159,Canada,2006,-24.5188779897857
2160,Cape Verde,2006,-23.6340393936208
2161,Cayman Islands,2006,
2162,Central African Republic,2006,-21.2866317148712
2163,Chad,2006,-21.8650048796423
2164,Chile,2006,-23.5557164738211
2165,China,2006,-22.6003368404233
2166,Colombia,2006,-24.040711119927
2167,Comoros,2006,-22.4837104678713
2168,Cook Islands,2006,
2169,Costa Rica,2006,-23.7408141178272
2170,Cote d'Ivoire,2006,-22.1036416130651
2171,Croatia,2006,-23.8340696036444
2172,Cuba,2006,-24.5704882345612
2173,Curacao,2006,
2174,Cyprus,2006,-24.4953748659088
2175,Czech Republic,2006,-24.1802140644758
2176,Dem. Rep. Congo,2006,-20.3887952764478
2177,Denmark,2006,-25.1661938542601
2178,Djibouti,2006,-21.7857935504771
2179,Dominica,2006,-23.9459480204687
2180,Dominican Republic,2006,-23.596037962267
2181,Ecuador,2006,-23.7282786718294
2182,Egypt,2006,-24.4644038084476
2183,El Salvador,2006,-23.2195788499308
2184,Equatorial Guinea,2006,-24.696340043371
2185,Eritrea,2006,-22.3366338535434
2186,Estonia,2006,-23.9882441824464
2187,Ethiopia,2006,-21.0684470198226
2188,Faeroe Islands,2006,
2189,Falkland Islands,2006,
2190,Fiji,2006,-23.4425076578601
2191,Finland,2006,-24.2723211151226
2192,France,2006,-25.0513383720143
2193,French Guiana,2006,
2194,French Polynesia,2006,
2195,Gabon,2006,-23.1184299362801
2196,Gambia,2006,-21.9270750596191
2197,Georgia,2006,-23.9355730156747
2198,Germany,2006,-25.5931623689624
2199,Ghana,2006,-22.1265638249112
2200,Gibraltar,2006,
2201,Greece,2006,-24.7665752818133
2202,Greenland,2006,
2203,Grenada,2006,-23.2993088169303
2204,Guadeloupe,2006,
2205,Guam,2006,
2206,Guatemala,2006,-23.0293415817526
2207,Guinea,2006,-21.0333012167573
