,country,year,population
1656,Andorra,2004,76244.0
1657,Angola,2004,18865716.0
1658,Anguilla,2004,
1659,Antigua and Barbuda,2004,88257.0
1660,Argentina,2004,38728696.0
1661,Armenia,2004,3000612.0
1662,Aruba,2004,98737.0
1663,Australia,2004,20127400.0
1664,Austria,2004,8171966.0
1665,Azerbaijan,2004,8306500.0
1666,Bahamas,2004,322526.0
1667,Bahrain,2004,829848.0
1668,Bangladesh,2004,141307489.0
1669,Barbados,2004,273091.0
1670,Belarus,2004,9730146.0
1671,Belgium,2004,10421137.0
1672,Belize,2004,276089.0
1673,Benin,2004,7750004.0
1674,Bermuda,2004,63740.0
1675,Bhutan,2004,640282.0
1676,Bolivia,2004,8967741.0
1677,Bosnia and Herzegovina,2004,3781287.0
1678,Botswana,2004,1829330.0
1679,Brazil,2004,184738458.0
1680,British Virgin Islands,2004,22541.0
1681,Brunei Darussalam,2004,359523.0
1682,Bulgaria,2004,7716860.0
1683,Burkina Faso,2004,13030569.0
1684,Burundi,2004,7182451.0
1685,Cambodia,2004,13063377.0
1686,Cameroon,2004,16959081.0
1687,Canada,2004,31995000.0
1688,Cape Verde,2004,467664.0
1689,Cayman Islands,2004,47299.0
1690,Central African Republic,2004,4055036.0
1691,Chad,2004,9710043.0
1692,Chile,2004,15973778.0
1693,China,2004,1296075000.0
1694,Colombia,2004,42724163.0
1695,Comoros,2004,597228.0
1696,Cook Islands,2004,
1697,Costa Rica,2004,4187038.0
1698,Cote d'Ivoire,2004,17997738.0
1699,Croatia,2004,4439000.0
1700,Cuba,2004,11266941.0
1701,Curacao,2004,134192.0
1702,Cyprus,2004,1010410.0
1703,Czech Republic,2004,10197101.0
1704,Dem. Rep. Congo,2004,53034217.0
1705,Denmark,2004,5404523.0
1706,Djibouti,2004,770752.0
1707,Dominica,2004,70379.0
1708,Dominican Republic,2004,9102998.0
1709,Ecuador,2004,13509647.0
1710,Egypt,2004,75381899.0
1711,El Salvador,2004,6000775.0
1712,Equatorial Guinea,2004,724817.0
1713,Eritrea,2004,4666000.0
1714,Estonia,2004,1362550.0
1715,Ethiopia,2004,74624405.0
1716,Faeroe Islands,2004,48143.0
1717,Falkland Islands,2004,
1718,Fiji,2004,818354.0
1719,Finland,2004,5228172.0
1720,France,2004,62704897.0
1721,French Guiana,2004,
1722,French Polynesia,2004,251775.0
1723,Gabon,2004,1364205.0
1724,Gambia,2004,1398573.0
1725,Georgia,2004,4245000.0
1726,Germany,2004,82516260.0
1727,Ghana,2004,20986536.0
1728,Gibraltar,2004,31896.0
1729,Greece,2004,10955141.0
1730,Greenland,2004,56911.0
1731,Grenada,2004,102656.0
1732,Guadeloupe,2004,
1733,Guam,2004,158099.0
1734,Guatemala,2004,12796925.0
1735,Guinea,2004,9490229.0
1736,Guinea-Bissau,2004,1350345.0
1737,Guyana,2004,751652.0
1738,Haiti,2004,9119178.0
1739,Holy See,2004,
1740,Honduras,2004,7204153.0
1741,Hong Kong,2004,6783500.0
1742,Hungary,2004,10107146.0
1743,Iceland,2004,292074.0
1744,India,2004,1126135777.0
1745,Indonesia,2004,223614649.0
1746,Iran,2004,69617100.0
1747,Iraq,2004,26316609.0
1748,Ireland,2004,4070262.0
1749,Isle of Man,2004,75341.0
1750,Israel,2004,6809000.0
1751,Italy,2004,57685327.0
1752,Jamaica,2004,2728777.0
1753,Japan,2004,127761000.0
1754,Jordan,2004,5535595.0
1755,Kazakhstan,2004,15012985.0
1756,Kenya,2004,35074931.0
1757,Kiribati,2004,90542.0
1758,Kosovo,2004,1704622.0
1759,Kuwait,2004,2207939.0
1760,Kyrgyzstan,2004,5104700.0
1761,Laos,2004,5664605.0
1762,Latvia,2004,2263122.0
1763,Lebanon,2004,3863267.0
1764,Lesotho,2004,1933728.0
1765,Liberia,2004,3176414.0
1766,Libya,2004,5704759.0
1767,Liechtenstein,2004,34596.0
1768,Lithuania,2004,3377075.0
1769,Luxembourg,2004,458095.0
1770,Macao,2004,471453.0
1771,Macedonia,2004,2057047.0
1772,Madagascar,2004,17802997.0
1773,Malawi,2004,12676038.0
1774,Malaysia,2004,25174109.0
1775,Maldives,2004,312000.0
1776,Mali,2004,12391906.0
1777,Malta,2004,401268.0
1778,Marshall Islands,2004,52074.0
1779,Martinique,2004,
1780,Mauritania,2004,3042823.0
1781,Mauritius,2004,1221003.0
1782,Mayotte,2004,
1783,Mexico,2004,106995583.0
1784,Micronesia,2004,106577.0
1785,Moldova,2004,3603945.0
1786,Monaco,2004,33314.0
1787,Mongolia,2004,2496832.0
1788,Montenegro,2004,613353.0
1789,Montserrat,2004,
1790,Morocco,2004,30179285.0
1791,Mozambique,2004,20312705.0
1792,Myanmar,2004,48073707.0
1793,Namibia,2004,2009228.0
1794,Nauru,2004,10113.0
1795,Nepal,2004,25309449.0
1796,Netherlands,2004,16281779.0
1797,Netherlands Antilles,2004,
1798,New Caledonia,2004,228000.0
1799,New Zealand,2004,4087500.0
1800,Nicaragua,2004,5309703.0
1801,Niger,2004,13127012.0
1802,Nigeria,2004,135393616.0
1803,Niue,2004,
1804,Norfolk Island,2004,
1805,North Korea,2004,23729498.0
1806,Northern Mariana Islands,2004,65663.0
1807,Norway,2004,4591910.0
1808,Oman,2004,2444751.0
1809,Pakistan,2004,150780300.0
1810,Palau,2004,19804.0
1811,Panama,2004,3269541.0
1812,Papua New Guinea,2004,6161517.0
1813,Paraguay,2004,5703740.0
1814,Peru,2004,27273194.0
1815,Philippines,2004,84678493.0
1816,Pitcairn,2004,
1817,Poland,2004,38182222.0
1818,Portugal,2004,10483861.0
1819,Puerto Rico,2004,3826878.0
1820,Qatar,2004,758855.0
1821,Republic of Congo,2004,3605439.0
1822,Reunion,2004,
1823,Romania,2004,21451748.0
1824,Russia,2004,144067054.0
1825,Rwanda,2004,8818438.0
1826,Saint Helena,2004,
1827,Saint Kitts and Nevis,2004,47971.0
1828,Saint Lucia,2004,162251.0
1829,Saint Pierre and Miquelon,2004,
1830,Saint Vincent and the Grenadines,2004,108559.0
1831,Samoa,2004,178781.0
1832,San Marino,2004,28866.0
1833,Sao Tome and Principe,2004,151969.0
1834,Saudi Arabia,2004,23228890.0
1835,Senegal,2004,10955944.0
1836,Serbia,2004,7463157.0
1837,Seychelles,2004,82475.0
1838,Sierra Leone,2004,5439695.0
1839,Singapore,2004,4166664.0
1840,Sint Maarten,2004,35316.0
1841,Slovakia,2004,5372280.0
1842,Slovenia,2004,1997012.0
1843,Solomon Islands,2004,458324.0
1844,Somalia,2004,10116228.0
1845,South Africa,2004,47001700.9913724
1846,South Korea,2004,48082519.0
1847,South Sudan,2004,7787655.0
1848,Spain,2004,42921895.0
1849,Sri Lanka,2004,19228000.0
1850,State of Palestine,2004,3236626.0
1851,Sudan,2004,30186341.0
1852,Suriname,2004,493630.0
1853,Svalbard and Jan Mayen Islands,2004,
1854,Swaziland,2004,1095053.0
1855,Sweden,2004,8993531.0
1856,Switzerland,2004,7389625.0
1857,Syria,2004,17806638.0
1858,Taiwan,2004,22689000.0
1859,Tajikistan,2004,6712841.0
1860,Tanzania,2004,38249984.0
1861,Thailand,2004,65002231.0
1862,Timor-Leste,2004,996698.0
1863,Togo,2004,5534598.0
1864,Tokelau,2004,
1865,Tonga,2004,100406.0
1866,Trinidad and Tobago,2004,1290535.0
1867,Tunisia,2004,10017601.0
1868,Turkey,2004,67007855.0
1869,Turkmenistan,2004,4703398.0
1870,Turks and Caicos Islands,2004,25028.0
1871,Tuvalu,2004,9894.0
1872,Uganda,2004,27568436.0
1873,Ukraine,2004,47451600.0
1874,United Arab Emirates,2004,4087931.0
1875,United Kingdom,2004,59987905.0
1876,United States of America,2004,292805298.0
1877,United States Virgin Islands,2004,107950.0
1878,Uruguay,2004,3324096.0
1879,Uzbekistan,2004,25864350.0
1880,Vanuatu,2004,204143.0
1881,Venezuela,2004,26327225.0
1882,Viet Nam,2004,81436400.0
1883,Wallis and Futuna Islands,2004,
1884,Western Sahara,2004,
1885,Yemen,2004,20017068.0
1886,Zambia,2004,11731746.0
1887,Zimbabwe,2004,12777511.0
1888,Afghanistan,2005,25070798.0
1889,Albania,2005,3011487.0
1890,Algeria,2005,33288437.0
1891,American Samoa,2005,59118.0
1892,Andorra,2005,78867.0
1893,Angola,2005,19552542.0
1894,Anguilla,2005,
1895,Antigua and Barbuda,2005,89253.0
1896,Argentina,2005,39145488.0
1897,Armenia,2005,2981259.0
1898,Aruba,2005,100031.0
1899,Australia,2005,20394800.0
1900,Austria,2005,8227829.0
1901,Azerbaijan,2005,8391850.0
1902,Bahamas,2005,329249.0
1903,Bahrain,2005,889168.0
1904,Bangladesh,2005,143431101.0
1905,Barbados,2005,274009.0
1906,Belarus,2005,9663915.0
1907,Belgium,2005,10478617.0
1908,Belize,2005,283277.0
1909,Benin,2005,7982225.0
1910,Bermuda,2005,64154.0
1911,Bhutan,2005,656639.0
1912,Bolivia,2005,9125409.0
1913,Bosnia and Herzegovina,2005,3781530.0
1914,Botswana,2005,1855852.0
1915,Brazil,2005,186917361.0
1916,British Virgin Islands,2005,23168.0
1917,Brunei Darussalam,2005,365158.0
1918,Bulgaria,2005,7658972.0
1919,Burkina Faso,2005,13421930.0
1920,Burundi,2005,7423289.0
1921,Cambodia,2005,13270201.0
1922,Cameroon,2005,17420795.0
1923,Canada,2005,32312000.0
1924,Cape Verde,2005,474567.0
1925,Cayman Islands,2005,48622.0
1926,Central African Republic,2005,4127910.0
1927,Chad,2005,10067009.0
1928,Chile,2005,16147064.0
1929,China,2005,1303720000.0
1930,Colombia,2005,43285634.0
1931,Comoros,2005,611627.0
1932,Cook Islands,2005,
1933,Costa Rica,2005,4247841.0
1934,Cote d'Ivoire,2005,18336303.0
1935,Croatia,2005,4442000.0
1936,Cuba,2005,11284253.0
1937,Curacao,2005,137658.0
1938,Cyprus,2005,1027658.0
1939,Czech Republic,2005,10211216.0
1940,Dem. Rep. Congo,2005,54751476.0
1941,Denmark,2005,5419432.0
1942,Djibouti,2005,783254.0
1943,Dominica,2005,70627.0
1944,Dominican Republic,2005,9237566.0
1945,Ecuador,2005,13735233.0
1946,Egypt,2005,76778149.0
1947,El Salvador,2005,6028961.0
1948,Equatorial Guinea,2005,757317.0
1949,Eritrea,2005,4854000.0
1950,Estonia,2005,1354775.0
1951,Ethiopia,2005,76727083.0
1952,Faeroe Islands,2005,48285.0
1953,Falkland Islands,2005,
1954,Fiji,2005,821817.0
1955,Finland,2005,5246096.0
1956,France,2005,63179356.0
1957,French Guiana,2005,
1958,French Polynesia,2005,254886.0
1959,Gabon,2005,1403126.0
1960,Gambia,2005,1444204.0
1961,Georgia,2005,4190000.0
1962,Germany,2005,82469422.0
1963,Ghana,2005,21542009.0
1964,Gibraltar,2005,32085.0
1965,Greece,2005,10987314.0
1966,Greenland,2005,56935.0
1967,Grenada,2005,102949.0
1968,Guadeloupe,2005,
1969,Guam,2005,158402.0
1970,Guatemala,2005,13096028.0
1971,Guinea,2005,9679745.0
1972,Guinea-Bissau,2005,1380838.0
1973,Guyana,2005,750946.0
1974,Haiti,2005,9263404.0
1975,Holy See,2005,
1976,Honduras,2005,7373430.0
1977,Hong Kong,2005,6813200.0
1978,Hungary,2005,10087065.0
1979,Iceland,2005,296734.0
1980,India,2005,1144118674.0
1981,Indonesia,2005,226712730.0
1982,Iran,2005,70421811.0
1983,Iraq,2005,27008426.0
1984,Ireland,2005,4159914.0
1985,Isle of Man,2005,76118.0
1986,Israel,2005,6930100.0
1987,Italy,2005,57969484.0
1988,Jamaica,2005,2744673.0
1989,Japan,2005,127773000.0
1990,Jordan,2005,5714111.0
1991,Kazakhstan,2005,15147029.0
1992,Kenya,2005,36048288.0
1993,Kiribati,2005,92325.0
1994,Kosovo,2005,1705780.0
1995,Kuwait,2005,2276623.0
1996,Kyrgyzstan,2005,5162600.0
1997,Laos,2005,5754026.0
1998,Latvia,2005,2238799.0
1999,Lebanon,2005,3986852.0
2000,Lesotho,2005,1949543.0
2001,Liberia,2005,3261230.0
2002,Libya,2005,5792688.0
2003,Liechtenstein,2005,34852.0
2004,Lithuania,2005,3322528.0
2005,Luxembourg,2005,465158.0
2006,Macao,2005,482559.0
2007,Macedonia,2005,2060272.0
2008,Madagascar,2005,18336724.0
2009,Malawi,2005,13039711.0
2010,Malaysia,2005,25659393.0
2011,Maldives,2005,321000.0
2012,Mali,2005,12798763.0
2013,Malta,2005,403834.0
2014,Marshall Islands,2005,52055.0
2015,Martinique,2005,
2016,Mauritania,2005,3130720.0
2017,Mauritius,2005,1228254.0
2018,Mayotte,2005,
2019,Mexico,2005,108472228.0
2020,Micronesia,2005,106196.0
2021,Moldova,2005,3595187.0
2022,Monaco,2005,33793.0
2023,Mongolia,2005,2526446.0
2024,Montenegro,2005,614261.0
2025,Montserrat,2005,
2026,Morocco,2005,30521070.0
2027,Mozambique,2005,20923070.0
2028,Myanmar,2005,48482614.0
2029,Namibia,2005,2032196.0
2030,Nauru,2005,10115.0
2031,Nepal,2005,25640287.0
2032,Netherlands,2005,16319868.0
2033,Netherlands Antilles,2005,
2034,New Caledonia,2005,231000.0
2035,New Zealand,2005,4133900.0
2036,Nicaragua,2005,5379328.0
2037,Niger,2005,13618449.0
2038,Nigeria,2005,138939478.0
2039,Niue,2005,
2040,Norfolk Island,2005,
2041,North Korea,2005,23904167.0
2042,Northern Mariana Islands,2005,63744.0
2043,Norway,2005,4623291.0
2044,Oman,2005,2511269.0
2045,Pakistan,2005,153909667.0
2046,Palau,2005,19906.0
2047,Panama,2005,3330465.0
2048,Papua New Guinea,2005,6314709.0
2049,Paraguay,2005,5795494.0
2050,Peru,2005,27610410.0
2051,Philippines,2005,86274237.0
2052,Pitcairn,2005,
2053,Poland,2005,38165445.0
2054,Portugal,2005,10503330.0
2055,Puerto Rico,2005,3821362.0
2056,Qatar,2005,864863.0
2057,Republic of Congo,2005,3718243.0
2058,Reunion,2005,
2059,Romania,2005,21319685.0
2060,Russia,2005,143518523.0
2061,Rwanda,2005,8991735.0
2062,Saint Helena,2005,
2063,Saint Kitts and Nevis,2005,48611.0
2064,Saint Lucia,2005,163714.0
2065,Saint Pierre and Miquelon,2005,
2066,Saint Vincent and the Grenadines,2005,108744.0
2067,Samoa,2005,179929.0
2068,San Marino,2005,29240.0
2069,Sao Tome and Principe,2005,155630.0
2070,Saudi Arabia,2005,23905654.0
2071,Senegal,2005,11251266.0
2072,Serbia,2005,7440769.0
2073,Seychelles,2005,82858.0
2074,Sierra Leone,2005,5658379.0
2075,Singapore,2005,4265762.0
2076,Sint Maarten,2005,36934.0
2077,Slovakia,2005,5372807.0
2078,Slovenia,2005,2000474.0
2079,Solomon Islands,2005,469885.0
2080,Somalia,2005,10409925.0
2081,South Africa,2005,47606670.2439658
2082,South Korea,2005,48184561.0
2083,South Sudan,2005,8108877.0
2084,Spain,2005,43653155.0
2085,Sri Lanka,2005,19373000.0
2086,State of Palestine,2005,3320396.0
2087,Sudan,2005,30911914.0
2088,Suriname,2005,498946.0
2089,Svalbard and Jan Mayen Islands,2005,
2090,Swaziland,2005,1105873.0
2091,Sweden,2005,9029572.0
2092,Switzerland,2005,7437115.0
2093,Syria,2005,18294611.0
2094,Taiwan,2005,22770000.0
2095,Tajikistan,2005,6854176.0
2096,Tanzania,2005,39410545.0
2097,Thailand,2005,65425470.0
2098,Timor-Leste,2005,1026484.0
2099,Togo,2005,5683268.0
2100,Tokelau,2005,
2101,Tonga,2005,101041.0
2102,Trinidad and Tobago,2005,1296934.0
2103,Tunisia,2005,10102482.0
2104,Turkey,2005,67903406.0
2105,Turkmenistan,2005,4754641.0
2106,Turks and Caicos Islands,2005,26448.0
2107,Tuvalu,2005,10027.0
2108,Uganda,2005,28543940.0
2109,Ukraine,2005,47105150.0
2110,United Arab Emirates,2005,4579562.0
2111,United Kingdom,2005,60401206.0
2112,United States of America,2005,295516599.0
2113,United States Virgin Islands,2005,107863.0
2114,Uruguay,2005,3325612.0
2115,Uzbekistan,2005,26167000.0
2116,Vanuatu,2005,209370.0
2117,Venezuela,2005,26784161.0
2118,Viet Nam,2005,82392100.0
2119,Wallis and Futuna Islands,2005,
2120,Western Sahara,2005,
2121,Yemen,2005,20582927.0
2122,Zambia,2005,12052156.0
2123,Zimbabwe,2005,12940032.0
2124,Afghanistan,2006,25893450.0
2125,Albania,2006,2992547.0
2126,Algeria,2006,33777915.0
2127,American Samoa,2006,58650.0
2128,Andorra,2006,80991.0
2129,Angola,2006,20262399.0
2130,Anguilla,2006,
2131,Antigua and Barbuda,2006,90301.0
2132,Argentina,2006,39558890.0
2133,Armenia,2006,2958500.0
2134,Aruba,2006,100832.0
2135,Australia,2006,20697900.0
2136,Austria,2006,8268641.0
2137,Azerbaijan,2006,8484550.0
2138,Bahamas,2006,335830.0
2139,Bahrain,2006,958414.0
2140,Bangladesh,2006,145368004.0
2141,Barbados,2006,275039.0
2142,Belarus,2006,9604924.0
2143,Belgium,2006,10547958.0
2144,Belize,2006,290747.0
2145,Benin,2006,8216896.0
2146,Bermuda,2006,64523.0
2147,Bhutan,2006,672228.0
2148,Bolivia,2006,9283334.0
2149,Bosnia and Herzegovina,2006,3779468.0
2150,Botswana,2006,1884238.0
2151,Brazil,2006,189012412.0
2152,British Virgin Islands,2006,23905.0
2153,Brunei Darussalam,2006,370250.0
2154,Bulgaria,2006,7601022.0
2155,Burkina Faso,2006,13829177.0
2156,Burundi,2006,7675338.0
2157,Cambodia,2006,13474489.0
2158,Cameroon,2006,17899562.0
2159,Canada,2006,32570505.0
2160,Cape Verde,2006,480795.0
2161,Cayman Islands,2006,50031.0
2162,Central African Republic,2006,4201758.0
2163,Chad,2006,10421597.0
2164,Chile,2006,16319792.0
2165,China,2006,1311020000.0
2166,Colombia,2006,43835722.0
2167,Comoros,2006,626425.0
2168,Cook Islands,2006,
2169,Costa Rica,2006,4308794.0
2170,Cote d'Ivoire,2006,18699435.0
2171,Croatia,2006,4440000.0
2172,Cuba,2006,11296233.0
2173,Curacao,2006,141239.0
2174,Cyprus,2006,1045509.0
2175,Czech Republic,2006,10238905.0
2176,Dem. Rep. Congo,2006,56543011.0
2177,Denmark,2006,5437272.0
2178,Djibouti,2006,796208.0
2179,Dominica,2006,70807.0
2180,Dominican Republic,2006,9371338.0
2181,Ecuador,2006,13967480.0
2182,Egypt,2006,78159048.0
2183,El Salvador,2006,6056478.0
2184,Equatorial Guinea,2006,792217.0
2185,Eritrea,2006,5035000.0
2186,Estonia,2006,1346810.0
2187,Ethiopia,2006,78850689.0
2188,Faeroe Islands,2006,48383.0
2189,Falkland Islands,2006,
2190,Fiji,2006,827411.0
2191,Finland,2006,5266268.0
2192,France,2006,63621376.0
2193,French Guiana,2006,
2194,French Polynesia,2006,257832.0
2195,Gabon,2006,1444844.0
2196,Gambia,2006,1491021.0
2197,Georgia,2006,4136000.0
2198,Germany,2006,82376451.0
2199,Ghana,2006,22113425.0
2200,Gibraltar,2006,32296.0
2201,Greece,2006,11020362.0
2202,Greenland,2006,56774.0
2203,Grenada,2006,103259.0
2204,Guadeloupe,2006,
2205,Guam,2006,158648.0
2206,Guatemala,2006,13397008.0
2207,Guinea,2006,9881428.0
2208,Guinea-Bissau,2006,1412669.0
2209,Guyana,2006,749601.0
2210,Haiti,2006,9409457.0
2211,Holy See,2006,
2212,Honduras,2006,7541406.0
2213,Hong Kong,2006,6857100.0
2214,Hungary,2006,10071370.0
2215,Iceland,2006,303782.0
2216,India,2006,1161977719.0
2217,Indonesia,2006,229838202.0
2218,Iran,2006,71227880.0
2219,Iraq,2006,27697912.0
2220,Ireland,2006,4273591.0
2221,Isle of Man,2006,76914.0
2222,Israel,2006,7053700.0
2223,Italy,2006,58143979.0
2224,Jamaica,2006,2760279.0
2225,Japan,2006,127854000.0
2226,Jordan,2006,5934232.0
2227,Kazakhstan,2006,15308084.0
2228,Kenya,2006,37052050.0
2229,Kiribati,2006,94260.0
2230,Kosovo,2006,1719536.0
2231,Kuwait,2006,2377258.0
2232,Kyrgyzstan,2006,5218400.0
2233,Laos,2006,5849356.0
2234,Latvia,2006,2218357.0
2235,Lebanon,2006,4057350.0
2236,Lesotho,2006,1965662.0
2237,Liberia,2006,3375838.0
2238,Libya,2006,5881435.0
2239,Liechtenstein,2006,35095.0
2240,Lithuania,2006,3269909.0
2241,Luxembourg,2006,472637.0
2242,Macao,2006,493320.0
2243,Macedonia,2006,2063145.0
2244,Madagascar,2006,18880268.0
2245,Malawi,2006,13429262.0
2246,Malaysia,2006,26143566.0
2247,Maldives,2006,333000.0
2248,Mali,2006,13227064.0
2249,Malta,2006,405308.0
2250,Marshall Islands,2006,52078.0
2251,Martinique,2006,
2252,Mauritania,2006,3220653.0
2253,Mauritius,2006,1233996.0
2254,Mayotte,2006,
2255,Mexico,2006,110092378.0
2256,Micronesia,2006,105684.0
2257,Moldova,2006,3585209.0
2258,Monaco,2006,34408.0
2259,Mongolia,2006,2558012.0
2260,Montenegro,2006,615025.0
2261,Montserrat,2006,
2262,Morocco,2006,30869346.0
2263,Mozambique,2006,21547463.0
2264,Myanmar,2006,48846474.0
2265,Namibia,2006,2055734.0
2266,Nauru,2006,10101.0
2267,Nepal,2006,25940618.0
2268,Netherlands,2006,16346101.0
2269,Netherlands Antilles,2006,
2270,New Caledonia,2006,235000.0
2271,New Zealand,2006,4184600.0
2272,Nicaragua,2006,5450211.0
2273,Niger,2006,14132064.0
2274,Nigeria,2006,142614094.0
2275,Niue,2006,
2276,Norfolk Island,2006,
2277,North Korea,2006,24061097.0
2278,Northern Mariana Islands,2006,61688.0
2279,Norway,2006,4660677.0
2280,Oman,2006,2582991.0
2281,Pakistan,2006,157093993.0
2282,Palau,2006,20012.0
2283,Panama,2006,3391905.0
2284,Papua New Guinea,2006,6470272.0
2285,Paraguay,2006,5882796.0
2286,Peru,2006,27949944.0
2287,Philippines,2006,87809419.0
2288,Pitcairn,2006,
2289,Poland,2006,38141267.0
2290,Portugal,2006,10522288.0
2291,Puerto Rico,2006,3805214.0
2292,Qatar,2006,1010382.0
2293,Republic of Congo,2006,3842365.0
2294,Reunion,2006,
2295,Romania,2006,21193760.0
2296,Russia,2006,143049528.0
2297,Rwanda,2006,9206580.0
2298,Saint Helena,2006,
2299,Saint Kitts and Nevis,2006,49210.0
2300,Saint Lucia,2006,165407.0
2301,Saint Pierre and Miquelon,2006,
2302,Saint Vincent and the Grenadines,2006,108907.0
2303,Samoa,2006,181094.0
2304,San Marino,2006,29614.0
2305,Sao Tome and Principe,2006,159328.0
2306,Saudi Arabia,2006,24578301.0
2307,Senegal,2006,11556763.0
2308,Serbia,2006,7411569.0
2309,Seychelles,2006,84600.0
2310,Sierra Leone,2006,5848692.0
2311,Singapore,2006,4401365.0
2312,Sint Maarten,2006,38270.0
2313,Slovakia,2006,5373054.0
2314,Slovenia,2006,2006868.0
2315,Solomon Islands,2006,481422.0
2316,Somalia,2006,10718317.0
2317,South Africa,2006,48233804.4849866
2318,South Korea,2006,48438292.0
2319,South Sudan,2006,8468152.0
2320,Spain,2006,44397319.0
2321,Sri Lanka,2006,19520000.0
2322,State of Palestine,2006,3406334.0
2323,Sudan,2006,31607064.0
2324,Suriname,2006,504307.0
2325,Svalbard and Jan Mayen Islands,2006,
2326,Swaziland,2006,1120514.0
2327,Sweden,2006,9080505.0
2328,Switzerland,2006,7483934.0
2329,Syria,2006,18914977.0
2330,Taiwan,2006,22877000.0
2331,Tajikistan,2006,7000557.0
2332,Tanzania,2006,40634948.0
2333,Thailand,2006,65824164.0
2334,Timor-Leste,2006,1048621.0
2335,Togo,2006,5837792.0
2336,Tokelau,2006,
2337,Tonga,2006,101689.0
2338,Trinidad and Tobago,2006,1303144.0
2339,Tunisia,2006,10196136.0
2340,Turkey,2006,68763405.0
2341,Turkmenistan,2006,4810105.0
2342,Turks and Caicos Islands,2006,27642.0
2343,Tuvalu,2006,10137.0
2344,Uganda,2006,29550662.0
2345,Ukraine,2006,46787750.0
2346,United Arab Emirates,2006,5242032.0
2347,United Kingdom,2006,60846820.0
2348,United States of America,2006,298379912.0
2349,United States Virgin Islands,2006,107700.0
2350,Uruguay,2006,3331043.0
2351,Uzbekistan,2006,26488250.0
2352,Vanuatu,2006,214634.0
2353,Venezuela,2006,27239168.0
2354,Viet Nam,2006,83311200.0
2355,Wallis and Futuna Islands,2006,
2356,Western Sahara,2006,
2357,Yemen,2006,21160534.0
2358,Zambia,2006,12383446.0
2359,Zimbabwe,2006,13124267.0
2360,Afghanistan,2007,26616792.0
2361,Albania,2007,2970017.0
2362,Algeria,2007,34300076.0
2363,American Samoa,2007,57903.0
2364,Andorra,2007,82683.0
2365,Angola,2007,20997687.0
2366,Anguilla,2007,
2367,Antigua and Barbuda,2007,91381.0
2368,Argentina,2007,39970224.0
2369,Armenia,2007,2933056.0
2370,Aruba,2007,101220.0
2371,Australia,2007,20827600.0
2372,Austria,2007,8295487.0
2373,Azerbaijan,2007,8581300.0
2374,Bahamas,2007,342328.0
2375,Bahrain,2007,1035891.0
2376,Bangladesh,2007,147139191.0
2377,Barbados,2007,276150.0
2378,Belarus,2007,9560953.0
2379,Belgium,2007,10625700.0
2380,Belize,2007,298407.0
2381,Benin,2007,8454791.0
2382,Bermuda,2007,64888.0
2383,Bhutan,2007,686958.0
2384,Bolivia,2007,9441444.0
2385,Bosnia and Herzegovina,2007,3774000.0
2386,Botswana,2007,1914414.0
2387,Brazil,2007,191026637.0
2388,British Virgin Islands,2007,24731.0
2389,Brunei Darussalam,2007,374864.0
2390,Bulgaria,2007,7545338.0
2391,Burkina Faso,2007,14252021.0
2392,Burundi,2007,7939573.0
2393,Cambodia,2007,13676693.0
2394,Cameroon,2007,18395389.0
2395,Canada,2007,32887928.0
2396,Cape Verde,2007,486438.0
2397,Cayman Islands,2007,51483.0
2398,Central African Republic,2007,4275800.0
2399,Chad,2007,10775708.0
2400,Chile,2007,16491687.0
2401,China,2007,1317885000.0
2402,Colombia,2007,44374572.0
2403,Comoros,2007,641620.0
2404,Cook Islands,2007,
2405,Costa Rica,2007,4369469.0
2406,Cote d'Ivoire,2007,19085941.0
2407,Croatia,2007,4436000.0
2408,Cuba,2007,11303687.0
2409,Curacao,2007,144056.0
2410,Cyprus,2007,1063712.0
2411,Czech Republic,2007,10298828.0
2412,Dem. Rep. Congo,2007,58417562.0
2413,Denmark,2007,5461438.0
2414,Djibouti,2007,809402.0
2415,Dominica,2007,70950.0
2416,Dominican Republic,2007,9504353.0
2417,Ecuador,2007,14205453.0
2418,Egypt,2007,79537253.0
2419,El Salvador,2007,6083475.0
2420,Equatorial Guinea,2007,829327.0
2421,Eritrea,2007,5210000.0
2422,Estonia,2007,1340680.0
2423,Ethiopia,2007,81000409.0
2424,Faeroe Islands,2007,48448.0
2425,Falkland Islands,2007,
2426,Fiji,2007,834812.0
2427,Finland,2007,5288720.0
2428,France,2007,64016229.0
2429,French Guiana,2007,
2430,French Polynesia,2007,260594.0
2431,Gabon,2007,1489193.0
2432,Gambia,2007,1539116.0
2433,Georgia,2007,4082000.0
2434,Germany,2007,82266372.0
2435,Ghana,2007,22700212.0
2436,Gibraltar,2007,32510.0
2437,Greece,2007,11048473.0
2438,Greenland,2007,56555.0
2439,Grenada,2007,103586.0
2440,Guadeloupe,2007,
2441,Guam,2007,158855.0
2442,Guatemala,2007,13700286.0
2443,Guinea,2007,10096727.0
2444,Guinea-Bissau,2007,1445958.0
2445,Guyana,2007,747869.0
2446,Haiti,2007,9556889.0
2447,Holy See,2007,
2448,Honduras,2007,7707972.0
2449,Hong Kong,2007,6916300.0
2450,Hungary,2007,10055780.0
2451,Iceland,2007,311566.0
2452,India,2007,1179681239.0
2453,Indonesia,2007,232989141.0
2454,Iran,2007,72031103.0
2455,Iraq,2007,28390433.0
