,country,year,population
850,Nauru,2000,10042.0
851,Nepal,2000,23740911.0
852,Netherlands,2000,15925513.0
853,Netherlands Antilles,2000,
854,New Caledonia,2000,213230.0
855,New Zealand,2000,3857700.0
856,Nicaragua,2000,5026796.0
857,Niger,2000,11352973.0
858,Nigeria,2000,122352009.0
859,Niue,2000,
860,Norfolk Island,2000,
861,North Korea,2000,22929075.0
862,Northern Mariana Islands,2000,69094.0
863,Norway,2000,4490967.0
864,Oman,2000,2267991.0
865,Pakistan,2000,138523285.0
866,Palau,2000,19175.0
867,Panama,2000,3030347.0
868,Papua New Guinea,2000,5572222.0
869,Paraguay,2000,5302700.0
870,Peru,2000,25914879.0
871,Philippines,2000,77991569.0
872,Pitcairn,2000,
873,Poland,2000,38258629.0
874,Portugal,2000,10289898.0
875,Puerto Rico,2000,3810605.0
876,Qatar,2000,592267.0
877,Republic of Congo,2000,3225727.0
878,Reunion,2000,
879,Romania,2000,22442971.0
880,Russia,2000,146596557.0
881,Rwanda,2000,8025703.0
882,Saint Helena,2000,
883,Saint Kitts and Nevis,2000,45374.0
884,Saint Lucia,2000,156949.0
885,Saint Pierre and Miquelon,2000,
886,Saint Vincent and the Grenadines,2000,107898.0
887,Samoa,2000,174610.0
888,San Marino,2000,27418.0
889,Sao Tome and Principe,2000,138606.0
890,Saudi Arabia,2000,20764312.0
891,Senegal,2000,9884052.0
892,Serbia,2000,7516346.0
893,Seychelles,2000,81131.0
894,Sierra Leone,2000,4564297.0
895,Singapore,2000,4027887.0
896,Sint Maarten,2000,30519.0
897,Slovakia,2000,5388720.0
898,Slovenia,2000,1988925.0
899,Solomon Islands,2000,412609.0
900,Somalia,2000,9011479.0
901,South Africa,2000,44896856.0
902,South Korea,2000,47008111.0
903,South Sudan,2000,6700656.0
904,Spain,2000,40567864.0
905,Sri Lanka,2000,18655000.0
906,State of Palestine,2000,2922153.0
907,Sudan,2000,27250535.0
908,Suriname,2000,472390.0
909,Svalbard and Jan Mayen Islands,2000,
910,Swaziland,2000,1061468.0
911,Sweden,2000,8872109.0
912,Switzerland,2000,7184250.0
913,Syria,2000,16410848.0
914,Taiwan,2000,22277000.0
915,Tajikistan,2000,6216205.0
916,Tanzania,2000,34178042.0
917,Thailand,2000,62958021.0
918,Timor-Leste,2000,871607.0
919,Togo,2000,4970367.0
920,Tokelau,2000,
921,Tonga,2000,98082.0
922,Trinidad and Tobago,2000,1267984.0
923,Tunisia,2000,9699197.0
924,Turkey,2000,63240121.0
925,Turkmenistan,2000,4516131.0
926,Turks and Caicos Islands,2000,18873.0
927,Tuvalu,2000,9420.0
928,Uganda,2000,24039274.0
929,Ukraine,2000,49175848.0
930,United Arab Emirates,2000,3154925.0
931,United Kingdom,2000,58892514.0
932,United States of America,2000,282162411.0
933,United States Virgin Islands,2000,108639.0
934,Uruguay,2000,3321245.0
935,Uzbekistan,2000,24650400.0
936,Vanuatu,2000,185063.0
937,Venezuela,2000,24488340.0
938,Viet Nam,2000,77630900.0
939,Wallis and Futuna Islands,2000,
940,Western Sahara,2000,
941,Yemen,2000,17874725.0
942,Zambia,2000,10531221.0
943,Zimbabwe,2000,12222251.0
944,Afghanistan,2001,20966463.0
945,Albania,2001,3060173.0
946,Algeria,2001,31592153.0
947,American Samoa,2001,58175.0
948,Andorra,2001,67341.0
949,Angola,2001,16983266.0
950,Anguilla,2001,
951,Antigua and Barbuda,2001,85057.0
952,Argentina,2001,37471509.0
953,Armenia,2001,3050655.0
954,Aruba,2001,92898.0
955,Australia,2001,19413000.0
956,Austria,2001,8042293.0
957,Azerbaijan,2001,8111200.0
958,Bahamas,2001,303135.0
959,Bahrain,2001,697549.0
960,Bangladesh,2001,134107160.0
961,Barbados,2001,270685.0
962,Belarus,2001,9928549.0
963,Belgium,2001,10286570.0
964,Belize,2001,254984.0
965,Benin,2001,7076733.0
966,Bermuda,2001,62504.0
967,Bhutan,2001,589600.0
968,Bolivia,2001,8496375.0
969,Bosnia and Herzegovina,2001,3771284.0
970,Botswana,2001,1754935.0
971,Brazil,2001,177750670.0
972,British Virgin Islands,2001,21085.0
973,Brunei Darussalam,2001,340117.0
974,Bulgaria,2001,8009142.0
975,Burkina Faso,2001,11944587.0
976,Burundi,2001,6555829.0
977,Cambodia,2001,12402473.0
978,Cameroon,2001,15671927.0
979,Canada,2001,31081900.0
980,Cape Verde,2001,443716.0
981,Cayman Islands,2001,43316.0
982,Central African Republic,2001,3832203.0
983,Chad,2001,8663012.0
984,Chile,2001,15444969.0
985,China,2001,1271850000.0
986,Colombia,2001,40988909.0
987,Comoros,2001,555888.0
988,Cook Islands,2001,
989,Costa Rica,2001,3996798.0
990,Cote d'Ivoire,2001,17040152.0
991,Croatia,2001,4440000.0
992,Cuba,2001,11186542.0
993,Curacao,2001,129047.0
994,Cyprus,2001,960282.0
995,Czech Republic,2001,10216605.0
996,Dem. Rep. Congo,2001,48394338.0
997,Denmark,2001,5358783.0
998,Djibouti,2001,732711.0
999,Dominica,2001,69670.0
1000,Dominican Republic,2001,8697126.0
1001,Ecuador,2001,12852755.0
1002,Egypt,2001,71226940.0
1003,El Salvador,2001,5905962.0
1004,Equatorial Guinea,2001,639762.0
1005,Eritrea,2001,4102000.0
1006,Estonia,2001,1388115.0
1007,Ethiopia,2001,68492257.0
1008,Faeroe Islands,2001,47526.0
1009,Falkland Islands,2001,
1010,Fiji,2001,814218.0
1011,Finland,2001,5188008.0
1012,France,2001,61357431.0
1013,French Guiana,2001,
1014,French Polynesia,2001,241273.0
1015,Gabon,2001,1262259.0
1016,Gambia,2001,1270495.0
1017,Georgia,2001,4386400.0
1018,Germany,2001,82349925.0
1019,Ghana,2001,19421605.0
1020,Gibraltar,2001,31374.0
1021,Greece,2001,10862132.0
1022,Greenland,2001,56350.0
1023,Grenada,2001,101849.0
1024,Guadeloupe,2001,
1025,Guam,2001,156401.0
1026,Guatemala,2001,11924946.0
1027,Guinea,2001,8971139.0
1028,Guinea-Bissau,2001,1267512.0
1029,Guyana,2001,752263.0
1030,Haiti,2001,8692567.0
1031,Holy See,2001,
1032,Honduras,2001,6693061.0
1033,Hong Kong,2001,6714300.0
1034,Hungary,2001,10187576.0
1035,Iceland,2001,284968.0
1036,India,2001,1071477855.0
1037,Indonesia,2001,214506502.0
1038,Iran,2001,67096414.0
1039,Iraq,2001,24251649.0
1040,Ireland,2001,3866243.0
1041,Isle of Man,2001,73192.0
1042,Israel,2001,6439000.0
1043,Italy,2001,56974100.0
1044,Jamaica,2001,2677011.0
1045,Japan,2001,127149000.0
1046,Jordan,2001,5193482.0
1047,Kazakhstan,2001,14858335.0
1048,Kenya,2001,32321482.0
1049,Kiribati,2001,85858.0
1050,Kosovo,2001,1701154.0
1051,Kuwait,2001,2109355.0
1052,Kyrgyzstan,2001,4945100.0
1053,Laos,2001,5414568.0
1054,Latvia,2001,2337170.0
1055,Lebanon,2001,3359859.0
1056,Lesotho,2001,1885955.0
1057,Liberia,2001,2991132.0
1058,Libya,2001,5440566.0
1059,Liechtenstein,2001,33671.0
1060,Lithuania,2001,3470818.0
1061,Luxembourg,2001,441525.0
1062,Macao,2001,438081.0
1063,Macedonia,2001,2042842.0
1064,Madagascar,2001,16260932.0
1065,Malawi,2001,11695863.0
1066,Malaysia,2001,23698907.0
1067,Maldives,2001,292000.0
1068,Mali,2001,11293258.0
1069,Malta,2001,393028.0
1070,Marshall Islands,2001,52183.0
1071,Martinique,2001,
1072,Mauritania,2001,2790729.0
1073,Mauritius,2001,1196287.0
1074,Mayotte,2001,
1075,Mexico,2001,103067068.0
1076,Micronesia,2001,107165.0
1077,Moldova,2001,3631462.0
1078,Monaco,2001,32360.0
1079,Mongolia,2001,2419776.0
1080,Montenegro,2001,607389.0
1081,Montserrat,2001,
1082,Morocco,2001,29181832.0
1083,Mozambique,2001,18588758.0
1084,Myanmar,2001,46627994.0
1085,Namibia,2001,1933596.0
1086,Nauru,2001,10053.0
1087,Nepal,2001,24161777.0
1088,Netherlands,2001,16046180.0
1089,Netherlands Antilles,2001,
1090,New Caledonia,2001,217324.0
1091,New Zealand,2001,3880500.0
1092,Nicaragua,2001,5100750.0
1093,Niger,2001,11771976.0
1094,Nigeria,2001,125463434.0
1095,Niue,2001,
1096,Norfolk Island,2001,
1097,North Korea,2001,23131810.0
1098,Northern Mariana Islands,2001,69388.0
1099,Norway,2001,4513751.0
1100,Oman,2001,2294787.0
1101,Pakistan,2001,141601437.0
1102,Palau,2001,19404.0
1103,Panama,2001,3089684.0
1104,Papua New Guinea,2001,5716152.0
1105,Paraguay,2001,5406624.0
1106,Peru,2001,26261363.0
1107,Philippines,2001,79665315.0
1108,Pitcairn,2001,
1109,Poland,2001,38248076.0
1110,Portugal,2001,10362722.0
1111,Puerto Rico,2001,3818774.0
1112,Qatar,2001,616886.0
1113,Republic of Congo,2001,3315806.0
1114,Reunion,2001,
1115,Romania,2001,22131970.0
1116,Russia,2001,145976083.0
1117,Rwanda,2001,8329406.0
1118,Saint Helena,2001,
1119,Saint Kitts and Nevis,2001,45990.0
1120,Saint Lucia,2001,158464.0
1121,Saint Pierre and Miquelon,2001,
1122,Saint Vincent and the Grenadines,2001,107988.0
1123,Samoa,2001,175566.0
1124,San Marino,2001,27762.0
1125,Sao Tome and Principe,2001,141622.0
1126,Saudi Arabia,2001,21303592.0
1127,Senegal,2001,10134497.0
1128,Serbia,2001,7503433.0
1129,Seychelles,2001,81202.0
1130,Sierra Leone,2001,4739147.0
1131,Singapore,2001,4138012.0
1132,Sint Maarten,2001,31189.0
1133,Slovakia,2001,5378867.0
1134,Slovenia,2001,1992060.0
1135,Solomon Islands,2001,423853.0
1136,Somalia,2001,9290823.0
1137,South Africa,2001,45312937.0
1138,South Korea,2001,47370164.0
1139,South Sudan,2001,6974442.0
1140,Spain,2001,40850412.0
1141,Sri Lanka,2001,18797000.0
1142,State of Palestine,2001,2997784.0
1143,Sudan,2001,27945005.0
1144,Suriname,2001,477740.0
1145,Svalbard and Jan Mayen Islands,2001,
1146,Swaziland,2001,1072927.0
1147,Sweden,2001,8895960.0
1148,Switzerland,2001,7229854.0
1149,Syria,2001,16766899.0
1150,Taiwan,2001,22406000.0
1151,Tajikistan,2001,6327125.0
1152,Tanzania,2001,35117019.0
1153,Thailand,2001,63543322.0
1154,Timor-Leste,2001,892531.0
1155,Togo,2001,5111770.0
1156,Tokelau,2001,
1157,Tonga,2001,98611.0
1158,Trinidad and Tobago,2001,1272380.0
1159,Tunisia,2001,9785701.0
1160,Turkey,2001,64191474.0
1161,Turkmenistan,2001,4564080.0
1162,Turks and Caicos Islands,2001,20185.0
1163,Tuvalu,2001,9512.0
1164,Uganda,2001,24854892.0
1165,Ukraine,2001,48683865.0
1166,United Arab Emirates,2001,3326032.0
1167,United Kingdom,2001,59119673.0
1168,United States of America,2001,284968955.0
1169,United States Virgin Islands,2001,108386.0
1170,Uruguay,2001,3327103.0
1171,Uzbekistan,2001,24964450.0
1172,Vanuatu,2001,189290.0
1173,Venezuela,2001,24948476.0
1174,Viet Nam,2001,78620500.0
1175,Wallis and Futuna Islands,2001,
1176,Western Sahara,2001,
1177,Yemen,2001,18390135.0
1178,Zambia,2001,10824125.0
1179,Zimbabwe,2001,12366165.0
1180,Afghanistan,2002,21979923.0
1181,Albania,2002,3051010.0
1182,Algeria,2002,31995046.0
1183,American Samoa,2002,58731.0
1184,Andorra,2002,70049.0
1185,Angola,2002,17572649.0
1186,Anguilla,2002,
1187,Antigua and Barbuda,2002,86266.0
1188,Argentina,2002,37889370.0
1189,Armenia,2002,3033897.0
1190,Aruba,2002,94992.0
1191,Australia,2002,19651400.0
1192,Austria,2002,8081957.0
1193,Azerbaijan,2002,8171950.0
1194,Bahamas,2002,309157.0
1195,Bahrain,2002,735148.0
1196,Bangladesh,2002,136600667.0
1197,Barbados,2002,271478.0
1198,Belarus,2002,9865548.0
1199,Belgium,2002,10332785.0
1200,Belize,2002,262206.0
1201,Benin,2002,7295394.0
1202,Bermuda,2002,62912.0
1203,Bhutan,2002,606399.0
1204,Bolivia,2002,8653345.0
1205,Bosnia and Herzegovina,2002,3775807.0
1206,Botswana,2002,1779953.0
1207,Brazil,2002,180151021.0
1208,British Virgin Islands,2002,21529.0
1209,Brunei Darussalam,2002,346867.0
1210,Bulgaria,2002,7837161.0
1211,Burkina Faso,2002,12293100.0
1212,Burundi,2002,6741569.0
1213,Cambodia,2002,12634729.0
1214,Cameroon,2002,16084886.0
1215,Canada,2002,31362000.0
1216,Cape Verde,2002,452106.0
1217,Cayman Islands,2002,44738.0
1218,Central African Republic,2002,3907612.0
1219,Chad,2002,9001689.0
1220,Chile,2002,15623635.0
1221,China,2002,1280400000.0
1222,Colombia,2002,41572491.0
1223,Comoros,2002,569479.0
1224,Cook Islands,2002,
1225,Costa Rica,2002,4063204.0
1226,Cote d'Ivoire,2002,17366517.0
1227,Croatia,2002,4440000.0
1228,Cuba,2002,11217998.0
1229,Curacao,2002,129205.0
1230,Cyprus,2002,976966.0
1231,Czech Republic,2002,10196916.0
1232,Dem. Rep. Congo,2002,49835756.0
1233,Denmark,2002,5375931.0
1234,Djibouti,2002,746221.0
1235,Dominica,2002,69824.0
1236,Dominican Republic,2002,8832285.0
1237,Ecuador,2002,13072060.0
1238,Egypt,2002,72590118.0
1239,El Salvador,2002,5940303.0
1240,Equatorial Guinea,2002,666407.0
1241,Eritrea,2002,4282000.0
1242,Estonia,2002,1379350.0
1243,Ethiopia,2002,70497192.0
1244,Faeroe Islands,2002,47769.0
1245,Falkland Islands,2002,
1246,Fiji,2002,815691.0
1247,Finland,2002,5200598.0
1248,France,2002,61805267.0
1249,French Guiana,2002,
1250,French Polynesia,2002,245006.0
1251,Gabon,2002,1294409.0
1252,Gambia,2002,1311349.0
1253,Georgia,2002,4357000.0
1254,Germany,2002,82488495.0
1255,Ghana,2002,19924522.0
1256,Gibraltar,2002,31544.0
1257,Greece,2002,10902022.0
1258,Greenland,2002,56609.0
1259,Grenada,2002,102100.0
1260,Guadeloupe,2002,
1261,Guam,2002,157175.0
1262,Guatemala,2002,12208848.0
1263,Guinea,2002,9137345.0
1264,Guinea-Bissau,2002,1293523.0
1265,Guyana,2002,751884.0
1266,Haiti,2002,8834733.0
1267,Holy See,2002,
1268,Honduras,2002,6863157.0
1269,Hong Kong,2002,6744100.0
1270,Hungary,2002,10158608.0
1271,Iceland,2002,287523.0
1272,India,2002,1089807112.0
1273,Indonesia,2002,217508059.0
1274,Iran,2002,67983330.0
1275,Iraq,2002,24939299.0
1276,Ireland,2002,3931947.0
1277,Isle of Man,2002,73870.0
1278,Israel,2002,6570000.0
1279,Italy,2002,57059007.0
1280,Jamaica,2002,2695446.0
1281,Japan,2002,127445000.0
1282,Jordan,2002,5287488.0
1283,Kazakhstan,2002,14858948.0
1284,Kenya,2002,33214009.0
1285,Kiribati,2002,87343.0
1286,Kosovo,2002,1702310.0
1287,Kuwait,2002,2143833.0
1288,Kyrgyzstan,2002,4990700.0
1289,Laos,2002,5497273.0
1290,Latvia,2002,2310173.0
1291,Lebanon,2002,3522837.0
1292,Lesotho,2002,1902312.0
1293,Liberia,2002,3062863.0
1294,Libya,2002,5527515.0
1295,Liechtenstein,2002,34018.0
1296,Lithuania,2002,3443067.0
1297,Luxembourg,2002,446175.0
1298,Macao,2002,448896.0
1299,Macedonia,2002,2048928.0
1300,Madagascar,2002,16765117.0
1301,Malawi,2002,12013711.0
1302,Malaysia,2002,24198811.0
1303,Maldives,2002,297000.0
1304,Mali,2002,11638929.0
1305,Malta,2002,395969.0
1306,Marshall Islands,2002,52158.0
1307,Martinique,2002,
1308,Mauritania,2002,2873228.0
1309,Mauritius,2002,1204621.0
1310,Mayotte,2002,
1311,Mexico,2002,104355608.0
1312,Micronesia,2002,106983.0
1313,Moldova,2002,3623062.0
1314,Monaco,2002,32629.0
1315,Mongolia,2002,2443659.0
1316,Montenegro,2002,609828.0
1317,Montserrat,2002,
1318,Morocco,2002,29512368.0
1319,Mozambique,2002,19139658.0
1320,Myanmar,2002,47140220.0
1321,Namibia,2002,1962147.0
1322,Nauru,2002,10073.0
1323,Nepal,2002,24566342.0
1324,Netherlands,2002,16148929.0
1325,Netherlands Antilles,2002,
1326,New Caledonia,2002,221490.0
1327,New Zealand,2002,3948500.0
1328,Nicaragua,2002,5171734.0
1329,Niger,2002,12206002.0
1330,Nigeria,2002,128666710.0
1331,Niue,2002,
1332,Norfolk Island,2002,
1333,North Korea,2002,23336681.0
1334,Northern Mariana Islands,2002,68763.0
1335,Norway,2002,4538159.0
1336,Oman,2002,2334285.0
1337,Pakistan,2002,144654143.0
1338,Palau,2002,19574.0
1339,Panama,2002,3149265.0
1340,Papua New Guinea,2002,5862316.0
1341,Paraguay,2002,5508611.0
1342,Peru,2002,26601467.0
1343,Philippines,2002,81352060.0
1344,Pitcairn,2002,
1345,Poland,2002,38230364.0
1346,Portugal,2002,10419631.0
1347,Puerto Rico,2002,3823701.0
1348,Qatar,2002,645659.0
1349,Republic of Congo,2002,3407180.0
1350,Reunion,2002,
1351,Romania,2002,21730496.0
1352,Russia,2002,145306046.0
1353,Rwanda,2002,8536205.0
1354,Saint Helena,2002,
1355,Saint Kitts and Nevis,2002,46641.0
1356,Saint Lucia,2002,159763.0
1357,Saint Pierre and Miquelon,2002,
1358,Saint Vincent and the Grenadines,2002,108146.0
1359,Samoa,2002,176582.0
1360,San Marino,2002,28121.0
1361,Sao Tome and Principe,2002,144889.0
1362,Saudi Arabia,2002,21906308.0
1363,Senegal,2002,10396861.0
1364,Serbia,2002,7496522.0
1365,Seychelles,2002,83723.0
1366,Sierra Leone,2002,4957216.0
1367,Singapore,2002,4175950.0
1368,Sint Maarten,2002,32566.0
1369,Slovakia,2002,5376912.0
1370,Slovenia,2002,1994530.0
1371,Solomon Islands,2002,435262.0
1372,Somalia,2002,9564167.0
1373,South Africa,2002,45855482.8828724
1374,South Korea,2002,47644736.0
1375,South Sudan,2002,7237276.0
1376,Spain,2002,41431558.0
1377,Sri Lanka,2002,18939000.0
1378,State of Palestine,2002,3075373.0
1379,Sudan,2002,28679565.0
1380,Suriname,2002,483044.0
1381,Svalbard and Jan Mayen Islands,2002,
1382,Swaziland,2002,1080930.0
1383,Sweden,2002,8924958.0
1384,Switzerland,2002,7284753.0
1385,Syria,2002,17087901.0
1386,Taiwan,2002,22521000.0
1387,Tajikistan,2002,6447688.0
1388,Tanzania,2002,36105808.0
1389,Thailand,2002,64073164.0
1390,Timor-Leste,2002,923825.0
1391,Togo,2002,5251472.0
1392,Tokelau,2002,
1393,Tonga,2002,99184.0
1394,Trinidad and Tobago,2002,1277837.0
1395,Tunisia,2002,9864326.0
1396,Turkey,2002,65143054.0
1397,Turkmenistan,2002,4610002.0
1398,Turks and Caicos Islands,2002,21742.0
1399,Tuvalu,2002,9635.0
1400,Uganda,2002,25718048.0
1401,Ukraine,2002,48202500.0
1402,United Arab Emirates,2002,3507232.0
1403,United Kingdom,2002,59370479.0
1404,United States of America,2002,287625193.0
1405,United States Virgin Islands,2002,108208.0
1406,Uruguay,2002,3327773.0
1407,Uzbekistan,2002,25271850.0
1408,Vanuatu,2002,193956.0
1409,Venezuela,2002,25408700.0
1410,Viet Nam,2002,79537700.0
1411,Wallis and Futuna Islands,2002,
1412,Western Sahara,2002,
1413,Yemen,2002,18919179.0
1414,Zambia,2002,11120409.0
1415,Zimbabwe,2002,12500525.0
1416,Afghanistan,2003,23064851.0
1417,Albania,2003,3039616.0
1418,Algeria,2003,32403514.0
1419,American Samoa,2003,59117.0
1420,Andorra,2003,73182.0
1421,Angola,2003,18203369.0
1422,Anguilla,2003,
1423,Antigua and Barbuda,2003,87293.0
1424,Argentina,2003,38309379.0
1425,Armenia,2003,3017806.0
1426,Aruba,2003,97017.0
1427,Australia,2003,19895400.0
1428,Austria,2003,8121423.0
1429,Azerbaijan,2003,8234100.0
1430,Bahamas,2003,315746.0
1431,Bahrain,2003,778711.0
1432,Bangladesh,2003,139019001.0
1433,Barbados,2003,272258.0
1434,Belarus,2003,9796749.0
1435,Belgium,2003,10376133.0
1436,Belize,2003,269130.0
1437,Benin,2003,7520555.0
1438,Bermuda,2003,63325.0
1439,Bhutan,2003,623434.0
1440,Bolivia,2003,8810420.0
1441,Bosnia and Herzegovina,2003,3779247.0
1442,Botswana,2003,1804339.0
1443,Brazil,2003,182482149.0
1444,British Virgin Islands,2003,22000.0
1445,Brunei Darussalam,2003,353389.0
1446,Bulgaria,2003,7775327.0
1447,Burkina Faso,2003,12654621.0
1448,Burundi,2003,6953113.0
1449,Cambodia,2003,12853124.0
1450,Cameroon,2003,16513822.0
1451,Canada,2003,31676000.0
1452,Cape Verde,2003,460147.0
1453,Cayman Islands,2003,46028.0
1454,Central African Republic,2003,3981665.0
1455,Chad,2003,9353201.0
1456,Chile,2003,15799542.0
1457,China,2003,1288400000.0
1458,Colombia,2003,42152151.0
1459,Comoros,2003,583211.0
1460,Cook Islands,2003,
1461,Costa Rica,2003,4125971.0
1462,Cote d'Ivoire,2003,17679355.0
1463,Croatia,2003,4440000.0
1464,Cuba,2003,11244885.0
1465,Curacao,2003,131897.0
1466,Cyprus,2003,993563.0
1467,Czech Republic,2003,10193998.0
1468,Dem. Rep. Congo,2003,51390033.0
1469,Denmark,2003,5390574.0
1470,Djibouti,2003,758615.0
1471,Dominica,2003,70093.0
1472,Dominican Republic,2003,8967760.0
1473,Ecuador,2003,13289601.0
1474,Egypt,2003,73981942.0
1475,El Salvador,2003,5971535.0
1476,Equatorial Guinea,2003,694611.0
1477,Eritrea,2003,4473000.0
1478,Estonia,2003,1370720.0
1479,Ethiopia,2003,72545144.0
1480,Faeroe Islands,2003,47974.0
1481,Falkland Islands,2003,
1482,Fiji,2003,816628.0
1483,Finland,2003,5213014.0
1484,France,2003,62244884.0
1485,French Guiana,2003,
1486,French Polynesia,2003,248499.0
1487,Gabon,2003,1328146.0
1488,Gambia,2003,1354194.0
1489,Georgia,2003,4301000.0
1490,Germany,2003,82534176.0
1491,Ghana,2003,20446782.0
1492,Gibraltar,2003,31720.0
1493,Greece,2003,10928070.0
1494,Greenland,2003,56765.0
1495,Grenada,2003,102375.0
1496,Guadeloupe,2003,
1497,Guam,2003,157714.0
1498,Guatemala,2003,12500478.0
1499,Guinea,2003,9309848.0
1500,Guinea-Bissau,2003,1321202.0
1501,Guyana,2003,751857.0
1502,Haiti,2003,8976552.0
1503,Holy See,2003,
1504,Honduras,2003,7033821.0
1505,Hong Kong,2003,6730800.0
1506,Hungary,2003,10129552.0
1507,Iceland,2003,289521.0
1508,India,2003,1108027848.0
1509,Indonesia,2003,220545214.0
1510,Iran,2003,68812713.0
1511,Iraq,2003,25627626.0
1512,Ireland,2003,3996521.0
1513,Isle of Man,2003,74587.0
1514,Israel,2003,6689700.0
1515,Italy,2003,57313203.0
1516,Jamaica,2003,2712511.0
1517,Japan,2003,127718000.0
1518,Jordan,2003,5396774.0
1519,Kazakhstan,2003,14909018.0
1520,Kenya,2003,34130852.0
1521,Kiribati,2003,88895.0
1522,Kosovo,2003,1703466.0
1523,Kuwait,2003,2169118.0
1524,Kyrgyzstan,2003,5043300.0
1525,Laos,2003,5579656.0
1526,Latvia,2003,2287955.0
1527,Lebanon,2003,3701464.0
1528,Lesotho,2003,1918097.0
1529,Liberia,2003,3116233.0
1530,Libya,2003,5615952.0
1531,Liechtenstein,2003,34321.0
1532,Lithuania,2003,3415213.0
1533,Luxembourg,2003,451630.0
1534,Macao,2003,460147.0
1535,Macedonia,2003,2053426.0
1536,Madagascar,2003,17279141.0
1537,Malawi,2003,12336687.0
1538,Malaysia,2003,24688703.0
1539,Maldives,2003,304000.0
1540,Mali,2003,12005128.0
1541,Malta,2003,398582.0
1542,Marshall Islands,2003,52116.0
1543,Martinique,2003,
1544,Mauritania,2003,2957117.0
1545,Mauritius,2003,1213370.0
1546,Mayotte,2003,
1547,Mexico,2003,105640453.0
1548,Micronesia,2003,106816.0
1549,Moldova,2003,3612874.0
1550,Monaco,2003,32933.0
1551,Mongolia,2003,2469286.0
1552,Montenegro,2003,612267.0
1553,Montserrat,2003,
1554,Morocco,2003,29843937.0
1555,Mozambique,2003,19716598.0
1556,Myanmar,2003,47624894.0
1557,Namibia,2003,1986535.0
1558,Nauru,2003,10096.0
1559,Nepal,2003,24950623.0
1560,Netherlands,2003,16225302.0
1561,Netherlands Antilles,2003,
1562,New Caledonia,2003,225000.0
1563,New Zealand,2003,4027200.0
1564,Nicaragua,2003,5240879.0
1565,Niger,2003,12656870.0
1566,Nigeria,2003,131972533.0
1567,Niue,2003,
1568,Norfolk Island,2003,
1569,North Korea,2003,23538540.0
1570,Northern Mariana Islands,2003,67422.0
1571,Norway,2003,4564855.0
1572,Oman,2003,2385255.0
1573,Pakistan,2003,147703401.0
1574,Palau,2003,19700.0
1575,Panama,2003,3209174.0
1576,Papua New Guinea,2003,6010724.0
1577,Paraguay,2003,5607950.0
1578,Peru,2003,26937738.0
1579,Philippines,2003,83031954.0
1580,Pitcairn,2003,
1581,Poland,2003,38204570.0
1582,Portugal,2003,10458821.0
1583,Puerto Rico,2003,3826095.0
1584,Qatar,2003,688586.0
1585,Republic of Congo,2003,3502519.0
1586,Reunion,2003,
1587,Romania,2003,21574326.0
1588,Russia,2003,144648257.0
1589,Rwanda,2003,8680346.0
1590,Saint Helena,2003,
1591,Saint Kitts and Nevis,2003,47306.0
1592,Saint Lucia,2003,160973.0
1593,Saint Pierre and Miquelon,2003,
1594,Saint Vincent and the Grenadines,2003,108350.0
1595,Samoa,2003,177662.0
1596,San Marino,2003,28494.0
1597,Sao Tome and Principe,2003,148372.0
1598,Saudi Arabia,2003,22556425.0
1599,Senegal,2003,10670990.0
1600,Serbia,2003,7480591.0
1601,Seychelles,2003,82781.0
1602,Sierra Leone,2003,5199549.0
1603,Singapore,2003,4114826.0
1604,Sint Maarten,2003,33790.0
1605,Slovakia,2003,5373374.0
1606,Slovenia,2003,1995733.0
1607,Solomon Islands,2003,446769.0
1608,Somalia,2003,9836397.0
1609,South Africa,2003,46418193.8989267
1610,South Korea,2003,47892330.0
1611,South Sudan,2003,7501642.0
1612,Spain,2003,42187645.0
1613,Sri Lanka,2003,19083000.0
1614,State of Palestine,2003,3154969.0
1615,Sudan,2003,29435944.0
1616,Suriname,2003,488332.0
1617,Svalbard and Jan Mayen Islands,2003,
1618,Swaziland,2003,1087392.0
1619,Sweden,2003,8958229.0
1620,Switzerland,2003,7339001.0
1621,Syria,2003,17415266.0
1622,Taiwan,2003,22605000.0
1623,Tajikistan,2003,6576877.0
1624,Tanzania,2003,37149072.0
1625,Thailand,2003,64554952.0
1626,Timor-Leste,2003,960852.0
1627,Togo,2003,5391401.0
1628,Tokelau,2003,
1629,Tonga,2003,99789.0
1630,Trinidad and Tobago,2003,1284052.0
1631,Tunisia,2003,9939678.0
1632,Turkey,2003,66085803.0
1633,Turkmenistan,2003,4655741.0
1634,Turks and Caicos Islands,2003,23410.0
1635,Tuvalu,2003,9767.0
1636,Uganda,2003,26624820.0
1637,Ukraine,2003,47812950.0
1638,United Arab Emirates,2003,3741932.0
1639,United Kingdom,2003,59647577.0
1640,United States of America,2003,290107933.0
1641,United States Virgin Islands,2003,108085.0
1642,Uruguay,2003,3325637.0
1643,Uzbekistan,2003,25567650.0
1644,Vanuatu,2003,198964.0
1645,Venezuela,2003,25868523.0
1646,Viet Nam,2003,80467400.0
1647,Wallis and Futuna Islands,2003,
1648,Western Sahara,2003,
1649,Yemen,2003,19462086.0
1650,Zambia,2003,11421984.0
1651,Zimbabwe,2003,12633897.0
1652,Afghanistan,2004,24118979.0
1653,Albania,2004,3026939.0
1654,Algeria,2004,32831096.0
1655,American Samoa,2004,59264.0
