,country,year,CDA,CHA,FGA,NDA,BCA
1045,Saint Lucia,1999,12.015527327375699,75.19884077697,82.1829829609221,21.1010058842252,24.4117267097379
1046,Saint Vincent and the Grenadines,1999,4.7845772383556,71.0414756993722,0.0,0.0,19.577002555552898
1050,Saudi Arabia,1999,61.896366580857,77.6361138217025,100.0,62.420786827686904,83.3779999617843
1052,Serbia,1999,49.126750768772496,100.0,66.8894203861462,77.5574443116824,49.63003547324221
1054,Sierra Leone,1999,60.4092345061557,90.0114336237315,33.8680904663525,91.2588399842601,75.5586804245919
1055,Singapore,1999,49.374209293294896,42.3982128106515,77.5003663955668,0.0,80.90034466742041
1057,Slovakia,1999,71.0545875534493,100.0,68.10826203446429,77.69018588336391,100.0
1058,Slovenia,1999,66.2160884541289,100.0,100.0,100.0,0.0
1061,South Africa,1999,42.3542986997841,54.5729495778865,89.95467860269751,44.3610186381581,73.5046422995305
1062,South Korea,1999,25.074845373454398,87.5968144215455,80.4263949225991,0.0,100.0
1064,Spain,1999,43.6977118804395,62.074244074679,94.9727185358634,54.2398771754671,100.0
1068,Suriname,1999,50.9250523348777,95.7867515206783,100.0,61.9245525032626,98.10867301251179
1069,Sweden,1999,55.3512370713136,87.53238212448721,94.23219055251471,79.1025116185,100.0
1070,Switzerland,1999,61.608774671475494,100.0,93.52764771373242,99.7285915937526,100.0
1072,Taiwan,1999,23.738051848071102,80.3100144399942,72.83976077094141,53.0471382152414,33.4692727547466
1073,Tajikistan,1999,70.0193676500115,83.21142708183591,100.0,75.6984556246923,75.2567350891147
1075,Thailand,1999,9.29561084863749,81.5033627577169,100.0,52.304265913402794,35.9557028877504
1081,Turkey,1999,34.9835504831021,6.90887257808973,94.64527798601671,56.67085933455,78.0612685694864
1082,Turkmenistan,1999,59.4002043446049,90.94175919492201,13.177193092130198,81.8645693862696,79.5678779996022
1086,Ukraine,1999,58.4206553033601,86.80871290382879,89.4905679768395,74.87146553692621,78.6608142468283
1087,United Arab Emirates,1999,35.55676468943471,58.776673002376796,98.79892092647829,1.8277657106761,68.6514066834721
1088,United Kingdom,1999,64.4988011596686,100.0,89.879869463191,100.0,100.0
1089,United States of America,1999,48.2759189181325,100.0,88.3728317354639,59.56291497876221,100.0
1090,Uruguay,1999,31.428773831694002,66.1154124095797,41.8895650668129,70.16929950972879,66.9958647226242
1091,Uzbekistan,1999,57.1269119969919,45.592027047139794,0.0,74.02597268857879,70.027961970186
1093,Venezuela,1999,32.7126421323492,11.0881681471794,100.0,68.66031393089129,100.0
1098,Zambia,1999,78.7166604810961,100.0,5.04576176339035,100.0,48.980972033321706
1101,Albania,2000,74.923269179682,76.76066905687209,0.0,63.0224526219504,48.0450730135061
1102,Algeria,2000,45.912453343160294,100.0,88.88960443043709,66.1869820015296,65.5944430890014
1104,Angola,2000,11.7070095122415,90.4489513149688,0.0,100.0,46.06677950363711
1106,Antigua and Barbuda,2000,40.00551624942771,79.34995426986241,5.60992355514929,36.0004473274365,66.6535969799462
1107,Argentina,2000,41.3229788120538,100.0,100.0,60.7074502729265,61.135741515332796
1108,Armenia,2000,69.560274895459,95.6806050474551,11.4934920169806,100.0,100.0
1110,Australia,2000,41.637008643605796,80.09095449855691,97.3405264777804,54.79001427693171,97.51206675818291
1111,Austria,2000,50.943546515911294,100.0,89.3726296335777,91.39940793924481,100.0
1112,Azerbaijan,2000,63.3376537648418,88.3972265184984,100.0,73.8666860549488,92.7820782587755
1114,Bahrain,2000,25.2677336026832,29.1149830432552,100.0,42.2835215741448,43.7324964369228
1117,Belarus,2000,69.87623399256971,100.0,39.7994388429502,84.10730667048959,100.0
1118,Belgium,2000,51.72084502758371,96.48815380582519,62.0039488912141,54.693447608784,100.0
1123,Bolivia,2000,17.7901910376518,100.0,0.0,47.8278642629019,100.0
1124,Bosnia and Herzegovina,2000,0.0,0.0,76.8466677643153,5.9909887069976,45.250970097536104
1126,Brazil,2000,27.667915664235398,66.7507415316977,100.0,57.1210914136162,97.98719665381451
1128,Brunei Darussalam,2000,70.28254793420551,72.74760902985601,0.0,28.2402485044203,25.445127951942396
1129,Bulgaria,2000,82.2734938026411,100.0,51.7049865929827,100.0,100.0
1134,Cameroon,2000,0.9307720745760552,0.0,100.0,41.782969531801,37.0787107593086
1135,Canada,2000,43.0623385579082,73.2073523174852,92.3211276417358,92.7596379486837,56.7979939617653
1139,Chile,2000,6.042553101188049,43.189961980248,94.9203191613589,15.615995637098901,36.693561505782
1140,China,2000,38.898615204927395,69.1295915530477,75.1955884826077,35.6319134186709,70.52310870144392
1141,Colombia,2000,60.164833288857004,73.3504209808697,96.08090131723559,70.7814425411744,100.0
1142,Comoros,2000,29.5627451854253,57.9554977573619,36.9398081592379,41.9942853582247,48.2117793747509
1144,Costa Rica,2000,27.2539409240547,100.0,0.0,88.64147609212459,100.0
1146,Croatia,2000,39.627610792115505,65.6686767332655,100.0,63.8557702464718,49.3808789139553
1147,Cuba,2000,80.86070703019641,76.7236879845631,14.8811329311037,100.0,100.0
1149,Cyprus,2000,36.9118817389961,37.706395611642705,10.228293011850301,62.000993821413495,2.2841912468910697
1150,Czech Republic,2000,79.175383835712,100.0,31.624826839243603,87.28361637968,100.0
1152,Denmark,2000,59.6857498891676,93.1675200211407,75.04627529040859,96.6608064027447,100.0
1156,Ecuador,2000,48.7212361899134,100.0,12.952309055334,51.2395704615944,96.0117424051289
1157,Egypt,2000,20.5151997657417,81.0440715406887,95.1585308009098,25.0941373415933,8.4453944926409
1158,El Salvador,2000,17.857386778950602,85.99520214209049,0.0,73.37823662117592,44.4037231045611
1161,Estonia,2000,88.1404216906077,100.0,67.88158767516029,100.0,65.2219932502109
1163,Ethiopia,2000,44.87340619316111,58.8558087819374,0.0,56.7686914031021,30.5758385405732
1167,Finland,2000,51.091472007353495,78.17788072659579,64.8018787111949,71.7447827753663,100.0
1168,France,2000,57.1093441415804,98.25709269833371,95.8729707980348,100.0,100.0
1170,Gabon,2000,55.626051704874705,100.0,10.0697695589686,77.46430050473559,36.5648361505684
1172,Georgia,2000,90.39099805129841,86.4830506872549,23.7415778181917,82.14106681105329,89.57515598059321
1173,Germany,2000,69.5023154131087,100.0,89.8857995543885,100.0,100.0
1174,Ghana,2000,24.706366045368398,45.407860170933105,100.0,51.849004960709,46.83360612879721
1175,Greece,2000,45.2174563475237,55.040127183779,87.14186821318701,100.0,100.0
1177,Grenada,2000,18.4037975707244,45.291685407508204,93.7601306846594,1.0494233529780799,37.162537847036205
1178,Guatemala,2000,17.5483578247979,53.9331126066121,3.8393060618206603,44.6262336839524,34.302660517919605
1186,Hong Kong,2000,38.593912672404706,51.519453346510495,100.0,61.843518031437796,0.0
1187,Hungary,2000,67.0655154164603,100.0,86.4659084230885,65.6413483087334,100.0
1188,Iceland,2000,40.018375232238995,66.9475526964839,100.0,74.2659592162235,58.4004072450167
1189,India,2000,28.232922982536103,65.36614541868781,88.87037689080059,41.9069210345641,59.92577024630321
1190,Indonesia,2000,37.4450602482099,86.82056880581409,100.0,58.871608866799896,44.19097710217171
1191,Iran,2000,23.3822316337778,100.0,100.0,47.079909096384704,41.349500589190505
1192,Iraq,2000,35.805029838534004,52.8199855700296,100.0,32.4761258543241,23.029112489264698
1193,Ireland,2000,37.8664252189563,70.9454669269552,53.067021900683606,58.4014844931009,100.0
1195,Israel,2000,28.5926255663568,25.0004103034091,85.50272865702459,20.509607102742397,3.7621252336509903
1196,Italy,2000,52.4423719251938,80.1281777751251,82.8927974811579,71.86521818404509,100.0
1197,Jamaica,2000,35.791813695801395,65.46378208812611,10.7556678491159,45.9732150051979,73.8391011987371
1198,Japan,2000,51.4497105853156,100.0,89.76044749997659,97.4275154212776,100.0
1200,Jordan,2000,34.2166042628671,34.3254267326689,0.0,71.92590123116629,25.844442495857
1201,Kazakhstan,2000,62.8975010903046,98.30550435218781,31.2715180938671,100.0,79.7618547801056
1202,Kenya,2000,6.154884810741709,70.9422831261452,67.734304160956,78.1817381167261,38.37970072164
1205,Kuwait,2000,7.70116343075021,100.0,93.69121183284159,0.0,69.21303106551349
1206,Kyrgyzstan,2000,66.9373208968737,97.9327580831584,19.716267739618896,87.22033570881099,75.8368280362011
1208,Latvia,2000,100.0,100.0,50.938912456904895,100.0,30.7367999040382
1211,Liberia,2000,38.2753012262383,4.8999947986361,59.7725504717189,21.452211503754302,39.2067338583505
1212,Libya,2000,46.393060215454206,46.4227291861081,87.14577885136559,25.557130165686804,73.15161145282829
1214,Lithuania,2000,82.227222716252,100.0,60.543629578886396,49.1999129863741,35.0480985757429
1215,Luxembourg,2000,100.0,100.0,39.4254992965463,100.0,100.0
1217,Madagascar,2000,10.0555858207506,77.310916797359,9.51482171856013,93.3216439782378,36.4898611957032
1219,Malaysia,2000,19.7416461527465,25.685294880229996,100.0,33.2928569591898,36.0263571349054
1222,Malta,2000,56.1013702124253,72.23143451787949,21.0549020489875,92.30368909206359,100.0
1224,Mauritania,2000,43.018343401863,25.6943920749494,27.2652804569335,22.9382849973834,86.30820790772421
1225,Mauritius,2000,34.7297735967258,73.44872209014541,0.0,63.073103029826406,8.12296538397713
1226,Mexico,2000,41.0439476787418,63.14929967044971,83.8005447203348,0.0,61.422694328996805
1228,Moldova,2000,100.0,100.0,66.84299714522069,100.0,74.16483271203991
1230,Mongolia,2000,93.75204916768749,51.50374489880961,53.6683255023288,48.806795962626,100.0
1231,Montenegro,2000,40.7143284008942,100.0,74.0977244750966,100.0,68.3711833050934
1233,Mozambique,2000,40.603000010083605,99.0784439932562,0.0,100.0,18.780616574721602
1238,Netherlands,2000,52.1193728819429,100.0,93.5974569440757,91.27656112531479,100.0
1240,New Zealand,2000,34.5880379321963,77.3221667080995,96.9742586584141,71.7917515952873,60.9928503218317
1243,Nigeria,2000,43.1868285099591,100.0,86.62552647047909,37.6224416659687,43.7596996878491
1246,North Macedonia,2000,50.0257481704844,98.33751347763081,9.64066440979776,96.24528345297621,68.1639998144784
1247,Norway,2000,42.395470696530296,18.0648986653271,97.1141636014384,68.5139410705409,100.0
1248,Oman,2000,21.7436577197564,100.0,33.267200963658105,28.3453518738963,43.284643228438505
1249,Pakistan,2000,29.3617536362279,36.9173775393231,100.0,26.6369376108138,32.5049046079491
1252,Papua New Guinea,2000,28.375002157978102,0.0,60.067606915495006,69.6123316551715,29.2873536186368
1254,Peru,2000,31.1811712926087,57.878780393023995,4.70206974625613,27.535604659618397,82.03532907834601
1255,Philippines,2000,24.1363862979326,55.1569516676356,98.82692732248378,27.9787083095315,86.70766408123129
1256,Poland,2000,77.9952493091004,100.0,52.0214644549895,74.2829804995101,100.0
1257,Portugal,2000,35.5204738904985,53.7155538440138,66.1978136844456,66.3884116998975,100.0
1259,Republic of Congo,2000,79.96462925526029,34.5372050700044,8.93299706194375,100.0,100.0
1260,Romania,2000,85.58281098868771,100.0,100.0,100.0,100.0
1261,Russia,2000,57.650474591125004,87.16495375730959,91.733354975048,80.2858552913625,76.070510873172
1262,Rwanda,2000,52.8706460374451,16.8337051072454,33.442568085091,49.82260386212771,63.11945961758679
1264,Saint Kitts and Nevis,2000,25.4633704987226,66.21914133800689,0.0,10.4231671829484,11.6758062931443
1265,Saint Lucia,2000,19.963526323952102,78.2723752794714,83.0636931852747,72.0365354934049,33.726096829723204
1266,Saint Vincent and the Grenadines,2000,10.7576227699715,69.4935137493104,0.0,0.0,29.023148041690195
1270,Saudi Arabia,2000,71.0650693255132,73.1945853562988,100.0,61.0988449225747,89.81314239415458
1272,Serbia,2000,49.126750768772496,100.0,66.8894203861462,77.5574443116824,49.63003547324221
1274,Sierra Leone,2000,59.6473279730562,93.1987134435685,55.34252372917771,95.52051625596408,77.23175628926501
1275,Singapore,2000,53.6952443230715,48.7207403122098,75.87631829377,0.0,95.24413630944309
1277,Slovakia,2000,71.0545875534493,100.0,68.10826203446429,77.69018588336391,100.0
1278,Slovenia,2000,57.837476515802,99.99571087231442,100.0,100.0,0.0
1281,South Africa,2000,43.39496659263571,53.3734477556806,88.0145774975112,54.954379679656704,80.50982908183609
1282,South Korea,2000,27.3062522822236,75.6358419733751,80.39927821871191,0.0,100.0
1284,Spain,2000,40.8131704039867,57.977264157708994,95.65137691473558,45.931213075832794,100.0
1288,Suriname,2000,54.19219843878879,100.0,100.0,64.0350924196968,100.0
1289,Sweden,2000,57.9102774023275,85.8926429699208,94.0292617783758,81.9202101365045,100.0
1290,Switzerland,2000,63.05309878673471,100.0,88.3556002908194,100.0,100.0
1292,Taiwan,2000,26.426613828020898,82.4531936485333,68.2201500047091,62.269438749563996,28.918463067369398
1293,Tajikistan,2000,67.31040697520851,83.66175522629379,100.0,79.4127406441385,75.2311832203414
1295,Thailand,2000,17.6155781699909,85.6345425238842,100.0,61.495854407877104,47.7122122335864
1301,Turkey,2000,33.3879036956332,16.8837206984445,93.1073673496252,56.814684413902995,77.2200070380918
1302,Turkmenistan,2000,52.321420579075,89.4508129531637,26.6958204435012,77.6302107850918,59.4138400458725
1306,Ukraine,2000,58.6231342232189,89.5010279111042,89.7488995063545,76.30115989760341,79.3685570266903
1307,United Arab Emirates,2000,26.1990444139872,79.582819831241,97.12096412392799,11.789497550778101,75.06569508363171
1308,United Kingdom,2000,63.1896096702945,100.0,91.45192865224399,100.0,100.0
1309,United States of America,2000,47.492132490072,100.0,86.687925043015,63.51954740565479,100.0
1310,Uruguay,2000,37.7693683602109,77.9593705392946,37.022849876147106,84.0639563693652,81.72439790455091
1311,Uzbekistan,2000,56.3513704629093,51.117711746476296,14.5118266169281,49.782489160341996,71.4626898656816
1313,Venezuela,2000,31.012964856490804,21.081794590410198,100.0,65.2407888797404,100.0
1318,Zambia,2000,86.97799398926671,100.0,23.6368115677784,100.0,47.931508559790004
1321,Albania,2001,39.2351494106637,85.603156028424,18.915822122593,68.296949675223,0.0
1322,Algeria,2001,51.8716519831484,100.0,83.50610506229091,55.603345008267794,58.4022864244769
1324,Angola,2001,14.7534663257419,100.0,0.0,100.0,45.564854225911
1326,Antigua and Barbuda,2001,38.3938419514092,75.66546093876691,26.0466362167456,35.1563021104736,71.15545919330391
1327,Argentina,2001,44.3552994915106,100.0,100.0,57.0563208257351,75.1444789212791
1328,Armenia,2001,62.997472782024005,100.0,22.072927353126,100.0,100.0
1330,Australia,2001,42.7880828388619,56.9431150497735,93.9804178740339,25.604435960208697,100.0
1331,Austria,2001,47.645209813075,100.0,87.09635099905078,84.696312952935,100.0
1332,Azerbaijan,2001,73.35277158473009,91.147802521448,100.0,73.08122168173321,100.0
1334,Bahrain,2001,37.473274396030604,35.579682513577104,100.0,42.7137066694635,49.0348195567226
1337,Belarus,2001,80.4306971553185,100.0,43.585991433984795,89.4107806831289,100.0
1338,Belgium,2001,52.6744746542295,98.8918725333407,63.445651282492,66.9277924899061,100.0
1343,Bolivia,2001,35.542319928379,100.0,0.0,49.6793690659935,100.0
1344,Bosnia and Herzegovina,2001,0.0,0.0,76.8466677643153,5.9909887069976,45.250970097536104
1346,Brazil,2001,28.3645055676653,64.3811952768114,100.0,54.7084545684972,95.14171888905891
1348,Brunei Darussalam,2001,68.3259058887862,58.184257046587106,0.0128139671151501,18.4811646613772,36.5463186979211
1349,Bulgaria,2001,89.5135667522742,100.0,53.9501624702883,100.0,100.0
1354,Cameroon,2001,32.9538418574675,46.29271469453629,100.0,33.0392576499225,38.136471819121496
1355,Canada,2001,44.155747531250604,84.9080435510038,91.5588191442151,100.0,62.3263060876446
1359,Chile,2001,14.2304494045756,53.444440421723,92.9838872549655,21.9985055373582,44.96293681633511
1360,China,2001,42.6763197790575,69.9876902277102,75.3606328472868,41.116353342466,74.9260455714118
1361,Colombia,2001,67.3958324194661,77.73669166811929,92.7906241274847,70.68580957791251,100.0
1362,Comoros,2001,27.080049028972102,57.590265226760394,50.0621255424965,41.009148798762396,53.6662731621261
1364,Costa Rica,2001,33.8417194322413,100.0,15.4508705201914,100.0,100.0
1366,Croatia,2001,39.627610792115505,65.6686767332655,100.0,63.8557702464718,49.3808789139553
1367,Cuba,2001,79.5346433705946,77.3970860688605,28.4576047739368,100.0,97.1356320305875
1369,Cyprus,2001,40.432761444076,40.5960487118004,29.484941077242397,70.3406215557484,14.9985102472487
1370,Czech Republic,2001,69.0245408015722,100.0,38.431938903277604,71.88360798064829,100.0
1372,Denmark,2001,62.307402848772895,90.34249166318008,75.5329254258107,93.96991785720041,100.0
1376,Ecuador,2001,52.8013826181035,100.0,31.7241124232998,45.76905151058829,95.39667160836659
1377,Egypt,2001,23.5105420204637,93.53297379617621,95.5022340596059,33.6345065058622,14.1933926513581
1378,El Salvador,2001,24.121944857196603,83.7572994801071,0.0,71.12898174990531,50.018610143383206
1381,Estonia,2001,88.1404216906077,100.0,67.88158767516029,100.0,65.2219932502109
1383,Ethiopia,2001,31.8324638123644,52.2940583801142,0.0,50.502504490456104,32.328035259313395
1387,Finland,2001,50.500898391758206,84.3360118089143,65.6354370961575,63.1787635822888,100.0
1388,France,2001,53.5698221674769,92.07540718689671,95.05254933627769,100.0,100.0
1390,Gabon,2001,57.002364531387904,100.0,29.1734960046568,80.60583506125859,50.2377274481036
1392,Georgia,2001,88.39949000379721,86.493152035562,29.996444269163998,96.897679867576,100.0
1393,Germany,2001,64.7582707503469,100.0,89.3964739734897,100.0,100.0
1394,Ghana,2001,26.9401354992618,43.37198024507771,100.0,46.4684217367424,72.5802042154525
1395,Greece,2001,43.743850025267896,59.481721925472606,97.1606542721197,100.0,100.0
1397,Grenada,2001,22.324487085270402,37.1227885681351,93.8073270059227,0.0,45.310538466088104
1398,Guatemala,2001,18.662767499851803,54.0982350052423,23.2783821200698,45.6008049791029,28.8585062589466
1406,Hong Kong,2001,41.1694158963882,50.9117277731822,100.0,66.0942989071461,16.2282567449713
1407,Hungary,2001,65.6669384796093,100.0,80.64259966782521,43.7781166145407,100.0
1408,Iceland,2001,40.345870193126395,67.7816735095488,92.95554377668051,77.553834753494,72.9219010203907
1409,India,2001,30.911499845725604,66.1921280323631,87.32662522206341,45.84992781914929,60.3376159545329
1410,Indonesia,2001,38.5424588357889,96.79446840161941,100.0,62.6812586916665,45.1212696389626
1411,Iran,2001,20.1365973138192,100.0,100.0,50.2405435942177,41.394178814661295
1412,Iraq,2001,42.914760694695204,28.031272956279697,100.0,38.218636759256704,36.3897258885098
1413,Ireland,2001,34.4990625674478,66.6124828370565,57.570352157161395,62.366486383688,100.0
1415,Israel,2001,32.659527790313696,31.1936653788138,82.4316809372225,29.9098580996977,5.85981460518386
1416,Italy,2001,51.338829376938705,80.3782411554012,82.1566457224187,72.1246173189634,100.0
1417,Jamaica,2001,36.5628737469973,58.5206935056301,30.124329018736,51.426928602071506,74.1255825606625
1418,Japan,2001,52.668350204404895,100.0,92.4380560964222,100.0,100.0
1420,Jordan,2001,40.182119266943204,48.159263186629495,0.0,75.21002565823521,19.9562151639685
1421,Kazakhstan,2001,71.3453244804392,100.0,40.723883499672496,100.0,94.29115502073351
1422,Kenya,2001,17.4694114266837,71.45331935493391,67.4869715955657,77.8921161329093,38.525433026026796
1425,Kuwait,2001,7.70116343075021,100.0,93.69121183284159,0.0,69.21303106551349
1426,Kyrgyzstan,2001,77.7581083326203,100.0,33.3282230580126,97.65123327688771,76.64855608530371
1428,Latvia,2001,100.0,100.0,50.938912456904895,100.0,30.7367999040382
1431,Liberia,2001,38.2753012262383,4.8999947986361,59.7725504717189,21.452211503754302,39.2067338583505
1432,Libya,2001,46.393060215454206,46.4227291861081,87.14577885136559,25.557130165686804,73.15161145282829
1434,Lithuania,2001,82.227222716252,100.0,60.543629578886396,49.1999129863741,35.0480985757429
1435,Luxembourg,2001,87.4089939606337,100.0,45.379933963720106,100.0,100.0
1437,Madagascar,2001,13.9072846885358,80.5801757058633,26.767418308080202,95.5661338282529,42.5129907133997
1439,Malaysia,2001,26.289332342916,47.315378289826796,98.6765195361432,39.7296481243555,35.571210976554
1442,Malta,2001,56.5925015518521,74.796286101468,44.5773746772999,100.0,100.0
1444,Mauritania,2001,43.549663469647896,15.1934182069648,27.2652804569335,9.664080789951472,100.0
1445,Mauritius,2001,32.9835822795346,63.6300246143186,18.969090771265897,63.2133228498952,0.0
1446,Mexico,2001,40.632063487581604,69.237907235207,84.48011234756859,0.0,64.4828686508832
1448,Moldova,2001,100.0,100.0,66.84299714522069,100.0,74.16483271203991
1450,Mongolia,2001,83.5554900534447,56.685282054367704,53.6683255023288,53.4634313372233,76.4148831832771
1451,Montenegro,2001,40.7143284008942,100.0,74.0977244750966,100.0,68.3711833050934
1453,Mozambique,2001,26.082929998168698,83.8874659362521,0.0,99.21619310694271,14.925905588562
1458,Netherlands,2001,52.7984693327937,100.0,96.8229537661516,100.0,100.0
1460,New Zealand,2001,34.6717114571563,78.86741172281009,96.4670093874763,71.2184203815359,73.6162559301254
1463,Nigeria,2001,21.6025499531549,100.0,76.9180982294488,34.5998600509147,43.7768362826264
1466,North Macedonia,2001,46.2479658539031,100.0,30.683943807224303,100.0,100.0
1467,Norway,2001,40.8318108216337,24.680405162747196,94.5529110268849,67.5166126827907,100.0
1468,Oman,2001,24.0690518709125,100.0,46.7968335073981,29.846806469327603,48.7625675635349
1469,Pakistan,2001,32.090208078881396,35.0523048482675,100.0,31.963135719658197,34.9847766576896
1472,Papua New Guinea,2001,23.0737343516738,0.0,78.4532015034186,68.9831997212017,27.6518469373815
1474,Peru,2001,35.9861346861213,58.6604924133039,26.1601418460567,29.2205062430467,98.3688258553018
1475,Philippines,2001,29.9370064376197,51.515736916578796,100.0,34.8968142546164,100.0
1476,Poland,2001,77.9952493091004,100.0,52.0214644549895,74.2829804995101,100.0
1477,Portugal,2001,36.46214599238311,53.655892215864704,66.032127296129,71.6680531209496,100.0
1479,Republic of Congo,2001,100.0,47.607382839401,23.992651153202,100.0,100.0
1480,Romania,2001,87.73190181852578,100.0,100.0,100.0,100.0
1481,Russia,2001,59.22426237138001,92.4520451869927,91.63578012296841,88.653472282481,81.568506489213
1482,Rwanda,2001,50.9497254894345,1.3189673866365001,37.0341843492979,32.5464622031971,47.744131834513205
1484,Saint Kitts and Nevis,2001,24.791364119193396,57.569698446249504,7.9556618516507305,13.106240588454302,0.0
1485,Saint Lucia,2001,27.8860652698418,82.0920723319768,84.9942804561237,100.0,44.2064138147107
1486,Saint Vincent and the Grenadines,2001,16.2323620185328,71.0878334822711,0.0,7.20430066658921,38.0557036010862
1490,Saudi Arabia,2001,62.7550759733637,69.7817504082342,100.0,58.1745697426824,84.012483301402
1492,Serbia,2001,49.126750768772496,100.0,66.8894203861462,77.5574443116824,49.63003547324221
1494,Sierra Leone,2001,56.0647562299099,89.8203433542367,60.9892273762673,84.9537622733201,78.4795211802279
1495,Singapore,2001,57.474878729451504,53.5593002600377,73.39854963068579,0.0,74.1251035303351
1497,Slovakia,2001,71.0545875534493,100.0,68.10826203446429,77.69018588336391,100.0
1498,Slovenia,2001,53.0600947960234,87.99593345517799,100.0,86.6077952580883,0.5268869946925611
1501,South Africa,2001,44.9077778622892,53.9553291551447,87.43963865899491,68.41361828914779,76.6012013514142
1502,South Korea,2001,31.322964369626103,68.4950519819182,83.18707635799721,5.547110338594611,100.0
1504,Spain,2001,38.37456012385879,54.0689108538838,95.684339078757,42.8704929473389,100.0
1508,Suriname,2001,51.504037091201106,100.0,100.0,66.02422669814649,100.0
1509,Sweden,2001,59.2607822259886,90.7395755714825,87.1322020872616,97.32090235264792,100.0
1510,Switzerland,2001,57.941754321062405,100.0,83.6382599192009,100.0,100.0
1512,Taiwan,2001,28.627692325887605,83.823356459082,66.67850289657561,65.1858400721554,27.905119954755396
1513,Tajikistan,2001,60.5348783720939,85.3585983668795,100.0,88.93019672565691,75.4167666607618
1515,Thailand,2001,24.732542879565703,82.7078264606028,100.0,67.2455588643912,59.91295366856689
1521,Turkey,2001,37.093577974390705,31.406290498258098,91.78210395701879,67.3863927592802,82.4080667442686
1522,Turkmenistan,2001,40.10006621926279,80.8071624431742,36.286535342562296,51.33348739371329,22.0244924785958
1526,Ukraine,2001,59.048813870323,95.26309666703209,88.59433169156799,79.8262619355394,83.7627255868732
1527,United Arab Emirates,2001,22.014713757713398,96.5354999134017,94.53672702491819,17.680149798351,79.79234852458609
1528,United Kingdom,2001,60.1736809294703,100.0,92.1162124317975,100.0,100.0
1529,United States of America,2001,48.405787960630505,100.0,85.7354694489646,69.2837492402539,100.0
1530,Uruguay,2001,42.5260795035834,87.59019199781869,38.0407462905275,94.6177814130231,99.6801116726018
1531,Uzbekistan,2001,49.1741708054745,56.693181272414506,28.9279545936668,19.8483796870967,65.2985802728926
1533,Venezuela,2001,28.9058002641932,36.0446498538494,100.0,56.796737560831005,100.0
1538,Zambia,2001,88.10527677213041,88.0402042255831,38.637819840782704,100.0,45.9211161922029
1541,Albania,2002,18.968654918147898,100.0,40.19989399621711,71.1540234845088,0.0
1542,Algeria,2002,55.665234498757705,100.0,79.3905486031826,48.4155263640707,49.783091955704094
1544,Angola,2002,12.9024808507618,100.0,0.0,75.4767001603036,42.702609744379004
1546,Antigua and Barbuda,2002,37.0669643342336,72.46943205919641,45.918739910384204,37.231853856385996,77.556736655239
1547,Argentina,2002,48.6888373091716,100.0,100.0,55.2387613973294,85.6899432982144
1548,Armenia,2002,43.8706655059192,83.9949464486597,37.1351715970217,80.55858011332371,100.0
1550,Australia,2002,43.133335032345,43.68937662890821,90.8545200119548,11.1869055412118,100.0
1551,Austria,2002,47.47119740000711,100.0,87.0584238463159,72.7880132656837,100.0
1552,Azerbaijan,2002,84.8125749634813,47.37306353105989,95.2992249410343,53.749625200743,100.0
1554,Bahrain,2002,50.080518241967404,35.8920898209346,100.0,33.357299759267,29.443719456202803
1557,Belarus,2002,83.9518575706651,100.0,50.1305856032075,95.32041064490829,100.0
1558,Belgium,2002,55.1997132964351,100.0,66.113258214072,77.27812674998749,100.0
1563,Bolivia,2002,45.455364787287905,100.0,0.0,41.0809478900572,100.0
1564,Bosnia and Herzegovina,2002,0.0,0.0,76.8466677643153,5.9909887069976,45.250970097536104
1566,Brazil,2002,32.3427805581536,59.046540031051705,100.0,48.4373624290956,81.992357769636
1568,Brunei Darussalam,2002,67.453717914996,50.105153423874704,19.1280857904247,12.196865779165499,41.3160435844044
1569,Bulgaria,2002,96.98632883772949,100.0,58.6135403023748,100.0,96.5675860876217
1574,Cameroon,2002,51.667056459559404,100.0,100.0,30.4532955756305,38.311071751598796
1575,Canada,2002,45.8405618693553,94.0266745870973,91.2832100849209,100.0,70.1082308002962
1579,Chile,2002,23.8006030198556,62.3805165809587,88.3730595660312,27.1605596321424,51.5249905215365
1580,China,2002,43.9742230531505,72.0690955953483,75.4993556653443,45.0304982771451,78.8617328081007
1581,Colombia,2002,71.12542867251649,80.2927983340571,87.0391726134601,70.5317685224372,100.0
1582,Comoros,2002,27.6747247757815,56.6595777652639,57.81350748792979,43.481388186732595,59.0959472937253
1584,Costa Rica,2002,36.3308995988166,100.0,35.481029409372894,100.0,49.1449805477573
1586,Croatia,2002,39.627610792115505,65.6686767332655,100.0,63.8557702464718,49.3808789139553
1587,Cuba,2002,70.7486661941292,76.97493478215321,41.638568259014,100.0,89.46360169968429
1589,Cyprus,2002,41.93503474372179,42.6259543542024,47.3150171248945,65.276479503468,23.117543810619804
1590,Czech Republic,2002,65.4404904881999,100.0,50.14485805747721,74.2906066603111,100.0
1592,Denmark,2002,71.2447047824693,91.1893810807936,76.0644227141525,100.0,100.0
1596,Ecuador,2002,45.2636860882201,100.0,48.8555402780061,50.025034148580396,100.0
1597,Egypt,2002,28.1851637683498,94.08150810975859,95.61222268201709,38.3093010371742,18.368867389510502
1598,El Salvador,2002,32.558504222147896,76.93285307312979,0.0,69.8384153189826,51.959903379145004
1601,Estonia,2002,88.1404216906077,100.0,67.88158767516029,100.0,65.2219932502109
